date,year,month,meanDailyCapFactor,monthlyEnergyMWh,meanDailyEnergyMWh
1209592800000,2008,5,0.5609992532855437,50086.01333333334,1615.6778494623659
1212271200000,2008,6,0.6023224537037036,52040.659999999996,1734.6886666666664
1214863200000,2008,7,0.5816813769414576,51932.513333333336,1675.2423655913979
1217541600000,2008,8,0.5650913231780168,50451.35333333334,1627.4630107526884
1220220000000,2008,9,0.5244854938271605,45315.546666666676,1510.5182222222224
1222812000000,2008,10,0.5483089157706093,48953.01999999999,1579.1296774193545
1225490400000,2008,11,0.3020143518518518,26094.039999999997,869.8013333333332
1228082400000,2008,12,0.1266478494623656,11307.119999999997,364.7458064516128
1230760800000,2009,1,0.05272132616487455,4706.96,151.83741935483872
1233439200000,2009,2,0.240290591931217,19377.033333333336,692.0369047619049
1235858400000,2009,3,0.337940188172043,30171.299999999996,973.2677419354837
1238536800000,2009,4,0.591025077160494,51064.56666666668,1702.1522222222227
1241128800000,2009,5,0.4787593339307049,42743.63333333333,1378.82688172043
1243807200000,2009,6,0.5195600308641976,44889.98666666667,1496.332888888889
1246399200000,2009,7,0.6811318697729988,60811.45333333333,1961.6597849462364
1249077600000,2009,8,0.5977302120669057,53365.35333333334,1721.4630107526884
1251756000000,2009,9,0.5370119598765432,46397.83333333334,1546.5944444444447
1254348000000,2009,10,0.5761017025089608,51434.35999999999,1659.1729032258063
1257026400000,2009,11,0.30303287037037047,26182.039999999997,872.7346666666666
1259618400000,2009,12,0.20872207287933092,18634.706666666665,601.1195698924731
1262296800000,2010,1,0.06259520609318996,5588.5,180.2741935483871
1264975200000,2010,2,0.1318295304232804,10630.733333333335,379.6690476190477
1267394400000,2010,3,0.26847431302270014,23969.38666666667,773.2060215053764
1270072800000,2010,4,0.4494354938271605,38831.22666666667,1294.3742222222222
1272664800000,2010,5,0.5395508512544802,48171.1,1553.906451612903
1275343200000,2010,6,0.625487037037037,54042.080000000016,1801.4026666666673
1277935200000,2010,7,0.7115943847072879,63531.14666666665,2049.391827956989
1280613600000,2010,8,0.683299880525687,61005.013333333336,1967.9036559139786
1283292000000,2010,9,0.5944965277777777,51364.500000000015,1712.1500000000005
1285884000000,2010,10,0.46752001194743137,41740.18666666667,1346.4576344086022
1288562400000,2010,11,0.3195413580246914,27608.373333333333,920.2791111111111
1291154400000,2010,12,0.17038067502986856,15211.586666666666,490.6963440860215
1293832800000,2011,1,0.10917973416965351,9747.566666666666,314.4376344086021
1296511200000,2011,2,0.2833012566137566,22845.41333333334,815.9076190476193
1298930400000,2011,3,0.25019302568697727,22337.23333333333,720.5559139784945
1301608800000,2011,4,0.5039812499999999,43543.98,1451.4660000000001
1304200800000,2011,5,0.4813558094384708,42975.44666666666,1386.3047311827956
1306879200000,2011,6,0.4836266975308642,41785.346666666686,1392.8448888888895
1309471200000,2011,7,0.629864844683393,56234.33333333335,1814.0107526881725
1312149600000,2011,8,0.6762911439665471,60379.27333333333,1947.718494623656
1314828000000,2011,9,0.5238984567901234,45264.82666666666,1508.8275555555554
1317420000000,2011,10,0.3957547043010752,35332.979999999996,1139.7735483870968
1320098400000,2011,11,0.31806126543209867,27480.493333333332,916.0164444444443
1322690400000,2011,12,0.1879139784946236,16776.96,541.1922580645161
1325368800000,2012,1,0.08967928614097966,8006.566666666667,258.2763440860215
1328047200000,2012,2,0.09761606002554281,8152.893333333335,281.1342528735633
1330552800000,2012,3,0.17665882616487458,15772.1,508.77741935483874
1333231200000,2012,4,0.583544675925926,50418.26,1680.6086666666667
1335823200000,2012,5,0.6058086917562724,54086.60000000001,1744.729032258065
1338501600000,2012,6,0.5737976080246914,49576.11333333335,1652.5371111111117
1341093600000,2012,7,0.5646672640382318,50413.49333333333,1626.2417204301075
1343772000000,2012,8,0.46531951911589015,41543.72666666667,1340.1202150537636
1346450400000,2012,9,0.5238989969135803,45264.87333333334,1508.8291111111112
1349042400000,2012,10,0.47840815412186377,42712.28,1377.8154838709677
1351720800000,2012,11,0.43878186728395063,37910.75333333334,1263.691777777778
1354312800000,2012,12,0.23746266427718044,21200.666666666668,683.8924731182796
1356991200000,2013,1,0.1891855585424134,16890.486666666664,544.8544086021504
1359669600000,2013,2,0.1389336970899471,11203.613333333331,400.1290476190475
1362088800000,2013,3,0.43833049581839906,39134.14666666666,1262.3918279569891
1364767200000,2013,4,0.4842226080246913,41836.833333333336,1394.5611111111111
1367359200000,2013,5,0.5766757765830347,51485.61333333333,1660.8262365591395
1370037600000,2013,6,0.546420447530864,47210.726666666655,1573.6908888888886
1372629600000,2013,7,0.664209826762246,59300.653333333335,1912.9243010752689
1375308000000,2013,8,0.5038198924731182,44981.04,1451.0012903225806
1377986400000,2013,9,0.4509047839506172,38958.17333333333,1298.6057777777778
1380578400000,2013,10,0.5325227747909198,47543.63333333333,1533.6655913978493
1383256800000,2013,11,0.41486134259259255,35844.01999999999,1194.8006666666663
1385848800000,2013,12,0.2711783154121864,24210.8,780.9935483870968
1388527200000,2014,1,0.06604756571087217,5896.7266666666665,190.21698924731183
1391205600000,2014,2,0.12247511574074073,9876.393333333332,352.7283333333333
1393624800000,2014,3,0.29729398148148145,26542.406666666666,856.2066666666666
1396303200000,2014,4,0.5253016203703703,45386.05999999998,1512.868666666666
1398895200000,2014,5,0.6036887694145758,53897.333333333336,1738.6236559139786
1401573600000,2014,6,0.5993851080246914,51786.87333333334,1726.2291111111113
1404165600000,2014,7,0.583563918757467,52100.58666666667,1680.6640860215055
1406844000000,2014,8,0.5704912634408602,50933.46000000001,1643.0148387096776
1409522400000,2014,9,0.5530941358024692,47787.333333333336,1592.9111111111113
1412114400000,2014,10,0.518099163679809,46255.89333333334,1492.1255913978498
1414792800000,2014,11,0.41634706790123455,35972.386666666665,1199.0795555555555
1417384800000,2014,12,0.1906411290322581,17020.439999999995,549.0464516129031
1420063200000,2015,1,0.1741461320191159,15547.766666666666,501.5408602150538
1422741600000,2015,2,0.17252306547619045,13912.259999999998,496.8664285714285
1425160800000,2015,3,0.33944160692951003,30305.34666666666,977.591827956989
1427839200000,2015,4,0.504496450617284,43588.49333333334,1452.949777777778
1430431200000,2015,5,0.6244701314217443,55752.69333333333,1798.4739784946235
1433109600000,2015,6,0.5714999999999999,49377.6,1645.9199999999998
1435701600000,2015,7,0.5360465949820789,47858.23999999999,1543.8141935483868
1438380000000,2015,8,0.5735597371565114,51207.41333333332,1651.8520430107524
1441058400000,2015,9,0.5442543209876544,47023.57333333333,1567.4524444444442
1443650400000,2015,10,0.5204381720430108,46464.72,1498.861935483871
1446328800000,2015,11,0.4054960648148148,35034.85999999999,1167.8286666666665
1448920800000,2015,12,0.16520213560334526,14749.246666666666,475.7821505376344
1451599200000,2016,1,0.22969899940262847,20507.526666666665,661.5331182795699
1454277600000,2016,2,0.1234524265644955,10310.746666666666,355.5429885057471
1456783200000,2016,3,0.19583057048984465,17483.753333333334,563.9920430107527
1459461600000,2016,4,0.5782112654320988,49957.45333333333,1665.2484444444444
1462053600000,2016,5,0.7030929659498207,62772.14,2024.907741935484
1464732000000,2016,6,0.667700385802469,57689.31333333334,1922.9771111111113
1467324000000,2016,7,0.5903696983273597,52708.20666666667,1700.264731182796
1470002400000,2016,8,0.6388099611708483,57032.95333333331,1839.7726881720423
1472680800000,2016,9,0.39284645061728407,33941.933333333334,1131.3977777777777
1475272800000,2016,10,0.3878918010752688,34630.98,1117.1283870967743
1477951200000,2016,11,0.3675794753086421,31758.86666666667,1058.628888888889
1480543200000,2016,12,0.1798070489844683,16053.173333333334,517.8443010752688
1483221600000,2017,1,0.08316382915173237,7424.866666666666,239.5118279569892
1485900000000,2017,2,0.08253811177248675,6655.873333333333,237.7097619047619
1488319200000,2017,3,0.45027516427718045,40200.566666666666,1296.7924731182795
1490997600000,2017,4,0.5941327160493828,51333.06666666667,1711.1022222222225
1493589600000,2017,5,0.6185843787335723,55227.21333333333,1781.5230107526882
1496268000000,2017,6,0.6433087191358026,55581.87333333334,1852.7291111111113
1498860000000,2017,7,0.6621650238948625,59118.093333333345,1907.0352688172047
1501538400000,2017,8,0.662192652329749,59120.55999999998,1907.1148387096769
1504216800000,2017,9,0.5628217592592594,48627.799999999996,1620.9266666666665
1506808800000,2017,10,0.49097296893667847,43834.066666666666,1414.0021505376344
1509487200000,2017,11,0.4200820216049383,36295.08666666666,1209.836222222222
1512079200000,2017,12,0.23997617980884112,21425.07333333333,691.1313978494622
1514757600000,2018,1,0.2246015531660693,20052.42666666667,646.8524731182797
1517436000000,2018,2,0.1598482142857143,12890.16,460.36285714285714
1519855200000,2018,3,0.17729405615292712,15828.813333333334,510.6068817204301
1522533600000,2018,4,0.44891296296296296,38786.08,1292.8693333333333
1525125600000,2018,5,0.49914165173237757,44563.36666666666,1437.527956989247
1527804000000,2018,6,0.6028012345679011,52082.026666666665,1736.0675555555556
1530396000000,2018,7,0.7771754778972522,69386.22666666667,2238.2653763440862
1533074400000,2018,8,0.4308828405017921,38469.22,1240.9425806451613
1535752800000,2018,9,0.43311404320987645,37421.05333333333,1247.3684444444443
1538344800000,2018,10,0.6079209976105135,54275.18666666667,1750.8124731182795
1541023200000,2018,11,0.4669834104938272,40347.36666666667,1344.9122222222222
1543615200000,2018,12,0.1462688918757467,13058.886666666665,421.2544086021505
1546293600000,2019,1,0.1492631421744325,13326.213333333331,429.87784946236553
1548972000000,2019,2,0.1624015376984127,13096.059999999998,467.7164285714285
1551391200000,2019,3,0.257821609916368,23018.31333333334,742.52623655914
1554069600000,2019,4,0.49715493827160506,42954.18666666667,1431.8062222222222
1556661600000,2019,5,0.674182571684588,60191.01999999999,1941.6458064516125
1559340000000,2019,6,0.6668087191358024,57612.27333333334,1920.4091111111113
1561932000000,2019,7,0.5726379181600955,51125.11333333333,1649.197204301075
1564610400000,2019,8,0.5672567204301076,50644.67999999999,1633.6993548387095
1567288800000,2019,9,0.6035867283950618,52149.893333333326,1738.3297777777775
1569880800000,2019,10,0.48508266129032257,43308.180000000015,1397.0380645161295
1572559200000,2019,11,0.30981280864197525,26767.826666666675,892.2608888888892
1575151200000,2019,12,0.21945758661887696,19593.173333333332,632.0378494623656
1577829600000,2020,1,0.17526097670250895,15647.300000000001,504.75161290322586
1580508000000,2020,2,0.2116087164750958,17673.56,609.4331034482759
1583013600000,2020,3,0.406805854241338,36319.62666666668,1171.6008602150541
1585692000000,2020,4,0.46110432098765436,39839.41333333333,1327.9804444444444
1588284000000,2020,5,0.6189228643966547,55257.43333333333,1782.4978494623654
1590962400000,2020,6,0.6643625000000001,57400.920000000006,1913.3640000000003
1593554400000,2020,7,0.7068249701314218,63105.333333333336,2035.6559139784947
1596232800000,2020,8,0.5063801523297491,45209.619999999995,1458.3748387096773
1598911200000,2020,9,0.5595271604938271,48343.14666666667,1611.4382222222223
1601503200000,2020,10,0.5202252090800479,46445.70666666665,1498.2486021505372
1604181600000,2020,11,0.3169969135802468,27388.53333333333,912.951111111111
1606773600000,2020,12,0.11632459677419357,10385.46,335.0148387096774
1609452000000,2021,1,0.059364471326164875,5300.0599999999995,170.9696774193548
1612130400000,2021,2,0.11514922288359787,9285.633333333331,331.62976190476184
1614549600000,2021,3,0.2721037933094384,24293.426666666663,783.6589247311827
1617228000000,2021,4,0.536954861111111,46392.90000000001,1546.4300000000003
1619820000000,2021,5,0.5154156959378734,46016.31333333334,1484.3972043010754
1622498400000,2021,6,0.4893590277777778,42280.62000000001,1409.3540000000003
1625090400000,2021,7,0.6440741487455197,57502.939999999995,1854.9335483870966
1627768800000,2021,8,0.5514100209080047,49229.886666666665,1588.0608602150537
1630447200000,2021,9,0.5188452932098765,44828.23333333334,1494.2744444444445
1633039200000,2021,10,0.5095158303464754,45489.573333333334,1467.4055913978495
1635717600000,2021,11,0.40021851851851853,34578.88,1152.6293333333333
1638309600000,2021,12,0.31150306152927115,27810.993333333336,897.1288172043012
