month,hour,meanHourlyCapFactor,p90HourlyCapFactor,p10HourlyCapFactor,meanHourlyEnergyMWh,p90HourlyEnergyMWh,p10HourlyEnergyMWh,coefVarHourlyEnergy,solar_meanHourlyCapFactor,solar_p90HourlyCapFactor,solar_p10HourlyCapFactor,solar_meanHourlyEnergyMWh,solar_p90HourlyEnergyMWh,solar_p10HourlyEnergyMWh,solar_coefVarHourlyEnergy,wind_meanHourlyCapFactor,wind_p90HourlyCapFactor,wind_p10HourlyCapFactor,wind_meanHourlyEnergyMWh,wind_p90HourlyEnergyMWh,wind_p10HourlyEnergyMWh,wind_coefVarHourlyEnergy
1,0,0.1446191781372048,0.4375424836601307,0.002196078431372549,24.5852602833248,74.38222222222223,0.3733333333333333,1.4794983468577474,0,0,0,0,0,0,NaN,0.1536578767707798,0.4648888888888889,0.002333333333333333,24.5852602833248,74.38222222222223,0.3733333333333333,1.4794983468577474
1,1,0.1452105659468088,0.45160784313725494,0.002248366013071895,24.685796210957502,76.77333333333334,0.3822222222222222,1.4608928729541224,0,0,0,0,0,0,NaN,0.15428622631848443,0.47983333333333333,0.0023888888888888887,24.685796210957502,76.77333333333334,0.3822222222222222,1.4608928729541224
1,2,0.14909181450357917,0.4281830065359477,0.002196078431372549,25.34560846560847,72.7911111111111,0.3733333333333333,1.4378889321387807,0,0,0,0,0,0,NaN,0.158410052910053,0.45494444444444443,0.002333333333333333,25.34560846560847,72.7911111111111,0.3733333333333333,1.4378889321387807
1,3,0.15833675692499233,0.47022222222222226,0.002248366013071895,26.917248677248676,79.93777777777778,0.3822222222222222,1.3870175908117204,0,0,0,0,0,0,NaN,0.16823280423280418,0.4996111111111112,0.0023888888888888887,26.917248677248676,79.93777777777778,0.3822222222222222,1.3870175908117204
1,4,0.12879322911960495,0.34290196078431373,0.002405228758169935,21.89484895033279,58.29333333333334,0.4088888888888889,1.5052282598730096,0,0,0,0,0,0,NaN,0.13684280593958012,0.36433333333333334,0.0025555555555555557,21.89484895033279,58.29333333333334,0.4088888888888889,1.5052282598730096
1,5,0.09903725791391842,0.26870588235294113,0.0013071895424836603,16.836333845366113,45.67999999999999,0.22222222222222224,1.8184790411049316,0,0,0,0,0,0,NaN,0.10522708653353816,0.2855,0.001388888888888889,16.836333845366113,45.67999999999999,0.22222222222222224,1.8184790411049316
1,6,0.10802659021314623,0.2528644444444444,0.01265967320261438,18.364520336234847,42.98695555555555,2.1521444444444446,1.483370651593818,0.06408644700460836,0.133922,0.01583,3.2043223502304143,6.6960999999999995,0.7915,0.7774948825863894,0.09475123741252775,0.24188888888888888,0.0015555555555555557,15.160197986004432,38.70222222222222,0.2488888888888889,1.7827625435310865
1,7,0.1713290341355181,0.31580130718954247,0.044239084967320264,29.125935803038058,53.68622222222222,7.520644444444445,0.9165529728920516,0.3151166337941625,0.67138,0.079238,15.75583168970815,33.569,3.9619,0.7090875945284539,0.08356315070831193,0.19922222222222222,0.0017222222222222222,13.370104113329925,31.875555555555554,0.27555555555555555,1.7767981916440074
1,8,0.22511754254389948,0.36106928104575164,0.07790653594771241,38.269982232462894,61.38177777777778,13.24411111111111,0.6690248324907663,0.5262508479262672,0.95882,0.17604799999999998,26.312542396313336,47.941,8.8024,0.5427211045291886,0.07473399897593447,0.1706111111111111,0.0013333333333333333,11.957439836149517,27.297777777777775,0.21333333333333332,1.7470379314684839
1,9,0.26776722297521116,0.3852313725490196,0.11336993464052288,45.52042790578598,65.48933333333333,19.27288888888889,0.5101563133983571,0.687727554531491,1,0.28342,34.38637772657451,50,14.171,0.405838105417635,0.06958781362007173,0.17227777777777778,0.00016666666666666666,11.13405017921147,27.564444444444444,0.026666666666666665,1.6618398322404657
1,10,0.29552392668895483,0.41260130718954247,0.1495967320261438,50.239067537122374,70.14222222222222,25.431444444444445,0.43790627865654985,0.7852266144393241,1,0.37322,39.261330721966175,50,18.661,0.3238002349577279,0.0686108550947261,0.17933333333333334,0.00016666666666666666,10.977736815156169,28.693333333333335,0.026666666666666665,1.664897855578503
1,11,0.3042284178187402,0.42630065359477126,0.15636339869281046,51.718831029185914,72.47111111111111,26.58177777777778,0.42305316905444956,0.8069652534562216,1,0.41048,40.348262672811074,50,20.524,0.2981877068882135,0.07106605222734251,0.1801111111111111,0,11.37056835637479,28.817777777777778,0,1.6415341608969252
1,12,0.30463274961597536,0.4266882352941177,0.16150522875816994,51.787567434715804,72.537,27.45588888888889,0.43549324750228696,0.8015836067588322,1,0.41198,40.07918033794162,50,20.599,0.3021877891729805,0.07317741935483864,0.1856111111111111,0.00022222222222222223,11.708387096774194,29.697777777777773,0.035555555555555556,1.6652539934618893
1,13,0.3009710463540252,0.4290993464052288,0.13660522875816994,51.16507788018432,72.94688888888889,23.22288888888889,0.4980492876290926,0.7699387311827958,1,0.35246,38.49693655913978,50,17.623,0.34373129250260187,0.07917588325652844,0.18544444444444447,0.0018333333333333335,12.668141321044533,29.671111111111117,0.29333333333333333,1.7146821959516347
1,14,0.2983832039195606,0.4794771241830066,0.10363464052287581,50.72514466632534,81.51111111111112,17.61788888888889,0.5968919975378146,0.6976335299539168,1,0.22084,34.881676497695814,50,11.042,0.433267288772068,0.09902167605393408,0.2594444444444445,0.0032777777777777775,15.843468168629453,41.51111111111112,0.5244444444444444,1.634636435287114
1,15,0.3070837912512678,0.5676862745098039,0.0936,52.20424451271542,96.50666666666666,15.912,0.6822881596602103,0.5917046205837184,1,0.149178,29.585231029185852,50,7.4589,0.5291818485847237,0.1413688342720601,0.4425,0.004722222222222222,22.619013483529606,70.8,0.7555555555555555,1.3953739021813871
1,16,0.2961878723532424,0.6214339869281046,0.0735056862745098,50.35193830005121,105.64377777777777,12.495966666666668,0.7503816877451471,0.45878766513056785,0.87438,0.101518,22.9393832565284,43.719,5.0759,0.6180009331682329,0.17132846902201745,0.4841111111111111,0.00938888888888889,27.41255504352282,77.45777777777778,1.5022222222222223,1.2663033551545426
1,17,0.26151111330984006,0.6165718954248366,0.05737542483660131,44.45688926267285,104.81722222222221,9.753822222222222,0.8557452449987802,0.32989969001536107,0.65648,0.068294,16.494984500768055,32.824,3.4147,0.6723404019480056,0.1747619047619048,0.5375,0.0044444444444444444,27.961904761904773,86,0.7111111111111111,1.3049801240396437
1,18,0.17343267648564809,0.48818849673202613,0.014711418300653594,29.483555002560163,82.99204444444445,2.500941111111111,1.2210247416718114,0.04876705499231947,0.096166,0.0116396,2.438352749615975,4.8083,0.58198,0.6955443410274568,0.16903251408090117,0.494,0.0031111111111111114,27.0452022529442,79.03999999999999,0.4977777777777778,1.3316331862873565
1,19,0.15265965884561716,0.43728104575163396,0.002405228758169935,25.952142003754915,74.33777777777777,0.4088888888888889,1.3864938256877593,0,0,0,0,0,0,NaN,0.16220088752346823,0.4646111111111111,0.0025555555555555557,25.952142003754915,74.33777777777777,0.4088888888888889,1.3864938256877593
1,20,0.14823167976868182,0.45945098039215687,0.002928104575163399,25.199385560675875,78.10666666666667,0.4977777777777778,1.45316977207618,0,0,0,0,0,0,NaN,0.15749615975422415,0.4881666666666667,0.0031111111111111114,25.199385560675875,78.10666666666667,0.4977777777777778,1.45316977207618
1,21,0.14230928787285513,0.43670588235294117,0.00203921568627451,24.192578938385385,74.24,0.3466666666666667,1.513149175942552,0,0,0,0,0,0,NaN,0.15120361836490864,0.46399999999999997,0.0021666666666666666,24.192578938385385,74.24,0.3466666666666667,1.513149175942552
1,22,0.13616915153158027,0.41966013071895425,0.0017254901960784314,23.14875576036866,71.34222222222222,0.29333333333333333,1.5517094596169216,0,0,0,0,0,0,NaN,0.14467972350230415,0.4458888888888889,0.0018333333333333335,23.14875576036866,71.34222222222222,0.29333333333333333,1.5517094596169216
1,23,0.1447550776583034,0.4683921568627451,0.002457516339869281,24.608363201911583,79.62666666666667,0.41777777777777775,1.4808285617837802,0,0,0,0,0,0,NaN,0.1538022700119475,0.49766666666666665,0.002611111111111111,24.608363201911583,79.62666666666667,0.41777777777777775,1.4808285617837802
2,0,0.18882844514984184,0.5403712418300654,0.004130718954248366,32.100835675473085,91.86311111111111,0.7022222222222223,1.2377584579630456,0,0,0,0,0,0,NaN,0.20063022297170685,0.5741444444444445,0.004388888888888889,32.100835675473085,91.86311111111111,0.7022222222222223,1.2377584579630456
2,1,0.1906667989286777,0.5535372549019618,0.004141176470588236,32.41335581787519,94.10133333333351,0.7040000000000001,1.2211383137952518,0,0,0,0,0,0,NaN,0.20258347386171985,0.5881333333333344,0.0044,32.41335581787519,94.10133333333351,0.7040000000000001,1.2211383137952518
