site1Scale,date,datetime,year,month,meanDailyCapFactor,stdevDailyCapFactor,specificYield,coefVarDailyCapFactor
0,844124400000,1996-10-01T00:00:00.000+01:00,1996,10,0.3925409240752688,0.0514239159043385,292.05044751199995,0.13100268723695693
0,846806400000,1996-11-01T00:00:00.000+00:00,1996,11,0.3171380483333334,0.08622852570518931,228.3393948,0.2718958704524704
0,849398400000,1996-12-01T00:00:00.000+00:00,1996,12,0.28661365833333335,0.06449067261880163,213.24056180000002,0.2250090696787332
0,852076800000,1997-01-01T00:00:00.000+00:00,1997,1,0.26715530080645167,0.07920755191965953,198.7635438,0.2964850470140726
0,854755200000,1997-02-01T00:00:00.000+00:00,1997,2,0.2748328776785714,0.0817434259703913,184.68769379999998,0.2974295748778415
0,857174400000,1997-03-01T00:00:00.000+00:00,1997,3,0.3181805379266013,0.07467751855000919,236.72632021739136,0.23470171694547828
0,859849200000,1997-04-01T00:00:00.000+01:00,1997,4,0.333824645,0.07351085214369009,240.3537444,0.22020798417591395
0,862441200000,1997-05-01T00:00:00.000+01:00,1997,5,0.366668561827957,0.07312559770648171,272.8014100000001,0.1994324174996837
0,865119600000,1997-06-01T00:00:00.000+01:00,1997,6,0.3680192772222222,0.023909173644671686,264.97387960000003,0.06496717733140521
0,867711600000,1997-07-01T00:00:00.000+01:00,1997,7,0.36858591397849466,0.04943827856251821,274.22792000000004,0.1341295928237852
0,870390000000,1997-08-01T00:00:00.000+01:00,1997,8,0.3736380693548387,0.022065372886757015,277.9867236,0.05905547292024424
0,873068400000,1997-09-01T00:00:00.000+01:00,1997,9,0.3153971608333333,0.07877829286408936,227.08595580000005,0.2497748954237369
0,875660400000,1997-10-01T00:00:00.000+01:00,1997,10,0.31268045875268813,0.0711650938529318,232.63426131200004,0.22759687041785748
0,878342400000,1997-11-01T00:00:00.000+00:00,1997,11,0.2893941322222222,0.06565159311336785,208.36377519999994,0.22685875698044491
0,880934400000,1997-12-01T00:00:00.000+00:00,1997,12,0.2762929594086021,0.07855418080726918,205.56196179999998,0.2843148119858442
0,883612800000,1998-01-01T00:00:00.000+00:00,1998,1,0.2965851344086021,0.06394103317033575,220.65934000000001,0.2155908228436186
0,886291200000,1998-02-01T00:00:00.000+00:00,1998,2,0.29895489761904764,0.06865920065292909,200.89769119999994,0.22966407708904693
0,888710400000,1998-03-01T00:00:00.000+00:00,1998,3,0.3020512821762506,0.06749187615465836,224.72615393913037,0.2234450907421609
0,891385200000,1998-04-01T00:00:00.000+01:00,1998,4,0.3573436972222222,0.08197835307818273,257.28746199999995,0.2294103791823776
0,893977200000,1998-05-01T00:00:00.000+01:00,1998,5,0.40165169623655905,0.017442587494014877,298.8288620000001,0.04342714759442169
0,896655600000,1998-06-01T00:00:00.000+01:00,1998,6,0.3926702733333334,0.008486534767273752,282.7225967999999,0.021612368808141554
0,899247600000,1998-07-01T00:00:00.000+01:00,1998,7,0.3866078239247312,0.01547446213690132,287.636221,0.04002625187408015
0,901926000000,1998-08-01T00:00:00.000+01:00,1998,8,0.3731564354838709,0.03865376246145848,277.6283879999999,0.103585946230128
0,904604400000,1998-09-01T00:00:00.000+01:00,1998,9,0.33177076361111113,0.06360892491650796,238.87494979999997,0.19172552826585976
0,907196400000,1998-10-01T00:00:00.000+01:00,1998,10,0.33915767978494626,0.05866125093505547,252.33331376,0.17296158816822754
0,909878400000,1998-11-01T00:00:00.000+00:00,1998,11,0.2906527113888889,0.0639444900164875,209.2699522,0.22000307415309384
0,912470400000,1998-12-01T00:00:00.000+00:00,1998,12,0.30460704543010747,0.04785391529091531,226.6276418,0.15710048736182453
0,915148800000,1999-01-01T00:00:00.000+00:00,1999,1,0.2695488086021505,0.05699471211788443,200.5443136,0.2114448674933958
0,917827200000,1999-02-01T00:00:00.000+00:00,1999,2,0.2981289767857143,0.08778990333217641,200.34267239999997,0.2944695422722261
0,920246400000,1999-03-01T00:00:00.000+00:00,1999,3,0.27521465097007947,0.07403481960925627,204.75970032173916,0.26900755228072915
0,922921200000,1999-04-01T00:00:00.000+01:00,1999,4,0.35269666,0.052592381417573136,253.94159519999997,0.1491150537619867
0,925513200000,1999-05-01T00:00:00.000+01:00,1999,5,0.3858722849462366,0.02632249047482242,287.08898,0.06821555084861801
0,928191600000,1999-06-01T00:00:00.000+01:00,1999,6,0.3700872166666667,0.02597289855194581,266.462796,0.07018048012001263
0,930783600000,1999-07-01T00:00:00.000+01:00,1999,7,0.3449526467741936,0.05553913494354907,256.64476920000004,0.161005098708244
0,933462000000,1999-08-01T00:00:00.000+01:00,1999,8,0.3530447693548387,0.05692171770110212,262.6653084,0.1612308767670515
0,936140400000,1999-09-01T00:00:00.000+01:00,1999,9,0.34818707472222227,0.06219278547541675,250.6946938,0.17861888045394303
0,938732400000,1999-10-01T00:00:00.000+01:00,1999,10,0.2900981983870968,0.07444495285966872,215.83305960000004,0.25661983863937
0,941414400000,1999-11-01T00:00:00.000+00:00,1999,11,0.2926605541666667,0.07562804940161973,210.71559899999997,0.25841558872519066
0,944006400000,1999-12-01T00:00:00.000+00:00,1999,12,0.338432373655914,0.06954422784248043,251.793686,0.20548928901579144
0,946684800000,2000-01-01T00:00:00.000+00:00,2000,1,0.302765448655914,0.06393775292945128,225.25749380000005,0.21117915935683623
0,949363200000,2000-02-01T00:00:00.000+00:00,2000,2,0.26191072327586207,0.07221148954158138,182.28986340000006,0.2757103208237998
0,951868800000,2000-03-01T00:00:00.000+00:00,2000,3,0.28320767129499763,0.06509606096064549,210.70650744347824,0.22985274608906858
0,954543600000,2000-04-01T00:00:00.000+01:00,2000,4,0.3618978391666667,0.05172272976572509,260.5664442,0.14292080296700793
0,957135600000,2000-05-01T00:00:00.000+01:00,2000,5,0.3483496489247313,0.08139590240042678,259.1721388,0.23366150260715254
0,959814000000,2000-06-01T00:00:00.000+01:00,2000,6,0.3366807213888888,0.0469937875567745,242.41011939999996,0.13957968060337353
0,962406000000,2000-07-01T00:00:00.000+01:00,2000,7,0.37724753172043,0.020927259262642654,280.6721636,0.05547354854040872
0,965084400000,2000-08-01T00:00:00.000+01:00,2000,8,0.3479629814516129,0.03963516167869917,258.88445820000004,0.11390625954908011
0,967762800000,2000-09-01T00:00:00.000+01:00,2000,9,0.33898049055555557,0.029187246329650144,244.0659532,0.08610302699667208
0,970354800000,2000-10-01T00:00:00.000+01:00,2000,10,0.33023815983870963,0.06064626072269503,245.69719092000003,0.18364401240703085
0,973036800000,2000-11-01T00:00:00.000+00:00,2000,11,0.3018224441666667,0.0744690247626602,217.3121598,0.24673123620169982
0,975628800000,2000-12-01T00:00:00.000+00:00,2000,12,0.29798756048387093,0.05027214013831415,221.702745,0.1687054991714502
0,978307200000,2001-01-01T00:00:00.000+00:00,2001,1,0.27053203844086027,0.056177835494256534,201.27583660000002,0.2076568668835773
0,980985600000,2001-02-01T00:00:00.000+00:00,2001,2,0.27271250446428574,0.0689958933374461,183.262803,0.2529986421890741
0,983404800000,2001-03-01T00:00:00.000+00:00,2001,3,0.26978707024310417,0.05805144549801698,200.7215802608696,0.21517504692017683
0,986079600000,2001-04-01T00:00:00.000+01:00,2001,4,0.35816714611111106,0.045482035664089926,257.8803452000001,0.1269855042762086
0,988671600000,2001-05-01T00:00:00.000+01:00,2001,5,0.3660168897849463,0.03058912299099224,272.316566,0.08357298213469035
0,991350000000,2001-06-01T00:00:00.000+01:00,2001,6,0.36183798999999994,0.04844354644737043,260.52335280000005,0.13388186919612957
0,993942000000,2001-07-01T00:00:00.000+01:00,2001,7,0.37527692204301083,0.015971535060302598,279.20603,0.04255933184847451
0,996620400000,2001-08-01T00:00:00.000+01:00,2001,8,0.3669343768817205,0.04150127714134402,272.9991764,0.11310272287385534
0,999298800000,2001-09-01T00:00:00.000+01:00,2001,9,0.3635146133333334,0.07004614895422995,261.73052160000003,0.1926914252825359
0,1001890800000,2001-10-01T00:00:00.000+01:00,2001,10,0.3400872815591397,0.07584744266867476,253.02493748000003,0.22302346127426473
0,1004572800000,2001-11-01T00:00:00.000+00:00,2001,11,0.30575310194444444,0.052597619607494726,220.14223340000004,0.1720264464137857
0,1007164800000,2001-12-01T00:00:00.000+00:00,2001,12,0.2952991005376344,0.051402829065351915,219.70253079999992,0.17407038819883192
0,1009843200000,2002-01-01T00:00:00.000+00:00,2002,1,0.27948118655913984,0.07904811696499876,207.9340028,0.2828387768715578
0,1012521600000,2002-02-01T00:00:00.000+00:00,2002,2,0.2979321479166667,0.06806077835593667,200.2104034,0.22844388842178134
0,1014940800000,2002-03-01T00:00:00.000+00:00,2002,3,0.3369439087190275,0.07946233848182051,250.68626808695655,0.23583254193232192
0,1017615600000,2002-04-01T00:00:00.000+01:00,2002,4,0.33773896611111115,0.09317297736121512,243.1720556,0.27587274999403705
0,1020207600000,2002-05-01T00:00:00.000+01:00,2002,5,0.38648187553763447,0.036812563138792484,287.54251539999996,0.09525042561849136
0,1022886000000,2002-06-01T00:00:00.000+01:00,2002,6,0.34819149944444444,0.06408197682874019,250.6978796,0.18404233570028541
0,1025478000000,2002-07-01T00:00:00.000+01:00,2002,7,0.3563940919354839,0.028644143592250964,265.15720440000007,0.08037210559998918
0,1028156400000,2002-08-01T00:00:00.000+01:00,2002,8,0.3577733830645161,0.04201482786934916,266.18339699999996,0.11743419118960217
0,1030834800000,2002-09-01T00:00:00.000+01:00,2002,9,0.31156685111111115,0.09725444979981746,224.32813279999993,0.3121463321691258
0,1033426800000,2002-10-01T00:00:00.000+01:00,2002,10,0.3255967669354839,0.07696220241946661,242.24399459999998,0.23637274762840768
0,1036108800000,2002-11-01T00:00:00.000+00:00,2002,11,0.3213171827777777,0.08888207119704755,231.3483716,0.27661785911560854
0,1038700800000,2002-12-01T00:00:00.000+00:00,2002,12,0.30111221317204306,0.07389381697738943,224.0274866,0.24540292205009154
0,1041379200000,2003-01-01T00:00:00.000+00:00,2003,1,0.31413221693548393,0.0741040299944542,233.7143694,0.2359007640711796
0,1044057600000,2003-02-01T00:00:00.000+00:00,2003,2,0.25972257589285713,0.07473069022801043,174.53357100000002,0.2877327470325065
0,1046476800000,2003-03-01T00:00:00.000+00:00,2003,3,0.28692618977325846,0.06175216241323042,213.47308519130436,0.21521967883806517
0,1049151600000,2003-04-01T00:00:00.000+01:00,2003,4,0.36096062777777776,0.07616453474132724,259.891652,0.21100510382594212
0,1051743600000,2003-05-01T00:00:00.000+01:00,2003,5,0.39120936397849465,0.03299789808430895,291.0597668000001,0.08434843621514872
0,1054422000000,2003-06-01T00:00:00.000+01:00,2003,6,0.35139986055555555,0.03998067724717575,253.00789960000003,0.11377544995028503
0,1057014000000,2003-07-01T00:00:00.000+01:00,2003,7,0.37649745913978494,0.037045550067724003,280.1141096,0.09839521932595523
0,1059692400000,2003-08-01T00:00:00.000+01:00,2003,8,0.37501383064516136,0.03356334790290409,279.01029,0.08949896019878206
0,1062370800000,2003-09-01T00:00:00.000+01:00,2003,9,0.37901790305555555,0.03616144952736996,272.89289020000007,0.09540828872685071
0,1064962800000,2003-10-01T00:00:00.000+01:00,2003,10,0.3517120399892473,0.07919630175115999,261.6737577519999,0.22517370105834653
0,1067644800000,2003-11-01T00:00:00.000+00:00,2003,11,0.32464931027777777,0.09215323390456523,233.74750340000008,0.28385470409814423
0,1070236800000,2003-12-01T00:00:00.000+00:00,2003,12,0.30337393682795694,0.06865688979278053,225.710209,0.2263111014434829
0,1072915200000,2004-01-01T00:00:00.000+00:00,2004,1,0.29547307177419363,0.06950770214532088,219.8319654,0.23524208730073395
0,1075593600000,2004-02-01T00:00:00.000+00:00,2004,2,0.2953237083333333,0.07504517414340572,205.54530099999994,0.2541115800249327
0,1078099200000,2004-03-01T00:00:00.000+00:00,2004,3,0.2949100589878448,0.07757392522091161,219.4130838869565,0.2630426560801337
0,1080774000000,2004-04-01T00:00:00.000+01:00,2004,4,0.3318158119444444,0.07143364035639936,238.90738459999997,0.2152810016430423
0,1083366000000,2004-05-01T00:00:00.000+01:00,2004,5,0.37262862526881724,0.04431155944394875,277.2356972,0.11891614449099835
0,1086044400000,2004-06-01T00:00:00.000+01:00,2004,6,0.3697376141666668,0.020087895728977706,266.2110822000001,0.054330138344871444
0,1088636400000,2004-07-01T00:00:00.000+01:00,2004,7,0.36274299139784943,0.05922087859418453,269.88078559999997,0.16325850532900366
0,1091314800000,2004-08-01T00:00:00.000+01:00,2004,8,0.3588442989247312,0.04164923409932403,266.98015839999994,0.1160649179160015
0,1093993200000,2004-09-01T00:00:00.000+01:00,2004,9,0.36958832750000004,0.029975519601211902,266.1035958,0.081105157741249
0,1096585200000,2004-10-01T00:00:00.000+01:00,2004,10,0.3152768258602151,0.10988800524416634,234.56595844000003,0.348544505116553
0,1099267200000,2004-11-01T00:00:00.000+00:00,2004,11,0.29481425694444435,0.0770238714608538,212.266265,0.2612623699381282
0,1101859200000,2004-12-01T00:00:00.000+00:00,2004,12,0.29290375107526884,0.07034500756160092,217.92039079999998,0.24016424270211562
0,1104537600000,2005-01-01T00:00:00.000+00:00,2005,1,0.2663943389784946,0.07407195245362715,198.1973882,0.2780537782359061
0,1107216000000,2005-02-01T00:00:00.000+00:00,2005,2,0.31519079910714287,0.07204788093557943,211.808217,0.22858497500457867
0,1109635200000,2005-03-01T00:00:00.000+00:00,2005,3,0.3346522900654511,0.08050826511207321,248.98130380869566,0.2405728796785686
0,1112310000000,2005-04-01T00:00:00.000+01:00,2005,4,0.37049974277777775,0.05175727950281861,266.7598148,0.1396958581260396
0,1114902000000,2005-05-01T00:00:00.000+01:00,2005,5,0.3680512293010753,0.037187426018786524,273.8301146,0.10103872248818455
0,1117580400000,2005-06-01T00:00:00.000+01:00,2005,6,0.3663188913888888,0.0216642354257084,263.74960180000005,0.05914037177708471
0,1120172400000,2005-07-01T00:00:00.000+01:00,2005,7,0.3733265153225806,0.02389892702664189,277.75492740000004,0.0640161522038999
0,1122850800000,2005-08-01T00:00:00.000+01:00,2005,8,0.3691666615591397,0.0367057765711476,274.65999619999997,0.09942874152320337
0,1125529200000,2005-09-01T00:00:00.000+01:00,2005,9,0.3672006769444446,0.05058006393507668,264.3844874,0.13774501821718907
0,1128121200000,2005-10-01T00:00:00.000+01:00,2005,10,0.36341366822580645,0.04443119609918256,270.37976916,0.12226066321637444
0,1130803200000,2005-11-01T00:00:00.000+00:00,2005,11,0.317666715,0.08077821722926422,228.72003479999998,0.25428605961837775
0,1133395200000,2005-12-01T00:00:00.000+00:00,2005,12,0.2911381809139786,0.07609037503783067,216.6068066,0.26135484806203685
0,1136073600000,2006-01-01T00:00:00.000+00:00,2006,1,0.2773615508064516,0.06953763518181431,206.3569938,0.2507111565378399
0,1138752000000,2006-02-01T00:00:00.000+00:00,2006,2,0.29377405148809527,0.06347571123766323,197.41616260000004,0.21606983637979843
0,1141171200000,2006-03-01T00:00:00.000+00:00,2006,3,0.3012939695769051,0.07931052765663732,224.16271336521737,0.26323304036921114
0,1143846000000,2006-04-01T00:00:00.000+01:00,2006,4,0.3551153355555556,0.07661254370729889,255.68304160000005,0.21573989078067662
0,1146438000000,2006-05-01T00:00:00.000+01:00,2006,5,0.3479682629032258,0.05594156030394169,258.88838759999993,0.1607662717203026
0,1149116400000,2006-06-01T00:00:00.000+01:00,2006,6,0.36915629916666665,0.033723728086032426,265.7925354000001,0.09135352196931316
0,1151708400000,2006-07-01T00:00:00.000+01:00,2006,7,0.38486891693548386,0.016205307307039417,286.34247419999997,0.04210604336685349
0,1154386800000,2006-08-01T00:00:00.000+01:00,2006,8,0.35400874435483876,0.03590654360649152,263.38250579999993,0.10142840870196357
0,1157065200000,2006-09-01T00:00:00.000+01:00,2006,9,0.3589767916666667,0.05813786224135363,258.46329,0.16195437585652728
0,1159657200000,2006-10-01T00:00:00.000+01:00,2006,10,0.32498543865591395,0.07281095945481382,241.78916636,0.22404375948641855
0,1162339200000,2006-11-01T00:00:00.000+00:00,2006,11,0.3065590122222222,0.06847550227458502,220.7224888,0.22336809405214178
0,1164931200000,2006-12-01T00:00:00.000+00:00,2006,12,0.2921762043010752,0.08261386983852964,217.37909600000006,0.28275358712443105
0,1167609600000,2007-01-01T00:00:00.000+00:00,2007,1,0.27633942204301076,0.08238621564177787,205.59652999999997,0.29813413892482876
0,1170288000000,2007-02-01T00:00:00.000+00:00,2007,2,0.28121377797619046,0.08649593538722389,188.97565879999996,0.3075807167405121
0,1172707200000,2007-03-01T00:00:00.000+00:00,2007,3,0.3344785888382423,0.0859598837410165,248.85207009565227,0.2569966706675736
0,1175382000000,2007-04-01T00:00:00.000+01:00,2007,4,0.3492355305555555,0.06389872419594923,251.44958200000002,0.18296742056657486
0,1177974000000,2007-05-01T00:00:00.000+01:00,2007,5,0.3738500317204302,0.03582856737727286,278.1444236000001,0.09583673756129547
0,1180652400000,2007-06-01T00:00:00.000+01:00,2007,6,0.3501711811111111,0.04352225270981558,252.12325039999996,0.1242885053296426
0,1183244400000,2007-07-01T00:00:00.000+01:00,2007,7,0.35740787849462374,0.042569842463816406,265.9114616,0.119107174254573
0,1185922800000,2007-08-01T00:00:00.000+01:00,2007,8,0.36812136182795696,0.027323516000435755,273.8822932,0.07422420656263222
0,1188601200000,2007-09-01T00:00:00.000+01:00,2007,9,0.34642918472222217,0.05721243007429265,249.429013,0.1651489903201065
0,1191193200000,2007-10-01T00:00:00.000+01:00,2007,10,0.3411021402150537,0.07236620381064986,253.77999232000005,0.21215405967557208
0,1193875200000,2007-11-01T00:00:00.000+00:00,2007,11,0.3033797372222223,0.06663972899311643,218.4334108,0.21965781104327206
0,1196467200000,2007-12-01T00:00:00.000+00:00,2007,12,0.2872572094086021,0.07302495169323037,213.7193638,0.25421451334005607
0,1199145600000,2008-01-01T00:00:00.000+00:00,2008,1,0.26615875725806454,0.06844513756712717,198.02211540000005,0.2571590665369824
0,1201824000000,2008-02-01T00:00:00.000+00:00,2008,2,0.3072933626436782,0.08538153691061885,213.87618040000004,0.277850247646328
0,1204329600000,2008-03-01T00:00:00.000+00:00,2008,3,0.3309091529102384,0.07473968507473734,246.1964097652174,0.22586164334659864
0,1207004400000,2008-04-01T00:00:00.000+01:00,2008,4,0.35456590722222214,0.04361230072961573,255.28745319999996,0.12300195772145112
0,1209596400000,2008-05-01T00:00:00.000+01:00,2008,5,0.3607258857526882,0.035912487627663185,268.380059,0.09955617006173102
0,1212274800000,2008-06-01T00:00:00.000+01:00,2008,6,0.3683522730555556,0.03401938418534608,265.2136366,0.09235557012625033
0,1214866800000,2008-07-01T00:00:00.000+01:00,2008,7,0.3586391634408603,0.03799668223982626,266.8275376,0.10594682932917315
0,1217545200000,2008-08-01T00:00:00.000+01:00,2008,8,0.3644325865591398,0.04332258104267723,271.1378444,0.11887680366817822
0,1220223600000,2008-09-01T00:00:00.000+01:00,2008,9,0.3874409972222221,0.028133085591466548,278.957518,0.07261256757330312
0,1222815600000,2008-10-01T00:00:00.000+01:00,2008,10,0.35339161612903225,0.08463052023875337,262.9233623999999,0.23948083762081276
0,1225497600000,2008-11-01T00:00:00.000+00:00,2008,11,0.25680007611111116,0.06810095689299192,184.89605479999997,0.2651905635087362
0,1228089600000,2008-12-01T00:00:00.000+00:00,2008,12,0.30086996532258076,0.07775306505163296,223.84725420000004,0.2584274737036953
0,1230768000000,2009-01-01T00:00:00.000+00:00,2009,1,0.3164679489247312,0.06969069354637007,235.452154,0.22021406522575
0,1233446400000,2009-02-01T00:00:00.000+00:00,2009,2,0.30168654732142863,0.082735364724999,202.73335979999993,0.2742428041938824
0,1235865600000,2009-03-01T00:00:00.000+00:00,2009,3,0.2990861075268818,0.09823309182655762,222.52006400000002,0.32844418163999295
0,1238540400000,2009-04-01T00:00:00.000+01:00,2009,4,0.3601808138888888,0.07613175905484643,259.3301860000001,0.2113709451451573
0,1241132400000,2009-05-01T00:00:00.000+01:00,2009,5,0.35578732526881723,0.06154929666788511,264.70577000000003,0.172994629927812
0,1243810800000,2009-06-01T00:00:00.000+01:00,2009,6,0.3663536416666667,0.019466958294377407,263.774622,0.05313706779552027
0,1246402800000,2009-07-01T00:00:00.000+01:00,2009,7,0.3595878161290322,0.038580558467411284,267.5333351999999,0.10729106142341398
0,1249081200000,2009-08-01T00:00:00.000+01:00,2009,8,0.37949478521505375,0.027144329448766196,282.3441202,0.07152754268647968
0,1251759600000,2009-09-01T00:00:00.000+01:00,2009,9,0.3681314597222223,0.040296395664216896,265.05465100000004,0.10946197234711479
0,1254351600000,2009-10-01T00:00:00.000+01:00,2009,10,0.3363188163978495,0.05594600348340762,250.2211993999999,0.16634812194755735
0,1257033600000,2009-11-01T00:00:00.000+00:00,2009,11,0.28755921222222225,0.08088041393676268,207.0426328,0.28126525076949815
0,1259625600000,2009-12-01T00:00:00.000+00:00,2009,12,0.29857088279569893,0.06386882940677496,222.13673679999997,0.21391513066757434
0,1262304000000,2010-01-01T00:00:00.000+00:00,2010,1,0.2772066319892474,0.0669910890200982,206.24173419999997,0.2416648134980289
0,1264982400000,2010-02-01T00:00:00.000+00:00,2010,2,0.27787118779761905,0.08657814541967153,186.7294382,0.311576547773383
0,1267401600000,2010-03-01T00:00:00.000+00:00,2010,3,0.30369491023842915,0.0755567011994606,225.9490132173913,0.2487914635781728
0,1270076400000,2010-04-01T00:00:00.000+01:00,2010,4,0.33887860277777776,0.07396340766862601,243.992594,0.21825930307298888
0,1272668400000,2010-05-01T00:00:00.000+01:00,2010,5,0.3605475731182797,0.06730727280609133,268.2473944,0.18668069853852767
0,1275346800000,2010-06-01T00:00:00.000+01:00,2010,6,0.3628825944444445,0.042550494252105865,261.27546800000005,0.11725691698508878
0,1277938800000,2010-07-01T00:00:00.000+01:00,2010,7,0.32921476236559144,0.07251008183430722,244.9357832,0.2202516111770988
0,1280617200000,2010-08-01T00:00:00.000+01:00,2010,8,0.38664135645161285,0.028387826156615295,287.6611692000001,0.07342159777511528
0,1283295600000,2010-09-01T00:00:00.000+01:00,2010,9,0.3838052027777778,0.03049746354151968,276.33974600000005,0.07946078719307416
0,1285887600000,2010-10-01T00:00:00.000+01:00,2010,10,0.3831498174731184,0.04189071270177009,285.0634641999999,0.10933246158915141
0,1288569600000,2010-11-01T00:00:00.000+00:00,2010,11,0.2890059841666667,0.07610178478862863,208.08430859999999,0.2633225225701262
0,1291161600000,2010-12-01T00:00:00.000+00:00,2010,12,0.28627840752688166,0.08654438733913138,212.9911352,0.3023084698799885
0,1293840000000,2011-01-01T00:00:00.000+00:00,2011,1,0.28470828440860213,0.07232442352723772,211.82296360000004,0.25402992286462783
0,1296518400000,2011-02-01T00:00:00.000+00:00,2011,2,0.3125051785714285,0.07717741615425061,210.00348,0.24696363915329603
0,1298937600000,2011-03-01T00:00:00.000+00:00,2011,3,0.2964154605072463,0.06488665715678921,220.53310261739125,0.21890442909337704
0,1301612400000,2011-04-01T00:00:00.000+01:00,2011,4,0.3759526738888888,0.0444815019204692,270.68592520000004,0.11831675902274741
0,1304204400000,2011-05-01T00:00:00.000+01:00,2011,5,0.36273640349462366,0.05357656571492485,269.8758842,0.14770109974837123
0,1306882800000,2011-06-01T00:00:00.000+01:00,2011,6,0.34731825999999993,0.06454974185061546,250.0691472,0.18585185198905313
0,1309474800000,2011-07-01T00:00:00.000+01:00,2011,7,0.35558492499999994,0.029085642717958094,264.5551841999999,0.08179661361616525
