hour,meanCapFactor,meanEnergyMWh,p90EnergyMWh,p10EneryMWh,p75EnergyMWh,p25EneryMWh,meanSpecificYield
0,0.5608928509343748,67.30714211212549,119.85333333333332,4.312666666666668,113.94333333333333,24.971666666666668,13.461428422424994
1,0.5488527379400261,65.86232855280332,119.85999999999999,4.346666666666666,112.97333333333334,23.876666666666665,13.172465710560626
2,0.5389465449804423,64.67358539765337,119.84666666666668,4.8133333333333335,112.29666666666667,22.716666666666665,12.934717079530614
3,0.5309648993191368,63.71578791829642,119.83333333333333,5.013333333333333,111.69333333333333,22.59166666666667,12.743157583659283
4,0.5057498044328559,60.68997653194295,119.78666666666666,4.36,108.83666666666666,19.78666666666667,12.137995306388541
5,0.4287949152542358,51.455389830508665,118.25999999999999,2.152666666666667,93.21666666666667,11.605,10.291077966101659
6,0.3500957627118644,42.01149152542364,114.15933333333338,1.9660000000000006,73.27333333333333,8.786666666666665,8.402298305084745
7,0.29659955816311645,35.59194697957415,104.69666666666667,1.3860000000000006,56.93166666666667,6.415,7.118389395914795
8,0.2305323120382445,27.663877444589346,85.98600000000002,0.5933333333333334,39.28,4.101666666666667,5.532775488917868
9,0.17499567579313374,20.999481095176083,64.45666666666668,0.3466666666666667,26.856666666666666,2.28,4.19989621903521
10,0.14405263653484054,17.286316384180846,52.84000000000002,0.13333333333333333,21.535000000000004,0.7466666666666667,3.457263276836173
11,0.13911522526437822,16.69382703172541,51.093333333333355,0,20.958333333333336,0.5866666666666667,3.338765406345077
12,0.15796904244531368,18.956285093437604,56.40733333333346,0.012666666666667274,25.05666666666667,0.6599999999999999,3.7912570186875283
13,0.20643882369984,24.772658843980874,72.18933333333334,0.19999999999999998,36.35000000000001,2.048333333333333,4.95453176879616
14,0.28863384760249094,34.6360617122991,91.56666666666669,0.49333333333333335,55.239999999999995,5.006666666666667,6.927212342459782
15,0.40535133275387464,48.64215993046493,109.45400000000001,1.9726666666666672,81.43666666666667,11.708333333333332,9.72843198609299
16,0.521744618281907,62.6093541938288,118.08066666666667,3.8260000000000005,103.61833333333334,20.578333333333333,12.521870838765768
17,0.5816522164276398,69.79826597131677,119.74666666666667,4.612000000000001,112.285,30.34833333333333,13.959653194263353
18,0.6009250325945265,72.11100391134295,119.87333333333333,5.552666666666668,116.94666666666666,32.38666666666667,14.422200782268636
19,0.6033465884398115,72.40159061277716,119.90666666666668,5.690666666666669,117.43333333333334,31.735,14.480318122555476
20,0.5978035781544268,71.73642937853128,119.89333333333335,5.110666666666669,117.45833333333333,29.688333333333336,14.347285875706241
21,0.5899288425322339,70.791461103868,119.85333333333332,4.34,117.125,27.303333333333335,14.158292220773614
22,0.5807799362595965,69.69359235115225,119.84066666666666,3.8666666666666667,115.985,25.55333333333333,13.938718470230315
23,0.576702433724466,69.20429204693612,119.83999999999999,4.339333333333334,115.17333333333333,26.048333333333332,13.840858409387183
