date,datetime,year,month,meanDailyWeatherImpact,meanDailyCapFactor,specificYield,energyMWh,meanDailyEnergyMWh,p90DailyEnergyMWh,p10DailyEnergyMWh,stdevDailyEnergyMWh,coefVarDailyEnergy
978300000000,2001-01-01T00:00:00.000+02:00,2001,1,-0.905072720139977,0.0913009259259259,67.92788888888889,8151.346666666665,262.9466666666666,781.2800000000001,19.939999999999998,357.0755193616714,1.3579769764274308
980978400000,2001-02-01T00:00:00.000+02:00,2001,2,-0.9022816056114499,0.09508655753968254,63.898166666666654,7667.78,273.8492857142857,516.1966666666668,104.58466666666668,206.10933086853646,0.7526378253313242
983397600000,2001-03-01T00:00:00.000+02:00,2001,3,-0.7268015515885187,0.2652877090800478,197.37405555555557,23684.886666666665,764.0286021505376,1559.2533333333333,118.83999999999999,586.0649463269119,0.7670719979295209
986076000000,2001-04-01T00:00:00.000+02:00,2001,4,-0.4888316564883021,0.5111233796296297,368.00883333333326,44161.06,1472.0353333333333,2309.4233333333336,733.2426666666668,604.061377321329,0.41035793342913124
988668000000,2001-05-01T00:00:00.000+02:00,2001,5,-0.38713224025681886,0.612917413381123,456.01055555555564,54721.26666666668,1765.2021505376347,2602.6933333333336,858.8866666666667,665.2845269326212,0.376888577169472
991346400000,2001-06-01T00:00:00.000+02:00,2001,6,-0.35032576129249215,0.6498486882716049,467.89105555555557,56146.926666666666,1871.5642222222223,2381.8653333333336,1236.8300000000002,470.6491530898185,0.25147368575521717
993938400000,2001-07-01T00:00:00.000+02:00,2001,7,-0.3720392138801913,0.6281948178016725,467.3769444444445,56085.23333333334,1809.2010752688172,2642.706666666667,624.98,755.6925705369421,0.41769407550493454
996616800000,2001-08-01T00:00:00.000+02:00,2001,8,-0.5091114231641355,0.49092607526881726,365.24899999999997,43829.88000000001,1413.867096774194,2751.906666666667,693.2733333333333,681.7948622209761,0.4822199086296895
999295200000,2001-09-01T00:00:00.000+02:00,2001,9,-0.535218491349054,0.4649213734567902,334.743388888889,40169.206666666665,1338.9735555555555,2387.1986666666667,588.6460000000001,748.6107974312154,0.5590930413264272
1001887200000,2001-10-01T00:00:00.000+02:00,2001,10,-0.4787184638368608,0.521513216845878,388.0058333333334,46560.7,1501.9580645161288,2138.386666666667,750.0466666666667,577.5145346439499,0.3845077624254457
1004565600000,2001-11-01T00:00:00.000+02:00,2001,11,-0.6825514807066909,0.3175484567901234,228.63488888888887,27436.18666666667,914.5395555555556,1770.2206666666668,344.15133333333324,487.5484125537727,0.5331080646999479
1007157600000,2001-12-01T00:00:00.000+02:00,2001,12,-0.8212034727374693,0.15728838112305862,117.02255555555557,14042.70666666667,452.9905376344087,994.9866666666667,74.96666666666667,413.1415560717719,0.9120313157737582
1009836000000,2002-01-01T00:00:00.000+02:00,2002,1,-0.8248098060876494,0.1684976851851852,125.3622777777778,15043.473333333337,485.2733333333334,1204.2266666666667,73.78,561.0943015242293,1.1562438382304734
1012514400000,2002-02-01T00:00:00.000+02:00,2002,2,-0.7798657969009924,0.21420535714285713,143.94599999999997,17273.520000000004,616.9114285714287,1380.6953333333333,60.74,645.2980034708618,1.0460140201408934
1014933600000,2002-03-01T00:00:00.000+02:00,2002,3,-0.6145470766761039,0.3742917413381122,278.4730555555556,33416.76666666667,1077.9602150537635,2387.62,225.17999999999995,775.9594314357073,0.7198405104375825
1017612000000,2002-04-01T00:00:00.000+02:00,2002,4,-0.5268234242826915,0.47313495370370373,340.6571666666667,40878.86,1362.6286666666667,2027.9786666666664,617.864,565.2316826286395,0.4148097691290605
1020204000000,2002-05-01T00:00:00.000+02:00,2002,5,-0.4960011826998782,0.5040396505376344,375.00550000000004,45000.659999999996,1451.634193548387,2298.6333333333328,415.94,702.2491088131511,0.4837645130806456
1022882400000,2002-06-01T00:00:00.000+02:00,2002,6,-0.41202647745821325,0.5881314043209876,423.45461111111115,50814.55333333333,1693.8184444444444,2503.1006666666663,701.9213333333333,678.8287871730358,0.40076832874239066
1025474400000,2002-07-01T00:00:00.000+02:00,2002,7,-0.6262607028697712,0.3738785842293908,278.16566666666665,33379.880000000005,1076.7703225806454,1970.62,384.2666666666666,725.0712925536686,0.6733759998287508
1028152800000,2002-08-01T00:00:00.000+02:00,2002,8,-0.429821781087063,0.5702217741935482,424.245,50909.4,1642.2387096774194,2499.433333333334,1013.3666666666666,589.8897353772694,0.35919853301542254
1030831200000,2002-09-01T00:00:00.000+02:00,2002,9,-0.44824520398954015,0.5519208333333333,397.383,47685.96000000001,1589.5320000000002,2777.858666666666,837.2840000000002,705.8426915416483,0.444056924643007
1033423200000,2002-10-01T00:00:00.000+02:00,2002,10,-0.45911330328694994,0.5411270908004779,402.59855555555544,48311.82666666667,1558.4460215053764,2274.98,758.8533333333334,575.29607890805,0.36914726013567317
1036101600000,2002-11-01T00:00:00.000+02:00,2002,11,-0.5117182245095679,0.48843549382716056,351.6735555555554,42200.826666666675,1406.6942222222226,2668.425333333333,384.96,842.1813025230905,0.598695359104167
1038693600000,2002-12-01T00:00:00.000+02:00,2002,12,-0.7462633762789529,0.22321363500597372,166.0709444444444,19928.513333333336,642.8552688172044,1388.4266666666665,38.07333333333333,604.8774694902016,0.9409232510501493
1041372000000,2003-01-01T00:00:00.000+02:00,2003,1,-0.863376910372475,0.13140389784946238,97.76450000000001,11731.740000000002,378.44322580645166,1125.8666666666668,86.54666666666667,392.7233690237894,1.037733911571299
1044050400000,2003-02-01T00:00:00.000+02:00,2003,2,-0.8844527969740581,0.11243518518518517,75.55644444444444,9066.773333333338,323.8133333333335,1038.6180000000002,30.746,455.6660249221054,1.4071873453494972
1046469600000,2003-03-01T00:00:00.000+02:00,2003,3,-0.7974007824074966,0.19673275089605732,146.36916666666673,17564.3,566.5903225806452,1300.4399999999998,64.08666666666667,531.8184331763886,0.9386295741058878
1049148000000,2003-04-01T00:00:00.000+02:00,2003,4,-0.47477370694644416,0.5251800925925925,378.12966666666665,45375.56,1512.5186666666666,2234.6513333333337,326.78933333333333,706.9658664700274,0.4674096803235227
1051740000000,2003-05-01T00:00:00.000+02:00,2003,5,-0.47796067896231526,0.5220816158900837,388.4287222222222,46611.44666666666,1503.5950537634408,2600.746666666667,238.05333333333334,907.6841683822389,0.6036759472640857
1054418400000,2003-06-01T00:00:00.000+02:00,2003,6,-0.37507945397377845,0.6250883487654321,450.06361111111113,54007.63333333333,1800.2544444444443,2485.626666666667,855.5826666666667,568.7571129406313,0.3159315144010928
1057010400000,2003-07-01T00:00:00.000+02:00,2003,7,-0.29490875973567476,0.7053540173237751,524.7833888888889,62974.00666666667,2031.4195698924732,2672.4466666666667,1215.486666666667,590.555521649675,0.290710757345384
