month,hour,meanHourlyCapFactor,medianHourlyCapFactor,p90HourlyCapFactor,p10HourlyCapFactor,meanHourlyEnergyMWh,medianHourlyEnergyMWh,p90HourlyEnergyMWh,p10HourlyEnergyMWh
1,0,0.1536578767707798,0.06144444444444445,0.4648888888888889,0.002333333333333333,24.5852602833248,9.831111111111111,74.38222222222223,0.3733333333333333
1,1,0.15428622631848443,0.0641111111111111,0.47983333333333333,0.0023888888888888887,24.685796210957502,10.257777777777777,76.77333333333334,0.3822222222222222
1,2,0.158410052910053,0.06655555555555556,0.45494444444444443,0.002333333333333333,25.34560846560847,10.64888888888889,72.7911111111111,0.3733333333333333
1,3,0.16823280423280418,0.07055555555555555,0.4996111111111112,0.0023888888888888887,26.917248677248676,11.288888888888888,79.93777777777778,0.3822222222222222
1,4,0.13684280593958012,0.058055555555555555,0.36433333333333334,0.0025555555555555557,21.89484895033279,9.288888888888888,58.29333333333334,0.4088888888888889
1,5,0.10522708653353816,0.03372222222222222,0.2855,0.001388888888888889,16.836333845366113,5.395555555555555,45.67999999999999,0.22222222222222224
1,6,0.09475123741252775,0.034777777777777776,0.24188888888888888,0.0015555555555555557,15.160197986004432,5.564444444444444,38.70222222222222,0.2488888888888889
1,7,0.08356315070831193,0.036166666666666666,0.19922222222222222,0.0017222222222222222,13.370104113329925,5.786666666666667,31.875555555555554,0.27555555555555555
1,8,0.07473399897593447,0.03438888888888889,0.1706111111111111,0.0013333333333333333,11.957439836149517,5.502222222222223,27.297777777777775,0.21333333333333332
1,9,0.06958781362007173,0.03311111111111111,0.17227777777777778,0.00016666666666666666,11.13405017921147,5.297777777777778,27.564444444444444,0.026666666666666665
1,10,0.0686108550947261,0.028666666666666667,0.17933333333333334,0.00016666666666666666,10.977736815156169,4.586666666666667,28.693333333333335,0.026666666666666665
1,11,0.07106605222734251,0.03116666666666667,0.1801111111111111,0,11.37056835637479,4.986666666666667,28.817777777777778,0
1,12,0.07317741935483864,0.030944444444444445,0.1856111111111111,0.00022222222222222223,11.708387096774194,4.9511111111111115,29.697777777777773,0.035555555555555556
1,13,0.07917588325652844,0.033888888888888885,0.18544444444444447,0.0018333333333333335,12.668141321044533,5.422222222222222,29.671111111111117,0.29333333333333333
1,14,0.09902167605393408,0.03661111111111111,0.2594444444444445,0.0032777777777777775,15.843468168629453,5.857777777777777,41.51111111111112,0.5244444444444444
1,15,0.1413688342720601,0.05166666666666667,0.4425,0.004722222222222222,22.619013483529606,8.266666666666667,70.8,0.7555555555555555
1,16,0.17132846902201745,0.07455555555555556,0.4841111111111111,0.00938888888888889,27.41255504352282,11.928888888888888,77.45777777777778,1.5022222222222223
1,17,0.1747619047619048,0.07472222222222222,0.5375,0.0044444444444444444,27.961904761904773,11.955555555555556,86,0.7111111111111111
1,18,0.16903251408090117,0.07244444444444444,0.494,0.0031111111111111114,27.0452022529442,11.59111111111111,79.03999999999999,0.4977777777777778
1,19,0.16220088752346823,0.06927777777777779,0.4646111111111111,0.0025555555555555557,25.952142003754915,11.084444444444445,74.33777777777777,0.4088888888888889
1,20,0.15749615975422415,0.059666666666666666,0.4881666666666667,0.0031111111111111114,25.199385560675875,9.546666666666667,78.10666666666667,0.4977777777777778
1,21,0.15120361836490864,0.05266666666666667,0.46399999999999997,0.0021666666666666666,24.192578938385385,8.426666666666666,74.24,0.3466666666666667
1,22,0.14467972350230415,0.04661111111111112,0.4458888888888889,0.0018333333333333335,23.14875576036866,7.457777777777778,71.34222222222222,0.29333333333333333
1,23,0.1538022700119475,0.06127777777777777,0.49766666666666665,0.002611111111111111,24.608363201911583,9.804444444444444,79.62666666666667,0.41777777777777775
2,0,0.20063022297170685,0.09388888888888888,0.5741444444444445,0.004388888888888889,32.100835675473085,15.022222222222222,91.86311111111111,0.7022222222222223
2,1,0.20258347386171985,0.09677777777777778,0.5881333333333344,0.0044,32.41335581787519,15.484444444444446,94.10133333333351,0.7040000000000001
2,2,0.2030947161326586,0.09405555555555556,0.6093222222222234,0.004388888888888889,32.495154581225414,15.04888888888889,97.49155555555575,0.7022222222222223
2,3,0.211822934232715,0.10944444444444444,0.6296555555555565,0.004666666666666666,33.891669477234416,17.51111111111111,100.74488888888905,0.7466666666666666
2,4,0.18725519955030906,0.09477777777777777,0.5302555555555564,0.004833333333333334,29.960831928049462,15.164444444444442,84.84088888888903,0.7733333333333334
2,5,0.13415645493723063,0.04061111111111111,0.410200000000001,0.0022333333333333333,21.465032789956894,6.497777777777777,65.63200000000016,0.35733333333333334
2,6,0.11601639497845231,0.041277777777777774,0.2829888888888889,0.002033333333333334,18.562623196552398,6.604444444444444,45.278222222222226,0.3253333333333334
2,7,0.09241512085441257,0.03372222222222222,0.22655555555555562,0.0012222222222222222,14.786419336706011,5.395555555555555,36.2488888888889,0.19555555555555554
2,8,0.07320179876335012,0.028055555555555556,0.18004444444444442,0,11.71228780213604,4.488888888888889,28.80711111111111,0
2,9,0.06430269814502529,0.02466666666666667,0.16533333333333336,0,10.288431703204047,3.946666666666667,26.453333333333337,0
2,10,0.05967697208169378,0.02011111111111111,0.16646666666666665,0,9.54831553307101,3.2177777777777776,26.634666666666668,0
2,11,0.05951751920554611,0.02188888888888889,0.16056666666666672,0,9.522803072887395,3.502222222222222,25.690666666666676,0
2,12,0.06442261570170504,0.02427777777777778,0.17088888888888892,0,10.307618512272807,3.884444444444445,27.34222222222223,0
2,13,0.07895072137905192,0.02838888888888889,0.20598888888888955,0.0008333333333333333,12.632115420648303,4.542222222222223,32.95822222222233,0.13333333333333333
2,14,0.11697995128349252,0.05472222222222222,0.3247111111111111,0.003,18.716792205358818,8.755555555555555,51.95377777777778,0.48
2,15,0.18531974892261557,0.10333333333333335,0.4735888888888889,0.0077222222222222215,29.6511598276185,16.533333333333335,75.77422222222222,1.2355555555555555
2,16,0.22776700393479501,0.1376111111111111,0.5725222222222225,0.014988888888888894,36.4427206295672,22.017777777777777,91.6035555555556,2.398222222222223
2,17,0.23718512272812428,0.14733333333333334,0.6284222222222222,0.007255555555555557,37.949619636499904,23.573333333333334,100.54755555555556,1.160888888888889
2,18,0.23440350384110956,0.14777777777777779,0.6127,0.005622222222222222,37.50456061457746,23.644444444444446,98.032,0.8995555555555556
2,19,0.2282399287989508,0.13855555555555557,0.5950444444444447,0.0078111111111111116,36.518388607832115,22.16888888888889,95.20711111111115,1.2497777777777779
