years,months,capacity,medianAnnualEnergyMWh,meanAnnualEnergyMWh,meanAnnualCapFactor,meanDailyWeatherImpact,p95AnnualEnergyMWh,p90AnnualEnergyMWh,p75AnnualEnergyMWh,p25AnnualEnergyMWh,p10AnnualEnergyMWh,p05AnnualEnergyMWh,medianAnnualSpecificYield,meanAnnualSpecificYield,coefVarAnnualEnergy
21,252,120,443455.8933333333,445336.3822222223,0.4236457212920684,-0.5740679558429562,468615.94666666654,463016.05333333334,452035.4533333333,437160.8133333334,425058.3266666668,424703.85333333333,3695.465777777778,3711.136518518518,0.03392798599025203
