month,weatherFreeCapFactor
1,0.9617986111111111
2,0.9730671296296295
3,0.9710439814814813
4,0.9999120370370368
5,1.0000810185185183
6,1.0002685185185183
7,1.0003726851851849
8,1.0000763888888888
9,1.000300925925926
10,1.000444444444444
11,1.0003148148148149
12,0.8797060185185185
