datetime,dayOfWeek,priceMean,priceMax,priceMin,value,volumeMWh,powerMW,powerMaxMW,powerMinMW,priceOffMean,priceOffCoefVar,powerOffMeanMW,valueOff,priceStandardMean,priceStandardCoefVar,powerStandardMeanMW,valueStandard,priceMorningMean,priceMorningCoefVar,powerMorningMeanMW,valueMorning,priceEveningMean,priceEveningCoefVar,powerEveningMeanMW,valueEvening
2017-05-03,3,48.695,95.06,24.01,52.211,1122.0,46.750,62,0,24.547,0.061604,57.125,11.209,52.025,0.24635,43.136,25.265,69.970,0.056622,29.433,6.0224,95.050,0.00020212,51.100,9.7141
2017-05-04,4,55.564,100.05,22.07,131.58,2343.3,97.638,157,48.3,26.093,0.11965,100.25,21.546,63.963,0.078258,89.809,63.142,73.703,0.054997,105.37,23.147,100.05,0.000095940,118.65,23.741
2017-05-05,5,58.360,101.06,24.99,150.91,2642.3,110.10,176,21.6,26.865,0.061790,117.25,25.438,68.405,0.061047,109.82,82.631,77.050,0.059816,95.533,21.652,101.06,0.000091772,104.85,21.191
2017-05-06,6,31.931,61.76,19.15,74.451,2521.4,105.06,146.8,31,26.054,0.24671,123.91,56.222,46.203,0.24560,59.286,18.229,,,,,,,,
2017-05-07,7,25.260,43.51,18.14,71.289,2906.6,121.11,168,24.2,25.260,0.26996,121.11,71.289,,,,,,,,,,,,
2017-05-08,1,57.355,100.08,22.27,136.94,2505.0,104.38,155.8,32.8,25.264,0.15313,120.13,24.044,68.126,0.058587,96.791,72.847,74.963,0.084296,105.93,23.890,100.07,0.00018865,80.750,16.161
2017-05-09,2,53.622,91.47,24.96,76.337,1709.9,71.246,149,21,26.080,0.059027,111.51,23.363,62.085,0.062492,59.618,40.358,71.790,0.12714,34.000,7.1897,89.990,0.029155,30.000,5.4260
2017-05-10,3,53.003,91.56,29.15,66.735,1512.8,63.033,128.2,23,29.500,0.013115,107.81,25.489,58.821,0.084801,43.564,28.185,69.630,0.12805,35.700,7.2693,90.080,0.030059,32.000,5.7918
2017-05-11,4,57.181,91,31.01,72.903,1446.5,60.271,121,23,31.036,0.0012765,95.125,23.619,66.011,0.030067,36.273,26.349,71.983,0.099448,65.500,14.745,90.995,0.000098232,45.000,8.1896
2017-05-12,5,58.204,92,31.4,82.076,1750.8,72.950,214.5,23,31.948,0.019075,136.69,35.141,67.123,0.024106,39.618,29.328,72.993,0.085732,44.367,9.4754,91.995,0.000096873,44.200,8.1324
2017-05-13,6,36.432,65.38,21.91,55.789,1723.9,71.829,137,32,28.228,0.21064,86.353,41.391,56.354,0.13056,36.557,14.398,,,,,,,,
2017-05-14,7,25.789,44.95,17.98,81.188,2983.5,124.31,217,74,25.789,0.28631,124.31,81.188,,,,,,,,,,,,
2017-05-15,1,60.394,98.58,32.77,65.586,1349.8,56.242,118.1,22,32.974,0.0092824,105.78,27.882,70.255,0.023696,27.864,21.579,73.493,0.076653,45.033,10.119,96.185,0.046087,31.000,6.0066
2017-05-16,2,59.695,93.99,32.66,124.20,2509.9,104.58,195.4,22,32.870,0.0034266,180.17,47.381,69.147,0.0058884,75.636,57.469,73.707,0.099884,42.933,9.2238,93.985,0.000095935,53.850,10.122
2017-05-17,3,59.290,93.06,32.74,68.424,1408.4,58.683,227.9,21,33.096,0.022370,106.65,28.487,68.377,0.0098174,34.318,25.819,73.323,0.10272,37.233,7.9782,93.030,0.00057862,33.000,6.1403
2017-05-18,4,58.932,92.99,32,120.66,2325.6,96.900,234,21,32.498,0.025320,143.54,37.526,68.152,0.0059359,77.391,58.049,72.913,0.10589,75.200,15.750,92.990,0.0000,50.200,9.3362
2017-05-19,5,58.231,92.97,30.99,111.35,2058.7,85.779,194,21,31.389,0.034010,104.38,26.483,67.861,0.011865,91.282,68.154,71.667,0.10184,52.433,10.941,92.485,0.0095706,31.150,5.7694
2017-05-20,6,38.185,64.99,24.2,90.689,2632.8,109.70,156.1,45.5,30.251,0.12094,130.87,67.437,57.454,0.12050,58.286,23.252,,,,,,,,
2017-05-21,7,25.343,44.96,18,92.083,3667.4,152.81,226,97.5,25.343,0.27894,152.81,92.083,,,,,,,,,,,,
2017-05-22,1,58.697,93.28,29.97,71.554,1424.9,59.371,183.1,20.9,31.365,0.052899,96.938,24.733,68.448,0.010389,40.755,30.634,72.863,0.084427,45.067,10.048,93.140,0.0027173,32.950,6.1393
2017-05-23,2,58.606,93.91,30,66.363,1331.3,55.471,193,27.5,31.296,0.040474,93.375,23.625,68.305,0.0078874,30.373,22.844,72.637,0.087075,60.533,13.481,93.450,0.0089560,34.300,6.4132
2017-05-24,3,58.524,93.18,30.4,120.17,2283.1,95.129,193.8,32.9,31.271,0.036141,130.32,32.758,68.217,0.0070912,81.282,60.958,72.617,0.087457,91.500,19.762,93.085,0.0018501,35.950,6.6934
2017-05-25,4,58.088,94.17,30.02,106.00,1993.3,83.054,179.2,30.1,30.848,0.042494,108.34,26.999,67.484,0.014086,71.764,53.250,72.610,0.087545,90.033,19.468,93.585,0.011394,33.550,6.2836
2017-05-26,5,58.795,94.17,31.9,82.665,1534.7,63.946,158.5,19,32.355,0.019922,82.287,21.439,67.548,0.015377,63.364,46.908,74.017,0.11763,37.433,8.0341,93.585,0.011177,33.550,6.2836
2017-05-27,6,37.267,65.99,23.98,80.674,2378.5,99.104,153.4,34,30.866,0.13235,119.61,62.665,52.811,0.20756,49.314,18.009,,,,,,,,
2017-05-28,7,25.093,44.96,17.94,71.415,2867.9,119.50,175,64,25.093,0.31634,119.50,71.415,,,,,,,,,,,,
2017-05-29,1,59.327,100.06,30.08,109.00,2032.5,84.687,146.2,27.2,31.554,0.050743,115.50,28.836,68.611,0.057620,66.373,50.526,74.210,0.11355,103.70,23.066,97.030,0.057742,33.650,6.5692
2017-05-30,2,58.872,101.04,30.03,135.96,2441.2,101.72,163,29.1,30.890,0.050044,117.74,29.254,67.723,0.034954,97.455,72.470,74.937,0.11549,111.47,25.025,98.020,0.056994,46.450,9.2109
2017-05-31,3,59.528,105.05,30.07,115.07,2094.6,87.275,185,31,31.251,0.050771,117.04,29.417,68.701,0.059158,71.200,53.765,72.640,0.063784,72.700,15.716,102.52,0.049256,78.500,16.170
2017-06-01,4,64.168,127.14,30.68,86.662,1649.7,68.737,136,0,33.299,0.13328,105.13,27.322,71.139,0.052607,57.200,40.192,80.503,0.011045,62.600,15.096,106.91,0.30158,16.300,4.0530
2017-06-02,5,66.717,127.76,31.83,115.86,2010.3,83.762,180.8,11,36.131,0.14685,121.97,35.531,73.671,0.051344,67.870,49.700,82.950,0.00024111,88.600,22.047,108.86,0.27319,30.000,8.5858
2017-06-03,6,41.899,70.07,31.56,63.939,1583.8,65.992,143,13,35.975,0.095487,63.241,36.474,56.286,0.18032,72.671,27.465,,,,,,,,
2017-06-04,7,31.210,46.99,24.96,65.569,2198.0,91.583,156,16,31.210,0.18910,91.583,65.569,,,,,,,,,,,,
2017-06-05,1,68.291,121.02,30.36,128.68,2201.6,91.733,165,18,34.225,0.17590,135.15,36.115,76.859,0.068397,71.160,54.957,89.970,0.096642,87.600,23.274,108.89,0.23249,48.667,14.329
2017-06-06,2,62.303,130.83,31.24,88.674,1901.8,79.242,203,17,32.924,0.10348,164.88,42.542,65.982,0.047658,19.300,12.742,74.960,0.00048100,78.033,17.548,115.73,0.34395,51.900,15.841
2017-06-07,3,60.631,130.98,30.05,125.53,2568.5,107.02,219,36.4,31.699,0.078059,192.63,48.494,66.060,0.052604,48.920,32.456,74.637,0.030596,131.67,29.309,105.68,0.33490,47.767,15.269
2017-06-08,4,61.114,129.99,30.08,165.63,3175.4,132.31,233,41.9,32.499,0.074232,196.97,50.586,65.977,0.053870,105.87,69.496,75.800,0.0038935,119.33,27.115,106.52,0.30696,60.967,18.438
2017-06-09,5,61.128,130.98,30.06,166.63,3151.7,131.32,219,53.6,32.477,0.074353,192.60,49.571,66.124,0.052057,104.02,68.500,75.913,0.0013195,126.33,28.763,106.09,0.32933,63.900,19.800
2017-06-10,6,34.689,70.92,27.17,123.73,3719.4,154.97,242,81,31.121,0.097129,170.85,90.563,43.356,0.45411,116.43,33.164,,,,,,,,
2017-06-11,7,30.442,47.94,26.14,111.03,3684.2,153.51,211,92,30.442,0.19963,153.51,111.03,,,,,,,,,,,,
2017-06-12,1,60.982,129.94,29.97,189.43,3419.0,142.46,211,62,31.960,0.10834,184.89,46.749,65.992,0.053693,126.44,82.993,76.703,0.028378,136.67,31.326,105.95,0.31934,88.500,28.362
2017-06-13,2,61.792,131.04,29.98,153.66,2900.8,120.87,201,20.6,32.374,0.10660,174.95,44.794,66.131,0.052280,94.860,62.240,78.433,0.033935,132.67,31.011,109.14,0.26636,51.533,15.611
2017-06-14,3,61.410,130.99,29.95,151.95,2778.4,115.77,184,39.6,31.580,0.090406,154.00,38.697,66.016,0.047609,95.780,62.856,78.413,0.034276,139.67,32.648,108.60,0.27974,56.533,17.748
2017-06-15,4,60.970,131.97,29.15,148.76,2758.1,114.92,206,52.4,30.807,0.084867,160.90,39.453,65.266,0.053862,88.450,57.504,79.960,0.00057311,128.67,30.861,108.09,0.30306,66.800,20.943
2017-06-16,5,61.302,131.96,29.07,148.56,2811.4,117.14,223,62.3,31.363,0.092298,178.53,44.627,65.227,0.053369,85.260,55.688,80.413,0.048536,98.667,23.737,108.94,0.29243,78.200,24.506
2017-06-17,6,33.687,69.93,25.19,114.05,3615.9,150.66,234,58,29.610,0.067036,162.88,81.448,43.587,0.43135,121.00,32.597,,,,,,,,
2017-06-18,7,29.717,44.93,25.08,117.44,4057.2,169.05,249,94.6,29.717,0.18192,169.05,117.44,,,,,,,,,,,,
2017-06-19,1,62.659,131.93,29.09,170.66,3134.8,130.62,218,0.3,31.754,0.098495,184.46,46.119,66.008,0.047442,107.54,70.842,82.673,0.048014,129.00,31.746,113.89,0.29616,65.567,21.954
2017-06-20,2,63.063,131.95,29.19,172.54,3183.1,132.63,236,60.7,31.511,0.064228,202.39,51.088,65.799,0.049195,90.630,59.576,86.873,0.11709,131.13,33.277,114.27,0.28512,88.100,28.597
2017-06-21,3,63.329,131.95,30.01,160.38,2932.2,122.17,243,45.7,31.556,0.055592,198.13,50.169,65.980,0.047823,62.350,41.060,88.277,0.14208,143.50,37.238,114.27,0.28061,97.733,31.916
2017-06-22,4,63.875,135.02,30.02,146.51,2866.9,119.45,248,20,31.776,0.051032,211.10,53.840,65.659,0.049974,76.850,50.426,92.630,0.17410,55.267,14.145,114.77,0.28347,81.267,28.102
2017-06-23,5,64.384,131.94,30.06,186.79,3375.4,140.64,286,61,32.071,0.058524,224.74,57.925,66.273,0.046767,86.870,57.478,94.657,0.18817,160.50,45.377,113.98,0.26808,75.767,26.007
2017-06-24,6,35.680,69.93,29.02,111.56,3264.4,136.02,211,63.8,30.662,0.063090,142.65,74.694,47.866,0.35560,119.91,36.863,,,,,,,,
2017-06-25,7,31.145,44.97,24.99,105.28,3454.0,143.92,209,48,31.145,0.15331,143.92,105.28,,,,,,,,,,,,
2017-06-26,1,64.001,135.04,32.91,261.63,4315.2,179.80,301,105,33.334,0.017707,213.00,56.934,65.416,0.026522,158.80,103.64,90.057,0.087566,202.90,54.494,115.01,0.29435,138.17,46.560
2017-06-27,2,64.800,135.05,32.18,217.59,3884.2,161.84,259,52.2,33.047,0.026145,242.90,64.266,65.989,0.022158,122.92,80.803,94.970,0.053498,133.13,37.562,115.34,0.28144,104.13,34.954
2017-06-28,3,64.813,135.07,31.15,190.51,3257.1,135.71,240.8,62,32.234,0.039034,193.20,50.028,65.459,0.029596,93.280,60.889,99.003,0.10421,166.87,49.219,115.35,0.27005,92.700,30.375
2017-06-29,4,64.929,135.05,30.1,185.17,3443.3,143.47,324,22.2,32.439,0.051010,242.25,63.138,65.457,0.027413,88.570,57.815,99.400,0.098540,98.467,27.892,115.34,0.26887,108.07,36.321
2017-06-30,5,64.090,135.05,30.04,180.10,3234.5,134.77,310,41,31.495,0.052303,218.50,55.269,64.665,0.029110,78.230,50.553,98.663,0.093882,150.57,44.057,114.52,0.28514,84.167,30.216
2017-07-01,6,43.861,73.03,29.99,142.61,3732.9,155.54,270.4,10,35.306,0.12156,198.89,119.53,64.637,0.10409,50.257,23.081,,,,,,,,
2017-07-02,7,28.294,39.66,21.97,92.742,3262.0,135.92,216,65,28.294,0.15202,135.92,92.742,,,,,,,,,,,,
2017-07-03,1,60.517,136.01,29.03,193.91,3654.8,152.28,325,20,30.215,0.043306,248.38,60.201,61.810,0.025344,104.10,64.563,86.643,0.066802,89.000,23.144,110.89,0.39757,119.93,46.002
2017-07-04,2,56.780,121.19,28.94,131.18,3011.0,125.46,297,0,29.535,0.032127,229.88,54.325,58.552,0.020416,83.700,49.029,81.353,0.14077,93.333,22.489,98.957,0.33861,18.333,5.3392
2017-07-05,3,52.077,115.36,28.01,138.06,3275.0,136.46,303,4,29.004,0.052662,228.50,53.109,52.947,0.026415,109.40,58.118,67.557,0.033949,88.333,17.915,95.223,0.36210,29.333,8.9182
2017-07-06,4,50.699,115,27.06,163.73,3897.7,162.40,294,6.2,28.152,0.063319,248.13,55.613,51.743,0.090200,149.75,77.378,65.350,0.060960,88.333,17.399,92.690,0.40875,50.067,13.339
2017-07-07,5,49.806,114.97,26.66,132.73,3411.6,142.15,300,0,28.025,0.062664,249.50,55.807,50.932,0.070079,111.92,57.397,64.013,0.080317,90.067,17.385,89.927,0.42453,8.7333,2.1384
2017-07-08,6,32.210,60.03,24.96,108.59,3526.0,146.92,216,61,27.287,0.060810,160.47,74.361,44.167,0.17656,114.00,34.230,,,,,,,,
2017-07-09,7,26.097,30.9,20.97,89.079,3382.6,140.94,198,78,26.097,0.079591,140.94,89.079,,,,,,,,,,,,
2017-07-10,1,49.167,109.97,25.96,156.63,3783.6,157.65,317,32,27.488,0.069333,245.25,53.891,51.805,0.10934,128.91,66.434,59.977,0.00034708,120.03,21.598,87.377,0.42258,57.467,14.710
2017-07-11,2,53.815,109.98,27.04,158.52,3664.4,152.68,334,32,28.641,0.059316,265.50,60.831,58.407,0.11112,108.38,63.221,70.070,0.24941,96.333,20.059,89.387,0.31956,55.867,14.412
2017-07-12,3,54.164,109.97,26.96,160.04,3534.7,147.28,316,37,28.489,0.056908,237.50,54.218,58.855,0.12713,110.96,65.390,72.237,0.23616,114.70,24.946,88.920,0.31267,60.333,15.491
2017-07-13,4,52.720,114.93,26.89,162.50,3776.4,157.35,321,50.6,28.484,0.059205,269.13,61.077,55.516,0.14680,110.01,61.345,70.047,0.24867,108.57,22.556,90.700,0.35687,65.867,17.517
2017-07-14,5,56.002,99.98,25.99,207.32,4388.2,182.84,331,32,28.203,0.070883,281.75,63.573,65.026,0.00079149,167.07,108.64,70.233,0.25311,90.333,19.146,85.827,0.25606,64.167,15.964
2017-07-15,6,35.184,63.53,24.99,148.43,4484.3,186.85,273,61,30.945,0.11429,212.06,109.96,45.479,0.21354,125.61,38.475,,,,,,,,
2017-07-16,7,30.639,35.1,27.19,140.88,4651.3,193.80,246,88.9,30.639,0.081630,193.80,140.88,,,,,,,,,,,,
2017-07-17,1,57.492,104.98,30.07,199.97,4056.7,169.03,342,41,30.920,0.031643,256.25,63.594,65.207,0.0024474,145.92,95.122,71.630,0.22375,112.33,23.460,88.497,0.28561,70.167,17.797
2017-07-18,2,56.524,113.19,30.09,187.21,3974.5,165.60,344,20,30.453,0.0096086,267.00,65.116,65.399,0.0033442,138.45,90.505,61.657,0.046820,106.57,19.794,91.330,0.38715,44.767,11.798
2017-07-19,3,57.593,114.99,30.08,206.50,4267.1,177.80,348,32.5,30.452,0.015132,279.13,68.133,65.745,0.011848,146.16,95.947,68.460,0.013157,136.33,27.938,91.923,0.34360,54.500,14.479
2017-07-20,4,58.900,114.99,30.03,196.66,3818.1,159.09,295,31,30.481,0.019135,225.00,54.924,66.694,0.0067932,144.70,96.421,74.953,0.00053920,132.33,29.753,92.653,0.31483,58.033,15.562
2017-07-21,5,59.760,114.99,30.05,217.85,4236.5,176.52,332,27,30.743,0.026702,258.38,63.678,67.464,0.0058916,157.75,106.36,78.280,0.036840,140.33,32.748,92.943,0.29998,57.000,15.065
2017-07-22,6,37.128,64.94,26.79,83.854,2606.6,108.61,233,18,31.875,0.12018,139.73,71.882,49.886,0.24762,33.029,11.972,,,,,,,,
2017-07-23,7,29.855,37.15,24.95,121.53,4095.9,170.66,243.5,81.4,29.855,0.11715,170.66,121.53,,,,,,,,,,,,
2017-07-24,1,64.313,122.08,30.63,105.24,2489.6,103.73,328,0,31.456,0.032314,228.20,57.471,68.931,0.0037090,55.480,38.208,100.77,0.20899,21.333,5.7076,100.07,0.27559,15.067,3.8579
2017-07-25,2,58.959,110.29,26.95,284.56,5189.6,216.23,323,65,27.403,0.020078,254.75,55.966,67.610,0.033194,224.44,152.32,80.193,0.032040,161.83,38.957,93.040,0.27210,140.57,37.309
2017-07-26,3,60.382,115.09,30.09,242.34,4569.6,190.40,352,34,30.945,0.032255,267.88,66.496,66.828,0.037119,165.86,112.15,84.257,0.012566,160.50,40.556,93.517,0.27469,95.500,23.129
2017-07-27,4,61.742,115.09,31.23,218.22,4149.3,172.89,293,32,32.174,0.028183,262.25,67.538,68.444,0.0078638,142.24,97.416,85.053,0.00027152,131.97,33.672,94.943,0.27230,77.667,19.599
2017-07-28,5,61.557,115.09,30.56,247.08,4478.1,186.59,308,22,31.291,0.025475,240.25,60.270,68.587,0.017082,181.91,125.17,85.017,0.00024485,168.30,42.924,95.377,0.27919,77.367,18.717
2017-07-29,6,36.956,65.03,29.32,155.98,4563.7,190.15,312,71,30.946,0.034447,223.35,118.20,51.551,0.20773,109.53,37.779,,,,,,,,
2017-07-30,7,30.254,36.96,24.17,123.64,4099.9,170.83,266,109,30.254,0.097562,170.83,123.64,,,,,,,,,,,,
2017-07-31,1,61.677,115.1,29.28,219.26,3924.3,163.51,268,27,30.274,0.031920,192.88,46.880,68.164,0.0081820,180.52,123.04,90.127,0.097371,108.67,28.870,95.343,0.26408,83.367,20.469
2017-08-01,2,62.710,111.89,30.96,264.51,4695.7,195.65,330,65,31.764,0.025821,269.49,68.623,68.999,0.012800,158.75,109.75,89.380,0.085944,152.43,41.240,97.603,0.21241,165.00,44.896
2017-08-02,3,63.295,113.2,31.72,323.52,5455.1,227.30,349.7,117,32.229,0.016646,284.65,73.505,68.968,0.0067695,189.79,130.93,91.827,0.040779,222.67,61.342,98.700,0.21715,204.00,57.746
2017-08-03,4,62.971,112.21,31.19,356.35,5983.8,249.33,396.9,151,31.884,0.022456,304.61,77.965,69.481,0.025778,215.34,149.68,90.213,0.021383,248.17,67.210,96.927,0.23082,216.33,61.494
2017-08-04,5,61.857,110.05,30.83,309.15,5422.5,225.94,383,85,31.515,0.022147,283.75,71.772,68.737,0.0095406,210.12,144.47,86.973,0.016442,206.77,54.010,94.717,0.24102,143.67,38.894
2017-08-05,6,38.955,65.9,30.14,181.38,5041.8,210.07,320.7,92,31.621,0.032881,245.28,132.42,56.766,0.10764,124.57,48.956,,,,,,,,
2017-08-06,7,29.939,36.99,24.2,140.85,4761.8,198.41,301,68.8,29.939,0.10181,198.41,140.85,,,,,,,,,,,,
2017-08-07,1,60.710,115.06,28.55,297.89,5348.3,222.85,323,29,30.345,0.046644,252.88,61.573,67.659,0.015514,254.33,172.09,83.313,0.15659,140.67,34.945,95.920,0.25804,120.00,29.284
2017-08-08,2,61.061,110.03,28.47,285.96,5042.1,210.09,318,83,30.540,0.041466,253.75,62.299,68.702,0.0088175,210.11,144.38,83.513,0.0077420,154.67,38.757,94.530,0.24480,149.00,40.529
2017-08-09,3,60.815,110.03,30.06,299.60,5393.1,224.71,370,65,30.781,0.031354,282.88,69.999,68.624,0.018704,224.01,153.94,81.057,0.016260,139.00,33.841,94.637,0.23975,157.67,41.820
2017-08-10,4,61.796,111.49,30.32,321.96,5481.8,228.41,359,115,31.229,0.030801,262.88,66.067,68.959,0.018048,224.68,155.13,85.303,0.020694,189.00,48.449,95.923,0.24215,188.33,52.317
2017-08-11,5,61.045,109.19,30,316.61,5525.0,230.21,344,105,30.666,0.029059,271.63,66.916,68.654,0.0090395,230.91,158.55,83.820,0.0053020,185.33,46.621,93.917,0.24951,162.30,44.525
2017-08-12,6,38.235,65.89,28.97,200.02,5716.1,238.17,388,92,29.795,0.022177,278.29,141.64,58.731,0.084524,140.73,58.376,,,,,,,,
2017-08-13,7,30.360,36.9,28.14,173.57,5714.1,238.09,393,180,30.360,0.086550,238.09,173.57,,,,,,,,,,,,
2017-08-14,1,61.320,104.88,29.47,302.42,5382.4,224.27,324,50,29.959,0.017038,257.25,61.775,67.101,0.022552,253.54,170.39,95.027,0.00026483,125.67,35.825,91.973,0.19308,137.33,34.425
2017-08-15,2,62.039,107.57,30.55,253.23,4550.6,189.61,313,60,31.117,0.018928,252.63,63.048,68.932,0.021112,172.36,119.19,88.813,0.012065,129.33,34.495,94.743,0.22256,139.33,36.498
2017-08-16,3,61.793,107.43,30.75,247.07,4575.9,190.66,345,55,31.259,0.017940,269.13,67.468,69.009,0.018292,173.86,120.26,86.353,0.018612,91.667,23.826,94.603,0.22690,136.43,35.511
2017-08-17,4,60.683,107.05,29.9,311.67,5501.6,229.23,339,50,30.460,0.025583,259.13,63.404,68.031,0.013357,253.54,172.57,85.070,0.00011755,159.33,40.664,92.400,0.23081,138.40,35.035
2017-08-18,5,61.260,110.05,30.02,314.59,5525.5,230.23,323,91,30.578,0.025774,270.38,66.320,68.269,0.010330,243.95,166.59,86.037,0.00013421,123.67,31.920,94.943,0.23038,184.00,49.763
2017-08-19,6,37.440,65.93,27.09,193.88,5603.6,233.48,384,100,28.962,0.046813,265.65,130.97,58.029,0.096444,155.37,62.904,,,,,,,,
2017-08-20,7,28.397,37.19,26.09,172.29,6088.1,253.67,398,169,28.397,0.10963,253.67,172.29,,,,,,,,,,,,
2017-08-21,1,56.566,107.72,27.08,269.93,5250.2,218.76,334,0,28.537,0.057812,277.63,63.487,65.586,0.024237,245.18,160.91,65.047,0.00023483,66.000,12.880,92.760,0.29336,126.47,32.653
2017-08-22,2,56.239,102.94,26.08,240.99,4804.0,200.17,308,27,28.410,0.073848,263.50,59.940,65.638,0.027886,222.90,146.48,64.350,0.0078119,51.333,9.9242,91.007,0.25954,104.33,24.646
2017-08-23,3,55.211,99.92,26.1,245.48,4985.0,207.71,330,5,29.303,0.057440,284.50,66.770,64.897,0.034521,219.40,142.81,59.957,0.00019259,67.333,12.111,87.270,0.23663,104.33,23.790
2017-08-24,4,54.936,99.95,26.06,231.95,4656.4,194.02,345,0,28.551,0.069272,257.50,59.244,65.837,0.039197,224.53,148.47,59.923,0.000096349,35.667,6.4118,83.970,0.24026,81.367,17.829
2017-08-25,5,53.777,97.79,28.12,249.80,5161.3,215.05,332,20,29.348,0.044004,300.38,70.458,64.856,0.025700,221.67,144.03,59.957,0.000096294,75.333,13.550,75.813,0.32756,105.20,21.765
2017-08-26,6,32.947,52.79,27.06,154.49,5030.2,209.59,287,60,28.481,0.039241,243.19,117.54,43.796,0.18655,128.00,36.951,,,,,,,,
2017-08-27,7,28.912,37.41,26.02,159.25,5495.8,228.99,294,154,28.912,0.11835,228.99,159.25,,,,,,,,,,,,
2017-08-28,1,55.154,98.36,28.07,250.73,4803.5,200.15,312,29,28.844,0.030609,226.13,52.241,65.439,0.028500,238.88,156.57,59.977,0.000096262,96.667,17.393,86.210,0.23969,105.23,24.527
2017-08-29,2,57.200,98.36,28.27,302.10,5710.5,237.94,353,25,29.114,0.032388,286.75,66.815,66.146,0.042461,250.60,166.32,75.307,0.12297,157.33,35.058,84.167,0.16804,146.17,33.902
2017-08-30,3,62.384,110.08,28.92,165.71,3008.4,125.35,210,26,32.094,0.083234,181.94,46.254,68.875,0.067286,95.650,66.328,87.307,0.076515,124.00,32.444,96.597,0.17095,74.800,20.686
2017-08-31,4,59.948,108.96,28.64,259.47,4780.7,199.20,304,87,30.251,0.056331,258.75,62.808,66.744,0.017367,187.48,125.26,83.827,0.012483,151.13,38.021,92.610,0.24079,127.50,33.383
2017-09-01,5,57.098,95,28.79,203.06,4122.7,171.78,328.2,0,30.499,0.059729,256.52,63.023,65.959,0.019796,152.31,110.27,78.383,0.037381,65.367,15.703,82.835,0.21949,99.500,14.063
2017-09-02,6,38.514,63.3,29.23,146.47,3986.3,166.10,207.4,77.9,29.915,0.013496,178.12,90.629,59.396,0.068851,136.90,55.841,,,,,,,,
2017-09-03,7,30.340,37.58,26.07,140.30,4628.6,192.86,278.7,126,30.340,0.090557,192.86,140.30,,,,,,,,,,,,
2017-09-04,1,52.173,87.55,29.44,141.73,3156.8,131.53,253.1,0,30.455,0.025680,214.85,52.434,60.465,0.017571,77.909,52.118,62.823,0.037633,147.67,27.880,77.460,0.22714,69.000,9.2971
2017-09-05,2,53.680,87.79,28.69,195.80,4046.5,168.60,290,25,30.255,0.054828,243.98,59.202,62.867,0.014223,121.61,84.254,63.797,0.035114,147.33,28.238,81.675,0.13555,157.50,24.107
2017-09-06,3,52.920,86.78,28.64,219.80,4531.6,188.82,324.7,79,29.750,0.042165,259.40,62.069,62.405,0.0085286,147.58,101.30,63.757,0.035407,144.33,27.655,77.170,0.21316,200.00,28.773
2017-09-07,4,51.816,85.08,28.73,246.69,5044.8,210.20,328.7,101,29.763,0.038904,260.61,62.419,61.283,0.016512,193.08,130.17,60.427,0.010223,168.33,30.555,75.045,0.23486,165.50,23.545
2017-09-08,5,55.732,87.95,29.02,200.57,4348.2,181.18,411.9,0,30.399,0.048833,323.10,78.935,65.086,0.064943,93.900,67.280,73.507,0.036017,88.333,19.884,78.955,0.17306,232.75,34.472
2017-09-09,6,40.395,64.33,31.06,198.47,5379.7,224.15,301.8,75.1,31.758,0.014911,260.03,140.48,61.373,0.060040,137.03,57.989,,,,,,,,
2017-09-10,7,32.852,38.29,31.35,211.27,6483.5,270.15,358.1,120.3,32.852,0.054103,270.15,211.27,,,,,,,,,,,,
2017-09-11,1,56.773,87.99,31.64,252.46,4875.1,203.13,338,28,32.135,0.017815,289.38,74.468,65.667,0.036985,156.05,114.16,71.693,0.081699,160.00,34.514,84.020,0.078312,181.75,29.320
2017-09-12,2,56.052,88.31,29.03,323.63,6065.9,252.75,380.6,123.8,30.055,0.040981,288.82,69.802,65.507,0.030233,258.06,185.57,69.257,0.052626,219.67,45.537,88.225,0.0017357,128.80,22.728
2017-09-13,3,55.667,88.13,28.9,309.94,5760.7,240.03,321,129.8,29.784,0.036660,258.63,61.819,65.111,0.029352,250.17,178.79,68.460,0.050373,222.33,45.306,88.065,0.0013427,136.40,24.025
2017-09-14,4,56.054,88.15,28.92,337.91,6179.8,257.49,398.7,132.3,30.399,0.050688,267.84,65.828,65.342,0.027907,272.07,195.10,69.070,0.051915,256.33,52.739,88.070,0.0016380,137.65,24.247
2017-09-15,5,55.524,88,28.87,317.30,5886.9,245.29,368.7,141.4,30.220,0.046335,262.09,63.774,64.500,0.029647,249.44,176.59,68.450,0.045550,250.67,51.026,87.985,0.00030991,147.20,25.903
2017-09-16,6,39.563,64.4,28.09,181.48,4917.4,204.89,301.3,108.9,29.941,0.029500,228.30,116.46,62.931,0.016536,148.04,65.021,,,,,,,,
2017-09-17,7,29.942,38.12,28.03,169.85,5700.3,237.51,299.8,165.1,29.942,0.094970,237.51,169.85,,,,,,,,,,,,
2017-09-18,1,53.478,87.93,28.05,209.38,4319.5,179.98,291.7,28,29.512,0.056410,248.53,58.770,62.748,0.0069462,145.66,100.47,65.253,0.055442,157.67,30.942,80.685,0.15702,128.00,19.206
2017-09-19,2,52.791,84.43,28.07,234.16,4745.4,197.72,290.6,73.7,29.462,0.051534,244.49,57.810,61.856,0.011343,193.16,131.52,60.717,0.021015,160.47,29.368,84.360,0.0016304,91.650,15.466
