datetime,dayOfWeek,priceMean,priceMax,priceMin,value,volumeMWh,powerMW,powerMaxMW,powerMinMW,priceOffMean,priceOffCoefVar,powerOffMeanMW,valueOff,priceStandardMean,priceStandardCoefVar,powerStandardMeanMW,valueStandard,priceMorningMean,priceMorningCoefVar,powerMorningMeanMW,valueMorning,priceEveningMean,priceEveningCoefVar,powerEveningMeanMW,valueEvening
2016-03-02,3,94.025,134.72,51.03,242.02,3660.0,152.50,350,12,51.417,0.0075866,342.50,140.84,110.97,0.086615,66.818,78.603,121.79,0.074806,41.667,14.698,129.60,0.059395,30.000,7.8786
2016-03-03,4,92.200,127.66,51.71,211.89,3375.7,140.65,357,5,51.990,0.0022313,338.74,140.88,109.07,0.074657,49.055,56.301,118.97,0.067334,35.200,12.236,120.09,0.0000,10.300,2.4739
2016-03-04,5,90.468,120.09,51.21,233.27,3534.0,147.25,371,22.9,51.485,0.0047213,328.13,135.15,107.10,0.072456,61.327,71.112,113.70,0.048562,56.233,19.121,120.09,0.000062191,32.850,7.8895
2016-03-05,6,73.693,113.83,49.08,129.38,2187.8,91.158,226,6,58.112,0.16446,124.00,120.40,111.53,0.025359,11.400,8.9783,,,,,,,,
2016-03-06,7,60.116,79.51,49.38,75.952,1431.0,59.625,226,1,60.116,0.17028,59.625,75.952,,,,,,,,,,,,
2016-03-07,1,77.052,117.56,49.27,148.82,2354.3,98.096,300,3.7,49.531,0.0036508,128.13,50.795,88.935,0.20674,77.582,63.975,96.660,0.33183,54.000,11.440,92.375,0.32678,156.95,22.606
2016-03-08,2,91.833,120.08,51.95,242.86,3622.4,150.93,350,25,52.063,0.0031221,337.40,140.51,109.30,0.058997,58.209,69.048,115.02,0.043606,43.433,14.985,120.05,0.000061477,76.300,18.319
2016-03-09,3,94.829,138.32,51.99,196.80,3225.5,134.40,350,0,52.099,0.0048226,339.57,141.50,111.96,0.082838,36.573,42.354,116.96,0.036586,26.667,9.2639,138.32,0.0000,13.300,3.6793
2016-03-10,4,96.105,155.6,51.43,185.12,2921.7,121.74,300,0,51.566,0.0040253,293.11,120.90,111.94,0.083300,40.618,47.184,117.16,0.045163,26.667,9.2551,155.60,0.0000,25.000,7.7800
2016-03-11,5,96.146,159.31,51.34,172.77,2718.7,113.28,276,0,51.478,0.0046873,272.39,112.16,111.08,0.067174,35.964,41.448,118.38,0.053480,30.000,10.559,159.31,0.0000,27.000,8.6027
2016-03-12,6,78.159,120.07,51.98,226.79,3699.0,154.13,291,25,61.546,0.17813,204.67,200.70,118.50,0.015917,31.371,26.093,,,,,,,,
2016-03-13,7,77.716,113.56,52.06,274.25,4035.8,168.16,291,76,77.716,0.29957,168.16,274.25,,,,,,,,,,,,
2016-03-14,1,101.44,179.85,52.03,174.98,2814.3,117.26,286.8,0,52.081,0.00055685,281.11,117.13,116.59,0.19434,38.345,42.061,144.28,0.25594,41.900,13.341,151.36,0.14208,8.9500,2.4498
2016-03-15,2,93.944,126.66,51.73,155.59,2555.9,106.50,279,0,51.814,0.0020449,267.80,110.99,111.72,0.073994,27.682,31.573,119.32,0.054111,33.000,11.757,126.66,0.0000,5.0000,1.2666
2016-03-16,3,98.860,172.85,51.49,158.38,2447.9,102.00,250,0,51.617,0.0036973,245.86,101.51,116.55,0.17440,29.818,36.529,121.44,0.034284,34.667,12.323,156.69,0.18825,24.500,8.0170
2016-03-17,4,97.807,170.93,50.97,162.32,2451.1,102.13,235,0,51.056,0.0047781,234.38,95.727,115.60,0.17790,40.009,48.567,119.14,0.039204,29.000,10.102,154.94,0.18974,24.500,7.9280
2016-03-18,5,94.957,139.9,50.35,151.83,2294.8,95.617,220,0,50.519,0.0064943,211.25,85.385,113.22,0.11383,44.982,53.068,117.03,0.043276,27.000,9.3437,139.14,0.0091236,14.500,4.0360
2016-03-19,6,76.688,120.05,50.73,231.48,3606.1,150.25,284,20,61.007,0.19026,195.35,198.25,114.77,0.037581,40.743,33.231,,,,,,,,
2016-03-20,7,74.754,110.14,50.73,260.68,3737.8,155.74,220,98.6,74.754,0.29612,155.74,260.68,,,,,,,,,,,,
2016-03-21,1,100.68,176.84,50.77,145.63,2271.8,94.658,210,0,50.808,0.0013666,210.00,85.357,116.49,0.22865,42.345,46.890,142.44,0.25428,38.667,12.138,150.62,0.26032,5.0000,1.2440
2016-03-22,2,83.851,120.07,50.9,216.17,3329.2,138.72,283,0,50.939,0.00067548,233.88,95.307,102.82,0.15310,82.845,83.707,98.413,0.30688,78.200,17.048,89.340,0.44160,156.15,20.105
2016-03-23,3,92.909,123.44,51.56,183.66,3035.4,126.48,328,0,51.655,0.0028471,318.60,131.64,110.95,0.075618,37.000,42.808,116.43,0.040158,24.000,8.2697,123.44,0.0000,3.8000,0.93814
2016-03-24,4,93.080,134.17,51.59,183.11,3018.2,125.76,328,0,51.686,0.0029048,316.14,130.70,110.60,0.071758,36.791,42.497,116.50,0.040278,24.000,8.2756,127.13,0.085399,6.2000,1.6412
2016-03-25,5,74.762,110.1,50.78,258.21,3777.5,157.40,276.9,100,51.039,0.0078668,231.49,94.570,80.212,0.17754,121.13,104.49,94.497,0.073354,126.67,35.691,110.08,0.00029931,106.60,23.469
2016-03-26,6,74.879,120.06,50.95,211.07,3410.8,142.12,285,30,58.528,0.14332,181.68,173.73,114.59,0.042247,46.029,37.334,,,,,,,,
2016-03-27,7,71.306,112.69,50.85,243.53,3715.8,154.83,250,100,71.306,0.29993,154.83,243.53,,,,,,,,,,,,
2016-03-28,1,91.433,121.71,50.8,160.83,2460.5,102.52,253.2,0,50.980,0.0086486,228.53,93.232,109.15,0.065171,46.955,54.679,115.24,0.051574,36.667,12.219,120.10,0.0000,2.9000,0.69658
2016-03-29,2,99.083,177.15,51.24,149.85,2399.6,99.983,285,0,51.311,0.0039275,232.50,95.469,115.46,0.19810,38.455,42.062,142.39,0.25460,36.667,11.529,135.14,0.14953,3.3000,0.79259
2016-03-30,3,92.903,125.69,51.46,172.00,2822.1,117.59,300,0,51.631,0.0039685,293.80,121.33,110.88,0.072086,34.336,39.627,118.23,0.054738,30.000,10.559,121.11,0.0000,2.0000,0.48444
2016-03-31,4,93.935,139.9,50.71,160.18,2537.9,105.75,250,0,50.834,0.0068855,250.00,101.67,110.46,0.073245,37.991,43.835,117.63,0.052370,30.000,10.479,139.90,0.0000,15.000,4.1970
2016-04-01,5,92.685,125.43,50.99,168.87,2747.2,114.47,280,0,51.083,0.0051217,280.00,114.42,110.91,0.069775,37.564,43.426,118.03,0.054409,30.000,10.537,120.86,0.0000,2.0000,0.48344
2016-04-02,6,80.445,120.08,52.11,280.31,4042.0,168.42,300,20,66.498,0.23942,225.65,256.48,114.32,0.046291,29.429,23.823,,,,,,,,
2016-04-03,7,73.653,114.92,52.08,247.60,3678.5,153.27,237.9,93.1,73.653,0.30130,153.27,247.60,,,,,,,,,,,,
2016-04-04,1,103.15,178.94,52.2,151.59,2380.0,99.167,230,0,52.225,0.00088638,230.00,96.094,115.16,0.17287,38.182,42.626,144.38,0.24890,40.000,12.865,178.94,0.0000,0.0000,0.0000
2016-04-05,2,94.737,133.68,52.07,130.81,2214.0,92.250,247,0,52.148,0.0042035,242.31,101.08,111.74,0.070676,15.282,16.660,120.00,0.057670,30.000,10.746,133.68,0.0000,8.7000,2.3260
2016-04-06,3,94.565,133.19,52,148.26,2483.9,103.50,278,0,52.039,0.0015250,268.05,111.58,111.67,0.070995,21.082,23.636,119.50,0.056836,30.000,10.693,133.19,0.0000,8.8000,2.3441
2016-04-07,4,94.872,136.57,52.02,151.31,2529.6,105.40,279.8,0,52.068,0.0022765,272.77,113.61,111.70,0.070208,21.400,23.999,119.50,0.056836,30.000,10.693,136.57,0.0000,11.000,3.0045
2016-04-08,5,94.896,136.66,52.03,149.17,2497.9,104.08,276.6,0,52.079,0.0024940,269.95,112.46,111.71,0.070175,20.573,23.005,119.57,0.056937,30.000,10.700,136.66,0.0000,11.000,3.0065
2016-04-09,6,76.034,120.07,52.05,201.97,3345.7,139.40,256.6,10,59.742,0.14528,185.86,180.14,115.60,0.038319,26.571,21.826,,,,,,,,
2016-04-10,7,73.129,114.44,52.06,250.40,3770.8,157.12,252.4,94,73.129,0.30071,157.12,250.40,,,,,,,,,,,,
2016-04-11,1,100.57,178.55,52.08,153.62,2436.4,101.52,240,0,52.085,0.00017775,237.93,99.138,114.74,0.17346,38.182,42.445,143.89,0.25079,37.667,12.038,151.60,0.0000,0.0000,0.0000
2016-04-12,2,94.444,128.01,52.07,125.27,2155.6,89.817,243.8,0,52.157,0.0043586,239.45,99.907,112.40,0.079616,14.818,16.181,118.97,0.057273,22.333,7.9023,128.01,0.0000,5.0000,1.2801
2016-04-13,3,96.309,151.61,52.67,118.51,2034.8,84.783,230,0,52.781,0.0045125,230.00,97.118,115.22,0.12290,10.709,12.060,120.56,0.059512,22.333,8.0273,130.03,0.0000,5.0000,1.3003
2016-04-14,4,98.250,159.03,53.48,123.03,2053.2,85.550,230,0,53.568,0.0046201,230.00,98.564,117.36,0.14307,11.927,14.257,122.13,0.061895,22.333,8.1504,136.03,0.046434,7.5000,2.0605
2016-04-15,5,99.896,159.27,53.75,127.12,2075.1,86.462,230,0,53.837,0.0045970,230.00,99.061,118.29,0.14935,12.555,15.406,122.66,0.062731,22.333,8.1918,148.83,0.0000,15.000,4.4649
2016-04-16,6,102.35,165.82,55.15,160.11,2412.2,100.51,230,0,81.602,0.33175,140.72,157.71,152.75,0.14608,2.8571,2.4018,,,,,,,,
2016-04-17,7,75.322,121.07,55.74,224.34,3480.5,145.02,230,0,75.322,0.31523,145.02,224.34,,,,,,,,,,,,
2016-04-18,1,114.64,192.77,56.36,122.64,2032.3,84.679,230,0,56.360,0.0000,230.00,103.70,131.94,0.23511,10.455,10.432,154.55,0.26991,25.767,8.5069,192.77,0.0000,0.0000,0.0000
2016-04-19,2,114.64,192.77,56.36,122.64,2032.3,84.679,230,0,56.360,0.0000,230.00,103.70,131.94,0.23511,10.455,10.432,154.55,0.26991,25.767,8.5069,192.77,0.0000,0.0000,0.0000
2016-04-20,3,62.988,146.4,29.91,3.8902,65.000,2.7083,9,0,29.956,0.0012859,5.6250,1.3491,73.805,0.36684,0.90909,1.0771,55.800,0.23249,0.0000,0.0000,146.40,0.0000,5.0000,1.4640
2016-04-21,4,91.707,147.96,31.82,26.388,495.00,20.625,71,0,41.293,0.22749,48.875,14.661,113.43,0.13817,1.3636,1.0878,109.56,0.10592,26.000,9.0203,147.13,0.010778,5.5000,1.6192
2016-04-22,5,90.131,141.7,50.96,57.492,952.20,39.675,100,0,51.495,0.0064682,100.00,41.196,107.09,0.18265,6.7455,7.4626,108.28,0.10592,26.000,8.8336,124.20,0.0000,0.0000,0.0000
2016-04-23,6,60.474,105.82,29.28,119.05,1796.0,74.833,212,0,58.638,0.32965,105.06,118.56,64.931,0.43019,1.4286,0.48576,,,,,,,,
2016-04-24,7,48.568,101.27,29.02,38.928,932.00,38.833,100,0,48.568,0.44491,38.833,38.928,,,,,,,,,,,,
2016-04-25,1,83.929,174,0,4.8960,80.000,3.3333,10,0,61.200,0.0000,10.000,4.8960,108.13,0.22303,0.0000,0.0000,31.700,1.7321,0.0000,0.0000,120.10,0.0000,0.0000,0.0000
2016-04-26,2,80.378,143.98,32.19,21.993,491.00,20.458,50,0,36.980,0.22314,50.000,14.792,107.70,0.22081,4.3636,4.1783,69.717,0.44914,14.333,3.0224,119.68,0.020285,0.0000,0.0000
2016-04-27,3,92.503,161.72,31.49,68.787,863.40,35.975,50,0,36.302,0.23561,50.000,14.521,124.30,0.18477,34.455,45.435,97.923,0.39886,24.000,6.9211,134.28,0.28603,6.2000,1.9107
2016-04-28,4,72.665,133.44,31.35,19.558,486.00,20.250,50,0,36.383,0.23205,50.000,14.553,97.087,0.29484,2.7273,2.0223,51.787,0.072268,18.667,2.9822,114.79,0.0000,0.0000,0.0000
2016-04-29,5,60.750,163.75,31.17,27.501,549.90,22.912,50,0,35.724,0.21319,50.000,14.290,65.617,0.69827,9.1727,9.6031,65.343,0.53275,14.667,2.9147,127.20,0.25127,2.5000,0.69405
2016-04-30,6,40.925,100.26,29.03,35.485,921.00,38.375,85,0,37.742,0.25481,47.765,31.321,48.656,0.57064,15.571,4.1642,,,,,,,,
2016-05-01,7,39.159,75.17,29.01,39.034,1063.0,44.292,80,2,39.159,0.38193,44.292,39.034,,,,,,,,,,,,
2016-05-02,1,47.194,150,30.29,27.557,679.60,28.317,80,0,34.843,0.23914,57.500,16.837,44.725,0.47153,12.600,6.7911,45.507,0.018932,24.667,3.4008,112.71,1.1589,3.5000,0.52794
2016-05-03,2,46.169,102.15,30.45,22.322,568.10,23.671,80,0,34.905,0.23279,57.500,16.846,44.644,0.47030,9.2818,5.2093,44.477,0.0026059,2.0000,0.26686,102.15,0.0000,0.0000,0.0000
2016-05-04,3,84.301,144.34,30.02,20.975,492.00,20.500,50,0,30.194,0.015080,50.000,12.078,111.08,0.16373,4.9091,5.9290,95.047,0.49958,9.3333,1.5947,137.35,0.0000,5.0000,1.3735
2016-05-05,4,81.166,143.7,26.8,22.301,528.00,22.000,50,0,27.367,0.049139,50.000,10.947,110.43,0.18155,6.3636,6.5683,80.277,0.44628,16.000,3.4181,136.74,0.0000,5.0000,1.3674
2016-05-06,5,81.094,133.23,25.07,19.211,496.00,20.667,50,0,29.399,0.23613,50.000,11.759,108.27,0.14025,4.3636,3.7283,84.540,0.48124,12.667,2.3910,133.23,0.0000,5.0000,1.3323
2016-05-07,6,37.810,72.21,23.5,21.950,754.00,31.417,80,0,37.432,0.42869,40.529,20.304,38.726,0.59071,9.2857,1.6466,,,,,,,,
2016-05-08,7,28.660,100.67,22.9,21.614,796.00,33.167,80,0,28.660,0.54457,33.167,21.614,,,,,,,,,,,,
2016-05-09,1,88.342,180.21,24.71,28.105,764.00,31.833,80,0,27.640,0.28276,80.000,17.690,118.32,0.27198,6.3636,6.1465,79.050,0.52151,18.000,4.2687,180.21,0.0000,0.0000,0.0000
2016-05-10,2,79.243,132.34,25.09,24.981,648.00,27.000,75,0,30.175,0.31186,67.625,16.015,103.70,0.18156,3.0000,3.3808,85.013,0.60199,21.333,4.2626,132.34,0.0000,5.0000,1.3234
2016-05-11,3,85.168,131.85,30.07,37.378,787.20,32.800,112.2,0,35.635,0.21540,75.500,20.834,105.08,0.15870,13.655,12.435,113.12,0.13205,7.6667,2.7902,131.85,0.0000,5.0000,1.3185
2016-05-12,4,84.244,133.78,30.03,36.016,763.00,31.792,100,0,32.079,0.17951,75.000,18.430,107.65,0.14751,3.0000,3.5485,104.50,0.058978,40.000,12.699,133.78,0.0000,5.0000,1.3378
2016-05-13,5,91.476,146.34,30.1,26.194,386.30,16.096,66,0,42.380,0.17895,34.913,12.329,109.52,0.18729,3.9091,5.1013,121.27,0.17075,16.333,6.5932,143.94,0.027988,7.5000,2.1711
2016-05-14,6,63.530,122.22,45.58,68.914,1266.9,52.787,123,0,52.269,0.13315,71.582,65.288,90.877,0.26446,7.1429,3.6258,,,,,,,,
2016-05-15,7,44.432,100,40.08,40.294,921.00,38.375,66,10,44.432,0.27309,38.375,40.294,,,,,,,,,,,,
2016-05-16,1,100.28,179.57,45.58,33.433,604.40,25.183,74.4,0,45.752,0.0031430,62.625,22.926,122.16,0.26860,2.6364,2.4700,133.89,0.16738,24.800,8.0374,147.55,0.0000,0.0000,0.0000
