month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
1,0,51.487,147.05,6.1069,56.318,0.11861,0.38299
1,1,49.742,152.64,3.4871,47.234,0.070104,0.30945
1,2,49.207,157.47,3.4264,45.440,0.069632,0.28856
1,3,48.718,158.64,3.1298,43.060,0.064243,0.27143
1,4,48.706,159.95,3.0602,48.080,0.062830,0.30059
1,5,47.039,76.419,2.6062,30.656,0.055405,0.40116
1,6,48.896,70.255,2.7414,14.386,0.056066,0.20477
1,7,82.924,80.903,24.362,19.200,0.29379,0.23732
1,8,81.167,82.355,23.175,25.390,0.28552,0.30830
1,9,81.324,84.032,22.982,24.189,0.28260,0.28785
1,10,57.780,103.35,5.9296,38.947,0.10262,0.37685
1,11,57.782,103.30,5.9307,38.552,0.10264,0.37320
1,12,55.984,100.11,7.2918,41.540,0.13025,0.41494
1,13,55.982,102.27,7.2936,44.878,0.13028,0.43882
1,14,55.978,104.38,7.2940,47.608,0.13030,0.45610
1,15,55.975,107.77,7.2927,52.154,0.13028,0.48394
1,16,55.999,112.96,7.3096,59.622,0.13053,0.52782
1,17,55.901,111.57,7.2376,54.626,0.12947,0.48961
1,18,76.204,62.977,19.362,25.986,0.25408,0.41263
1,19,101.16,66.535,56.081,17.268,0.55438,0.25953
1,20,98.558,53.742,49.331,23.421,0.50053,0.43580
1,21,114.52,74.774,58.359,21.047,0.50960,0.28147
1,22,54.643,111.52,7.8773,51.327,0.14416,0.46025
1,23,49.414,121.95,3.7356,45.168,0.075598,0.37038
2,0,53.236,101.43,10.833,29.890,0.20349,0.29469
2,1,52.159,96.361,10.892,29.057,0.20882,0.30154
2,2,51.639,94.589,10.937,29.716,0.21180,0.31416
2,3,51.112,95.357,10.791,30.843,0.21112,0.32345
2,4,51.761,100.10,11.035,32.395,0.21319,0.32363
2,5,50.811,73.679,14.330,20.314,0.28203,0.27571
2,6,65.378,89.611,47.998,20.682,0.73416,0.23080
2,7,100.74,100.13,41.797,23.621,0.41490,0.23590
2,8,100.86,96.389,42.714,15.244,0.42350,0.15815
2,9,144.48,90.568,65.826,11.719,0.45561,0.12939
2,10,91.487,96.521,34.500,20.408,0.37710,0.21144
2,11,90.661,97.964,33.444,22.028,0.36889,0.22486
2,12,92.507,95.964,36.684,21.776,0.39655,0.22692
2,13,92.121,98.250,36.926,20.036,0.40084,0.20393
2,14,89.711,99.289,36.522,19.023,0.40711,0.19159
