month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
1,0,31.881,214.97,2.0488,62.563,0.064264,0.29103
1,1,31.341,213.19,3.6347,61.796,0.11597,0.28986
1,2,31.260,212.87,3.6184,62.264,0.11575,0.29250
1,3,31.260,220.35,3.6247,62.807,0.11595,0.28503
1,4,31.232,218.81,3.6140,62.645,0.11571,0.28630
1,5,34.520,196.75,3.6435,61.234,0.10555,0.31123
1,6,47.450,117.02,15.796,74.049,0.33290,0.63279
1,7,53.380,93.484,16.075,64.053,0.30114,0.68518
1,8,62.711,77.255,23.889,63.267,0.38094,0.81894
1,9,69.539,72.290,26.372,61.702,0.37924,0.85353
1,10,63.302,81.316,21.584,51.231,0.34097,0.63002
1,11,63.378,81.665,21.758,52.106,0.34331,0.63805
1,12,60.678,89.848,22.521,58.623,0.37116,0.65247
1,13,61.231,89.445,22.598,58.269,0.36906,0.65145
1,14,61.602,90.723,22.948,59.949,0.37252,0.66079
1,15,61.079,92.487,23.268,60.810,0.38095,0.65750
1,16,64.315,125.56,22.592,78.745,0.35127,0.62715
1,17,61.173,133.35,19.640,76.713,0.32106,0.57528
1,18,77.951,89.942,23.879,76.882,0.30633,0.85480
1,19,85.066,75.761,25.800,75.254,0.30329,0.99331
1,20,67.658,120.85,22.817,84.395,0.33724,0.69835
1,21,62.667,92.394,22.435,57.883,0.35800,0.62648
1,22,33.376,224.61,4.2173,84.620,0.12636,0.37674
1,23,32.923,221.39,3.3439,76.168,0.10157,0.34404
2,0,31.358,146.90,0.94538,99.677,0.030148,0.67854
2,1,30.873,142.18,1.5272,99.354,0.049467,0.69879
2,2,29.410,142.73,3.6143,97.186,0.12289,0.68091
2,3,29.326,150.86,3.5709,97.153,0.12177,0.64399
2,4,29.685,152.65,3.2109,99.127,0.10817,0.64937
2,5,30.199,141.86,4.9381,96.924,0.16352,0.68324
2,6,37.625,109.42,16.342,50.920,0.43434,0.46536
2,7,45.276,126.60,14.853,50.795,0.32805,0.40122
2,8,48.061,97.811,16.329,54.773,0.33976,0.55999
2,9,51.646,85.689,19.120,52.980,0.37021,0.61828
2,10,58.219,77.179,20.973,38.121,0.36024,0.49393
2,11,57.093,76.536,21.156,39.923,0.37055,0.52162
2,12,54.884,76.468,22.243,45.284,0.40527,0.59220
2,13,53.044,73.189,21.582,42.579,0.40687,0.58177
2,14,53.797,73.321,21.985,42.267,0.40867,0.57647
2,15,53.273,76.214,22.585,44.822,0.42395,0.58811
2,16,56.409,94.000,23.800,60.226,0.42192,0.64070
2,17,55.298,112.20,23.514,69.787,0.42522,0.62199
2,18,66.423,96.196,22.082,49.067,0.33245,0.51007
2,19,78.559,52.079,21.339,49.732,0.27163,0.95493
2,20,63.911,87.964,21.384,66.053,0.33459,0.75091
2,21,59.311,57.439,20.032,37.677,0.33775,0.65595
2,22,31.551,157.64,0.95136,115.73,0.030153,0.73414
2,23,31.431,144.86,1.0109,110.18,0.032163,0.76060
3,0,21.644,91.497,3.9630,35.642,0.18310,0.38954
3,1,21.296,90.674,4.3175,37.393,0.20274,0.41239
3,2,21.228,90.777,4.3533,37.492,0.20507,0.41301
3,3,21.412,99.052,4.2205,38.498,0.19711,0.38866
3,4,21.759,106.30,4.0421,43.225,0.18577,0.40663
3,5,23.371,72.335,3.9058,33.304,0.16712,0.46041
3,6,37.023,66.903,12.982,29.464,0.35065,0.44040
3,7,43.938,108.40,14.830,35.960,0.33752,0.33173
3,8,42.753,112.13,14.504,44.061,0.33925,0.39295
3,9,44.848,103.15,15.721,42.927,0.35054,0.41616
3,10,44.296,68.926,15.197,34.468,0.34308,0.50007
3,11,44.177,67.932,15.291,33.932,0.34613,0.49950
3,12,42.913,64.423,16.491,30.704,0.38429,0.47660
3,13,42.085,65.700,16.012,27.485,0.38047,0.41834
3,14,42.626,67.119,16.922,28.132,0.39699,0.41914
3,15,41.858,66.894,16.238,29.008,0.38793,0.43364
3,16,41.895,66.035,15.961,29.344,0.38098,0.44437
3,17,41.223,65.868,15.324,30.411,0.37173,0.46170
3,18,51.735,72.387,17.468,31.976,0.33764,0.44174
3,19,78.362,49.461,24.595,17.842,0.31386,0.36073
3,20,54.025,52.184,19.297,17.333,0.35719,0.33215
3,21,37.156,81.265,14.984,35.978,0.40327,0.44272
3,22,23.875,82.677,4.1105,29.828,0.17217,0.36078
3,23,22.513,85.081,4.1767,31.458,0.18552,0.36974
4,0,18.676,127.44,4.1704,31.800,0.22330,0.24953
4,1,18.303,122.73,4.2973,33.373,0.23479,0.27192
4,2,18.206,119.90,4.3079,32.360,0.23662,0.26989
4,3,18.562,127.12,4.3650,31.642,0.23516,0.24891
4,4,20.022,154.77,3.9273,48.219,0.19615,0.31155
4,5,23.154,146.42,4.9607,40.476,0.21425,0.27644
4,6,40.603,95.690,15.801,59.127,0.38916,0.61790
4,7,46.624,96.420,17.411,59.913,0.37343,0.62138
4,8,45.183,119.73,15.590,65.558,0.34504,0.54755
4,9,45.051,125.40,15.684,68.505,0.34814,0.54629
4,10,42.019,111.97,13.503,60.127,0.32135,0.53699
4,11,44.478,130.30,15.354,60.690,0.34520,0.46577
4,12,43.148,127.48,16.613,60.323,0.38502,0.47320
4,13,43.577,126.81,16.845,59.695,0.38656,0.47074
4,14,43.872,126.59,17.289,58.506,0.39408,0.46217
4,15,43.821,127.12,17.371,59.576,0.39641,0.46866
4,16,43.822,129.25,17.320,61.248,0.39524,0.47387
4,17,45.324,103.48,17.513,54.707,0.38640,0.52867
4,18,71.003,90.540,27.558,49.911,0.38812,0.55126
4,19,76.007,108.68,25.828,62.545,0.33981,0.57550
4,20,49.068,78.760,17.338,51.106,0.35335,0.64888
4,21,37.695,127.54,11.968,40.185,0.31750,0.31508
4,22,20.896,152.59,3.4793,47.534,0.16651,0.31151
4,23,19.893,140.98,3.7613,40.302,0.18908,0.28587
5,0,27.460,103.86,4.8446,26.779,0.17642,0.25784
5,1,26.610,101.20,5.0839,26.051,0.19105,0.25742
5,2,26.684,99.590,5.0236,27.237,0.18826,0.27349
5,3,26.719,104.96,5.0504,26.669,0.18902,0.25409
5,4,27.168,111.92,5.2494,31.619,0.19322,0.28251
5,5,29.473,133.10,5.9061,53.210,0.20039,0.39977
5,6,56.200,79.190,20.401,39.372,0.36301,0.49718
5,7,67.743,69.674,22.071,48.501,0.32580,0.69611
5,8,59.766,92.548,17.921,52.938,0.29985,0.57201
5,9,59.889,88.839,17.732,50.129,0.29608,0.56427
5,10,57.864,78.619,15.263,39.220,0.26377,0.49886
5,11,57.221,78.419,15.658,39.110,0.27364,0.49873
5,12,54.879,85.639,17.389,40.479,0.31686,0.47267
5,13,54.382,86.413,17.611,42.615,0.32384,0.49315
5,14,54.330,84.713,17.652,40.915,0.32490,0.48298
5,15,53.702,83.674,18.042,39.273,0.33597,0.46936
5,16,54.376,84.558,17.217,40.070,0.31663,0.47388
5,17,58.160,77.987,19.008,44.523,0.32682,0.57090
5,18,83.351,53.842,19.548,34.725,0.23453,0.64494
5,19,83.490,57.545,19.042,31.565,0.22808,0.54853
5,20,59.808,76.955,16.488,56.111,0.27568,0.72914
5,21,54.665,72.926,16.401,30.253,0.30003,0.41485
5,22,28.943,100.14,4.1755,32.008,0.14427,0.31963
5,23,28.552,110.20,4.4125,30.739,0.15454,0.27894
6,0,30.856,190.22,1.6276,34.834,0.052748,0.18312
6,1,30.185,191.93,1.3456,29.778,0.044578,0.15515
6,2,29.955,190.75,1.3431,27.926,0.044837,0.14640
6,3,30.122,193.29,1.4476,28.141,0.048058,0.14559
6,4,31.817,175.90,2.2811,34.483,0.071694,0.19604
6,5,35.994,163.65,4.9093,64.338,0.13639,0.39314
6,6,72.550,106.48,29.260,36.296,0.40331,0.34087
6,7,72.063,114.39,28.219,43.614,0.39159,0.38127
6,8,66.090,151.38,22.982,39.629,0.34774,0.26178
6,9,56.948,114.58,15.877,35.271,0.27880,0.30783
6,10,59.028,91.383,14.202,35.041,0.24060,0.38345
