month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
1,0,38.084,181.45,20.008,47.393,0.52536,0.26119
1,1,35.750,194.67,18.158,56.033,0.50792,0.28784
1,2,34.088,201.41,16.578,58.296,0.48633,0.28944
1,3,33.152,202.56,16.049,56.853,0.48410,0.28067
1,4,35.092,197.37,20.280,54.303,0.57791,0.27513
1,5,49.831,164.47,31.998,54.760,0.64213,0.33295
1,6,56.648,156.31,44.000,51.972,0.77673,0.33249
1,7,54.815,184.12,31.415,65.286,0.57311,0.35458
1,8,57.195,179.21,32.471,60.548,0.56772,0.33786
1,9,56.934,171.69,28.106,57.786,0.49366,0.33657
1,10,49.189,175.18,21.588,57.546,0.43888,0.32850
1,11,49.278,174.78,22.656,57.625,0.45976,0.32970
1,12,51.023,169.95,27.661,55.712,0.54213,0.32781
1,13,51.599,165.42,28.287,58.794,0.54821,0.35542
1,14,51.805,165.25,28.765,55.189,0.55526,0.33397
1,15,53.401,155.90,28.650,56.264,0.53651,0.36090
1,16,73.420,135.92,38.601,58.327,0.52576,0.42913
1,17,88.505,133.52,48.915,60.199,0.55268,0.45086
1,18,134.63,88.106,53.297,47.131,0.39588,0.53494
1,19,162.06,67.525,45.647,39.311,0.28167,0.58217
1,20,178.60,66.043,51.330,41.539,0.28740,0.62897
1,21,120.33,85.081,41.663,42.367,0.34624,0.49796
1,22,81.238,89.426,50.002,33.110,0.61550,0.37025
1,23,40.969,127.45,22.568,40.947,0.55086,0.32128
2,0,59.728,281.76,16.379,93.620,0.27423,0.33227
2,1,57.965,297.93,16.091,89.025,0.27760,0.29881
2,2,55.744,312.38,13.915,84.759,0.24962,0.27133
2,3,56.486,311.90,14.204,84.301,0.25146,0.27028
2,4,60.752,285.76,17.991,92.327,0.29614,0.32309
2,5,77.320,207.14,25.626,90.067,0.33143,0.43481
2,6,97.446,208.34,41.739,100.89,0.42833,0.48426
2,7,93.547,232.69,23.999,96.586,0.25654,0.41508
2,8,91.000,252.86,25.985,99.338,0.28555,0.39286
2,9,88.354,245.52,23.403,91.470,0.26488,0.37256
2,10,95.406,234.00,23.912,85.961,0.25063,0.36735
2,11,94.523,234.07,24.796,90.838,0.26233,0.38808
2,12,96.814,229.48,25.239,91.785,0.26070,0.39997
2,13,97.617,221.14,25.306,87.939,0.25924,0.39766
2,14,100.52,217.03,23.576,96.516,0.23454,0.44471
2,15,102.20,205.62,23.142,100.19,0.22644,0.48726
2,16,104.08,173.79,22.979,84.535,0.22078,0.48642
2,17,123.35,153.34,37.140,68.114,0.30109,0.44420
2,18,145.06,105.34,47.580,59.911,0.32800,0.56874
2,19,177.13,69.310,25.238,26.673,0.14248,0.38484
2,20,171.66,72.207,28.418,31.087,0.16555,0.43053
2,21,148.07,108.38,45.221,45.512,0.30540,0.41993
2,22,105.52,120.07,45.381,53.949,0.43007,0.44931
2,23,62.997,206.86,11.099,76.194,0.17618,0.36834
