month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
1,0,46.364,156.65,3.6604,50.717,0.078949,0.32376
1,1,43.722,166.58,4.2723,40.373,0.097715,0.24236
1,2,42.425,170.16,4.6426,39.200,0.10943,0.23037
1,3,42.173,169.84,4.8314,39.311,0.11456,0.23146
1,4,42.779,176.04,4.9028,41.240,0.11461,0.23426
1,5,41.976,178.44,5.8406,42.535,0.13914,0.23837
1,6,57.888,270.10,11.643,64.731,0.20113,0.23966
1,7,77.578,251.81,17.873,56.983,0.23039,0.22629
1,8,78.994,241.86,18.133,59.600,0.22955,0.24642
1,9,79.084,235.61,18.133,56.255,0.22929,0.23876
1,10,63.490,211.24,10.542,69.684,0.16604,0.32988
1,11,63.485,211.99,10.536,67.888,0.16596,0.32024
1,12,61.049,215.91,12.883,68.600,0.21103,0.31772
1,13,60.649,213.58,12.537,64.643,0.20671,0.30266
1,14,60.596,209.65,12.784,62.794,0.21097,0.29952
1,15,61.140,209.76,13.288,63.536,0.21734,0.30290
1,16,60.689,212.39,12.697,67.055,0.20921,0.31572
1,17,61.337,210.80,13.332,72.340,0.21736,0.34317
1,18,98.121,161.52,39.850,62.375,0.40613,0.38618
1,19,239.01,50.613,81.395,14.854,0.34055,0.29348
1,20,257.24,39.010,56.671,16.190,0.22030,0.41502
1,21,113.86,67.406,47.485,22.977,0.41705,0.34087
1,22,49.962,113.76,4.7870,71.909,0.095813,0.63211
1,23,47.407,141.69,1.4530,62.005,0.030649,0.43761
2,0,45.059,48.821,17.347,13.702,0.38498,0.28066
2,1,37.760,54.114,8.9005,23.543,0.23571,0.43506
2,2,36.303,54.962,4.6746,26.888,0.12877,0.48921
2,3,36.134,55.966,4.7681,28.931,0.13196,0.51694
2,4,36.372,55.628,4.6954,27.376,0.12909,0.49213
2,5,39.069,59.345,11.537,25.738,0.29530,0.43370
2,6,56.335,141.21,13.334,54.065,0.23669,0.38287
2,7,82.313,169.64,25.433,53.867,0.30898,0.31754
2,8,81.930,163.16,26.111,49.966,0.31870,0.30624
2,9,84.673,170.24,30.913,49.517,0.36509,0.29087
2,10,64.670,161.69,18.186,51.883,0.28121,0.32088
2,11,62.803,164.13,14.841,50.871,0.23631,0.30994
2,12,55.963,145.53,13.585,58.662,0.24275,0.40309
2,13,55.931,144.24,13.557,57.466,0.24239,0.39841
2,14,55.911,143.00,13.595,55.812,0.24315,0.39029
2,15,55.985,141.95,13.630,55.846,0.24346,0.39342
2,16,55.988,147.31,13.585,55.783,0.24264,0.37868
2,17,59.927,136.22,21.563,54.662,0.35982,0.40128
2,18,116.39,109.69,52.404,58.411,0.45024,0.53251
2,19,242.69,44.103,68.082,19.549,0.28053,0.44326
2,20,245.19,31.103,55.989,21.212,0.22835,0.68199
2,21,103.10,55.345,42.347,26.147,0.41074,0.47244
2,22,70.985,32.483,39.003,17.764,0.54945,0.54687
2,23,50.273,45.610,18.303,12.567,0.36407,0.27553
3,0,44.395,68.616,14.886,32.893,0.33531,0.47938
3,1,37.651,81.071,5.1240,32.900,0.13609,0.40582
3,2,35.692,83.539,2.0328,32.888,0.056954,0.39368
3,3,35.200,87.445,1.9234,33.155,0.054642,0.37915
3,4,36.323,79.855,4.3486,29.230,0.11972,0.36604
3,5,38.987,86.932,11.481,33.563,0.29448,0.38608
3,6,82.762,92.145,57.936,34.994,0.70003,0.37977
3,7,103.90,90.565,42.007,33.386,0.40430,0.36864
3,8,115.20,84.568,45.112,37.770,0.39160,0.44662
3,9,109.75,88.497,46.767,43.351,0.42612,0.48986
3,10,79.762,94.487,26.907,52.168,0.33734,0.55212
3,11,79.115,98.219,27.277,52.750,0.34478,0.53707
3,12,77.802,95.303,31.093,57.498,0.39964,0.60332
3,13,75.903,96.758,29.479,56.115,0.38838,0.57995
3,14,75.012,95.006,29.463,53.793,0.39278,0.56621
3,15,76.511,92.294,30.793,51.837,0.40247,0.56165
3,16,83.340,90.342,35.135,52.478,0.42159,0.58088
3,17,85.633,85.881,38.994,51.025,0.45536,0.59414
3,18,171.73,48.723,77.197,15.055,0.44953,0.30899
3,19,214.84,43.103,67.172,19.672,0.31266,0.45640
3,20,204.66,38.487,69.177,17.598,0.33801,0.45725
3,21,116.72,55.377,46.350,18.153,0.39710,0.32781
3,22,45.502,54.455,13.968,27.038,0.30698,0.49652
3,23,43.706,67.352,14.216,29.200,0.32526,0.43354
4,0,22.592,131.49,3.2451,49.055,0.14364,0.37307
4,1,22.437,133.52,3.2980,46.767,0.14699,0.35026
4,2,22.221,133.68,3.3434,44.345,0.15046,0.33173
4,3,22.138,134.89,3.3564,43.555,0.15161,0.32289
4,4,22.170,139.68,3.1854,46.605,0.14368,0.33366
4,5,22.265,148.84,3.3522,49.932,0.15056,0.33547
4,6,24.308,153.68,8.8599,52.238,0.36448,0.33991
4,7,48.096,141.26,21.136,56.356,0.43945,0.39895
4,8,48.332,146.67,21.013,62.190,0.43476,0.42401
4,9,48.370,150.20,20.334,66.119,0.42038,0.44021
4,10,46.816,116.77,17.203,59.580,0.36746,0.51023
4,11,46.881,117.34,17.124,57.870,0.36527,0.49318
4,12,45.051,121.89,18.884,62.478,0.41917,0.51258
4,13,44.942,121.15,18.995,62.584,0.42266,0.51658
4,14,44.858,119.31,19.043,60.045,0.42452,0.50327
4,15,44.865,119.13,19.092,58.943,0.42554,0.49478
4,16,45.129,121.67,18.915,61.140,0.41913,0.50251
4,17,45.316,111.80,18.842,54.031,0.41579,0.48328
4,18,84.885,68.497,54.269,22.208,0.63932,0.32422
4,19,78.325,64.907,37.454,16.826,0.47819,0.25923
4,20,52.027,49.397,21.254,19.535,0.40852,0.39547
4,21,48.675,81.567,18.118,39.846,0.37222,0.48851
4,22,23.894,126.36,4.4095,65.899,0.18454,0.52152
4,23,23.067,131.23,3.5806,55.854,0.15523,0.42562
5,0,23.994,127.92,5.6020,39.689,0.23348,0.31026
5,1,23.641,125.43,5.7044,38.509,0.24129,0.30702
5,2,22.897,124.23,4.8086,38.709,0.21001,0.31159
5,3,22.869,125.48,4.8045,39.303,0.21009,0.31322
5,4,23.042,132.49,4.7867,42.174,0.20774,0.31832
5,5,23.328,138.81,5.7610,48.940,0.24696,0.35257
5,6,23.973,146.01,8.5678,47.363,0.35739,0.32438
5,7,45.328,143.21,15.307,43.662,0.33769,0.30488
5,8,46.901,136.01,15.260,47.166,0.32537,0.34678
5,9,47.380,133.80,14.531,50.050,0.30669,0.37407
5,10,45.094,100.07,10.703,34.087,0.23735,0.34063
5,11,44.831,97.294,10.633,32.628,0.23718,0.33535
5,12,42.384,94.752,12.169,33.455,0.28711,0.35308
5,13,40.733,97.661,12.781,35.933,0.31378,0.36794
5,14,40.585,96.719,12.987,33.412,0.32000,0.34545
5,15,40.645,98.642,13.013,34.227,0.32016,0.34698
5,16,42.069,102.14,12.476,35.985,0.29656,0.35231
5,17,61.728,92.790,35.698,43.890,0.57831,0.47300
5,18,150.48,59.113,99.487,32.709,0.66113,0.55333
5,19,100.10,71.065,73.394,36.109,0.73321,0.50811
5,20,48.336,69.935,13.690,38.017,0.28323,0.54360
5,21,44.241,95.642,12.904,37.251,0.29168,0.38948
5,22,24.844,124.56,5.7459,43.304,0.23128,0.34766
5,23,24.110,126.87,5.6434,40.714,0.23407,0.32091
6,0,19.970,115.87,0.25080,50.610,0.012559,0.43678
6,1,19.962,110.71,0.24680,50.248,0.012363,0.45387
6,2,19.939,107.46,0.18756,49.189,0.0094067,0.45774
6,3,19.928,111.55,0.17603,49.541,0.0088333,0.44411
6,4,19.964,139.31,0.21105,66.082,0.010572,0.47435
6,5,20.053,155.30,0.59438,58.705,0.029640,0.37801
6,6,25.304,211.17,5.2154,84.567,0.20611,0.40047
6,7,50.952,228.80,17.000,56.620,0.33365,0.24747
6,8,52.720,215.64,15.983,34.101,0.30317,0.15814
6,9,54.442,170.89,19.571,44.379,0.35948,0.25969
6,10,50.092,142.59,13.855,43.866,0.27659,0.30764
6,11,50.859,141.72,13.279,45.139,0.26109,0.31851
6,12,45.903,142.18,15.819,41.847,0.34462,0.29432
6,13,43.180,139.83,16.194,44.368,0.37503,0.31730
6,14,43.204,134.36,16.190,42.974,0.37473,0.31984
6,15,43.082,137.02,16.236,44.745,0.37686,0.32656
6,16,44.923,160.65,15.998,40.960,0.35612,0.25496
6,17,137.24,123.22,74.597,37.677,0.54355,0.30577
6,18,160.79,122.36,74.414,35.655,0.46280,0.29139
6,19,88.698,126.71,34.477,52.109,0.38870,0.41125
6,20,50.199,146.51,15.228,43.295,0.30335,0.29551
6,21,46.982,129.26,17.034,43.027,0.36256,0.33287
6,22,20.184,174.73,0.71870,62.615,0.035607,0.35835
6,23,19.985,138.16,0.25423,64.131,0.012721,0.46418
7,0,20.063,131.98,0.79871,52.459,0.039810,0.39748
7,1,19.995,125.27,0.73740,54.957,0.036879,0.43871
7,2,19.918,122.16,0.64131,54.756,0.032198,0.44823
7,3,20.009,128.37,0.76984,55.107,0.038475,0.42928
7,4,20.561,171.88,1.2480,64.019,0.060697,0.37246
7,5,20.953,208.13,1.4674,65.295,0.070033,0.31372
7,6,30.672,149.46,6.7771,51.548,0.22095,0.34489
7,7,55.729,139.44,18.366,26.423,0.32956,0.18949
7,8,62.200,150.36,27.326,36.877,0.43932,0.24526
7,9,56.596,123.96,16.515,44.994,0.29181,0.36297
7,10,52.631,128.46,14.337,37.058,0.27241,0.28848
7,11,52.444,125.69,14.436,37.396,0.27527,0.29753
7,12,49.359,127.52,17.400,45.433,0.35252,0.35628
7,13,49.000,118.64,17.416,46.792,0.35543,0.39440
7,14,48.995,114.72,17.420,42.374,0.35555,0.36937
7,15,48.977,115.19,17.460,41.739,0.35649,0.36235
7,16,49.513,130.96,17.487,53.192,0.35318,0.40617
7,17,162.28,120.52,83.999,51.315,0.51762,0.42578
7,18,167.25,97.590,73.424,26.001,0.43901,0.26643
7,19,107.34,89.065,38.042,45.216,0.35441,0.50767
7,20,54.562,134.79,18.662,47.636,0.34203,0.35341
7,21,49.675,128.84,17.660,54.347,0.35551,0.42182
7,22,20.874,195.93,1.1047,52.532,0.052922,0.26812
7,23,20.338,153.67,1.1350,65.022,0.055807,0.42313
8,0,20.468,98.677,0.67184,35.473,0.032824,0.35949
8,1,20.334,91.155,0.56148,32.171,0.027613,0.35293
8,2,20.331,91.758,0.56384,33.693,0.027733,0.36719
8,3,20.362,94.661,0.57404,34.669,0.028192,0.36624
8,4,20.469,118.16,0.69564,37.007,0.033985,0.31319
8,5,21.981,160.23,1.6514,62.492,0.075129,0.39001
8,6,31.551,158.45,8.2712,26.776,0.26215,0.16899
8,7,61.112,174.87,30.788,25.984,0.50380,0.14859
8,8,61.510,181.54,30.625,37.511,0.49789,0.20663
8,9,54.550,135.28,16.555,60.286,0.30348,0.44564
8,10,50.657,142.35,14.164,48.790,0.27961,0.34275
8,11,49.168,142.59,15.018,43.797,0.30544,0.30715
8,12,46.505,141.65,17.505,38.410,0.37641,0.27116
8,13,46.188,135.83,17.736,37.748,0.38400,0.27791
8,14,46.033,131.26,17.946,34.374,0.38985,0.26188
8,15,45.951,129.23,18.061,31.784,0.39305,0.24595
