month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
1,0,31.768,291.14,0.43904,57.833,0.013820,0.19864
1,1,31.633,284.20,0.43466,53.272,0.013741,0.18745
1,2,31.547,278.62,0.43646,50.147,0.013835,0.17998
1,3,31.527,278.21,0.43238,49.473,0.013715,0.17783
1,4,31.594,285.98,0.45469,53.940,0.014392,0.18861
1,5,31.832,297.33,0.42304,73.574,0.013290,0.24745
1,6,56.186,183.06,16.013,50.886,0.28500,0.27797
1,7,61.108,135.20,14.586,59.195,0.23869,0.43783
1,8,63.748,115.95,14.449,66.023,0.22666,0.56941
1,9,63.030,144.40,14.052,62.417,0.22294,0.43225
1,10,60.548,147.46,12.765,51.094,0.21082,0.34649
1,11,60.805,157.74,12.803,54.275,0.21056,0.34408
1,12,56.433,173.91,16.019,66.787,0.28386,0.38403
1,13,56.448,171.40,16.054,66.401,0.28440,0.38740
1,14,56.418,175.90,16.071,60.449,0.28486,0.34366
1,15,56.416,177.41,16.073,58.838,0.28490,0.33165
1,16,56.323,182.97,16.031,51.195,0.28463,0.27980
1,17,56.446,164.35,16.141,64.956,0.28595,0.39523
1,18,78.139,101.87,19.867,50.439,0.25425,0.49513
1,19,78.725,70.190,20.031,40.272,0.25444,0.57376
1,20,57.432,172.80,16.431,82.660,0.28609,0.47836
1,21,56.834,223.58,15.985,53.778,0.28126,0.24053
1,22,31.966,316.60,0.39339,67.693,0.012307,0.21381
1,23,31.958,299.35,0.45162,66.924,0.014132,0.22356
2,0,29.271,163.47,3.7900,78.547,0.12948,0.48050
2,1,29.010,162.13,3.8978,79.092,0.13436,0.48783
2,2,28.886,161.07,3.8692,79.244,0.13395,0.49198
2,3,28.810,163.09,3.8718,78.873,0.13439,0.48362
2,4,29.089,166.47,3.6162,80.335,0.12432,0.48258
2,5,29.333,196.92,3.2783,81.151,0.11176,0.41210
2,6,52.235,150.53,17.446,77.746,0.33399,0.51648
2,7,55.161,132.76,17.211,78.640,0.31201,0.59235
2,8,59.571,131.78,15.697,89.602,0.26350,0.67994
2,9,60.059,131.61,15.518,90.275,0.25838,0.68593
2,10,59.439,129.10,13.929,76.258,0.23434,0.59069
2,11,58.907,131.71,14.249,74.928,0.24189,0.56889
2,12,54.881,145.64,17.382,72.157,0.31672,0.49545
2,13,54.747,142.67,17.650,69.440,0.32239,0.48672
2,14,54.976,142.30,17.870,65.629,0.32505,0.46120
2,15,54.754,145.12,18.183,62.824,0.33209,0.43291
2,16,54.407,144.34,18.153,65.740,0.33365,0.45545
2,17,54.166,138.15,18.008,79.230,0.33246,0.57351
2,18,69.784,121.03,21.457,82.294,0.30748,0.67995
2,19,79.692,101.30,20.767,46.609,0.26059,0.46011
2,20,58.969,188.80,17.354,75.700,0.29429,0.40095
2,21,56.465,157.80,17.294,79.412,0.30628,0.50324
2,22,30.591,163.74,3.0177,89.548,0.098647,0.54689
2,23,29.632,163.43,3.7360,83.206,0.12608,0.50912
3,0,24.165,99.765,2.8908,33.106,0.11963,0.33184
3,1,23.421,99.042,2.4727,32.860,0.10558,0.33178
3,2,22.994,98.871,2.3174,33.149,0.10078,0.33528
3,3,22.876,101.74,2.4050,33.445,0.10513,0.32873
3,4,24.158,110.34,3.1668,39.935,0.13109,0.36193
3,5,27.492,131.10,3.8978,54.525,0.14178,0.41590
3,6,38.866,137.19,16.020,59.834,0.41219,0.43614
3,7,48.905,133.43,18.769,61.507,0.38378,0.46097
3,8,52.292,140.05,17.540,57.325,0.33542,0.40932
3,9,50.990,142.34,17.230,57.429,0.33791,0.40346
3,10,47.539,110.88,15.155,52.858,0.31879,0.47671
3,11,47.207,111.49,14.716,52.043,0.31173,0.46680
3,12,44.808,118.77,16.206,50.539,0.36168,0.42552
3,13,44.645,114.19,16.357,47.995,0.36638,0.42031
