month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
1,0,23.541,238.60,1.8602,91.283,0.079020,0.38258
1,1,23.031,236.46,1.6299,89.114,0.070770,0.37687
1,2,22.802,233.59,1.5682,87.253,0.068775,0.37353
1,3,22.852,232.55,1.6110,86.885,0.070497,0.37362
1,4,23.171,232.00,1.8675,91.631,0.080596,0.39496
1,5,26.405,214.82,4.7824,92.530,0.18112,0.43073
1,6,31.243,154.06,7.7623,66.170,0.24845,0.42951
1,7,41.906,133.39,12.589,50.326,0.30041,0.37728
1,8,54.236,111.63,19.275,52.769,0.35539,0.47271
1,9,58.307,106.35,21.584,48.433,0.37018,0.45541
1,10,50.291,121.25,13.403,54.136,0.26651,0.44648
1,11,50.014,122.93,13.471,55.478,0.26934,0.45130
1,12,48.443,143.01,14.605,73.948,0.30149,0.51708
1,13,47.778,143.53,15.347,74.538,0.32121,0.51932
1,14,47.837,141.58,15.509,62.880,0.32421,0.44413
1,15,47.692,139.06,15.476,58.672,0.32450,0.42192
1,16,48.230,143.25,15.676,59.005,0.32503,0.41190
1,17,48.284,140.39,14.440,53.408,0.29906,0.38043
1,18,69.513,101.42,25.257,46.048,0.36334,0.45403
1,19,82.343,70.165,25.962,69.132,0.31529,0.98528
1,20,60.804,92.123,23.525,72.803,0.38690,0.79028
1,21,42.764,195.05,14.298,88.878,0.33435,0.45567
1,22,25.409,246.76,2.1910,115.39,0.086229,0.46762
1,23,23.750,236.22,1.8237,110.15,0.076787,0.46630
2,0,23.211,308.00,3.1192,108.51,0.13438,0.35231
2,1,22.196,304.57,2.4669,107.27,0.11114,0.35220
2,2,21.854,303.04,2.1262,107.00,0.097291,0.35309
2,3,21.875,303.00,2.1271,105.01,0.097239,0.34657
2,4,22.623,314.18,2.8917,108.11,0.12782,0.34410
2,5,28.329,309.55,5.7715,99.020,0.20373,0.31988
2,6,44.070,208.20,19.467,95.049,0.44173,0.45653
2,7,50.158,156.00,17.820,85.177,0.35528,0.54601
2,8,61.289,137.51,22.102,73.463,0.36062,0.53424
2,9,68.496,131.57,21.727,66.436,0.31720,0.50495
2,10,58.180,129.53,14.807,68.883,0.25450,0.53179
2,11,58.154,131.92,15.461,68.244,0.26586,0.51731
2,12,54.362,148.23,18.653,71.541,0.34313,0.48264
2,13,53.534,159.65,18.266,76.076,0.34120,0.47652
2,14,53.812,169.89,18.513,93.701,0.34403,0.55154
2,15,54.121,169.54,18.861,90.642,0.34850,0.53463
2,16,54.249,159.86,19.369,82.763,0.35704,0.51772
2,17,53.719,142.34,17.798,71.566,0.33132,0.50278
2,18,80.399,88.036,32.131,29.774,0.39964,0.33820
2,19,107.76,34.829,42.187,23.379,0.39149,0.67125
