month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
1,0,48.542,345.33,3.1242,88.171,0.064361,0.25532
1,1,48.442,348.41,3.0952,89.821,0.063895,0.25780
1,2,48.383,350.21,3.0872,91.087,0.063808,0.26009
1,3,48.493,357.50,3.1222,89.961,0.064385,0.25164
1,4,48.556,358.34,3.1842,87.108,0.065578,0.24309
1,5,49.208,314.87,4.0804,87.736,0.082921,0.27864
1,6,80.181,118.59,25.215,115.09,0.31448,0.97049
1,7,114.06,63.487,38.746,82.137,0.33970,1.2938
1,8,100.34,43.084,24.206,78.097,0.24124,1.8127
1,9,100.92,40.510,23.557,71.315,0.23342,1.7604
1,10,98.705,55.023,30.392,74.281,0.30791,1.3500
1,11,91.973,59.094,21.190,75.768,0.23039,1.2822
1,12,84.440,75.610,21.849,84.425,0.25875,1.1166
1,13,83.899,74.768,22.086,88.027,0.26325,1.1773
1,14,83.954,74.329,22.052,86.449,0.26267,1.1631
1,15,84.040,73.261,21.984,83.838,0.26159,1.1444
1,16,94.544,72.119,30.880,37.332,0.32662,0.51764
1,17,106.38,61.868,39.024,49.823,0.36684,0.80531
1,18,135.20,30.239,34.153,28.758,0.25261,0.95102
1,19,141.88,34.152,33.212,25.902,0.23409,0.75843
1,20,112.91,85.923,40.116,88.455,0.35529,1.0295
1,21,60.675,165.29,12.812,97.704,0.21116,0.59111
1,22,48.679,343.08,3.1146,82.319,0.063982,0.23994
1,23,48.426,332.82,3.0506,92.301,0.062995,0.27733
2,0,51.338,336.65,0.76628,55.196,0.014926,0.16396
2,1,51.234,335.34,0.76820,54.664,0.014994,0.16301
2,2,51.111,328.78,0.73790,50.430,0.014437,0.15339
2,3,51.165,335.80,0.72517,52.005,0.014173,0.15487
2,4,51.253,337.88,0.76638,53.007,0.014953,0.15688
2,5,52.200,329.93,0.96107,62.971,0.018411,0.19086
2,6,100.39,134.34,20.577,47.476,0.20497,0.35340
2,7,132.09,48.614,25.537,48.344,0.19333,0.99445
2,8,117.17,23.917,16.928,34.558,0.14447,1.4449
2,9,117.32,24.676,16.685,34.212,0.14222,1.3864
2,10,109.32,59.514,9.9765,29.122,0.091260,0.48933
2,11,106.34,72.503,3.5716,17.457,0.033587,0.24078
2,12,99.405,91.024,11.437,36.317,0.11505,0.39898
2,13,98.216,86.876,12.914,27.965,0.13149,0.32190
2,14,98.218,86.862,13.027,27.730,0.13263,0.31924
2,15,98.256,86.193,13.055,27.721,0.13287,0.32162
2,16,104.24,87.845,19.345,32.823,0.18558,0.37365
2,17,122.46,61.869,25.447,65.969,0.20780,1.0663
2,18,136.06,53.555,26.279,49.086,0.19314,0.91655
2,19,135.82,56.845,25.307,52.976,0.18633,0.93194
2,20,127.93,94.366,30.792,98.629,0.24069,1.0452
2,21,78.774,178.82,15.869,60.745,0.20145,0.33970
2,22,51.577,333.36,0.90784,52.057,0.017602,0.15616
2,23,51.364,329.55,0.79695,52.352,0.015516,0.15886
3,0,51.173,259.73,0.75422,65.101,0.014739,0.25065
3,1,51.147,258.33,0.75665,65.582,0.014794,0.25387
3,2,51.138,258.20,0.75348,65.411,0.014734,0.25333
3,3,51.157,260.70,0.73957,64.349,0.014457,0.24683
3,4,51.214,265.60,0.67303,59.339,0.013142,0.22341
3,5,51.656,241.00,0.91502,57.416,0.017714,0.23824
3,6,97.179,104.43,22.117,48.296,0.22759,0.46247
3,7,123.36,39.874,22.418,44.294,0.18173,1.1108
3,8,115.71,20.116,15.064,31.556,0.13019,1.5687
3,9,115.76,19.923,15.081,31.372,0.13028,1.5747
3,10,104.98,45.994,13.338,31.869,0.12705,0.69289
3,11,104.17,51.161,13.119,28.004,0.12594,0.54737
3,12,96.744,70.303,17.814,33.970,0.18414,0.48319
3,13,96.397,67.690,18.333,29.484,0.19018,0.43557
3,14,96.388,67.690,18.328,29.484,0.19015,0.43557
3,15,96.407,67.690,18.337,29.484,0.19020,0.43557
3,16,98.444,55.468,19.288,52.005,0.19593,0.93757
3,17,109.44,51.848,24.143,60.291,0.22060,1.1628
3,18,127.02,32.545,20.986,37.800,0.16522,1.1615
3,19,131.46,33.710,22.525,33.455,0.17134,0.99244
3,20,113.56,69.745,30.992,89.419,0.27291,1.2821
3,21,77.503,145.68,15.912,55.819,0.20531,0.38316
3,22,51.223,257.45,0.75809,62.797,0.014800,0.24392
3,23,51.156,259.39,0.73861,65.281,0.014438,0.25167
4,0,48.363,173.18,8.9349,97.390,0.18475,0.56236
4,1,47.322,173.98,9.8374,96.636,0.20788,0.55544
4,2,46.878,173.78,10.223,96.838,0.21808,0.55724
4,3,47.236,174.76,9.9653,96.123,0.21097,0.55003
4,4,47.458,175.28,9.6725,95.157,0.20381,0.54289
4,5,48.308,164.35,9.6197,92.616,0.19913,0.56353
4,6,91.868,65.330,32.102,52.677,0.34944,0.80632
4,7,104.72,30.757,50.209,39.017,0.47946,1.2686
4,8,100.52,12.737,36.479,26.353,0.36290,2.0690
4,9,104.18,11.420,37.053,26.124,0.35566,2.2876
4,10,98.787,20.593,38.834,36.904,0.39311,1.7921
4,11,97.336,25.843,29.584,38.042,0.30394,1.4720
4,12,92.371,36.567,28.039,51.398,0.30355,1.4056
4,13,93.762,41.877,25.262,56.650,0.26943,1.3528
4,14,93.892,42.477,25.046,57.502,0.26675,1.3537
4,15,94.223,40.643,25.126,59.141,0.26667,1.4551
