month,hour,priceMean,powerMeanMW,priceDeviation,powerDeviationMW,priceCoefVar,powerCoefVar
3,15,58.687,88.681,28.692,44.837,0.48890,0.50560
3,16,58.873,85.708,29.369,49.445,0.49885,0.57690
3,17,60.916,82.967,33.885,51.600,0.55626,0.62193
3,18,82.138,79.482,37.808,52.639,0.46030,0.66228
3,19,98.102,62.226,36.783,46.720,0.37495,0.75081
3,20,75.935,80.162,38.770,66.400,0.51057,0.82832
3,21,52.136,112.28,22.122,54.057,0.42431,0.48145
3,22,31.604,158.91,11.890,99.870,0.37622,0.62847
3,23,30.676,152.31,12.373,95.188,0.40334,0.62496
4,0,29.267,138.54,13.141,79.842,0.44900,0.57631
4,1,28.716,133.48,13.036,79.565,0.45396,0.59608
4,2,28.438,131.07,12.983,79.720,0.45654,0.60822
4,3,28.637,134.58,12.993,78.962,0.45371,0.58673
4,4,29.072,153.94,12.687,82.108,0.43640,0.53338
4,5,31.246,169.07,12.112,89.589,0.38763,0.52989
4,6,56.362,120.31,31.243,75.884,0.55433,0.63074
4,7,68.581,125.83,39.010,92.469,0.56882,0.73487
4,8,68.368,126.98,33.451,94.482,0.48928,0.74407
4,9,69.255,128.07,34.586,95.932,0.49940,0.74906
4,10,62.278,109.65,32.548,79.247,0.52262,0.72273
4,11,62.570,117.76,29.442,79.203,0.47054,0.67258
4,12,58.754,122.37,29.232,81.813,0.49753,0.66857
4,13,59.160,123.23,28.963,80.880,0.48957,0.65633
4,14,59.226,121.64,29.067,79.677,0.49078,0.65502
4,15,59.193,120.12,29.342,79.323,0.49570,0.66036
4,16,61.285,117.44,31.996,79.509,0.52209,0.67702
4,17,65.285,111.94,37.372,79.720,0.57244,0.71217
4,18,92.019,100.05,36.380,73.795,0.39535,0.73758
4,19,93.845,100.05,35.771,75.050,0.38117,0.75012
4,20,70.878,103.11,38.405,79.742,0.54185,0.77337
4,21,53.343,135.95,22.342,71.203,0.41884,0.52374
4,22,31.102,164.34,13.353,89.581,0.42933,0.54510
4,23,30.310,148.69,13.542,82.640,0.44678,0.55579
5,0,30.493,157.50,11.935,109.44,0.39140,0.69486
5,1,29.950,157.68,12.005,111.20,0.40083,0.70523
5,2,29.942,156.52,11.979,110.68,0.40007,0.70713
5,3,30.241,159.35,11.936,109.99,0.39470,0.69024
5,4,30.673,163.37,11.823,109.92,0.38545,0.67283
5,5,33.499,143.82,12.516,73.088,0.37362,0.50819
5,6,60.380,88.290,30.727,59.727,0.50889,0.67649
5,7,75.209,84.445,36.143,66.939,0.48057,0.79269
5,8,73.911,85.608,35.073,62.759,0.47453,0.73310
5,9,74.330,86.989,35.875,62.510,0.48264,0.71860
5,10,68.555,75.361,34.122,51.360,0.49773,0.68152
5,11,66.144,77.492,30.256,54.078,0.45743,0.69785
5,12,62.722,87.086,29.820,58.139,0.47543,0.66760
5,13,61.931,91.010,29.826,62.092,0.48160,0.68225
5,14,61.881,90.033,30.013,60.732,0.48501,0.67455
5,15,61.879,88.718,30.195,59.204,0.48797,0.66733
5,16,64.855,82.857,33.754,56.294,0.52045,0.67941
5,17,70.788,70.805,40.133,50.034,0.56695,0.70665
5,18,99.157,54.709,34.982,39.570,0.35279,0.72328
5,19,108.42,54.240,41.811,37.223,0.38564,0.68626
5,20,73.671,74.487,35.437,50.957,0.48102,0.68411
5,21,53.418,88.805,22.904,67.056,0.42877,0.75509
5,22,32.754,165.62,12.221,117.09,0.37311,0.70698
5,23,31.438,169.42,11.903,120.47,0.37862,0.71107
6,0,37.625,239.75,11.644,126.09,0.30948,0.52592
6,1,37.323,245.77,11.693,127.92,0.31329,0.52049
6,2,37.241,246.19,11.749,128.54,0.31549,0.52212
6,3,37.326,247.09,11.754,128.73,0.31490,0.52098
6,4,37.900,241.62,11.433,141.21,0.30166,0.58443
6,5,40.794,199.62,12.050,78.511,0.29539,0.39330
6,6,97.948,132.56,52.305,62.225,0.53401,0.46941
6,7,110.43,107.44,50.222,63.604,0.45479,0.59200
6,8,107.18,105.40,49.647,67.433,0.46321,0.63978
6,9,97.331,106.93,46.275,75.455,0.47544,0.70565
6,10,78.425,94.007,27.406,51.190,0.34945,0.54453
6,11,77.682,98.831,27.006,54.992,0.34765,0.55642
6,12,72.361,103.41,28.757,56.132,0.39741,0.54281
6,13,72.114,110.89,28.678,61.665,0.39768,0.55609
6,14,72.040,108.49,28.746,60.149,0.39903,0.55442
6,15,72.160,109.77,28.805,59.220,0.39918,0.53949
6,16,75.544,98.082,32.161,54.193,0.42573,0.55253
6,17,115.95,76.030,50.368,62.223,0.43439,0.81840
6,18,131.67,75.693,41.098,69.814,0.31213,0.92233
6,19,120.61,94.608,43.407,85.319,0.35990,0.90182
6,20,85.299,93.597,34.069,48.937,0.39941,0.52285
6,21,66.219,114.59,21.139,58.391,0.31923,0.50956
6,22,38.721,247.58,11.258,143.25,0.29075,0.57860
6,23,37.994,258.13,11.368,138.63,0.29921,0.53705
7,0,40.860,282.68,12.718,122.72,0.31126,0.43413
7,1,40.589,291.94,12.779,132.72,0.31484,0.45461
7,2,40.486,293.22,12.759,133.06,0.31515,0.45379
7,3,40.562,290.85,12.793,132.30,0.31539,0.45487
7,4,40.777,280.39,12.521,135.52,0.30706,0.48333
7,5,44.227,249.49,12.649,90.332,0.28600,0.36207
7,6,115.55,156.40,63.223,68.862,0.54715,0.44029
7,7,125.59,136.34,60.825,81.034,0.48431,0.59435
7,8,127.38,133.18,65.486,75.722,0.51410,0.56857
7,9,93.335,134.51,43.848,85.220,0.46979,0.63356
7,10,86.719,129.23,42.302,70.018,0.48781,0.54181
7,11,82.714,132.20,29.638,69.120,0.35832,0.52284
7,12,75.944,144.87,30.098,71.851,0.39632,0.49597
7,13,75.411,153.98,29.746,75.492,0.39445,0.49027
7,14,75.259,151.82,29.927,75.608,0.39765,0.49801
7,15,75.392,150.90,30.361,75.572,0.40271,0.50081
7,16,77.753,143.88,32.621,71.877,0.41955,0.49956
7,17,127.35,104.25,61.339,65.172,0.48166,0.62515
7,18,141.99,95.919,54.289,80.537,0.38234,0.83964
7,19,108.22,108.35,41.613,97.762,0.38452,0.90228
7,20,88.101,124.62,36.387,64.631,0.41301,0.51862
7,21,72.908,151.33,25.065,77.247,0.34379,0.51045
7,22,41.588,292.08,12.545,134.01,0.30165,0.45881
7,23,41.161,289.41,12.540,123.81,0.30466,0.42780
8,0,37.776,338.91,11.714,134.54,0.31009,0.39698
8,1,37.399,336.98,11.713,144.26,0.31319,0.42810
8,2,37.352,335.22,11.701,144.51,0.31326,0.43109
8,3,37.456,337.31,11.665,144.16,0.31143,0.42738
8,4,38.278,338.37,11.664,135.89,0.30472,0.40160
8,5,43.369,284.72,13.407,81.987,0.30914,0.28796
8,6,122.76,167.92,62.942,91.603,0.51272,0.54552
8,7,127.76,148.16,58.935,84.144,0.46129,0.56793
8,8,126.56,144.05,57.558,85.090,0.45479,0.59070
8,9,84.052,155.15,28.048,68.062,0.33370,0.43869
8,10,80.502,151.67,28.561,66.628,0.35479,0.43930
8,11,79.609,158.36,28.653,66.378,0.35992,0.41916
8,12,74.758,169.45,30.099,69.810,0.40262,0.41198
8,13,74.312,166.64,29.869,68.837,0.40194,0.41309
8,14,74.086,165.11,30.168,67.014,0.40720,0.40587
8,15,74.101,166.70,30.060,65.418,0.40566,0.39243
8,16,75.790,160.50,31.967,67.146,0.42178,0.41836
8,17,129.87,116.79,62.353,79.333,0.48012,0.67928
8,18,146.02,129.93,57.379,111.63,0.39295,0.85915
8,19,114.41,137.77,49.526,108.10,0.43288,0.78464
8,20,89.753,169.64,36.766,96.766,0.40964,0.57042
8,21,72.272,191.70,25.800,91.483,0.35698,0.47722
8,22,39.125,359.03,11.077,131.36,0.28312,0.36587
8,23,38.271,354.71,11.539,126.48,0.30151,0.35657
9,0,34.138,373.79,7.0273,138.97,0.20585,0.37179
9,1,33.853,368.84,7.0689,140.89,0.20881,0.38198
9,2,33.761,366.50,7.1007,142.47,0.21032,0.38873
9,3,33.805,369.28,7.1198,143.89,0.21061,0.38965
9,4,34.392,382.74,6.9722,139.14,0.20273,0.36354
9,5,39.485,373.94,12.254,116.02,0.31035,0.31026
9,6,70.136,240.01,32.590,122.42,0.46467,0.51006
9,7,88.595,203.72,38.203,105.19,0.43121,0.51635
9,8,86.595,197.78,33.480,99.461,0.38663,0.50289
9,9,81.703,199.12,26.436,94.983,0.32356,0.47701
9,10,71.041,201.19,23.157,82.768,0.32597,0.41139
9,11,70.712,202.96,23.193,83.348,0.32799,0.41066
9,12,66.589,212.58,26.195,86.945,0.39338,0.40900
9,13,66.504,209.29,25.904,87.032,0.38951,0.41584
9,14,66.204,206.72,25.837,84.803,0.39026,0.41023
9,15,66.419,207.97,25.874,84.651,0.38956,0.40703
9,16,67.788,208.88,27.070,88.057,0.39933,0.42157
9,17,74.673,195.53,37.133,105.07,0.49727,0.53736
9,18,117.31,140.76,54.808,118.56,0.46721,0.84228
9,19,117.57,169.44,55.527,117.72,0.47229,0.69476
9,20,78.224,211.52,37.285,114.43,0.47664,0.54099
9,21,64.557,244.22,22.365,112.19,0.34644,0.45938
9,22,35.313,421.03,6.7089,132.16,0.18998,0.31390
9,23,34.743,395.62,6.7725,132.81,0.19493,0.33570
10,0,32.361,404.12,3.4916,152.96,0.10790,0.37850
10,1,32.192,396.77,3.5087,154.47,0.10899,0.38932
10,2,32.064,393.18,3.5022,156.30,0.10923,0.39753
10,3,32.067,395.73,3.4985,157.66,0.10910,0.39840
10,4,32.498,412.80,3.4543,154.24,0.10629,0.37364
10,5,34.490,435.14,5.4709,135.16,0.15862,0.31061
10,6,56.155,295.04,17.610,137.35,0.31360,0.46553
10,7,74.357,245.38,22.760,120.22,0.30609,0.48993
10,8,74.072,233.22,21.195,118.41,0.28614,0.50772
10,9,73.924,233.42,20.753,118.07,0.28073,0.50583
10,10,62.843,265.37,14.601,123.40,0.23234,0.46501
10,11,63.116,268.74,14.811,123.75,0.23466,0.46048
10,12,58.838,283.43,17.073,130.60,0.29017,0.46078
10,13,58.691,283.29,16.941,132.27,0.28865,0.46691
10,14,58.674,283.44,17.001,130.59,0.28975,0.46073
10,15,58.819,282.99,17.208,130.19,0.29256,0.46005
10,16,59.283,280.47,17.362,125.81,0.29287,0.44857
10,17,60.348,275.80,18.005,117.86,0.29835,0.42734
10,18,103.08,134.07,37.174,83.304,0.36063,0.62135
10,19,104.58,137.00,36.613,76.722,0.35010,0.56001
10,20,66.753,252.89,23.104,137.74,0.34611,0.54466
10,21,59.078,310.41,16.300,151.61,0.27591,0.48842
10,22,32.988,447.59,3.3420,141.61,0.10131,0.31638
10,23,32.688,416.42,3.3783,146.86,0.10335,0.35267
11,0,32.426,368.14,4.0660,128.43,0.12539,0.34886
11,1,32.167,363.61,4.1090,130.38,0.12774,0.35857
11,2,32.066,361.06,4.1274,130.20,0.12872,0.36060
11,3,32.042,363.29,4.1288,131.88,0.12886,0.36302
11,4,32.359,368.75,3.9756,131.10,0.12286,0.35553
11,5,35.260,341.53,5.5058,116.10,0.15615,0.33994
11,6,59.824,248.72,21.327,107.09,0.35650,0.43056
11,7,78.069,182.77,23.704,85.826,0.30363,0.46958
11,8,81.454,167.98,28.019,88.593,0.34399,0.52740
11,9,83.511,171.31,30.286,89.895,0.36266,0.52475
11,10,67.336,215.68,17.860,108.04,0.26524,0.50093
11,11,67.062,219.21,17.224,108.70,0.25684,0.49587
11,12,62.965,233.04,20.131,110.63,0.31972,0.47473
11,13,62.896,233.46,20.010,110.94,0.31814,0.47520
11,14,62.997,234.21,20.300,111.34,0.32224,0.47539
11,15,63.130,232.29,20.360,112.84,0.32251,0.48577
11,16,64.387,231.86,22.897,108.51,0.35562,0.46800
11,17,65.354,228.07,23.085,105.18,0.35323,0.46117
11,18,120.55,125.52,56.273,65.670,0.46680,0.52318
11,19,123.04,111.08,56.246,61.022,0.45714,0.54935
11,20,76.100,184.73,41.500,93.302,0.54534,0.50507
11,21,63.687,249.27,19.619,110.95,0.30805,0.44510
11,22,33.563,399.79,4.0653,117.55,0.12112,0.29403
11,23,32.921,380.36,4.1594,126.40,0.12634,0.33232
12,0,33.592,278.16,8.5156,124.97,0.25350,0.44927
12,1,32.910,275.62,7.8395,121.34,0.23821,0.44024
12,2,32.669,272.68,7.6190,118.62,0.23322,0.43502
12,3,32.585,274.58,7.5342,119.81,0.23122,0.43634
12,4,32.884,274.96,7.2888,119.68,0.22165,0.43526
12,5,35.506,258.12,8.1560,98.198,0.22971,0.38044
12,6,55.485,198.97,22.155,88.173,0.39930,0.44315
12,7,65.769,164.53,23.391,89.553,0.35565,0.54430
12,8,69.645,152.78,25.264,84.109,0.36275,0.55052
12,9,70.770,151.27,26.523,82.214,0.37478,0.54349
12,10,66.344,155.14,21.895,74.873,0.33002,0.48262
12,11,66.785,159.48,22.113,75.556,0.33111,0.47376
12,12,63.244,169.86,23.861,81.458,0.37728,0.47956
12,13,63.303,175.35,24.543,85.701,0.38771,0.48874
12,14,62.511,178.21,24.240,86.507,0.38777,0.48542
12,15,62.516,179.15,24.256,86.131,0.38800,0.48078
12,16,63.117,182.46,24.692,88.377,0.39121,0.48436
12,17,62.839,176.41,24.051,84.322,0.38274,0.47799
12,18,105.29,101.19,61.577,55.309,0.58483,0.54659
12,19,115.36,82.998,66.448,62.453,0.57601,0.75246
12,20,89.866,117.50,67.012,78.628,0.74569,0.66917
12,21,69.989,190.04,35.711,103.06,0.51024,0.54231
12,22,35.861,290.72,10.445,132.10,0.29126,0.45439
12,23,34.255,293.05,8.7440,124.40,0.25526,0.42450
