month,year,node,flow,value,side,category,key,price
8,2017,ZAMZ,240,7608,consume,off,2017-08-01ZAMZoffconsume,31.7
8,2017,ZAMZ,-6616,-193891.56,supply,off,2017-08-01ZAMZoffsupply,29.306463119709793
8,2017,ZAMZ,245,16170.050000000001,consume,standard,2017-08-01ZAMZstandardconsume,66.00020408163266
8,2017,ZAMZ,-1450,-94272.90000000001,supply,standard,2017-08-01ZAMZstandardsupply,65.01579310344829
8,2017,ZIM,0,-9.094947017729282e-13,consume,evening,2017-08-01ZIMeveningconsume,-Infinity
8,2017,ZIM,0,1.9326762412674725e-12,consume,off,2017-08-01ZIMoffconsume,Infinity
8,2017,ZIM,-1,-33,supply,off,2017-08-01ZIMoffsupply,33
8,2017,ZIM,0,-4.547473508864641e-13,consume,standard,2017-08-01ZIMstandardconsume,-Infinity
9,2017,BOT,1673,129477.87000000001,consume,evening,2017-09-01BOTeveningconsume,77.3926300059773
9,2017,BOT,2883,192458.54,consume,morning,2017-09-01BOTmorningconsume,66.75634408602151
9,2017,BOT,-19,-1265.65,supply,morning,2017-09-01BOTmorningsupply,66.61315789473684
9,2017,BOT,9076,286119.91999999987,consume,off,2017-09-01BOToffconsume,31.52489202291757
9,2017,BOT,-7978,-232245.03000000003,supply,off,2017-09-01BOToffsupply,29.110683128603664
9,2017,BOT,10530,670337.9199999997,consume,standard,2017-09-01BOTstandardconsume,63.6598214624881
9,2017,BOT,-573,-35408.74,supply,standard,2017-09-01BOTstandardsupply,61.795357766143105
9,2017,HCB,-839,-72561.45999999999,supply,evening,2017-09-01HCBeveningsupply,86.4856495828367
9,2017,HCB,-942,-29666.210000000003,supply,off,2017-09-01HCBoffsupply,31.49279193205945
9,2017,HCB,-23,-1443.02,supply,standard,2017-09-01HCBstandardsupply,62.74
9,2017,LES,-70,-4383.7,supply,morning,2017-09-01LESmorningsupply,62.62428571428571
9,2017,LES,-700,-20728.300000000003,supply,off,2017-09-01LESoffsupply,29.611857142857147
9,2017,MOZ,-1250,-103420.94000000003,supply,evening,2017-09-01MOZeveningsupply,82.73675200000002
9,2017,MOZ,-8681,-575254.1800000002,supply,morning,2017-09-01MOZmorningsupply,66.26588872249742
9,2017,MOZ,-25853,-774178.4100000007,supply,off,2017-09-01MOZoffsupply,29.945399373380294
9,2017,MOZ,-27379,-1731088.87,supply,standard,2017-09-01MOZstandardsupply,63.22688447350159
9,2017,NAM,4336,358368.83999999997,consume,evening,2017-09-01NAMeveningconsume,82.64964022140221
9,2017,NAM,7795,515669.6500000001,consume,morning,2017-09-01NAMmorningconsume,66.15389993585633
9,2017,NAM,64317,1931453.530000001,consume,off,2017-09-01NAMoffconsume,30.03021798280394
9,2017,NAM,37997,2406508.9400000013,consume,standard,2017-09-01NAMstandardconsume,63.33418269863414
9,2017,RSA,-4101,-326402.56999999995,supply,evening,2017-09-01RSAeveningsupply,79.5909704950012
9,2017,RSA,0,-1.2050804798491299e-11,consume,morning,2017-09-01RSAmorningconsume,-Infinity
9,2017,RSA,-2745,-180923.47000000003,supply,morning,2017-09-01RSAmorningsupply,65.91018943533699
9,2017,RSA,0,0,consume,off,2017-09-01RSAoffconsume,NaN
9,2017,RSA,-38081,-1167825.3100000003,supply,off,2017-09-01RSAoffsupply,30.66687613245451
9,2017,RSA,0,-5.002220859751105e-12,consume,standard,2017-09-01RSAstandardconsume,-Infinity
9,2017,RSA,-24872,-1581161.9299999995,supply,standard,2017-09-01RSAstandardsupply,63.57196566420069
9,2017,ZAMC,181,14538.259999999998,consume,evening,2017-09-01ZAMCeveningconsume,80.32187845303866
9,2017,ZAMC,843,54118.909999999996,consume,morning,2017-09-01ZAMCmorningconsume,64.19799525504152
9,2017,ZAMC,13813,410425.6100000001,consume,off,2017-09-01ZAMCoffconsume,29.712995728661415
9,2017,ZAMC,5840,367348.84999999986,consume,standard,2017-09-01ZAMCstandardconsume,62.90220034246573
9,2017,ZAMZ,-13650,-403291.1000000001,supply,off,2017-09-01ZAMZoffsupply,29.54513553113554
9,2017,ZAMZ,200,12587,consume,standard,2017-09-01ZAMZstandardconsume,62.935
9,2017,ZAMZ,-1470,-92064.69999999998,supply,standard,2017-09-01ZAMZstandardsupply,62.629047619047604
9,2017,ZIM,0,1.1368683772161603e-12,consume,evening,2017-09-01ZIMeveningconsume,Infinity
9,2017,ZIM,-6,-420.09999999999997,supply,morning,2017-09-01ZIMmorningsupply,70.01666666666667
9,2017,ZIM,0,-5.577760475716786e-13,consume,off,2017-09-01ZIMoffconsume,-Infinity
9,2017,ZIM,-2,-64.70000000000073,supply,off,2017-09-01ZIMoffsupply,32.350000000000364
9,2017,ZIM,0,9.094947017729282e-13,consume,standard,2017-09-01ZIMstandardconsume,Infinity
9,2017,ZIM,-250,-15615.45,supply,standard,2017-09-01ZIMstandardsupply,62.461800000000004
10,2017,BOT,784,66616.26,consume,evening,2017-10-01BOTeveningconsume,84.96971938775509
10,2017,BOT,3862,255767.88999999996,consume,morning,2017-10-01BOTmorningconsume,66.22679699637493
10,2017,BOT,14817,446621.7499999998,consume,off,2017-10-01BOToffconsume,30.142522102989798
10,2017,BOT,-2327,-65228.15,supply,off,2017-10-01BOToffsupply,28.03100558659218
10,2017,BOT,17575,1102804.9800000004,consume,standard,2017-10-01BOTstandardconsume,62.748505263157924
10,2017,BOT,-115,-7052.999999999999,supply,standard,2017-10-01BOTstandardsupply,61.33043478260869
10,2017,HCB,-839,-71552.20999999999,supply,evening,2017-10-01HCBeveningsupply,85.28272943980929
10,2017,HCB,-115,-7211.56,supply,morning,2017-10-01HCBmorningsupply,62.70921739130435
10,2017,HCB,-1524,-45355.42,supply,off,2017-10-01HCBoffsupply,29.760774278215223
10,2017,HCB,-671,-40995.81999999999,supply,standard,2017-10-01HCBstandardsupply,61.09660208643814
10,2017,LES,-10,-851.5,supply,evening,2017-10-01LESeveningsupply,85.15
10,2017,LES,-160,-10228.75,supply,morning,2017-10-01LESmorningsupply,63.9296875
10,2017,LES,-2865,-84091.77000000002,supply,off,2017-10-01LESoffsupply,29.351403141361263
10,2017,LES,-320,-19636.95,supply,standard,2017-10-01LESstandardsupply,61.365468750000005
10,2017,MOZ,-1969,-168279.79,supply,evening,2017-10-01MOZeveningsupply,85.46459624174709
10,2017,MOZ,-10492,-709981.3499999999,supply,morning,2017-10-01MOZmorningsupply,67.66882863133814
10,2017,MOZ,-26453,-780887.9499999998,supply,off,2017-10-01MOZoffsupply,29.519825728650808
10,2017,MOZ,-31062,-1952187.0000000002,supply,standard,2017-10-01MOZstandardsupply,62.84807803747345
10,2017,NAM,3634,309809.67000000004,consume,evening,2017-10-01NAMeveningconsume,85.25307374793617
10,2017,NAM,9790,657001.1,consume,morning,2017-10-01NAMmorningconsume,67.1094075587334
10,2017,NAM,73946,2176804.5599999996,consume,off,2017-10-01NAMoffconsume,29.43775944608227
10,2017,NAM,43069,2698703.429999999,consume,standard,2017-10-01NAMstandardconsume,62.65999744595878
10,2017,RSA,-3171,-270996.22000000003,supply,evening,2017-10-01RSAeveningsupply,85.46080731630401
10,2017,RSA,0,6.366462912410498e-12,consume,morning,2017-10-01RSAmorningconsume,Infinity
10,2017,RSA,-3160,-202475.12,supply,morning,2017-10-01RSAmorningsupply,64.07440506329114
10,2017,RSA,-52878,-1571947.4500000007,supply,off,2017-10-01RSAoffsupply,29.727815915881852
10,2017,RSA,0,-1.8189894035458565e-12,consume,standard,2017-10-01RSAstandardconsume,-Infinity
10,2017,RSA,-29156,-1821885.9399999992,supply,standard,2017-10-01RSAstandardsupply,62.48751337632046
10,2017,ZAMC,276,17189.109999999997,consume,morning,2017-10-01ZAMCmorningconsume,62.279384057971
10,2017,ZAMC,10269,301478.81,consume,off,2017-10-01ZAMCoffconsume,29.358146849741942
10,2017,ZAMC,3606,224946.9400000001,consume,standard,2017-10-01ZAMCstandardconsume,62.38129229062676
10,2017,ZAMZ,1571,135256.53999999998,consume,evening,2017-10-01ZAMZeveningconsume,86.09582431572245
10,2017,ZAMZ,81,2571.1800000000003,consume,off,2017-10-01ZAMZoffconsume,31.742962962962967
10,2017,ZAMZ,-13064,-379907.65000000014,supply,off,2017-10-01ZAMZoffsupply,29.080499846907543
10,2017,ZAMZ,802,50488.270000000004,consume,standard,2017-10-01ZAMZstandardconsume,62.952955112219456
10,2017,ZAMZ,-3729,-235245.62000000005,supply,standard,2017-10-01ZAMZstandardsupply,63.08544381871817
10,2017,ZIM,1,85.03000000000338,consume,evening,2017-10-01ZIMeveningconsume,85.03000000000338
10,2017,ZIM,-1,-87.78000000000247,supply,evening,2017-10-01ZIMeveningsupply,87.78000000000247
10,2017,ZIM,-1,-61.31999999999971,supply,morning,2017-10-01ZIMmorningsupply,61.31999999999971
10,2017,ZIM,0,4.973799150320701e-13,consume,off,2017-10-01ZIMoffconsume,Infinity
10,2017,ZIM,-2,-57.91000000000008,supply,off,2017-10-01ZIMoffsupply,28.95500000000004
10,2017,ZIM,2,121.60000000000082,consume,standard,2017-10-01ZIMstandardconsume,60.80000000000041
10,2017,ZIM,-1,-60.88999999999942,supply,standard,2017-10-01ZIMstandardsupply,60.88999999999942
11,2017,BOT,367,31775.19,consume,evening,2017-11-01BOTeveningconsume,86.58089918256131
11,2017,BOT,-47,-3919.0499999999997,supply,evening,2017-11-01BOTeveningsupply,83.38404255319148
11,2017,BOT,1466,101200.41000000002,consume,morning,2017-11-01BOTmorningconsume,69.03165757162348
11,2017,BOT,-190,-12920.18,supply,morning,2017-11-01BOTmorningsupply,68.00094736842105
11,2017,BOT,3315,94935.34000000001,consume,off,2017-11-01BOToffconsume,28.638111613876323
11,2017,BOT,-10610,-292818.63,supply,off,2017-11-01BOToffsupply,27.59836286522149
11,2017,BOT,4209,268223.25,consume,standard,2017-11-01BOTstandardconsume,63.72612259444048
11,2017,BOT,-625,-39269.79,supply,standard,2017-11-01BOTstandardsupply,62.831664
11,2017,HCB,-808,-69529.15999999999,supply,evening,2017-11-01HCBeveningsupply,86.0509405940594
11,2017,HCB,-389,-26240.24,supply,morning,2017-11-01HCBmorningsupply,67.45562982005141
11,2017,HCB,-1248,-35441.75,supply,off,2017-11-01HCBoffsupply,28.398838141025642
11,2017,HCB,-1125,-70442.91,supply,standard,2017-11-01HCBstandardsupply,62.61592
11,2017,LES,-530,-35752.8,supply,morning,2017-11-01LESmorningsupply,67.45811320754717
11,2017,LES,-4815,-134247.34999999998,supply,off,2017-11-01LESoffsupply,27.88106957424714
11,2017,LES,-540,-33492.1,supply,standard,2017-11-01LESstandardsupply,62.02240740740741
11,2017,MOZ,-1690,-144181.9,supply,evening,2017-11-01MOZeveningsupply,85.31473372781065
11,2017,MOZ,-8568,-587288.38,supply,morning,2017-11-01MOZmorningsupply,68.54439542483661
11,2017,MOZ,-28397,-796894.2299999997,supply,off,2017-11-01MOZoffsupply,28.062620347219767
11,2017,MOZ,-26791,-1689283.2199999988,supply,standard,2017-11-01MOZstandardsupply,63.05413086484263
11,2017,NAM,4785,410001.66999999987,consume,evening,2017-11-01NAMeveningconsume,85.68477951933122
11,2017,NAM,10628,722075.82,consume,morning,2017-11-01NAMmorningconsume,67.94089386526157
11,2017,NAM,76711,2166065.8400000003,consume,off,2017-11-01NAMoffconsume,28.236704514346055
11,2017,NAM,52959,3339875.730000001,consume,standard,2017-11-01NAMstandardconsume,63.06530957910839
11,2017,RSA,-3148,-270763.9000000001,supply,evening,2017-11-01RSAeveningsupply,86.01140406607372
11,2017,RSA,0,-5.002220859751105e-12,consume,morning,2017-11-01RSAmorningconsume,-Infinity
11,2017,RSA,-3300,-219824.06,supply,morning,2017-11-01RSAmorningsupply,66.61335151515152
11,2017,RSA,0,-2.7284841053187847e-12,consume,off,2017-11-01RSAoffconsume,-Infinity
11,2017,RSA,-37267,-1068347.0000000002,supply,off,2017-11-01RSAoffsupply,28.667373279308777
11,2017,RSA,0,-3.637978807091713e-12,consume,standard,2017-11-01RSAstandardconsume,-Infinity
11,2017,RSA,-27248,-1714678.9599999995,supply,standard,2017-11-01RSAstandardsupply,62.928617146212545
11,2017,ZAMC,77,6663.7699999999995,consume,evening,2017-11-01ZAMCeveningconsume,86.54246753246753
11,2017,ZAMC,883,58749.43,consume,morning,2017-11-01ZAMCmorningconsume,66.53389580973952
11,2017,ZAMC,15449,431885.08999999985,consume,off,2017-11-01ZAMCoffconsume,27.95553692795649
11,2017,ZAMC,7319,458704.4500000002,consume,standard,2017-11-01ZAMCstandardconsume,62.6731042492144
11,2017,ZAMZ,464,39953.37999999999,consume,evening,2017-11-01ZAMZeveningconsume,86.10642241379308
11,2017,ZAMZ,-13137,-365108.4899999998,supply,off,2017-11-01ZAMZoffsupply,27.792379538707454
11,2017,ZAMZ,100,6191,consume,standard,2017-11-01ZAMZstandardconsume,61.91
11,2017,ZAMZ,-8258,-525826.3900000001,supply,standard,2017-11-01ZAMZstandardsupply,63.674786873334966
11,2017,ZIM,0,-2.7284841053187847e-12,consume,evening,2017-11-01ZIMeveningconsume,-Infinity
11,2017,ZIM,0,-1.0444978215673473e-12,consume,morning,2017-11-01ZIMmorningconsume,-Infinity
11,2017,ZIM,0,-9.201528428093297e-13,consume,off,2017-11-01ZIMoffconsume,-Infinity
11,2017,ZIM,-1,-28.819999999999936,supply,off,2017-11-01ZIMoffsupply,28.819999999999936
11,2017,ZIM,2,124.65999999999934,consume,standard,2017-11-01ZIMstandardconsume,62.32999999999967
11,2017,ZIM,-2,-125.72000000000003,supply,standard,2017-11-01ZIMstandardsupply,62.860000000000014
12,2017,BOT,1503,129270.39000000001,consume,evening,2017-12-01BOTeveningconsume,86.00824351297406
12,2017,BOT,3601,235894.74000000002,consume,morning,2017-12-01BOTmorningconsume,65.50811996667593
12,2017,BOT,-18,-568.8000000000001,supply,morning,2017-12-01BOTmorningsupply,31.600000000000005
12,2017,BOT,8710,260007.49999999994,consume,off,2017-12-01BOToffconsume,29.851607347875998
12,2017,BOT,-3337,-94650.79,supply,off,2017-12-01BOToffsupply,28.364036559784235
12,2017,BOT,13345,857418.0800000001,consume,standard,2017-12-01BOTstandardconsume,64.25013713001124
12,2017,HCB,-69,-2692.21,supply,morning,2017-12-01HCBmorningsupply,39.01753623188406
12,2017,HCB,-1293,-38964.83,supply,off,2017-12-01HCBoffsupply,30.135212683681363
12,2017,HCB,-47,-1983.49,supply,standard,2017-12-01HCBstandardsupply,42.20191489361702
12,2017,LES,-90,-6836.700000000001,supply,evening,2017-12-01LESeveningsupply,75.96333333333334
12,2017,LES,-520,-31745.600000000013,supply,morning,2017-12-01LESmorningsupply,61.049230769230796
12,2017,LES,-5200,-156595.79999999993,supply,off,2017-12-01LESoffsupply,30.11457692307691
12,2017,LES,-1250,-74086.60000000005,supply,standard,2017-12-01LESstandardsupply,59.26928000000004
12,2017,MOZ,-2195,-188921.74000000005,supply,evening,2017-12-01MOZeveningsupply,86.06912984054672
12,2017,MOZ,-8114,-534445.12,supply,morning,2017-12-01MOZmorningsupply,65.86703475474488
12,2017,MOZ,-33729,-1008442.0399999996,supply,off,2017-12-01MOZoffsupply,29.89836757686263
12,2017,MOZ,-24571,-1558740.3799999994,supply,standard,2017-12-01MOZstandardsupply,63.438214968865715
12,2017,NAM,1259,92216.28000000003,consume,evening,2017-12-01NAMeveningconsume,73.24565528196985
12,2017,NAM,5282,333864.56999999995,consume,morning,2017-12-01NAMmorningconsume,63.20798371828852
12,2017,NAM,77586,2335674.4500000016,consume,off,2017-12-01NAMoffconsume,30.104328744876675
12,2017,NAM,26639,1621564.3500000003,consume,standard,2017-12-01NAMstandardconsume,60.87181763579715
12,2017,RSA,1,88.94999999999852,consume,evening,2017-12-01RSAeveningconsume,88.94999999999852
12,2017,RSA,-674,-36347.479999999996,supply,evening,2017-12-01RSAeveningsupply,53.9280118694362
12,2017,RSA,0,-1.318767317570746e-11,consume,morning,2017-12-01RSAmorningconsume,-Infinity
12,2017,RSA,-981,-50854.78999999999,supply,morning,2017-12-01RSAmorningsupply,51.83974515800203
12,2017,RSA,0,-6.821210263296962e-12,consume,off,2017-12-01RSAoffconsume,-Infinity
12,2017,RSA,-41586,-1260024.0599999996,supply,off,2017-12-01RSAoffsupply,30.299236762371944
12,2017,RSA,0,-2.7284841053187847e-12,consume,standard,2017-12-01RSAstandardconsume,-Infinity
12,2017,RSA,-12779,-741848.6000000004,supply,standard,2017-12-01RSAstandardsupply,58.05216370608032
12,2017,ZAMC,146,6280.300000000001,consume,evening,2017-12-01ZAMCeveningconsume,43.01575342465754
12,2017,ZAMC,819,50547.21000000001,consume,morning,2017-12-01ZAMCmorningconsume,61.718205128205135
12,2017,ZAMC,15009,446294.02000000037,consume,off,2017-12-01ZAMCoffconsume,29.735093610500392
12,2017,ZAMC,6353,385665.30000000034,consume,standard,2017-12-01ZAMCstandardconsume,60.70601290728795
12,2017,ZAMZ,50,4250,consume,evening,2017-12-01ZAMZeveningconsume,85
12,2017,ZAMZ,-16159,-483268.6899999999,supply,off,2017-12-01ZAMZoffsupply,29.907091404171045
12,2017,ZAMZ,-7690,-487988.66000000003,supply,standard,2017-12-01ZAMZstandardsupply,63.45756306892068
12,2017,ZIM,0,1.7053025658242404e-13,consume,morning,2017-12-01ZIMmorningconsume,Infinity
12,2017,ZIM,0,3.836930773104541e-13,consume,off,2017-12-01ZIMoffconsume,Infinity
12,2017,ZIM,-1,-29.759999999999764,supply,off,2017-12-01ZIMoffsupply,29.759999999999764
12,2017,ZIM,0,1.1368683772161603e-13,consume,standard,2017-12-01ZIMstandardconsume,Infinity
1,2018,BOT,1960,150991.13,consume,evening,2018-01-01BOTeveningconsume,77.03629081632653
1,2018,BOT,5101,347830.38999999984,consume,morning,2018-01-01BOTmorningconsume,68.1886669280533
1,2018,BOT,27325,872844.3200000001,consume,off,2018-01-01BOToffconsume,31.943067520585547
1,2018,BOT,-50,-1604.9500000000007,supply,off,2018-01-01BOToffsupply,32.09900000000002
1,2018,BOT,17582,1221023.9,consume,standard,2018-01-01BOTstandardconsume,69.44738368786258
1,2018,HCB,-28,-912.75,supply,off,2018-01-01HCBoffsupply,32.598214285714285
1,2018,LES,-500,-37873.4,supply,evening,2018-01-01LESeveningsupply,75.74680000000001
1,2018,LES,-570,-37196.75000000001,supply,morning,2018-01-01LESmorningsupply,65.2574561403509
1,2018,LES,-6250,-198697.95000000004,supply,off,2018-01-01LESoffsupply,31.791672000000005
1,2018,LES,-3210,-217114.34999999995,supply,standard,2018-01-01LESstandardsupply,67.63686915887848
1,2018,MOZ,703,53896.79000000001,consume,evening,2018-01-01MOZeveningconsume,76.66684210526317
1,2018,MOZ,-1056,-75605.71999999999,supply,evening,2018-01-01MOZeveningsupply,71.59632575757574
1,2018,MOZ,-7609,-497731.54000000004,supply,morning,2018-01-01MOZmorningsupply,65.41352871599422
1,2018,MOZ,87,2848.75,consume,off,2018-01-01MOZoffconsume,32.74425287356322
1,2018,MOZ,-19191,-609465.9099999998,supply,off,2018-01-01MOZoffsupply,31.757902662706467
1,2018,MOZ,148,10083.900000000001,consume,standard,2018-01-01MOZstandardconsume,68.13445945945946
1,2018,MOZ,-16458,-1087266.5200000003,supply,standard,2018-01-01MOZstandardsupply,66.06310122736664
1,2018,NAM,1237,77191.87,consume,evening,2018-01-01NAMeveningconsume,62.402481810832654
1,2018,NAM,2968,179199.88999999996,consume,morning,2018-01-01NAMmorningconsume,60.37732142857141
1,2018,NAM,58302,1852857.87,consume,off,2018-01-01NAMoffconsume,31.780348358546878
1,2018,NAM,18605,1175226.5899999994,consume,standard,2018-01-01NAMstandardconsume,63.16724482665947
1,2018,RSA,0,-1.1368683772161603e-13,consume,evening,2018-01-01RSAeveningconsume,-Infinity
1,2018,RSA,-2808,-199063.4,supply,evening,2018-01-01RSAeveningsupply,70.89152421652422
1,2018,RSA,0,8.498091119690798e-12,consume,morning,2018-01-01RSAmorningconsume,Infinity
1,2018,RSA,-532,-33962.48,supply,morning,2018-01-01RSAmorningsupply,63.83924812030076
1,2018,RSA,0,9.094947017729282e-13,consume,off,2018-01-01RSAoffconsume,Infinity
1,2018,RSA,-55575,-1770233.3300000005,supply,off,2018-01-01RSAoffsupply,31.853051372019802
1,2018,RSA,1,65.97999999999482,consume,standard,2018-01-01RSAstandardconsume,65.97999999999482
1,2018,RSA,-9862,-636966.9899999994,supply,standard,2018-01-01RSAstandardsupply,64.58801358750755
1,2018,ZAMC,464,30462.729999999996,consume,evening,2018-01-01ZAMCeveningconsume,65.65243534482758
1,2018,ZAMC,642,41860.490000000005,consume,morning,2018-01-01ZAMCmorningconsume,65.2032554517134
1,2018,ZAMC,10628,335955.79999999993,consume,off,2018-01-01ZAMCoffconsume,31.610444109898374
1,2018,ZAMC,3822,245060.78999999998,consume,standard,2018-01-01ZAMCstandardconsume,64.1184693877551
1,2018,ZAMZ,-15248,-483591.8500000001,supply,off,2018-01-01ZAMZoffsupply,31.71510034102834
1,2018,ZAMZ,-10628,-710113.2999999999,supply,standard,2018-01-01ZAMZstandardsupply,66.81532743695897
2,2018,BOT,4199,321360.04,consume,evening,2018-02-01BOTeveningconsume,76.53251726601572
2,2018,BOT,6060,411263.66,consume,morning,2018-02-01BOTmorningconsume,67.8652904290429
2,2018,BOT,17482,551263.61,consume,off,2018-02-01BOToffconsume,31.5332118750715
2,2018,BOT,-4028,-118818.95000000003,supply,off,2018-02-01BOToffsupply,29.49824975173784
2,2018,BOT,26821,1795724.3600000008,consume,standard,2018-02-01BOTstandardconsume,66.95217777114951
2,2018,HCB,-185,-6110.93,supply,off,2018-02-01HCBoffsupply,33.03205405405406
2,2018,LES,-730,-57612.29999999999,supply,evening,2018-02-01LESeveningsupply,78.92095890410957
2,2018,LES,-540,-35044.049999999996,supply,morning,2018-02-01LESmorningsupply,64.89638888888888
2,2018,LES,-4440,-136697.70999999993,supply,off,2018-02-01LESoffsupply,30.78777252252251
2,2018,LES,-3370,-222114.2500000002,supply,standard,2018-02-01LESstandardsupply,65.9092729970327
2,2018,MOZ,1156,93087.85,consume,evening,2018-02-01MOZeveningconsume,80.52582179930796
2,2018,MOZ,-564,-44792.02,supply,evening,2018-02-01MOZeveningsupply,79.41847517730496
2,2018,MOZ,-3824,-261505.49,supply,morning,2018-02-01MOZmorningsupply,68.38532688284519
2,2018,MOZ,265,8535.83,consume,off,2018-02-01MOZoffconsume,32.21067924528302
2,2018,MOZ,-10624,-327290.5199999999,supply,off,2018-02-01MOZoffsupply,30.806713102409628
2,2018,MOZ,343,23751.67,consume,standard,2018-02-01MOZstandardconsume,69.24685131195335
2,2018,MOZ,-11514,-755428.6899999998,supply,standard,2018-02-01MOZstandardsupply,65.60957877366683
2,2018,NAM,-1791,-140639.43000000002,supply,evening,2018-02-01NAMeveningsupply,78.5256448911223
2,2018,NAM,321,22056.899999999998,consume,morning,2018-02-01NAMmorningconsume,68.71308411214953
2,2018,NAM,-3106,-200942.56,supply,morning,2018-02-01NAMmorningsupply,64.69496458467482
2,2018,NAM,14180,460926.48000000004,consume,off,2018-02-01NAMoffconsume,32.50539351198872
2,2018,NAM,-10911,-311260.91,supply,off,2018-02-01NAMoffsupply,28.527257813216018
2,2018,NAM,465,30109.689999999995,consume,standard,2018-02-01NAMstandardconsume,64.75202150537633
2,2018,NAM,-12132,-801447.0299999999,supply,standard,2018-02-01NAMstandardsupply,66.06058605341245
2,2018,RSA,0,1.8189894035458565e-12,consume,evening,2018-02-01RSAeveningconsume,Infinity
2,2018,RSA,-2660,-201590.25000000003,supply,evening,2018-02-01RSAeveningsupply,75.7858082706767
2,2018,RSA,554,32626.619999999995,consume,morning,2018-02-01RSAmorningconsume,58.892815884476526
2,2018,RSA,-340,-24173.909999999996,supply,morning,2018-02-01RSAmorningsupply,71.09973529411764
2,2018,RSA,3299,83259.12000000002,consume,off,2018-02-01RSAoffconsume,25.237684146711132
2,2018,RSA,-16670,-549314.2000000002,supply,off,2018-02-01RSAoffsupply,32.952261547690476
2,2018,RSA,196,11037.689999999991,consume,standard,2018-02-01RSAstandardconsume,56.31474489795914
2,2018,RSA,-5050,-358941.77999999985,supply,standard,2018-02-01RSAstandardsupply,71.07758019801977
2,2018,ZAMC,295,21160.159999999996,consume,evening,2018-02-01ZAMCeveningconsume,71.72935593220338
2,2018,ZAMC,875,55718.83,consume,morning,2018-02-01ZAMCmorningconsume,63.67866285714286
2,2018,ZAMC,11632,345508.1799999998,consume,off,2018-02-01ZAMCoffconsume,29.703247936726257
2,2018,ZAMC,4208,274997.35,consume,standard,2018-02-01ZAMCstandardconsume,65.35108127376425
2,2018,ZIM,95,9025.95,consume,evening,2018-02-01ZIMeveningconsume,95.01
2,2018,ZIM,0,0,consume,off,2018-02-01ZIMoffconsume,NaN
2,2018,ZIM,33,2310.99,consume,standard,2018-02-01ZIMstandardconsume,70.02999999999999
3,2018,BOT,4713,381846.6199999999,consume,evening,2018-03-01BOTeveningconsume,81.01986420538933
3,2018,BOT,6447,382888.98000000004,consume,morning,2018-03-01BOTmorningconsume,59.3902559329921
3,2018,BOT,7429,204453.03999999992,consume,off,2018-03-01BOToffconsume,27.520936869026777
3,2018,BOT,-7313,-170268.48,supply,off,2018-03-01BOToffsupply,23.282986462464105
3,2018,BOT,24952,1500898.989999999,consume,standard,2018-03-01BOTstandardconsume,60.15145038473866
3,2018,HCB,-8,-236.4,supply,morning,2018-03-01HCBmorningsupply,29.55
3,2018,HCB,-214,-6768.009999999999,supply,off,2018-03-01HCBoffsupply,31.626214953271024
3,2018,LES,-855,-68982.65,supply,evening,2018-03-01LESeveningsupply,80.6814619883041
3,2018,LES,-785,-42805.9,supply,morning,2018-03-01LESmorningsupply,54.52980891719746
3,2018,LES,-4688,-120402.22999999995,supply,off,2018-03-01LESoffsupply,25.683069539249136
3,2018,LES,-3915,-215357.34999999992,supply,standard,2018-03-01LESstandardsupply,55.00826309067686
3,2018,MOZ,-1103,-89266.2,supply,evening,2018-03-01MOZeveningsupply,80.9303717135086
3,2018,MOZ,-4277,-256318.3,supply,morning,2018-03-01MOZmorningsupply,59.92945990180032
3,2018,MOZ,-4563,-119787.93000000008,supply,off,2018-03-01MOZoffsupply,26.252011834319543
3,2018,MOZ,-11888,-710483.7500000007,supply,standard,2018-03-01MOZstandardsupply,59.76478381561244
3,2018,NAM,-1605,-129252.45000000001,supply,evening,2018-03-01NAMeveningsupply,80.53112149532711
3,2018,NAM,-2853,-157111.05000000002,supply,morning,2018-03-01NAMmorningsupply,55.068717139852794
3,2018,NAM,180,4942.82,consume,off,2018-03-01NAMoffconsume,27.46011111111111
3,2018,NAM,-4760,-119223.37999999998,supply,off,2018-03-01NAMoffsupply,25.046928571428566
3,2018,NAM,-13234,-757383.3299999994,supply,standard,2018-03-01NAMstandardsupply,57.23011410004529
3,2018,RSA,0,3.979039320256561e-12,consume,evening,2018-03-01RSAeveningconsume,Infinity
3,2018,RSA,-2143,-168426.21000000002,supply,evening,2018-03-01RSAeveningsupply,78.59365842277182
3,2018,RSA,119,6425.979999999997,consume,morning,2018-03-01RSAmorningconsume,53.999831932773084
3,2018,RSA,-57,-4548.599999999997,supply,morning,2018-03-01RSAmorningsupply,79.79999999999994
3,2018,RSA,7851,187269.17000000013,consume,off,2018-03-01RSAoffconsume,23.85290663609733
3,2018,RSA,-737,-23954.509999999995,supply,off,2018-03-01RSAoffsupply,32.50272727272726
3,2018,RSA,333,12638.739999999994,consume,standard,2018-03-01RSAstandardconsume,37.954174174174156
3,2018,RSA,-450,-34451.81,supply,standard,2018-03-01RSAstandardsupply,76.55957777777778
3,2018,ZAMC,993,74080.89,consume,evening,2018-03-01ZAMCeveningconsume,74.60311178247734
3,2018,ZAMC,1414,71705.29000000002,consume,morning,2018-03-01ZAMCmorningconsume,50.71095473833099
