exceedance,energyMWh,specificYield,normalisedSpecificYield
0,152558.0023,3051.1600459999995,1.0420070648440614
0.09999999999999998,149930.34357600004,2998.6068715200004,1.0240595372602717
0.19999999999999996,148914.42857400002,2978.2885714799995,1.017120598670322
0.30000000000000004,147288.913946,2945.7782789199996,1.0060179511471028
0.4,146800.089514,2936.0017902799996,1.002679165216944
0.5,146407.838725,2928.1567745,0.9999999999999999
0.6,145836.70403799997,2916.7340807600003,0.9960990156539858
0.7,144834.384472,2896.68768944,0.989252937092013
0.8,144612.71427199998,2892.2542854400003,0.987738877449234
0.9,142882.575935,2857.6515186999995,0.9759216253671938
1,141206.86977000002,2824.1373954,0.96447615783217
