years,months,capacity,medianAnnualEnergyMWh,meanAnnualEnergyMWh,meanAnnualCapFactor,meanDailyWeatherImpact,p95AnnualEnergyMWh,p90AnnualEnergyMWh,p75AnnualEnergyMWh,p25AnnualEnergyMWh,p10AnnualEnergyMWh,p05AnnualEnergyMWh,medianAnnualSpecificYield,meanAnnualSpecificYield,coefVarAnnualEnergy
28,336,50,146407.838725,146439.0806707143,0.33433580061806917,-0.23285999092953813,150609.39142650002,149930.34357600004,148470.3224925,144716.2367525,142882.575935,141886.924879,2928.1567745,2928.7816134142854,0.019003407042287864
