month,hour,meanHourlyCapFactor,medianHourlyCapFactor,p90HourlyCapFactor,p10HourlyCapFactor,meanHourlyEnergyMWh,medianHourlyEnergyMWh,p90HourlyEnergyMWh,p10HourlyEnergyMWh
1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0
1,6,0.06748308410138251,0.052531,0.13930020000000004,0.016869779999999997,3.3741542050691247,2.62655,6.965010000000001,0.843489
1,7,0.3147027633640551,0.24985,0.67191,0.0768984,15.73513816820276,12.4925,33.5955,3.84492
1,8,0.5158321428571432,0.48701,0.9491200000000002,0.1568834,25.79160714285712,24.3505,47.45600000000001,7.844169999999999
1,9,0.6909564631336412,0.73597,1,0.288128,34.547823156682036,36.798500000000004,50,14.4064
1,10,0.8052628179723506,0.9115599999999999,1,0.41373,40.26314089861746,45.578,50,20.6865
1,11,0.8041712027649769,0.91353,1,0.41027,40.208560138248835,45.676500000000004,50,20.5135
1,12,0.8029605092165905,0.8991800000000001,1,0.435014,40.148025460829516,44.959,50,21.7507
1,13,0.7729919078341019,0.88066,1,0.35545,38.649595391705034,44.033,50,17.7725
1,14,0.7018398732718889,0.79391,1,0.228884,35.09199366359445,39.695499999999996,50,11.4442
1,15,0.5933371774193542,0.62843,1,0.14693900000000001,29.666858870967747,31.4215,50,7.346949999999999
1,16,0.46073926267281023,0.44876000000000005,0.870306,0.0997758,23.036963133640555,22.438000000000002,43.5153,4.98879
1,17,0.3250542122119818,0.29002,0.6524360000000001,0.06669520000000001,16.252710610599088,14.501000000000001,32.621800000000015,3.33476
1,18,0.04940308456221199,0.041165,0.0986294,0.011817220000000002,2.4701542281105997,2.05825,4.93147,0.590861
1,19,0,0,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0,0
1,23,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0
2,6,0.03642334841972186,0.026685999999999998,0.082146,0.0057025999999999995,1.821167420986094,1.3343,4.1073,0.28513
2,7,0.2792944169405817,0.196932,0.65032,0.062768,13.964720847029083,9.8466,32.516000000000005,3.1384000000000003
2,8,0.49785347661188395,0.4439,0.98544,0.12361200000000001,24.892673830594173,22.195,49.272,6.1806
2,9,0.6570268596713019,0.69544,1,0.209,32.851342983565125,34.772,50,10.45
2,10,0.7615216384323645,0.86668,1,0.34222,38.07608192161819,43.334,50,17.111
2,11,0.8126920986093548,0.95232,1,0.43222,40.63460493046776,47.616,50,21.611
2,12,0.8160134715549939,0.93082,1,0.442,40.800673577749706,46.541,50,22.1
2,13,0.797433957016435,0.92756,1,0.3266,39.871697850821725,46.378,50,16.330000000000002
2,14,0.7360686852085956,0.8433,1,0.27248,36.80343426042985,42.165,50,13.624
2,15,0.6407136991150443,0.70034,1,0.164258,32.03568495575221,35.017,50,8.2129
2,16,0.5024127762326166,0.49084,0.92518,0.098298,25.120638811630847,24.542,46.259,4.914899999999999
2,17,0.32741024197218704,0.28486,0.67794,0.058884,16.37051209860937,14.243,33.897,2.9442
2,18,0.045700656384323635,0.036718,0.097836,0.0083538,2.2850328192161844,1.8359,4.8918,0.41769
2,19,0,0,0,0,0,0,0,0
2,20,0,0,0,0,0,0,0,0
2,21,0,0,0,0,0,0,0,0
2,22,0,0,0,0,0,0,0,0
2,23,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,0,0,0
3,5,0,0,0,0,0,0,0,0
3,6,0.034999315437788,0.027783000000000002,0.0721432,0.0039091,1.7499657718893993,1.3891499999999999,3.60716,0.19545500000000002
3,7,0.35715258387096804,0.31406999999999996,0.724488,0.060032600000000005,17.85762919354839,15.7035,36.2244,3.0016300000000005
3,8,0.5976502649769586,0.6248499999999999,1,0.15168460000000003,29.88251324884794,31.2425,50,7.584230000000002
3,9,0.7408775230414737,0.8729199999999999,1,0.279794,37.04387615207376,43.646,50,13.989700000000001
3,10,0.8170823963133648,0.9868399999999999,1,0.377398,40.854119815668206,49.342,50,18.8699
3,11,0.8516541612903226,0.9812000000000001,1,0.492562,42.58270806451616,49.06,50,24.628100000000003
3,12,0.8544062235023031,0.96726,1,0.510914,42.7203111751152,48.363,50,25.545700000000004
