date,datetime,year,month,meanDailyWeatherImpact,meanDailyCapFactor,specificYield,energyMWh,meanDailyEnergyMWh,p90DailyEnergyMWh,p10DailyEnergyMWh,stdevDailyEnergyMWh,coefVarDailyEnergy
757382400000,1994-01-01T00:00:00.000+00:00,1994,1,-0.3291405843477639,0.30478976935483876,226.7635884,11338.179419999999,365.7477232258064,460.6143,283.72290000000004,66.08946623090426,0.1806968629852598
760060800000,1994-02-01T00:00:00.000+00:00,1994,2,-0.42721798679366724,0.2619685839285714,176.04288839999998,8802.14442,314.3623007142857,380.8706,203.073224,68.5867735280499,0.21817747666373752
762480000000,1994-03-01T00:00:00.000+00:00,1994,3,-0.12751721822772227,0.38336806182795696,285.22583799999995,14261.2919,460.0416741935484,514.5009500000001,345.77984,66.5716172400549,0.14470779708545914
765154800000,1994-04-01T00:00:00.000+01:00,1994,4,-0.20631378266842393,0.34083547666666664,245.40154320000002,12270.077159999999,409.002572,489.98124500000006,296.17274900000007,78.40778445578172,0.19170486892630526
767746800000,1994-05-01T00:00:00.000+01:00,1994,5,-0.1533156956065119,0.3589007981182796,267.02219379999997,13351.10969,430.68095774193546,480.69499999999994,385.62115,42.332599830711914,0.09829224875105265
770425200000,1994-06-01T00:00:00.000+01:00,1994,6,-0.07414965633304013,0.3745904077777778,269.70509360000005,13485.254680000002,449.5084893333334,473.32298000000003,411.23806,25.76974333607693,0.057328713355994834
773017200000,1994-07-01T00:00:00.000+01:00,1994,7,-0.10382426114726599,0.36600900053763435,272.3106963999999,13615.534819999999,439.21080064516127,459.34463999999997,418.59228,18.574123189513582,0.04228976874482563
775695600000,1994-08-01T00:00:00.000+01:00,1994,8,-0.07876208053599101,0.3943498174731183,293.39626419999996,14669.813209999997,473.2197809677418,506.91321,462.5441,34.269900542588424,0.0724185714986511
778374000000,1994-09-01T00:00:00.000+01:00,1994,9,-0.08874329265559658,0.3958843136111112,285.0367058,14251.835289999997,475.06117633333326,510.451192,434.39351700000003,46.64798088681324,0.09819362896976037
780966000000,1994-10-01T00:00:00.000+01:00,1994,10,-0.23780261175438971,0.3426407545698926,254.92472139999998,12746.236069999999,411.16890548387096,526.8332700000001,263.45003999999994,114.89445934175237,0.27943372616307766
783648000000,1994-11-01T00:00:00.000+00:00,1994,11,-0.26368266384131195,0.3396045272222222,244.5152596,12225.762980000001,407.5254326666667,507.7812689999999,236.402737,98.39868902037198,0.24145410600878173
786240000000,1994-12-01T00:00:00.000+00:00,1994,12,-0.3243120040633682,0.3102355553763441,230.8152532,11540.762660000002,372.28266645161295,477.32339999999994,264.50474999999994,90.34785240043628,0.2426861644179696
788918400000,1995-01-01T00:00:00.000+00:00,1995,1,-0.3417203253009612,0.2990744491935483,222.51139020000002,11125.569510000001,358.8893390322581,459.0618,238.04242000000002,86.65837957404416,0.2414626742820439
791596800000,1995-02-01T00:00:00.000+00:00,1995,2,-0.4343458250863056,0.2587085833333333,173.85216799999998,8692.6084,310.45029999999997,420.976545,203.557863,91.10812002218495,0.2934708712543842
794016000000,1995-03-01T00:00:00.000+00:00,1995,3,-0.2557700386062515,0.3270139008064516,243.29834219999998,12164.917109999999,392.4166809677419,508.7517,289.55834000000004,90.44358355802075,0.23047843770294654
796690800000,1995-04-01T00:00:00.000+01:00,1995,4,-0.12048570742470106,0.37769293027777784,271.9389098,13596.945490000002,453.2315163333334,500.57524699999993,351.69737999999995,71.83844500201106,0.1585027572292144
799282800000,1995-05-01T00:00:00.000+01:00,1995,5,-0.11233230932366031,0.376273235483871,279.9472872,13997.364360000005,451.5278825806453,489.2808,415.9807,28.098004763068253,0.062228725726699276
801961200000,1995-06-01T00:00:00.000+01:00,1995,6,-0.07649991239431028,0.3736395161111111,269.0204516,13451.02258,448.3674193333334,463.77299999999997,435.782314,11.725313679011482,0.026151127788110844
804553200000,1995-07-01T00:00:00.000+01:00,1995,7,-0.11289505095116777,0.36230438037634405,269.55445899999995,13477.722950000003,434.765256451613,459.89211,396.13565,36.80467206833794,0.08465412431693263
807231600000,1995-08-01T00:00:00.000+01:00,1995,8,-0.1258620314143569,0.37418797150537636,278.39585079999995,13919.792540000002,449.0255658064517,505.8621,382.60542999999996,51.84537728831985,0.11546197195967083
809910000000,1995-09-01T00:00:00.000+01:00,1995,9,-0.0972225607824264,0.39220059944444446,282.3844316,14119.22158,470.6407193333333,510.83943100000005,424.74003899999997,40.28145003556239,0.08558853575742749
812502000000,1995-10-01T00:00:00.000+01:00,1995,10,-0.20851150857273795,0.35580837473118276,264.7214308,13236.071539999997,426.97004967741924,518.8812599999999,272.19238,95.17567799093881,0.22290949461875634
815184000000,1995-11-01T00:00:00.000+00:00,1995,11,-0.3478734169713536,0.30077404,216.55730879999993,10827.865440000001,360.9288480000001,488.920862,250.195841,98.30047113610995,0.2723541542351581
817776000000,1995-12-01T00:00:00.000+00:00,1995,12,-0.3182958713982098,0.31299780403225813,232.8703662,11643.518310000001,375.5973648387097,477.9126,281.96790000000004,86.49519064150988,0.23028700075851952
820454400000,1996-01-01T00:00:00.000+00:00,1996,1,-0.3564607851541457,0.29237745537634413,217.5288268,10876.44134,350.85294645161287,454.84193,261.3603,76.67242220756472,0.21853150438951446
823132800000,1996-02-01T00:00:00.000+00:00,1996,2,-0.44766943737391807,0.2526148727011494,175.8199514,8790.997570000001,303.13784724137935,416.95534,236.833782,78.79300253928939,0.2599246621836334
825638400000,1996-03-01T00:00:00.000+00:00,1996,3,-0.31741517500920785,0.29992708951612906,223.14575459999998,11157.287729999996,359.9125074193547,474.47360000000003,258.36933,83.54876212108435,0.23213631201690052
828313200000,1996-04-01T00:00:00.000+01:00,1996,4,-0.17505363072872918,0.35425963416666667,255.0669366,12753.346829999999,425.11156099999994,486.8440799999999,317.58482,72.86895211651529,0.17141136304339485
830905200000,1996-05-01T00:00:00.000+01:00,1996,5,-0.278862411772761,0.30568283198924734,227.42802700000001,11371.401349999998,366.8193983870967,471.07880000000006,132.202,125.06388958673996,0.34094131917953446
833583600000,1996-06-01T00:00:00.000+01:00,1996,6,-0.08261571228643719,0.37116512055555556,267.2388868,13361.944340000002,445.3981446666667,470.77558000000005,406.107801,27.999155530728963,0.06286320647267932
836175600000,1996-07-01T00:00:00.000+01:00,1996,7,-0.08830608211536822,0.37234681236559136,277.0260284,13851.301420000003,446.8161748387098,472.10224999999997,424.58985,34.54061979694466,0.07730387067883793
838854000000,1996-08-01T00:00:00.000+01:00,1996,8,-0.059528740274299385,0.40258293951612906,299.521707,14976.085350000001,483.0995274193549,511.97643999999997,459.82993,21.179088920343116,0.04384001167104971
841532400000,1996-09-01T00:00:00.000+01:00,1996,9,-0.07313140375117035,0.4026667075,289.9200294,14496.001470000003,483.2000490000001,515.31209,441.799861,43.703725876394756,0.09044644338683572
844124400000,1996-10-01T00:00:00.000+01:00,1996,10,-0.12560685359790455,0.3930776096774194,292.4497416,14622.487079999995,471.6931316129031,535.494,401.60220000000004,61.899977865856236,0.13122933898612438
846806400000,1996-11-01T00:00:00.000+00:00,1996,11,-0.3123936101400559,0.3171380483333334,228.3393948,11416.96974,380.56565800000004,492.320235,210.82737899999998,103.4742308462272,0.2718958704524705
849398400000,1996-12-01T00:00:00.000+00:00,1996,12,-0.3757601117886456,0.28661365833333335,213.24056180000002,10662.02809,343.93639,439.95694999999995,233.79068,77.38880714256192,0.22500906967873308
852076800000,1997-01-01T00:00:00.000+00:00,1997,1,-0.4119761651882748,0.26715530080645167,198.7635438,9938.177189999999,320.5863609677419,442.31120000000004,206.53419999999997,95.04906230359146,0.29648504701407274
