date,month,meanDailyWeatherImpact,p90DailyCapFactor,p10DailyCapFactor,maxDailyCapFactor,meanDailyCapFactor,maxDailySpecificYield,p90DailySpecificYield,p10DailySpecificYield,meanDailySpecificYield,medianDailySpecificYield,p90DailyEnergyMWh,p10DailyEnergyMWh,meanDailyEnergyMWh,medianDailyEnergyMWh,coefVarDailyEnergy,meanMonthlyEnergyMWh,medianMonthlyEnergyMWh,p90MonthlyEnergyMWh,p10MonthlyEnergyMWh,maxMonthlySpecificYield,meanMonthlySpecificYield,medianMonthlySpecificYield,p90MonthlySpecificYield,p10MonthlySpecificYield
757382400000,1,-0.366762134296116,0.37813387000000004,0.19672198916666667,0.4543273333333333,0.2876972708909371,10.903856,9.07521288,4.72132774,6.904734501382492,6.9115082999999995,453.76064400000007,236.06638700000005,345.2367250691243,345.575415,0.24313631313347614,10702.338477142854,10615.848699999999,11442.441134999997,9929.684855999998,338.01953599999996,214.04676954285716,212.31697400000002,228.8488227,198.59369712
760060800000,2,-0.3704322193018429,0.38943033333333327,0.19140092500000003,0.45736174999999996,0.2879402219237253,10.976681999999998,9.346327999999998,4.5936222,6.910565326169409,6.882873600000002,467.31640000000004,229.68111000000002,345.52826630847017,344.14368,0.26237988275446233,9761.173523214284,10013.826895,10527.245055,8771.701864000002,307.34709599999996,195.22347046428573,200.2765379,210.5449011,175.43403728
762480000000,3,-0.3003581666162085,0.40919588666666673,0.20103700000000002,0.43939899999999993,0.30742192194700474,10.545575999999999,9.820701280000002,4.8248880000000005,7.378126126728106,7.4173279999999995,491.03506400000003,241.2444,368.90630633640535,370.8664,0.2543155836119646,11436.095496428568,11203.17469,12455.660962,10482.446063,326.912856,228.72190992857142,224.06349379999995,249.11321924,209.64892125999998
765154800000,4,-0.19338455669171203,0.4145096416666666,0.23367666666666667,0.4294335333333334,0.3463877198611107,10.306404800000001,9.9482314,5.60824,8.313305276666664,8.964737,497.41157,280.412,415.6652638333342,448.23685,0.215105076923388,12469.957915,12725.213294999998,13133.654874000002,11358.707014999998,309.19214400000004,249.39915830000004,254.50426589999998,262.67309748,227.17414029999998
767746800000,5,-0.1412058151362502,0.4089018749999999,0.30546674166666665,0.42388975,0.36403405232334857,10.173354,9.813645,7.3312018,8.736817255760352,9.116900000000001,490.68225,366.56009,436.8408627880191,455.845,0.1475700720910233,13542.066746428569,13627.949400000001,14361.252031000002,12954.350672000002,315.373974,270.8413349285714,272.55898800000006,287.22504061999996,259.08701344
770425200000,6,-0.09872306112778217,0.3934668333333333,0.319951,0.4045906666666667,0.3646482375496029,9.710176,9.443204,7.6788240000000005,8.751557701190471,8.997091000000001,472.1602,383.9412,437.5778850595238,449.85455,0.09794101183862593,13127.336551785715,13252.714200000002,13521.844201,12584.781958,291.30528000000004,262.5467310357143,265.05428400000005,270.43688402000004,251.69563915999998
773017200000,7,-0.10972880973068053,0.39382081,0.32267300416666667,0.40841208333333334,0.3635975115495396,9.80189,9.45169944,7.7441521,8.726340277188926,9.002876399999998,472.58497200000005,387.20760500000006,436.31701385944683,450.14382,0.10355612875518747,13525.827429642854,13501.141055,14014.07629,13070.602376,303.85859,270.5165485928571,270.0228211,280.2815258,261.41204752000004
775695600000,8,-0.13847729437973866,0.4046200008333333,0.31715576166666665,0.4280651166666667,0.3687878174923202,10.2735628,9.71088002,7.611738279999999,8.850907619815668,9.0889944,485.5440009999999,380.58691400000004,442.545380990783,454.44971999999996,0.10253262670165827,13718.906810714285,13672.03674,14384.134532999995,13158.367328999999,318.48044680000004,274.37813621428575,273.4407348,287.68269066000005,263.16734657999996
778374000000,9,-0.16047506182799864,0.4172446583333334,0.29982839166666664,0.43443775,0.36472132520833295,10.426506,10.013871800000002,7.195881399999999,8.753311805,9.1046493,500.69359000000003,359.79407,437.66559025,455.232465,0.15435153749426542,13129.967707499998,13235.978460000002,13999.279603999998,12125.432609000001,312.79518,262.59935415000007,264.7195692,279.98559208,242.50865217999998
780966000000,10,-0.22968081768745605,0.4238305408333334,0.23575393666666666,0.44954333333333335,0.3462918529473887,10.78904,10.171932980000001,5.65809448,8.311004470737332,8.796536,508.596649,282.90472400000004,415.5502235368665,439.82679999999993,0.21959633817150842,12882.056929642858,12727.090354999998,14020.847379,11825.447629999999,334.46024,257.64113859285715,254.54180710000003,280.41694758,236.50895260000004
783648000000,11,-0.3367300863046861,0.40867867083333337,0.1996620375,0.46122033333333334,0.30591357068452363,11.069288,9.8082881,4.7918889,7.341925696428574,7.4141764000000006,490.41440500000004,239.59444499999998,367.09628482142887,370.70882,0.25871510585677043,11012.888544642856,10964.391105,11928.723122,10388.590293,332.07864,220.25777089285708,219.28782210000003,238.57446243999993,207.77180586
786240000000,12,-0.3483341179887783,0.3915658375,0.20540429,0.45914024999999997,0.29920603598310314,11.019366,9.3975801,4.929702959999999,7.180944863594471,7.1664330000000005,469.87900500000006,246.485148,359.0472431797231,358.32165,0.23804549205381523,11130.464538571428,11095.987045,11973.533770999999,10392.746485,341.600346,222.60929077142856,221.91974089999997,239.47067542,207.8549297
