month,weatherFreeCapFactor
1,0.4543273333333333
2,0.45736174999999996
3,0.43939899999999993
4,0.4294335333333334
5,0.42388975
6,0.4045906666666667
7,0.40841208333333334
8,0.4280651166666667
9,0.43443775
10,0.44954333333333335
11,0.46122033333333334
12,0.45914024999999997
