date,year,month,day,capFactor,energyMWh,specificYield,weatherImpact
757382400000,1994,1,1,0.37256175,447.07410000000004,8.941482,-0.17997064524696574
757468800000,1994,1,2,0.37970575000000006,455.6469000000001,9.112938000000002,-0.1642462996576622
757555200000,1994,1,3,0.3900266666666667,468.03200000000004,9.36064,-0.141529381899394
757641600000,1994,1,4,0.24916416666666671,298.99700000000007,5.979940000000001,-0.45157566277471
757728000000,1994,1,5,0.24122925000000003,289.47510000000005,5.789502000000001,-0.46904086040754744
757814400000,1994,1,6,0.2700521833333333,324.06262,6.481252399999999,-0.4055999639026781
757900800000,1994,1,7,0.22060624999999998,264.72749999999996,5.294549999999999,-0.5144332426987297
757987200000,1994,1,8,0.33644500000000005,403.734,8.07468,-0.2594656422461924
758073600000,1994,1,9,0.23643575000000003,283.72290000000004,5.6744580000000004,-0.4795916233669996
758160000000,1994,1,10,0.21337275,256.0473,5.120946,-0.5303545828191422
758246400000,1994,1,11,0.27124675,325.4961,6.5099219999999995,-0.40297065551856154
758332800000,1994,1,12,0.3023326166666666,362.79913999999997,7.255982799999998,-0.3345489155396037
758419200000,1994,1,13,0.29176483333333325,350.1178,7.002355999999998,-0.3578092007084468
758505600000,1994,1,14,0.352478,422.9735999999999,8.459472,-0.22417610797501353
758592000000,1994,1,15,0.30571950000000003,366.86339999999996,7.337268000000001,-0.3270941949343424
758678400000,1994,1,16,0.34434932500000004,413.21918999999997,8.264383800000001,-0.24206777859135323
758764800000,1994,1,17,0.31168391666666667,374.02070000000003,7.480414,-0.3139661785702232
758851200000,1994,1,18,0.3161026666666667,379.3232,7.586464000000001,-0.30424026142678323
758937600000,1994,1,19,0.2850416666666666,342.05,6.8409999999999975,-0.3726072684745655
759024000000,1994,1,20,0.27052091666666667,324.62510000000003,6.492502,-0.40456825548686626
759110400000,1994,1,21,0.22778838333333332,273.34605999999997,5.4669212,-0.49862496349915114
759196800000,1994,1,22,0.33529441666666665,402.35330000000005,8.047066,-0.261998140841185
759283200000,1994,1,23,0.39445125,473.3415,9.46683,-0.13179062526137542
759369600000,1994,1,24,0.38384525,460.6143,9.212286,-0.15513502746184457
759456000000,1994,1,25,0.33839550000000007,406.0746,8.121492000000002,-0.25517248210174437
759542400000,1994,1,26,0.24776008333333333,297.31210000000004,5.946242,-0.45466612911982696
759628800000,1994,1,27,0.2707663333333334,324.9196,6.498392000000001,-0.40402807960780096
759715200000,1994,1,28,0.4051244166666667,486.14930000000004,9.722986,-0.1082983854518987
759801600000,1994,1,29,0.28716375000000005,344.5965,6.891930000000001,-0.3679364437681494
759888000000,1994,1,30,0.30308016666666676,363.6962,7.273924000000003,-0.3329035159671952
759974400000,1994,1,31,0.29397359166666664,352.76830999999993,7.0553662,-0.35294759945472504
760060800000,1994,2,1,0.26986783333333336,323.84139999999996,6.476828000000001,-0.40994664872317504
760147200000,1994,2,2,0.28396678333333336,340.76014,6.815202800000001,-0.3791199562855149
760233600000,1994,2,3,0.20355011666666664,244.26014,4.885202799999999,-0.5549472235781269
760320000000,1994,2,4,0.30582774999999995,366.99330000000003,7.339865999999999,-0.3313219787181591
760406400000,1994,2,5,0.30544325,366.53190000000006,7.330638,-0.3321626699215664
760492800000,1994,2,6,0.22858185000000006,274.29822,5.485964400000001,-0.5002165135147395
760579200000,1994,2,7,0.13761824999999997,165.1419,3.3028379999999995,-0.6991041555180336
760665600000,1994,2,8,0.28048875,336.58649999999994,6.731730000000001,-0.3867245129265838
760752000000,1994,2,9,0.3092373333333333,371.0848,7.421695999999999,-0.3238670847893744
760838400000,1994,2,10,0.261619,313.9428,6.278855999999999,-0.4279823356456896
760924800000,1994,2,11,0.17107389166666664,205.28867000000002,4.1057733999999995,-0.6259549652618159
761011200000,1994,2,12,0.24334333333333333,292.012,5.84024,-0.4679412230398949
761097600000,1994,2,13,0.24950075000000005,299.4009000000001,5.988018000000001,-0.4544783204979427
761184000000,1994,2,14,0.3389613333333333,406.7536,8.135072,-0.25887695389189563
761270400000,1994,2,15,0.27873916666666665,334.4870000000001,6.68974,-0.390549894767836
761356800000,1994,2,16,0.29659558333333336,355.9147,7.118294000000001,-0.3515076778210391
761443200000,1994,2,17,0.30804608333333333,369.65529999999995,7.3931059999999995,-0.3264716970027919
761529600000,1994,2,18,0.23342760833333331,280.11312999999996,5.6022625999999995,-0.4896214903556466
761616000000,1994,2,19,0.36934666666666666,443.216,8.86432,-0.19244084870090974
761702400000,1994,2,20,0.228483825,274.1805899999999,5.4836118,-0.5004308405764145
761788800000,1994,2,21,0.26614958333333333,319.37949999999995,6.387589999999999,-0.4180764278312881
761875200000,1994,2,22,0.16491987500000002,197.90385,3.9580770000000003,-0.6394104338633477
761961600000,1994,2,23,0.2710033333333333,325.20399999999995,6.50408,-0.4074639312681191
762048000000,1994,2,24,0.33541075000000004,402.4929,8.049858,-0.26664013770281386
762134400000,1994,2,25,0.2649980333333333,317.99764,6.3599528,-0.4205942378580339
762220800000,1994,2,26,0.151153125,181.38375,3.627675,-0.6695107865928884
762307200000,1994,2,27,0.268096575,321.71589,6.4343178000000005,-0.4138194219346064
762393600000,1994,2,28,0.3096699166666667,371.6039,7.432078000000001,-0.32292126163443546
762480000000,1994,3,1,0.253546525,304.25583000000006,6.085116600000001,-0.42296972683142187
762566400000,1994,3,2,0.36252068333333337,435.02482,8.7004964,-0.17496242974305032
762652800000,1994,3,3,0.41557366666666673,498.6884,9.973768000000002,-0.054222547919620216
762739200000,1994,3,4,0.36216408333333333,434.5969,8.691938,-0.1757739928098758
762825600000,1994,3,5,0.37170858333333334,446.0503,8.921006,-0.15405227746687317
762912000000,1994,3,6,0.4169600833333333,500.3521,10.007041999999998,-0.05106729115602595
762998400000,1994,3,7,0.37839833333333334,454.07800000000003,9.08156,-0.13882750453839585
763084800000,1994,3,8,0.4219751666666667,506.37020000000007,10.127404,-0.03965378467710043
763171200000,1994,3,9,0.40900916666666665,490.8110000000001,9.81622,-0.06916227240693149
763257600000,1994,3,10,0.4030680833333333,483.6817,9.673634,-0.08268320289000795
763344000000,1994,3,11,0.3872059416666666,464.64712999999995,9.292942599999998,-0.11878283367357079
763430400000,1994,3,12,0.431124,517.3488,10.346976,-0.018832541721760684
763516800000,1994,3,13,0.3966872500000001,476.0247,9.520494000000003,-0.09720493219147024
763603200000,1994,3,14,0.2881498666666667,345.77984,6.915596800000001,-0.3442182010731323
763689600000,1994,3,15,0.3842788333333333,461.1346,9.222691999999999,-0.12544445177769328
763776000000,1994,3,16,0.3953603333333333,474.4324,9.488648,-0.10022477672153697
763862400000,1994,3,17,0.38594666666666666,463.13599999999997,9.26272,-0.1216487368731683
763948800000,1994,3,18,0.40966196666666677,491.59436,9.831887200000002,-0.0676766067590804
764035200000,1994,3,19,0.4227285,507.2741999999999,10.145484,-0.037939321664364103
764121600000,1994,3,20,0.42392291666666665,508.7075,10.17415,-0.03522102538543165
764208000000,1994,3,21,0.43410325,520.9239,10.418478,-0.012052257742962395
764294400000,1994,3,22,0.3862483083333334,463.49797,9.269959400000001,-0.1209622499520175
764380800000,1994,3,23,0.38696155000000004,464.35386,9.2870772,-0.11933902899187275
764467200000,1994,3,24,0.4287507916666667,514.5009500000001,10.290019000000001,-0.02423357434435045
