year_month,year,month,water_year,water_month,flow,volume
1967_11,1967,11,1967,2,359.0957352,930.7761457
1967_12,1967,12,1967,3,547.7571124,1467.11265
1968_1,1968,1,1967,4,978.3236622,2620.342097
1968_2,1968,2,1967,5,4015.539716,10061.33631
1968_3,1968,3,1967,6,4202.062347,11254.80379
1968_4,1968,4,1967,7,4775.576299,12378.29377
1968_5,1968,5,1967,8,3186.718218,8535.306075
1968_6,1968,6,1967,9,1849.083243,4792.823767
1968_7,1968,7,1967,10,1038.048571,2780.309291
1968_8,1968,8,1967,11,659.0939411,1765.317212
1968_9,1968,9,1967,12,482.293331,1250.104314
1968_10,1968,10,1968,1,365.0784038,977.8259967
1968_11,1968,11,1968,2,329.6576655,854.472669
1968_12,1968,12,1968,3,545.9610724,1462.302136
1969_1,1969,1,1968,4,777.3846091,2082.146937
1969_2,1969,2,1968,5,1127.694455,2728.118425
1969_3,1969,3,1968,6,4986.692928,13356.35834
1969_4,1969,4,1968,7,7610.389404,19726.12933
1969_5,1969,5,1968,8,4826.893046,12928.35033
1969_6,1969,6,1968,9,2339.036118,6062.781618
1969_7,1969,7,1968,10,1323.901444,3545.937629
1969_8,1969,8,1968,11,829.2468333,2221.054718
1969_9,1969,9,1968,12,581.513601,1507.283254
1969_10,1969,10,1969,1,477.3753466,1278.602128
1969_11,1969,11,1969,2,541.4795264,1403.514933
1969_12,1969,12,1969,3,756.8413663,2027.123916
1970_1,1970,1,1969,4,1072.761446,2873.284258
1970_2,1970,2,1969,5,2018.429707,4882.985147
1970_3,1970,3,1969,6,4460.633911,11947.36187
1970_4,1970,4,1969,7,3953.034182,10246.2646
1970_5,1970,5,1969,8,2457.675273,6582.63745
1970_6,1970,6,1969,9,1398.574807,3625.1059
1970_7,1970,7,1969,10,813.6564095,2179.297327
1970_8,1970,8,1969,11,579.1485456,1551.191464
1970_9,1970,9,1969,12,452.6119556,1173.170189
1970_10,1970,10,1970,1,363.9069105,974.688269
1970_11,1970,11,1970,2,377.5442867,978.594791
1970_12,1970,12,1970,3,529.3289814,1417.754744
1971_1,1971,1,1970,4,822.6793954,2203.464493
1971_2,1971,2,1970,5,1145.528708,2771.263051
1971_3,1971,3,1970,6,2293.957176,6144.1349
1971_4,1971,4,1970,7,2829.998797,7335.356883
1971_5,1971,5,1970,8,1971.833574,5281.359043
1971_6,1971,6,1970,9,1346.649284,3490.514944
1971_7,1971,7,1970,10,790.4306744,2117.089518
1971_8,1971,8,1970,11,536.446487,1436.818271
1971_9,1971,9,1970,12,419.1436203,1086.420264
1971_10,1971,10,1971,1,333.5904244,893.4885927
1971_11,1971,11,1971,2,340.4329017,882.4020812
1971_12,1971,12,1971,3,447.0364913,1197.342538
1972_1,1972,1,1971,4,685.2702384,1835.427807
1972_2,1972,2,1971,5,903.3945431,2263.545367
1972_3,1972,3,1971,6,981.0975763,2627.771748
1972_4,1972,4,1971,7,1385.867254,3592.167923
1972_5,1972,5,1971,8,1812.478755,4854.543098
1972_6,1972,6,1971,9,1454.591429,3770.300984
1972_7,1972,7,1971,10,827.7680383,2217.093914
1972_8,1972,8,1971,11,511.5375314,1370.102124
1972_9,1972,9,1971,12,388.1576874,1006.104726
1972_10,1972,10,1972,1,312.1765339,836.1336283
1972_11,1972,11,1972,2,322.5528777,836.057059
1972_12,1972,12,1972,3,379.1225968,1015.441963
1973_1,1973,1,1972,4,526.4862341,1410.140729
1973_2,1973,2,1972,5,722.8772006,1748.784524
1973_3,1973,3,1972,6,895.6317424,2398.860059
1973_4,1973,4,1972,7,1159.905051,3006.473891
1973_5,1973,5,1972,8,1292.893864,3462.886925
1973_6,1973,6,1972,9,901.3333657,2336.256084
1973_7,1973,7,1972,10,500.8616469,1341.507835
1973_8,1973,8,1972,11,376.8259605,1009.290653
1973_9,1973,9,1972,12,288.4838996,747.7502677
1973_10,1973,10,1973,1,240.3824316,643.8403047
1973_11,1973,11,1973,2,267.4820239,693.313406
1973_12,1973,12,1973,3,424.9982373,1138.315279
1974_1,1974,1,1973,4,912.780463,2444.791192
1974_2,1974,2,1973,5,1298.524698,3141.390948
1974_3,1974,3,1973,6,2556.372507,6846.988122
1974_4,1974,4,1973,7,2289.940107,5935.524756
1974_5,1974,5,1973,8,2379.44468,6373.104631
1974_6,1974,6,1973,9,1726.68069,4475.556349
1974_7,1974,7,1973,10,819.2392104,2194.250301
1974_8,1974,8,1973,11,471.0852812,1261.754817
1974_9,1974,9,1973,12,354.8176189,919.6872682
1974_10,1974,10,1974,1,261.4948116,700.3877034
1974_11,1974,11,1974,2,272.641089,706.6857026
1974_12,1974,12,1974,3,459.030014,1229.465989
1975_1,1975,1,1974,4,786.3442184,2106.144355
1975_2,1975,2,1974,5,1861.619243,4503.629272
1975_3,1975,3,1974,6,3320.519914,8893.680537
1975_4,1975,4,1974,7,4990.613488,12935.67016
1975_5,1975,5,1974,8,3407.120423,9125.63134
1975_6,1975,6,1974,9,1909.420761,4949.218613
1975_7,1975,7,1974,10,1026.001636,2748.042782
1975_8,1975,8,1974,11,615.0309031,1647.298771
1975_9,1975,9,1974,12,405.9653801,1052.262265
1975_10,1975,10,1975,1,308.8416612,827.2015054
1975_11,1975,11,1975,2,263.9029653,684.0364861
1975_12,1975,12,1975,3,374.0190609,1001.772653
1976_1,1976,1,1975,4,579.8894056,1553.175784
1976_2,1976,2,1975,5,843.2626578,2112.878915
1976_3,1976,3,1975,6,2238.818174,5996.450597
1976_4,1976,4,1975,7,4841.933461,12550.29153
1976_5,1976,5,1975,8,4223.660548,11312.65241
1976_6,1976,6,1975,9,2651.150486,6871.782061
1976_7,1976,7,1975,10,1428.197517,3825.28423
1976_8,1976,8,1975,11,735.0430638,1968.739342
1976_9,1976,9,1975,12,487.6479125,1263.983389
1976_10,1976,10,1976,1,416.7122166,1116.122001
1976_11,1976,11,1976,2,415.2290345,1076.273658
1976_12,1976,12,1976,3,467.9425175,1253.337239
1977_1,1977,1,1976,4,671.4599125,1798.43823
1977_2,1977,2,1976,5,952.72479,2304.831812
1977_3,1977,3,1976,6,1746.062088,4676.652696
1977_4,1977,4,1976,7,2445.117247,6337.743904
1977_5,1977,5,1976,8,2681.124859,7181.124824
1977_6,1977,6,1976,9,2068.823582,5362.390724
1977_7,1977,7,1976,10,1099.729061,2945.514316
1977_8,1977,8,1976,11,626.3282992,1677.557716
1977_9,1977,9,1976,12,456.4882852,1183.217635
1977_10,1977,10,1977,1,356.7589444,955.5431567
1977_11,1977,11,1977,2,308.7769566,800.3498715
1977_12,1977,12,1977,3,460.9058193,1234.490146
1978_1,1978,1,1977,4,913.639465,2447.091943
1978_2,1978,2,1977,5,1306.625916,3160.989416
1978_3,1978,3,1977,6,2387.365379,6394.319432
1978_4,1978,4,1977,7,5432.389296,14080.75306
1978_5,1978,5,1977,8,5297.263381,14188.19024
1978_6,1978,6,1977,9,3067.532502,7951.044246
1978_7,1978,7,1977,10,1627.280573,4358.508288
1978_8,1978,8,1977,11,897.09785,2402.786881
1978_9,1978,9,1977,12,609.7042656,1580.353456
1978_10,1978,10,1978,1,478.8135545,1282.454225
1978_11,1978,11,1978,2,519.8820317,1347.534226
1978_12,1978,12,1978,3,716.3896701,1918.778092
1979_1,1979,1,1978,4,912.554936,2444.187141
1979_2,1979,2,1978,5,1282.072813,3101.590549
1979_3,1979,3,1978,6,2203.583428,5902.077853
1979_4,1979,4,1978,7,4050.147718,10497.98288
1979_5,1979,5,1978,8,3818.942039,10228.65436
1979_6,1979,6,1978,9,1993.067736,5166.031571
1979_7,1979,7,1978,10,1064.541698,2851.268485
1979_8,1979,8,1978,11,659.8501182,1767.342556
1979_9,1979,9,1978,12,494.5831587,1281.959547
1979_10,1979,10,1979,1,375.3376507,1005.304364
1979_11,1979,11,1979,2,423.7267442,1098.299721
1979_12,1979,12,1979,3,680.6976807,1823.180668
1980_1,1980,1,1979,4,1036.089866,2775.063098
1980_2,1980,2,1979,5,2158.862453,5409.245762
1980_3,1980,3,1979,6,2367.715106,6341.68814
1980_4,1980,4,1979,7,2882.339687,7471.024469
1980_5,1980,5,1979,8,2532.28848,6782.481464
1980_6,1980,6,1979,9,1693.297478,4389.027062
1980_7,1980,7,1979,10,890.2028367,2384.319278
1980_8,1980,8,1979,11,579.1914623,1551.306413
1980_9,1980,9,1979,12,438.9080958,1137.649784
1980_10,1980,10,1980,1,338.153888,905.7113737
1980_11,1980,11,1980,2,369.4077003,957.5047592
1980_12,1980,12,1980,3,512.4231376,1372.474132
1981_1,1981,1,1980,4,722.3012265,1934.611605
1981_2,1981,2,1980,5,997.7495673,2413.755753
1981_3,1981,3,1980,6,1623.429925,4348.194711
1981_4,1981,4,1980,7,2905.190426,7530.253585
1981_5,1981,5,1980,8,3041.446747,8146.210967
1981_6,1981,6,1980,9,1831.169184,4746.390526
1981_7,1981,7,1980,10,904.9278664,2423.758797
1981_8,1981,8,1980,11,565.1818956,1513.783189
1981_9,1981,9,1980,12,420.4278848,1089.749077
1981_10,1981,10,1981,1,307.5455378,823.7299684
1981_11,1981,11,1981,2,281.8962473,730.6750729
1981_12,1981,12,1981,3,369.5295541,989.7479576
1982_1,1982,1,1981,4,483.3613432,1294.635022
1982_2,1982,2,1981,5,657.6447873,1590.974269
1982_3,1982,3,1981,6,817.8002023,2190.396062
1982_4,1982,4,1981,7,1200.98636,3112.956646
1982_5,1982,5,1981,8,1336.680916,3580.166166
1982_6,1982,6,1981,9,988.2195829,2561.465159
1982_7,1982,7,1981,10,572.2787505,1532.791405
1982_8,1982,8,1981,11,421.3442902,1128.528547
1982_9,1982,9,1981,12,329.317825,853.5918025
1982_10,1982,10,1982,1,279.4257739,748.4139929
1982_11,1982,11,1982,2,318.8301471,826.4077414
1982_12,1982,12,1982,3,516.8737329,1384.394606
1983_1,1983,1,1982,4,722.1480163,1934.201247
1983_2,1983,2,1982,5,881.8377787,2133.341954
1983_3,1983,3,1982,6,1041.112811,2788.516553
1983_4,1983,4,1982,7,1172.437618,3038.958305
1983_5,1983,5,1982,8,1129.355649,3024.866169
1983_6,1983,6,1982,9,777.4113295,2015.050166
1983_7,1983,7,1982,10,478.027037,1280.347616
1983_8,1983,8,1982,11,369.2932196,989.1149593
1983_9,1983,9,1982,12,292.2148795,757.4209678
1983_10,1983,10,1983,1,230.8491865,618.3064611
1983_11,1983,11,1983,2,261.1024367,676.777516
1983_12,1983,12,1983,3,368.199853,986.1864862
1984_1,1984,1,1983,4,547.0773518,1465.291979
1984_2,1984,2,1983,5,743.3947795,1862.649959
1984_3,1984,3,1983,6,1077.192266,2885.151765
1984_4,1984,4,1983,7,1760.535421,4563.307812
1984_5,1984,5,1983,8,1491.262211,3994.196707
1984_6,1984,6,1983,9,888.8662398,2303.941294
1984_7,1984,7,1983,10,450.3329393,1206.171745
1984_8,1984,8,1983,11,332.4098689,890.3265928
1984_9,1984,9,1983,12,259.6126279,672.9159316
1984_10,1984,10,1984,1,214.9361086,575.6848732
1984_11,1984,11,1984,2,245.8241942,637.1763115
1984_12,1984,12,1984,3,353.9668984,948.0649406
1985_1,1985,1,1984,4,535.7378172,1434.92017
1985_2,1985,2,1984,5,821.7774034,1988.043894
1985_3,1985,3,1984,6,995.1090386,2665.300049
1985_4,1985,4,1984,7,1488.582702,3858.406364
1985_5,1985,5,1984,8,1873.407065,5017.733482
1985_6,1985,6,1984,9,1411.816367,3659.428022
1985_7,1985,7,1984,10,655.9830777,1756.985075
1985_8,1985,8,1984,11,409.2542554,1096.146598
1985_9,1985,9,1984,12,299.6206185,776.6166431
1985_10,1985,10,1985,1,227.2911427,608.7765965
1985_11,1985,11,1985,2,219.8009146,569.7239707
1985_12,1985,12,1985,3,276.1879089,739.7416952
1986_1,1986,1,1985,4,425.9622573,1140.89731
1986_2,1986,2,1985,5,601.5591023,1455.29178
1986_3,1986,3,1985,6,868.3651697,2325.829271
1986_4,1986,4,1985,7,1514.641167,3925.949905
1986_5,1986,5,1985,8,2460.187687,6589.366702
1986_6,1986,6,1985,9,1439.691704,3731.680898
1986_7,1986,7,1985,10,664.9056603,1780.88332
1986_8,1986,8,1985,11,412.2948141,1104.29043
1986_9,1986,9,1985,12,311.2059202,806.6457451
1986_10,1986,10,1986,1,278.6531444,746.344582
1986_11,1986,11,1986,2,388.2522109,1006.349731
1986_12,1986,12,1986,3,589.5672767,1579.096994
1987_1,1987,1,1986,4,751.2467165,2012.139205
1987_2,1987,2,1986,5,900.337545,2178.096589
1987_3,1987,3,1986,6,1241.137089,3324.26158
1987_4,1987,4,1986,7,1957.992288,5075.11601
1987_5,1987,5,1986,8,1680.047529,4499.839301
1987_6,1987,6,1986,9,1089.86538,2824.931066
1987_7,1987,7,1986,10,558.9357046,1497.053391
1987_8,1987,8,1986,11,408.3430147,1093.705931
1987_9,1987,9,1986,12,312.1275404,809.0345847
1987_10,1987,10,1987,1,254.9637377,682.894875
1987_11,1987,11,1987,2,238.5681393,618.3686171
1987_12,1987,12,1987,3,351.9467447,942.6541611
1988_1,1988,1,1987,4,461.3935213,1235.796408
1988_2,1988,2,1987,5,713.4912696,1787.723725
1988_3,1988,3,1987,6,1113.490316,2982.372463
1988_4,1988,4,1987,7,1673.917411,4338.79393
1988_5,1988,5,1987,8,2131.173535,5708.135195
1988_6,1988,6,1987,9,1427.659255,3700.492789
1988_7,1988,7,1987,10,687.3604099,1841.026122
1988_8,1988,8,1987,11,419.5751781,1123.790157
1988_9,1988,9,1987,12,317.5504047,823.090649
1988_10,1988,10,1988,1,251.171267,672.7371216
1988_11,1988,11,1988,2,264.3807697,685.2749551
1988_12,1988,12,1988,3,395.1440159,1058.353732
1989_1,1989,1,1988,4,579.4234651,1551.927809
1989_2,1989,2,1988,5,938.5343031,2270.502186
1989_3,1989,3,1988,6,2571.866849,6888.488168
1989_4,1989,4,1988,7,3107.02226,8053.401699
1989_5,1989,5,1988,8,3471.032106,9296.812394
1989_6,1989,6,1988,9,2341.18736,6068.357637
1989_7,1989,7,1988,10,1175.553625,3148.602828
1989_8,1989,8,1988,11,563.79975,1510.081251
1989_9,1989,9,1988,12,380.4116976,986.0271203
1989_10,1989,10,1989,1,292.9480742,784.632122
1989_11,1989,11,1989,2,264.6609654,686.0012223
1989_12,1989,12,1989,3,265.5010613,711.1180426
1990_1,1990,1,1989,4,466.7115755,1250.040284
1990_2,1990,2,1989,5,739.8316373,1789.800697
1990_3,1990,3,1989,6,856.915796,2295.163268
1990_4,1990,4,1989,7,990.8089093,2568.176693
1990_5,1990,5,1989,8,1014.198504,2716.429273
1990_6,1990,6,1989,9,996.8654148,2583.875155
1990_7,1990,7,1989,10,536.0641872,1435.794319
1990_8,1990,8,1989,11,365.0242606,977.6809795
1990_9,1990,9,1989,12,266.3477773,690.3734387
1990_10,1990,10,1990,1,226.0096239,605.3441766
1990_11,1990,11,1990,2,210.8770973,546.5934361
1990_12,1990,12,1990,3,284.5587928,762.1622706
1991_1,1991,1,1990,4,479.7471933,1284.954883
1991_2,1991,2,1990,5,793.2030185,1918.916742
1991_3,1991,3,1990,6,1802.280586,4827.228321
1991_4,1991,4,1990,7,2029.28127,5259.897052
1991_5,1991,5,1990,8,1713.858934,4590.399769
1991_6,1991,6,1990,9,1053.658169,2731.081973
1991_7,1991,7,1990,10,470.3201782,1259.705565
1991_8,1991,8,1990,11,333.3468776,892.8362769
1991_9,1991,9,1990,12,255.208337,661.5000096
1991_10,1991,10,1991,1,199.6043863,534.6203881
1991_11,1991,11,1991,2,243.9792409,632.3941924
1991_12,1991,12,1991,3,404.5050516,1083.42633
1992_1,1992,1,1991,4,564.3879981,1511.656814
1992_2,1992,2,1991,5,699.6828672,1753.125392
1992_3,1992,3,1991,6,865.2896376,2317.591765
1992_4,1992,4,1991,7,940.2721409,2437.185389
1992_5,1992,5,1991,8,896.4327497,2401.005477
1992_6,1992,6,1991,9,618.5812635,1603.362635
1992_7,1992,7,1991,10,389.6652356,1043.679367
1992_8,1992,8,1991,11,293.5884486,786.3473008
1992_9,1992,9,1991,12,223.6568809,579.7186354
1992_10,1992,10,1992,1,165.6345553,443.6355928
1992_11,1992,11,1992,2,189.52504,491.2489037
1992_12,1992,12,1992,3,258.0839727,691.2521124
1993_1,1993,1,1992,4,402.586503,1078.28769
1993_2,1993,2,1992,5,634.910151,1535.974637
1993_3,1993,3,1992,6,1050.200735,2812.857649
1993_4,1993,4,1992,7,2151.237004,5576.006315
1993_5,1993,5,1992,8,2953.558659,7910.811511
1993_6,1993,6,1992,9,1627.780372,4219.206723
1993_7,1993,7,1992,10,694.3974943,1859.874249
1993_8,1993,8,1992,11,369.5728036,989.8637972
1993_9,1993,9,1992,12,255.2675801,661.6535677
1993_10,1993,10,1993,1,196.2609882,525.6654309
1993_11,1993,11,1993,2,188.0258642,487.36304
1993_12,1993,12,1993,3,307.9434717,824.7957947
1994_1,1994,1,1993,4,466.732369,1250.095977
1994_2,1994,2,1993,5,791.2359062,1914.157904
1994_3,1994,3,1993,6,1298.105772,3476.846501
1994_4,1994,4,1993,7,1754.818,4548.488256
1994_5,1994,5,1993,8,1112.458341,2979.608421
1994_6,1994,6,1993,9,475.8756478,1233.469679
1994_7,1994,7,1993,10,319.2926336,855.1933898
1994_8,1994,8,1993,11,259.1885084,694.2105009
1994_9,1994,9,1993,12,197.5638021,512.085375
1994_10,1994,10,1994,1,148.7478864,398.4063388
1994_11,1994,11,1994,2,148.4319202,384.7355371
1994_12,1994,12,1994,3,205.6789923,550.890613
1995_1,1995,1,1994,4,319.1602533,854.8388225
1995_2,1995,2,1994,5,442.8518782,1071.347264
1995_3,1995,3,1994,6,665.1254095,1781.471897
1995_4,1995,4,1994,7,1195.632818,3099.080263
1995_5,1995,5,1994,8,1072.637576,2872.952483
1995_6,1995,6,1994,9,447.1639698,1159.04901
1995_7,1995,7,1994,10,281.4743365,753.9008628
1995_8,1995,8,1994,11,220.0490463,589.3793655
1995_9,1995,9,1994,12,160.9675666,417.2279326
1995_10,1995,10,1995,1,115.5460264,309.4784772
1995_11,1995,11,1995,2,120.1721677,311.4862588
1995_12,1995,12,1995,3,213.6797624,572.3198755
1996_1,1996,1,1995,4,340.3146579,911.4987798
1996_2,1996,2,1995,5,467.6762367,1171.809579
1996_3,1996,3,1995,6,602.3802236,1613.415191
1996_4,1996,4,1995,7,783.7499385,2031.479841
1996_5,1996,5,1995,8,870.8857868,2332.580491
1996_6,1996,6,1995,9,478.3167726,1239.797075
1996_7,1996,7,1995,10,295.9243885,792.6038823
1996_8,1996,8,1995,11,227.9118884,610.4392018
1996_9,1996,9,1995,12,166.4611077,431.4671911
1996_10,1996,10,1996,1,118.0933773,316.3013016
1996_11,1996,11,1996,2,118.4662633,307.0645546
1996_12,1996,12,1996,3,198.856449,532.6171129
1997_1,1997,1,1996,4,367.5107271,984.3407314
1997_2,1997,2,1996,5,666.6540898,1612.769574
1997_3,1997,3,1996,6,870.1377901,2330.577057
1997_4,1997,4,1996,7,1233.743797,3197.863921
1997_5,1997,5,1996,8,1454.721823,3896.326931
1997_6,1997,6,1996,9,1084.612229,2811.314898
1997_7,1997,7,1996,10,463.9802988,1242.724832
1997_8,1997,8,1996,11,289.6305147,775.7463707
1997_9,1997,9,1996,12,208.9993499,541.7263151
1997_10,1997,10,1997,1,167.3555931,448.2452205
1997_11,1997,11,1997,2,159.4626061,413.327075
1997_12,1997,12,1997,3,238.5484729,638.9282298
1998_1,1998,1,1997,4,519.6083643,1391.719043
1998_2,1998,2,1997,5,854.3154876,2066.760028
1998_3,1998,3,1997,6,2114.684101,5663.969897
1998_4,1998,4,1997,7,3183.920956,8252.723117
1998_5,1998,5,1997,8,2839.597817,7605.578794
1998_6,1998,6,1997,9,1700.962013,4408.893538
1998_7,1998,7,1997,10,730.9783256,1957.852347
1998_8,1998,8,1997,11,439.9717404,1178.420309
1998_9,1998,9,1997,12,304.1706665,788.4103676
1998_10,1998,10,1998,1,212.7981808,569.9586475
1998_11,1998,11,1998,2,181.2415738,469.7781593
1998_12,1998,12,1998,3,293.89911,787.1793763
1999_1,1999,1,1998,4,538.6029052,1442.594021
1999_2,1999,2,1998,5,851.1628408,2059.133144
1999_3,1999,3,1998,6,1855.599585,4970.037928
1999_4,1999,4,1998,7,2639.803561,6842.370831
1999_5,1999,5,1998,8,3028.852495,8112.478522
1999_6,1999,6,1998,9,1836.412998,4759.98249
1999_7,1999,7,1998,10,743.8141689,1992.23187
1999_8,1999,8,1998,11,422.8164308,1132.471528
1999_9,1999,9,1998,12,282.9100924,733.3029595
1999_10,1999,10,1999,1,203.3333043,544.6079221
1999_11,1999,11,1999,2,197.0168346,510.6676352
1999_12,1999,12,1999,3,275.295103,737.3504039
2000_1,2000,1,1999,4,460.3055669,1232.88243
2000_2,2000,2,1999,5,639.0483945,1601.199657
2000_3,2000,3,1999,6,971.9818023,2603.356059
2000_4,2000,4,1999,7,2651.542802,6872.798943
2000_5,2000,5,1999,8,2438.129032,6530.2848
2000_6,2000,6,1999,9,1521.066667,3942.6048
2000_7,2000,7,1999,10,643.89721,1724.614287
2000_8,2000,8,1999,11,370.6671875,992.794995
2000_9,2000,9,1999,12,261.8328278,678.6706896
2000_10,2000,10,2000,1,172.1354745,461.047655
2000_11,2000,11,2000,2,145.0634229,376.0043922
2000_12,2000,12,2000,3,276.2658391,739.9504234
2001_1,2001,1,2000,4,566.9498644,1518.518517
2001_2,2001,2,2000,5,916.9609181,2218.311853
2001_3,2001,3,2000,6,2309.172369,6184.887274
2001_4,2001,4,2000,7,3055.890135,7920.86723
2001_5,2001,5,2000,8,3291.252543,8815.290811
2001_6,2001,6,2000,9,2114.405512,5480.539088
2001_7,2001,7,2000,10,1012.679522,2712.360833
2001_8,2001,8,2000,11,509.0635704,1363.475867
2001_9,2001,9,2000,12,352.0254485,912.4499624
2001_10,2001,10,2001,1,239.9491869,642.6799021
2001_11,2001,11,2001,2,244.9342929,634.8696872
2001_12,2001,12,2001,3,423.1741905,1133.429752
2002_1,2002,1,2001,4,559.8294446,1499.447185
2002_2,2002,2,2001,5,713.3531191,1725.743866
2002_3,2002,3,2001,6,1062.330007,2845.34469
2002_4,2002,4,2001,7,1705.200252,4419.879053
2002_5,2002,5,2001,8,1937.639446,5189.773491
2002_6,2002,6,2001,9,1640.899866,4253.212454
2002_7,2002,7,2001,10,817.331213,2189.139921
2002_8,2002,8,2001,11,433.3800089,1160.765016
2002_9,2002,9,2001,12,297.3997645,770.8601896
2002_10,2002,10,2002,1,226.9883475,607.9655899
2002_11,2002,11,2002,2,202.4061728,524.6368
2002_12,2002,12,2002,3,281.8679773,754.9551905
2003_1,2003,1,2002,4,499.18733,1337.023345
2003_2,2003,2,2002,5,828.1061548,2003.35441
2003_3,2003,3,2002,6,1294.928737,3468.337128
2003_4,2003,4,2002,7,2213.018611,5736.144239
2003_5,2003,5,2002,8,3427.303772,9179.690424
2003_6,2003,6,2002,9,2221.912115,5759.196203
2003_7,2003,7,2002,10,1100.301979,2947.04882
2003_8,2003,8,2002,11,523.030197,1400.88408
2003_9,2003,9,2002,12,338.8511432,878.3021632
2003_10,2003,10,2003,1,231.0420258,618.8229618
2003_11,2003,11,2003,2,208.4255774,540.2390967
2003_12,2003,12,2003,3,296.9972178,795.4773483
2004_1,2004,1,2003,4,555.8062797,1488.67154
2004_2,2004,2,2003,5,904.9588446,2267.464881
2004_3,2004,3,2003,6,2086.155854,5587.55984
2004_4,2004,4,2003,7,4050.456326,10498.7828
2004_5,2004,5,2003,8,3533.815113,9464.970399
2004_6,2004,6,2003,9,2237.795241,5800.365265
2004_7,2004,7,2003,10,1087.394231,2912.476709
2004_8,2004,8,2003,11,524.6506587,1405.224324
2004_9,2004,9,2003,12,344.9368673,894.07636
2004_10,2004,10,2004,1,242.4059866,649.2601945
2004_11,2004,11,2004,2,216.1752223,560.3261762
2004_12,2004,12,2004,3,333.8646053,894.2229588
2005_1,2005,1,2004,4,500.3942893,1340.256064
2005_2,2005,2,2004,5,772.9155839,1869.837381
2005_3,2005,3,2004,6,1139.533295,3052.125977
2005_4,2005,4,2004,7,1378.253251,3572.432426
2005_5,2005,5,2004,8,1383.757718,3706.256672
2005_6,2005,6,2004,9,1134.906773,2941.678356
2005_7,2005,7,2004,10,561.6385593,1504.292717
2005_8,2005,8,2004,11,372.8872824,998.7412972
2005_9,2005,9,2004,12,276.3370194,716.2655544
2005_10,2005,10,2005,1,178.1993357,477.2891006
2005_11,2005,11,2005,2,164.8787674,427.3657652
2005_12,2005,12,2005,3,307.5580693,823.7635328
2006_1,2006,1,2005,4,561.709561,1504.482888
2006_2,2006,2,2005,5,917.1263895,2218.712162
2006_3,2006,3,2005,6,1321.982201,3540.797126
2006_4,2006,4,2005,7,2368.951459,6140.322181
2006_5,2006,5,2005,8,2484.154478,6653.559353
2006_6,2006,6,2005,9,1905.382893,4938.752459
2006_7,2006,7,2005,10,910.4594341,2438.574548
2006_8,2006,8,2005,11,451.4722419,1209.223253
2006_9,2006,9,2005,12,296.4591614,768.4221465
2006_10,2006,10,2006,1,228.3314237,611.5628852
2006_11,2006,11,2006,2,247.6239764,641.8413469
2006_12,2006,12,2006,3,393.7307374,1054.568407
2007_1,2007,1,2006,4,698.8023564,1871.672231
2007_2,2007,2,2006,5,1986.487525,4805.71062
2007_3,2007,3,2006,6,4285.764533,11478.99173
2007_4,2007,4,2006,7,3364.35726,8720.414017
2007_5,2007,5,2006,8,2767.997387,7413.804203
2007_6,2007,6,2006,9,1837.540361,4762.904615
2007_7,2007,7,2006,10,951.3827014,2548.183428
2007_8,2007,8,2006,11,551.4213737,1476.927007
2007_9,2007,9,2006,12,386.24676,1001.151602
2007_10,2007,10,2007,1,290.9268631,779.2185101
2007_11,2007,11,2007,2,273.9550816,710.0915715
2007_12,2007,12,2007,3,416.4170677,1115.331474
2008_1,2008,1,2007,4,944.9575739,2530.974366
2008_2,2008,2,2007,5,1944.696351,4872.631177
2008_3,2008,3,2007,6,2997.778643,8029.250318
2008_4,2008,4,2007,7,2918.841318,7565.636696
2008_5,2008,5,2007,8,2646.740622,7089.030081
2008_6,2008,6,2007,9,1761.615115,4566.106377
2008_7,2008,7,2007,10,854.5458128,2288.815505
2008_8,2008,8,2007,11,464.2867854,1243.545726
2008_9,2008,9,2007,12,332.2804564,861.2709429
2008_10,2008,10,2008,1,225.8305897,604.8646515
2008_11,2008,11,2008,2,227.0434079,588.4965133
2008_12,2008,12,2008,3,462.8859617,1239.79376
2009_1,2009,1,2008,4,811.4417776,2173.365657
2009_2,2009,2,2008,5,1327.844002,3212.320209
2009_3,2009,3,2008,6,3358.145896,8994.457968
2009_4,2009,4,2008,7,5069.676038,13140.60029
2009_5,2009,5,2008,8,3105.396458,8317.493872
2009_6,2009,6,2008,9,1871.196736,4850.141941
2009_7,2009,7,2008,10,940.4401574,2518.874918
2009_8,2009,8,2008,11,511.7105459,1370.565526
2009_9,2009,9,2008,12,342.0985385,886.7194119
2009_10,2009,10,2009,1,250.6640971,671.3787177
2009_11,2009,11,2009,2,257.6427681,667.810055
2009_12,2009,12,2009,3,443.147635,1186.926625
2010_1,2010,1,2009,4,726.9295036,1947.007982
2010_2,2010,2,2009,5,1229.132763,2973.517981
2010_3,2010,3,2009,6,3402.116223,9112.228092
2010_4,2010,4,2009,7,4490.93699,11640.50868
2010_5,2010,5,2009,8,4420.558319,11840.0234
2010_6,2010,6,2009,9,2607.024381,6757.407197
2010_7,2010,7,2009,10,1416.396674,3793.676852
2010_8,2010,8,2009,11,728.2211887,1950.467632
2010_9,2010,9,2009,12,453.7729109,1176.179385
2010_10,2010,10,2010,1,300.3902924,804.5653593
2010_11,2010,11,2010,2,250.8283458,650.1470722
2010_12,2010,12,2010,3,392.6854187,1051.768626
2011_1,2011,1,2010,4,902.1054265,2416.199174
