exceedance,energyMWh,specificYield,normalisedSpecificYield
0,80441.6684221,3217.666736884,1.0436405048444704
0.09999999999999998,78964.25369148,3158.5701476592,1.024472704305598
0.19999999999999996,78318.82871664,3132.7531486656003,1.016099038520265
0.30000000000000004,78148.13319724,3125.9253278896003,1.0138844554374462
0.4,77362.35788660002,3094.4943154639996,1.0036899013216918
0.5,77077.9478649,3083.117914596,1
0.6,76832.34437716,3073.2937750864007,0.9968135699698379
0.7,76317.85026519,3052.714010607601,0.9901385854091204
0.8,75523.46633198,3020.9386532791996,0.9798323440623425
0.9,75224.60648240999,3008.9842592963996,0.9759549724165141
1,73760.4878211,2950.4195128440006,0.9569596734773643
