years,months,medianAnnualEnergyMWh,meanAnnualEnergyMWh,p95AnnualEnergyMWh,p90AnnualEnergyMWh,p75AnnualEnergyMWh,p25AnnualEnergyMWh,p10AnnualEnergyMWh,p05AnnualEnergyMWh,medianAnualSpecificYield
28,336,77077.9478649,77115.92386198929,79820.697482855,78964.25369148,78220.45798792501,76125.693689,75224.60648240999,74693.408280565,3083.117914596
