date,year,month,meanDailyCapFactor,specificYield,energyMWh,meanDailyEnergyMWh,p90DailyEnergyMWh,p10DailyEnergyMWh,stdevDailyEnergyMWh,coefVarDailyEnergy
757375200000,1994,1,0.3240696693548386,241.10783399999997,6027.69585,194.44180161290322,234.3221,146.40169,36.569343326424125,0.18807346477496006
760053600000,1994,2,0.33502236285714293,225.13502784000002,5628.375696,201.0134177142857,265.478645,133.7586,54.30998882150521,0.27018091348857
762472800000,1994,3,0.3963388329569893,294.87609172,7371.902293000004,237.80329977419368,266.0168,192.2033,29.004207461480107,0.12196722034143798
765151200000,1994,4,0.3818989532777778,274.96724636,6874.181159000001,229.1393719666667,247.94055949999998,192.0196851,25.555535929526794,0.11152834936304357
767743200000,1994,5,0.3591416032258064,267.20135280000005,6680.033820000001,215.48496193548388,239.91601999999997,181.31160000000003,24.44352431291968,0.11343494271418375
770421600000,1994,6,0.3536579833333333,254.633748,6365.843699999999,212.19478999999998,220.85057,202.67352999999997,10.739594317848576,0.05061196044374406
773013600000,1994,7,0.3638927335322581,270.736193748,6768.404843699998,218.3356401193548,227.82999999999998,209.0205,9.661107423887964,0.044248879471105354
775692000000,1994,8,0.3986459851290323,296.59261293599997,7414.8153234,239.18759107741937,251.59539999999998,231.58618790000003,8.824730213076384,0.036894598809768635
778370400000,1994,9,0.4161154352777777,299.60311340000004,7490.077835,249.66926116666667,256.72489729999995,238.63970000000003,12.800229300534307,0.05126874345973057
780962400000,1994,10,0.36778310725806457,273.6306318,6840.765794999999,220.6698643548387,261.62898,171.8298,52.10692995240382,0.23613070187334465
783640800000,1994,11,0.34571830700000006,248.91718104000003,6222.929526000001,207.43098420000004,254.623657,140.99599899999998,48.41494160220197,0.23340265095363685
786232800000,1994,12,0.36326035381720423,270.26570324,6756.642581000002,217.95621229032264,281.4895,149.26205000000002,50.45765609538407,0.231503638116877
788911200000,1995,1,0.3850316294086021,286.4635322800001,7161.588307,231.0189776451613,277.32050000000004,164.14740999999998,50.657597877536716,0.21927894579875326
791589600000,1995,2,0.3079504502380952,206.94270256,5173.567563999999,184.7702701428571,265.62178,129.247205,54.40209290982922,0.2944309864772491
794008800000,1995,3,0.37156244209677425,276.44245692,6911.061423,222.93746525806452,262.6974,156.56944000000001,44.067186962552945,0.19766613436437133
