date,year,month,day,capFactor,energyMWh,specificYield,weatherImpact
757375200000,1994,1,1,0.3905368333333334,234.3221,9.372884,-0.17695545090017048
757461600000,1994,1,2,0.4372230000000001,262.3338,10.493352000000002,-0.07856576850990638
757548000000,1994,1,3,0.35148150000000006,210.88889999999998,8.435556000000002,-0.25926338313518427
757634400000,1994,1,4,0.26037523333333334,156.22514,6.2490056,-0.45126708104204544
757720800000,1994,1,5,0.33858499999999997,203.151,8.12604,-0.28644236632319603
757807200000,1994,1,6,0.3393811666666667,203.6287,8.145148,-0.2847644691845778
757893600000,1994,1,7,0.34021083333333335,204.12650000000002,8.16506,-0.28301597181048505
757980000000,1994,1,8,0.2875081666666667,172.50489999999996,6.900196,-0.39408524574501863
758066400000,1994,1,9,0.35947033333333334,215.68220000000002,8.627288,-0.24242715882172775
758152800000,1994,1,10,0.37659399999999993,225.9564,9.038255999999999,-0.2063395499006681
758239200000,1994,1,11,0.32437940000000004,194.62763999999996,7.785105600000001,-0.3163802381159782
758325600000,1994,1,12,0.3060445,183.62669999999997,7.3450679999999995,-0.35502048460563623
758412000000,1994,1,13,0.31729623333333334,190.37774000000002,7.6151096,-0.331307797356952
758498400000,1994,1,14,0.4076635,244.5981,9.783924,-0.1408615195699638
758584800000,1994,1,15,0.24245800000000003,145.4748,5.818992000000001,-0.4890271076804626
758671200000,1994,1,16,0.3274841666666667,196.49049999999997,7.8596200000000005,-0.30983703639178706
758757600000,1994,1,17,0.18839121666666667,113.03473,4.5213892,-0.6029712161786236
758844000000,1994,1,18,0.1921778333333333,115.30669999999998,4.612267999999999,-0.5949910362288094
758930400000,1994,1,19,0.24400281666666665,146.40169,5.856067599999999,-0.48577145333921556
759016800000,1994,1,20,0.3700818166666667,222.04908999999998,8.8819636,-0.22006377905849495
759103200000,1994,1,21,0.30287606666666667,181.72564000000003,7.2690256,-0.3616978619017245
759189600000,1994,1,22,0.3300448333333333,198.0269,7.921075999999999,-0.30444050893988667
759276000000,1994,1,23,0.3702636666666666,222.1582,8.886327999999999,-0.21968053569070228
759362400000,1994,1,24,0.35329750000000004,211.9785,8.479140000000001,-0.2554362181315454
759448800000,1994,1,25,0.37267116666666666,223.6027,8.944108,-0.21460680235025026
759535200000,1994,1,26,0.32500576666666664,195.00346000000002,7.8001384,-0.31506018933507934
759621600000,1994,1,27,0.25254208333333333,151.52524999999997,6.06101,-0.467775207445269
759708000000,1994,1,28,0.28049566666666664,168.29739999999998,6.731895999999999,-0.4088638771260858
759794400000,1994,1,29,0.30445383333333337,182.67229999999998,7.306892000000001,-0.3583727664333463
759880800000,1994,1,30,0.32070195000000007,192.42117,7.696846800000001,-0.3241303526218327
759967200000,1994,1,31,0.4324616666666666,259.477,10.379079999999998,-0.0886001343160701
760053600000,1994,2,1,0.3866724499999999,232.00347,9.280138799999998,-0.16840491336306743
760140000000,1994,2,2,0.36278150000000003,217.6689,8.706756,-0.2197858602991331
760226400000,1994,2,3,0.3179621166666667,190.77727,7.631090800000001,-0.31617643316279914
760312800000,1994,2,4,0.24446336666666668,146.67802,5.8671208,-0.4742461362770403
760399200000,1994,2,5,0.30721058333333334,184.32635,7.373054,-0.33929916221632545
760485600000,1994,2,6,0.21109446666666667,126.65667999999998,5.0662672,-0.546010786917341
760572000000,1994,2,7,0.3694011666666666,221.64070000000004,8.865628,-0.20554930872900132
760658400000,1994,2,8,0.24540899999999996,147.24540000000002,5.889815999999999,-0.4722124148837524
760744800000,1994,2,9,0.17431680000000002,104.59008000000003,4.1836032,-0.6251064837997306
760831200000,1994,2,10,0.26952145,161.71286999999998,6.4685147999999995,-0.4203551001286444
760917600000,1994,2,11,0.3047275333333333,182.83652000000004,7.3134608,-0.34463932074035236
