date,hour,price,volume,dt,datetime,dayOfWeek,month,value,category
2023-04-01,0,29.99,193,1680300000000,2023-04-01T00:00:00.000+02:00,6,4,5.788069999999999,off
2023-04-01,1,29.98,191,1680303600000,2023-04-01T01:00:00.000+02:00,6,4,5.72618,off
2023-04-01,2,29.97,187,1680307200000,2023-04-01T02:00:00.000+02:00,6,4,5.6043899999999995,off
2023-04-01,3,29.97,183,1680310800000,2023-04-01T03:00:00.000+02:00,6,4,5.48451,off
2023-04-01,4,29.96,181,1680314400000,2023-04-01T04:00:00.000+02:00,6,4,5.42276,off
2023-04-01,5,29.94,111,1680318000000,2023-04-01T05:00:00.000+02:00,6,4,3.32334,off
2023-04-01,6,29.93,123,1680321600000,2023-04-01T06:00:00.000+02:00,6,4,3.68139,off
2023-04-01,7,39.92,146,1680325200000,2023-04-01T07:00:00.000+02:00,6,4,5.828320000000001,standard
2023-04-01,8,39.9,113,1680328800000,2023-04-01T08:00:00.000+02:00,6,4,4.5087,standard
2023-04-01,9,37.5,110,1680332400000,2023-04-01T09:00:00.000+02:00,6,4,4.125,standard
2023-04-01,10,35.08,107,1680336000000,2023-04-01T10:00:00.000+02:00,6,4,3.75356,standard
2023-04-01,11,35.08,106,1680339600000,2023-04-01T11:00:00.000+02:00,6,4,3.71848,standard
2023-04-01,12,29.71,66,1680343200000,2023-04-01T12:00:00.000+02:00,6,4,1.96086,off
2023-04-01,13,29.92,67,1680346800000,2023-04-01T13:00:00.000+02:00,6,4,2.00464,off
2023-04-01,14,29.92,68,1680350400000,2023-04-01T14:00:00.000+02:00,6,4,2.0345600000000004,off
2023-04-01,15,29.93,71,1680354000000,2023-04-01T15:00:00.000+02:00,6,4,2.12503,off
2023-04-01,16,29.9,74,1680357600000,2023-04-01T16:00:00.000+02:00,6,4,2.2126,off
2023-04-01,17,29.93,88,1680361200000,2023-04-01T17:00:00.000+02:00,6,4,2.63384,off
2023-04-01,18,39.94,111,1680364800000,2023-04-01T18:00:00.000+02:00,6,4,4.43334,standard
2023-04-01,19,39.94,95,1680368400000,2023-04-01T19:00:00.000+02:00,6,4,3.7943,standard
2023-04-01,20,29.95,65,1680372000000,2023-04-01T20:00:00.000+02:00,6,4,1.94675,off
2023-04-01,21,29.94,65,1680375600000,2023-04-01T21:00:00.000+02:00,6,4,1.9461000000000002,off
2023-04-01,22,30.02,146,1680379200000,2023-04-01T22:00:00.000+02:00,6,4,4.38292,off
2023-04-01,23,30.03,181,1680382800000,2023-04-01T23:00:00.000+02:00,6,4,5.43543,off
2023-04-02,0,29.93,198,1680386400000,2023-04-02T00:00:00.000+02:00,7,4,5.92614,off
2023-04-02,1,29.92,196,1680390000000,2023-04-02T01:00:00.000+02:00,7,4,5.86432,off
2023-04-02,2,29.92,194,1680393600000,2023-04-02T02:00:00.000+02:00,7,4,5.804480000000001,off
2023-04-02,3,29.91,192,1680397200000,2023-04-02T03:00:00.000+02:00,7,4,5.74272,off
2023-04-02,4,29.92,196,1680400800000,2023-04-02T04:00:00.000+02:00,7,4,5.86432,off
2023-04-02,5,29.9,128,1680404400000,2023-04-02T05:00:00.000+02:00,7,4,3.8272,off
2023-04-02,6,29.91,136,1680408000000,2023-04-02T06:00:00.000+02:00,7,4,4.06776,off
2023-04-02,7,29.92,117,1680411600000,2023-04-02T07:00:00.000+02:00,7,4,3.50064,off
2023-04-02,8,29.92,111,1680415200000,2023-04-02T08:00:00.000+02:00,7,4,3.3211200000000005,off
2023-04-02,9,29.91,83,1680418800000,2023-04-02T09:00:00.000+02:00,7,4,2.48253,off
2023-04-02,10,29.91,68,1680422400000,2023-04-02T10:00:00.000+02:00,7,4,2.03388,off
2023-04-02,11,29.9,66,1680426000000,2023-04-02T11:00:00.000+02:00,7,4,1.9733999999999998,off
2023-04-02,12,29.9,66,1680429600000,2023-04-02T12:00:00.000+02:00,7,4,1.9733999999999998,off
2023-04-02,13,29.9,66,1680433200000,2023-04-02T13:00:00.000+02:00,7,4,1.9733999999999998,off
2023-04-02,14,28.1,68,1680436800000,2023-04-02T14:00:00.000+02:00,7,4,1.9108000000000003,off
2023-04-02,15,29.9,71,1680440400000,2023-04-02T15:00:00.000+02:00,7,4,2.1229,off
2023-04-02,16,29.91,99,1680444000000,2023-04-02T16:00:00.000+02:00,7,4,2.96109,off
2023-04-02,17,29.91,76,1680447600000,2023-04-02T17:00:00.000+02:00,7,4,2.27316,off
2023-04-02,18,29.92,35,1680451200000,2023-04-02T18:00:00.000+02:00,7,4,1.0472000000000001,off
2023-04-02,19,29.97,80,1680454800000,2023-04-02T19:00:00.000+02:00,7,4,2.3975999999999997,off
2023-04-02,20,29.96,75,1680458400000,2023-04-02T20:00:00.000+02:00,7,4,2.247,off
2023-04-02,21,29.91,65,1680462000000,2023-04-02T21:00:00.000+02:00,7,4,1.94415,off
2023-04-02,22,29.93,128,1680465600000,2023-04-02T22:00:00.000+02:00,7,4,3.83104,off
2023-04-02,23,29.94,181,1680469200000,2023-04-02T23:00:00.000+02:00,7,4,5.4191400000000005,off
2023-04-03,0,73.63,139,1680472800000,2023-04-03T00:00:00.000+02:00,1,4,10.23457,off
2023-04-03,1,72.25,170,1680476400000,2023-04-03T01:00:00.000+02:00,1,4,12.2825,off
2023-04-03,2,37,191,1680480000000,2023-04-03T02:00:00.000+02:00,1,4,7.067,off
2023-04-03,3,34,191,1680483600000,2023-04-03T03:00:00.000+02:00,1,4,6.494,off
2023-04-03,4,73.67,141,1680487200000,2023-04-03T04:00:00.000+02:00,1,4,10.387469999999999,off
2023-04-03,5,88.25,45,1680490800000,2023-04-03T05:00:00.000+02:00,1,4,3.97125,off
2023-04-03,6,55.01,147,1680494400000,2023-04-03T06:00:00.000+02:00,1,4,8.086469999999998,morning
2023-04-03,7,59.92,98,1680498000000,2023-04-03T07:00:00.000+02:00,1,4,5.87216,morning
2023-04-03,8,59.95,97,1680501600000,2023-04-03T08:00:00.000+02:00,1,4,5.815150000000001,morning
2023-04-03,9,59.94,94,1680505200000,2023-04-03T09:00:00.000+02:00,1,4,5.63436,standard
2023-04-03,10,51.97,91,1680508800000,2023-04-03T10:00:00.000+02:00,1,4,4.72927,standard
2023-04-03,11,51.98,90,1680512400000,2023-04-03T11:00:00.000+02:00,1,4,4.6781999999999995,standard
2023-04-03,12,52,90,1680516000000,2023-04-03T12:00:00.000+02:00,1,4,4.68,standard
2023-04-03,13,51.99,91,1680519600000,2023-04-03T13:00:00.000+02:00,1,4,4.73109,standard
2023-04-03,14,53,93,1680523200000,2023-04-03T14:00:00.000+02:00,1,4,4.929,standard
