date,hour,price,volume,dt,datetime,dayOfWeek,month,value,category
2021-12-01,0,49.95,228,1638309600000,2021-12-01T00:00:00.000+02:00,3,12,11.3886,off
2021-12-01,1,49.92,256,1638313200000,2021-12-01T01:00:00.000+02:00,3,12,12.77952,off
2021-12-01,2,49.93,237,1638316800000,2021-12-01T02:00:00.000+02:00,3,12,11.83341,off
2021-12-01,3,49.94,238,1638320400000,2021-12-01T03:00:00.000+02:00,3,12,11.88572,off
2021-12-01,4,49.96,217,1638324000000,2021-12-01T04:00:00.000+02:00,3,12,10.84132,off
2021-12-01,5,49.97,201,1638327600000,2021-12-01T05:00:00.000+02:00,3,12,10.04397,off
2021-12-01,6,182.02,115.4,1638331200000,2021-12-01T06:00:00.000+02:00,3,12,21.005108000000003,morning
2021-12-01,7,182.01,85.9,1638334800000,2021-12-01T07:00:00.000+02:00,3,12,15.634659,morning
2021-12-01,8,182.04,88.3,1638338400000,2021-12-01T08:00:00.000+02:00,3,12,16.074132,morning
2021-12-01,9,182.06,68.6,1638342000000,2021-12-01T09:00:00.000+02:00,3,12,12.489315999999999,standard
2021-12-01,10,120.5,70,1638345600000,2021-12-01T10:00:00.000+02:00,3,12,8.435,standard
2021-12-01,11,119.6,72,1638349200000,2021-12-01T11:00:00.000+02:00,3,12,8.611199999999998,standard
2021-12-01,12,81.09,94.2,1638352800000,2021-12-01T12:00:00.000+02:00,3,12,7.6386780000000005,standard
2021-12-01,13,81.09,92.4,1638356400000,2021-12-01T13:00:00.000+02:00,3,12,7.492716000000001,standard
2021-12-01,14,81.08,92.4,1638360000000,2021-12-01T14:00:00.000+02:00,3,12,7.491792,standard
2021-12-01,15,81.09,92.4,1638363600000,2021-12-01T15:00:00.000+02:00,3,12,7.492716000000001,standard
2021-12-01,16,81.09,103,1638367200000,2021-12-01T16:00:00.000+02:00,3,12,8.35227,standard
2021-12-01,17,182.1,138,1638370800000,2021-12-01T17:00:00.000+02:00,3,12,25.1298,standard
2021-12-01,18,262.06,38,1638374400000,2021-12-01T18:00:00.000+02:00,3,12,9.95828,evening
2021-12-01,19,319.34,5,1638378000000,2021-12-01T19:00:00.000+02:00,3,12,1.5966999999999998,evening
2021-12-01,20,319.34,5,1638381600000,2021-12-01T20:00:00.000+02:00,3,12,1.5966999999999998,standard
2021-12-01,21,315.13,39,1638385200000,2021-12-01T21:00:00.000+02:00,3,12,12.29007,standard
2021-12-01,22,50.19,181.9,1638388800000,2021-12-01T22:00:00.000+02:00,3,12,9.129560999999999,off
2021-12-01,23,49.98,184,1638392400000,2021-12-01T23:00:00.000+02:00,3,12,9.19632,off
2021-12-02,0,50.13,296.7,1638396000000,2021-12-02T00:00:00.000+02:00,4,12,14.873571,off
2021-12-02,1,49.97,281.6,1638399600000,2021-12-02T01:00:00.000+02:00,4,12,14.071552000000002,off
2021-12-02,2,49.17,282,1638403200000,2021-12-02T02:00:00.000+02:00,4,12,13.86594,off
2021-12-02,3,48.57,286,1638406800000,2021-12-02T03:00:00.000+02:00,4,12,13.891020000000001,off
2021-12-02,4,50.23,316.4,1638410400000,2021-12-02T04:00:00.000+02:00,4,12,15.892771999999997,off
2021-12-02,5,51.97,181,1638414000000,2021-12-02T05:00:00.000+02:00,4,12,9.40657,off
2021-12-02,6,182.04,110.8,1638417600000,2021-12-02T06:00:00.000+02:00,4,12,20.170032,morning
2021-12-02,7,182.04,76.9,1638421200000,2021-12-02T07:00:00.000+02:00,4,12,13.998876000000001,morning
2021-12-02,8,186.83,87,1638424800000,2021-12-02T08:00:00.000+02:00,4,12,16.25421,morning
2021-12-02,9,232.27,58,1638428400000,2021-12-02T09:00:00.000+02:00,4,12,13.47166,standard
2021-12-02,10,115,85,1638432000000,2021-12-02T10:00:00.000+02:00,4,12,9.775,standard
2021-12-02,11,117.5,80,1638435600000,2021-12-02T11:00:00.000+02:00,4,12,9.4,standard
2021-12-02,12,112.76,92,1638439200000,2021-12-02T12:00:00.000+02:00,4,12,10.37392,standard
2021-12-02,13,90.86,103,1638442800000,2021-12-02T13:00:00.000+02:00,4,12,9.35858,standard
2021-12-02,14,86.66,110,1638446400000,2021-12-02T14:00:00.000+02:00,4,12,9.5326,standard
2021-12-02,15,92.31,100,1638450000000,2021-12-02T15:00:00.000+02:00,4,12,9.231,standard
2021-12-02,16,84.99,139,1638453600000,2021-12-02T16:00:00.000+02:00,4,12,11.813609999999999,standard
2021-12-02,17,182.01,101.8,1638457200000,2021-12-02T17:00:00.000+02:00,4,12,18.528617999999998,standard
2021-12-02,18,262.08,55,1638460800000,2021-12-02T18:00:00.000+02:00,4,12,14.414399999999999,evening
2021-12-02,19,319.5,5,1638464400000,2021-12-02T19:00:00.000+02:00,4,12,1.5975,evening
2021-12-02,20,319.5,5,1638468000000,2021-12-02T20:00:00.000+02:00,4,12,1.5975,standard
2021-12-02,21,315.3,47,1638471600000,2021-12-02T21:00:00.000+02:00,4,12,14.8191,standard
2021-12-02,22,52,163,1638475200000,2021-12-02T22:00:00.000+02:00,4,12,8.476,off
