date,hour,zamg,price,volume,dt,datetime,dayOfWeek,month,value,category
2024-08-02,7,299.9,299.9,125,1722574800000,2024-08-02T07:00:00.000+02:00,5,8,37.4875,morning
2024-08-02,8,258,258,150,1722578400000,2024-08-02T08:00:00.000+02:00,5,8,38.7,morning
2024-08-02,9,292,292,150,1722582000000,2024-08-02T09:00:00.000+02:00,5,8,43.8,standard
2024-08-02,10,95.04,95.04,130,1722585600000,2024-08-02T10:00:00.000+02:00,5,8,12.3552,standard
2024-08-02,11,90.86,90.86,130,1722589200000,2024-08-02T11:00:00.000+02:00,5,8,11.8118,standard
2024-08-02,12,90.67,90.67,140,1722592800000,2024-08-02T12:00:00.000+02:00,5,8,12.693800000000001,standard
2024-08-02,13,91.33,91.33,125,1722596400000,2024-08-02T13:00:00.000+02:00,5,8,11.41625,standard
2024-08-02,14,95,95,130,1722600000000,2024-08-02T14:00:00.000+02:00,5,8,12.35,standard
2024-08-02,15,95.03,95.03,120,1722603600000,2024-08-02T15:00:00.000+02:00,5,8,11.4036,standard
2024-08-02,16,130.4,130.4,70,1722607200000,2024-08-02T16:00:00.000+02:00,5,8,9.128,standard
2024-08-02,17,312.03,312.03,110,1722610800000,2024-08-02T17:00:00.000+02:00,5,8,34.323299999999996,evening
2024-08-02,18,312.39,312.39,55,1722614400000,2024-08-02T18:00:00.000+02:00,5,8,17.18145,evening
2024-08-02,19,312.39,312.39,67.5,1722618000000,2024-08-02T19:00:00.000+02:00,5,8,21.086325000000002,evening
2024-08-02,20,283.98,283.98,80,1722621600000,2024-08-02T20:00:00.000+02:00,5,8,22.718400000000003,standard
2024-08-02,21,95.09,95.09,99.8,1722625200000,2024-08-02T21:00:00.000+02:00,5,8,9.489982,standard
2024-08-02,22,95.04,95.04,101,1722628800000,2024-08-02T22:00:00.000+02:00,5,8,9.59904,off
2024-08-02,23,95.02,95.02,161,1722632400000,2024-08-02T23:00:00.000+02:00,5,8,15.298219999999999,off
2024-08-03,0,70.1,70.1,320,1722636000000,2024-08-03T00:00:00.000+02:00,6,8,22.432,off
2024-08-03,1,70.08,70.08,335,1722639600000,2024-08-03T01:00:00.000+02:00,6,8,23.4768,off
2024-08-03,2,70.08,70.08,345,1722643200000,2024-08-03T02:00:00.000+02:00,6,8,24.177599999999998,off
2024-08-03,3,70.08,70.08,299,1722646800000,2024-08-03T03:00:00.000+02:00,6,8,20.953919999999997,off
2024-08-03,4,81.07,81.07,355,1722650400000,2024-08-03T04:00:00.000+02:00,6,8,28.77985,off
2024-08-03,5,70.09,70.09,115,1722654000000,2024-08-03T05:00:00.000+02:00,6,8,8.06035,off
2024-08-03,6,70.09,70.09,95,1722657600000,2024-08-03T06:00:00.000+02:00,6,8,6.65855,off
2024-08-03,7,70.09,70.09,105,1722661200000,2024-08-03T07:00:00.000+02:00,6,8,7.359450000000001,standard
2024-08-03,8,79.92,79.92,145,1722664800000,2024-08-03T08:00:00.000+02:00,6,8,11.5884,standard
2024-08-03,9,84.99,79.96,145,1722668400000,2024-08-03T09:00:00.000+02:00,6,8,11.594199999999999,standard
2024-08-03,10,79.94,79.94,130,1722672000000,2024-08-03T10:00:00.000+02:00,6,8,10.392199999999999,standard
2024-08-03,11,79.95,79.95,130,1722675600000,2024-08-03T11:00:00.000+02:00,6,8,10.3935,standard
2024-08-03,12,92.35,92.35,130,1722679200000,2024-08-03T12:00:00.000+02:00,6,8,12.0055,off
2024-08-03,13,70.1,70.1,130,1722682800000,2024-08-03T13:00:00.000+02:00,6,8,9.113,off
2024-08-03,14,70.09,70.09,130,1722686400000,2024-08-03T14:00:00.000+02:00,6,8,9.1117,off
2024-08-03,15,79.96,79.96,122,1722690000000,2024-08-03T15:00:00.000+02:00,6,8,9.75512,off
2024-08-03,16,102.6,95.68,127,1722693600000,2024-08-03T16:00:00.000+02:00,6,8,12.15136,off
2024-08-03,17,119.98,100.88,115,1722697200000,2024-08-03T17:00:00.000+02:00,6,8,11.601199999999999,off
2024-08-03,18,305.2,305.2,67.5,1722700800000,2024-08-03T18:00:00.000+02:00,6,8,20.601,standard
2024-08-03,19,305.2,305.2,50,1722704400000,2024-08-03T19:00:00.000+02:00,6,8,15.26,standard
2024-08-03,20,93.29,93.29,60,1722708000000,2024-08-03T20:00:00.000+02:00,6,8,5.5974,off
2024-08-03,21,60,60,85,1722711600000,2024-08-03T21:00:00.000+02:00,6,8,5.1,off
2024-08-03,22,81.07,81.07,101,1722715200000,2024-08-03T22:00:00.000+02:00,6,8,8.18807,off
2024-08-03,23,92.67,92.67,300,1722718800000,2024-08-03T23:00:00.000+02:00,6,8,27.801,off
2024-08-04,0,70.07,70.07,324,1722722400000,2024-08-04T00:00:00.000+02:00,7,8,22.702679999999997,off
2024-08-04,1,70.06,70.06,324,1722726000000,2024-08-04T01:00:00.000+02:00,7,8,22.699440000000003,off
2024-08-04,2,70.05,70.05,324,1722729600000,2024-08-04T02:00:00.000+02:00,7,8,22.6962,off
2024-08-04,3,70.05,70.05,324,1722733200000,2024-08-04T03:00:00.000+02:00,7,8,22.6962,off
2024-08-04,4,70.06,70.06,324,1722736800000,2024-08-04T04:00:00.000+02:00,7,8,22.699440000000003,off
2024-08-04,5,70.06,70.06,115,1722740400000,2024-08-04T05:00:00.000+02:00,7,8,8.0569,off
2024-08-04,6,70.06,70.06,105,1722744000000,2024-08-04T06:00:00.000+02:00,7,8,7.3563,off
2024-08-04,7,70.09,70.09,130,1722747600000,2024-08-04T07:00:00.000+02:00,7,8,9.1117,off
2024-08-04,8,92.67,92.67,165,1722751200000,2024-08-04T08:00:00.000+02:00,7,8,15.290550000000001,off
2024-08-04,9,94.54,94.54,165,1722754800000,2024-08-04T09:00:00.000+02:00,7,8,15.5991,off
2024-08-04,10,93.6,93.6,150,1722758400000,2024-08-04T10:00:00.000+02:00,7,8,14.04,off
2024-08-04,11,92.67,92.67,150,1722762000000,2024-08-04T11:00:00.000+02:00,7,8,13.9005,off
2024-08-04,12,93.6,93.6,150,1722765600000,2024-08-04T12:00:00.000+02:00,7,8,14.04,off
2024-08-04,13,94.33,94.33,150,1722769200000,2024-08-04T13:00:00.000+02:00,7,8,14.1495,off
2024-08-04,14,93.7,93.7,135,1722772800000,2024-08-04T14:00:00.000+02:00,7,8,12.6495,off
2024-08-04,15,95.16,95.16,125,1722776400000,2024-08-04T15:00:00.000+02:00,7,8,11.895,off
2024-08-04,16,102.45,95.58,103,1722780000000,2024-08-04T16:00:00.000+02:00,7,8,9.84474,off
2024-08-04,17,119.98,100.36,91,1722783600000,2024-08-04T17:00:00.000+02:00,7,8,9.132760000000001,off
2024-08-04,18,314.17,314.17,60,1722787200000,2024-08-04T18:00:00.000+02:00,7,8,18.8502,off
2024-08-04,19,314.17,314.17,30,1722790800000,2024-08-04T19:00:00.000+02:00,7,8,9.4251,off
2024-08-04,20,97.65,97.65,80,1722794400000,2024-08-04T20:00:00.000+02:00,7,8,7.812,off
2024-08-04,21,81.07,81.07,101,1722798000000,2024-08-04T21:00:00.000+02:00,7,8,8.18807,off
2024-08-04,22,95.37,95.37,101,1722801600000,2024-08-04T22:00:00.000+02:00,7,8,9.632370000000002,off
2024-08-04,23,92.15,92.15,235,1722805200000,2024-08-04T23:00:00.000+02:00,7,8,21.65525,off
2024-08-05,0,85.06,85.06,265,1722808800000,2024-08-05T00:00:00.000+02:00,1,8,22.5409,off
2024-08-05,1,85.05,85.05,289,1722812400000,2024-08-05T01:00:00.000+02:00,1,8,24.57945,off
2024-08-05,2,85.05,85.05,355,1722816000000,2024-08-05T02:00:00.000+02:00,1,8,30.19275,off
2024-08-05,3,85.06,85.06,368,1722819600000,2024-08-05T03:00:00.000+02:00,1,8,31.30208,off
2024-08-05,4,93.39,93.39,352,1722823200000,2024-08-05T04:00:00.000+02:00,1,8,32.87328,off
2024-08-05,5,98.49,98.49,274,1722826800000,2024-08-05T05:00:00.000+02:00,1,8,26.986259999999998,off
2024-08-05,6,185.9,185.9,219,1722830400000,2024-08-05T06:00:00.000+02:00,1,8,40.7121,morning
2024-08-05,7,244.09,244.09,144,1722834000000,2024-08-05T07:00:00.000+02:00,1,8,35.14896,morning
2024-08-05,8,239.99,239.99,157,1722837600000,2024-08-05T08:00:00.000+02:00,1,8,37.67843,morning
2024-08-05,9,239.92,239.92,160,1722841200000,2024-08-05T09:00:00.000+02:00,1,8,38.3872,standard
2024-08-05,10,100,100,145,1722844800000,2024-08-05T10:00:00.000+02:00,1,8,14.5,standard
2024-08-05,11,90.33,90.33,141,1722848400000,2024-08-05T11:00:00.000+02:00,1,8,12.73653,standard
2024-08-05,12,85.1,85.1,164,1722852000000,2024-08-05T12:00:00.000+02:00,1,8,13.9564,standard
2024-08-05,13,85.09,85.09,184,1722855600000,2024-08-05T13:00:00.000+02:00,1,8,15.65656,standard
2024-08-05,14,85.09,85.09,182,1722859200000,2024-08-05T14:00:00.000+02:00,1,8,15.48638,standard
2024-08-05,15,102.9,92.5,157,1722862800000,2024-08-05T15:00:00.000+02:00,1,8,14.5225,standard
2024-08-05,16,104.25,104.25,145,1722866400000,2024-08-05T16:00:00.000+02:00,1,8,15.11625,standard
2024-08-05,17,312.75,312.75,106,1722870000000,2024-08-05T17:00:00.000+02:00,1,8,33.1515,evening
2024-08-05,18,305.5,305.5,80,1722873600000,2024-08-05T18:00:00.000+02:00,1,8,24.44,evening
2024-08-05,19,305.5,305.5,80,1722877200000,2024-08-05T19:00:00.000+02:00,1,8,24.44,evening
2024-08-05,20,270.34,270.34,45,1722880800000,2024-08-05T20:00:00.000+02:00,1,8,12.165299999999998,standard
2024-08-05,21,102.75,102.75,65,1722884400000,2024-08-05T21:00:00.000+02:00,1,8,6.67875,standard
2024-08-05,22,85.08,85.08,125,1722888000000,2024-08-05T22:00:00.000+02:00,1,8,10.635,off
2024-08-05,23,94.95,94.95,225,1722891600000,2024-08-05T23:00:00.000+02:00,1,8,21.36375,off
2024-08-06,0,85.06,84.93,277,1722895200000,2024-08-06T00:00:00.000+02:00,2,8,23.52561,off
2024-08-06,1,85.06,84.93,307,1722898800000,2024-08-06T01:00:00.000+02:00,2,8,26.073510000000002,off
2024-08-06,2,85.06,84.93,342,1722902400000,2024-08-06T02:00:00.000+02:00,2,8,29.04606,off
2024-08-06,3,85.06,84.93,304,1722906000000,2024-08-06T03:00:00.000+02:00,2,8,25.818720000000003,off
2024-08-06,4,109.96,84.95,292,1722909600000,2024-08-06T04:00:00.000+02:00,2,8,24.805400000000002,off
2024-08-06,5,223.05,92.39,261,1722913200000,2024-08-06T05:00:00.000+02:00,2,8,24.11379,off
2024-08-06,6,155.47,155.47,294,1722916800000,2024-08-06T06:00:00.000+02:00,2,8,45.70818,morning
2024-08-06,7,155.47,155.47,319,1722920400000,2024-08-06T07:00:00.000+02:00,2,8,49.59493,morning
2024-08-06,8,146.4,146.4,331,1722924000000,2024-08-06T08:00:00.000+02:00,2,8,48.458400000000005,morning
2024-08-06,9,127,127,330,1722927600000,2024-08-06T09:00:00.000+02:00,2,8,41.91,standard
2024-08-06,10,102.6,85.9,319,1722931200000,2024-08-06T10:00:00.000+02:00,2,8,27.4021,standard
2024-08-06,11,100.06,85.4,382,1722934800000,2024-08-06T11:00:00.000+02:00,2,8,32.622800000000005,standard
2024-08-06,12,92.5,84.92,379,1722938400000,2024-08-06T12:00:00.000+02:00,2,8,32.18468,standard
2024-08-06,13,162.5,84.92,231,1722942000000,2024-08-06T13:00:00.000+02:00,2,8,19.61652,standard
2024-08-06,14,220.79,84.94,332,1722945600000,2024-08-06T14:00:00.000+02:00,2,8,28.20008,standard
2024-08-06,15,251.25,84.94,330,1722949200000,2024-08-06T15:00:00.000+02:00,2,8,28.0302,standard
2024-08-06,16,264,86.8,269,1722952800000,2024-08-06T16:00:00.000+02:00,2,8,23.3492,standard
2024-08-06,17,299.95,299.95,214,1722956400000,2024-08-06T17:00:00.000+02:00,2,8,64.18929999999999,evening
2024-08-06,18,299.98,299.98,144,1722960000000,2024-08-06T18:00:00.000+02:00,2,8,43.197120000000005,evening
2024-08-06,19,299.99,299.99,55,1722963600000,2024-08-06T19:00:00.000+02:00,2,8,16.49945,evening
2024-08-06,20,268.05,268.05,45,1722967200000,2024-08-06T20:00:00.000+02:00,2,8,12.06225,standard
2024-08-06,21,95.03,95.03,45,1722970800000,2024-08-06T21:00:00.000+02:00,2,8,4.276350000000001,standard
2024-08-06,22,86.17,86.17,45,1722974400000,2024-08-06T22:00:00.000+02:00,2,8,3.87765,off
2024-08-06,23,84.92,84.92,178,1722978000000,2024-08-06T23:00:00.000+02:00,2,8,15.11576,off
2024-08-07,0,85.08,75.06,325,1722981600000,2024-08-07T00:00:00.000+02:00,3,8,24.3945,off
2024-08-07,1,85.08,75.05,325.5,1722985200000,2024-08-07T01:00:00.000+02:00,3,8,24.428774999999998,off
2024-08-07,2,85.08,75.05,325.9,1722988800000,2024-08-07T02:00:00.000+02:00,3,8,24.458795,off
2024-08-07,3,85.08,75.06,323,1722992400000,2024-08-07T03:00:00.000+02:00,3,8,24.24438,off
2024-08-07,4,108.97,77.55,239,1722996000000,2024-08-07T04:00:00.000+02:00,3,8,18.53445,off
2024-08-07,5,101.5,87.47,139,1722999600000,2024-08-07T05:00:00.000+02:00,3,8,12.15833,off
2024-08-07,6,297.45,225,165,1723003200000,2024-08-07T06:00:00.000+02:00,3,8,37.125,morning
2024-08-07,7,300.24,237.63,215,1723006800000,2024-08-07T07:00:00.000+02:00,3,8,51.09045,morning
2024-08-07,8,237.61,237.61,237,1723010400000,2024-08-07T08:00:00.000+02:00,3,8,56.31357,morning
2024-08-07,9,302.73,133,240,1723014000000,2024-08-07T09:00:00.000+02:00,3,8,31.92,standard
2024-08-07,10,223.31,88.1,247,1723017600000,2024-08-07T10:00:00.000+02:00,3,8,21.760699999999996,standard
2024-08-07,11,225.53,87.9,233,1723021200000,2024-08-07T11:00:00.000+02:00,3,8,20.480700000000002,standard
2024-08-07,12,225.53,87.9,217,1723024800000,2024-08-07T12:00:00.000+02:00,3,8,19.074300000000004,standard
2024-08-07,13,230.79,86.3,203,1723028400000,2024-08-07T13:00:00.000+02:00,3,8,17.5189,standard
2024-08-07,14,230.1,85.8,176,1723032000000,2024-08-07T14:00:00.000+02:00,3,8,15.1008,standard
2024-08-07,15,258.52,87.6,158,1723035600000,2024-08-07T15:00:00.000+02:00,3,8,13.8408,standard
2024-08-07,16,267.05,100.83,147,1723039200000,2024-08-07T16:00:00.000+02:00,3,8,14.82201,standard
2024-08-07,17,310.22,310.22,126,1723042800000,2024-08-07T17:00:00.000+02:00,3,8,39.087720000000004,evening
2024-08-07,18,310.84,310.84,67.2,1723046400000,2024-08-07T18:00:00.000+02:00,3,8,20.888448,evening
2024-08-07,19,311.78,311.78,65,1723050000000,2024-08-07T19:00:00.000+02:00,3,8,20.265699999999995,evening
2024-08-07,20,259.41,259.41,55,1723053600000,2024-08-07T20:00:00.000+02:00,3,8,14.267550000000002,standard
2024-08-07,21,105,105,70,1723057200000,2024-08-07T21:00:00.000+02:00,3,8,7.35,standard
2024-08-07,22,85.1,85.1,76,1723060800000,2024-08-07T22:00:00.000+02:00,3,8,6.467599999999999,off
2024-08-07,23,75.08,75.08,151,1723064400000,2024-08-07T23:00:00.000+02:00,3,8,11.33708,off
2024-08-08,0,75.05,75.05,221,1723068000000,2024-08-08T00:00:00.000+02:00,4,8,16.58605,off
2024-08-08,1,75.05,75.05,225,1723071600000,2024-08-08T01:00:00.000+02:00,4,8,16.88625,off
2024-08-08,2,75.05,75.05,253,1723075200000,2024-08-08T02:00:00.000+02:00,4,8,18.98765,off
2024-08-08,3,75.06,75.06,248,1723078800000,2024-08-08T03:00:00.000+02:00,4,8,18.61488,off
2024-08-08,4,75.07,75.07,163,1723082400000,2024-08-08T04:00:00.000+02:00,4,8,12.236409999999998,off
2024-08-08,5,89.61,89.61,73,1723086000000,2024-08-08T05:00:00.000+02:00,4,8,6.54153,off
2024-08-08,6,296.47,143.29,45,1723089600000,2024-08-08T06:00:00.000+02:00,4,8,6.448049999999999,morning
2024-08-08,7,280,138.4,90,1723093200000,2024-08-08T07:00:00.000+02:00,4,8,12.456,morning
2024-08-08,8,297.19,142.89,100,1723096800000,2024-08-08T08:00:00.000+02:00,4,8,14.288999999999998,morning
2024-08-08,9,237.78,237.78,100,1723100400000,2024-08-08T09:00:00.000+02:00,4,8,23.778,standard
2024-08-08,10,120,117.69,120,1723104000000,2024-08-08T10:00:00.000+02:00,4,8,14.1228,standard
2024-08-08,11,120,117.35,125,1723107600000,2024-08-08T11:00:00.000+02:00,4,8,14.66875,standard
2024-08-08,12,120,116.48,110,1723111200000,2024-08-08T12:00:00.000+02:00,4,8,12.812800000000001,standard
2024-08-08,13,120,115.62,90,1723114800000,2024-08-08T13:00:00.000+02:00,4,8,10.405800000000001,standard
2024-08-08,14,120,115.62,73,1723118400000,2024-08-08T14:00:00.000+02:00,4,8,8.44026,standard
2024-08-08,15,101.5,100.25,70,1723122000000,2024-08-08T15:00:00.000+02:00,4,8,7.0175,standard
2024-08-08,16,261,118.73,45,1723125600000,2024-08-08T16:00:00.000+02:00,4,8,5.34285,standard
2024-08-08,17,311.71,255.78,90,1723129200000,2024-08-08T17:00:00.000+02:00,4,8,23.0202,evening
2024-08-08,18,311.81,311.28,40,1723132800000,2024-08-08T18:00:00.000+02:00,4,8,12.451199999999998,evening
2024-08-08,19,311.81,311.77,40,1723136400000,2024-08-08T19:00:00.000+02:00,4,8,12.470799999999999,evening
2024-08-08,20,284.92,264.99,40,1723140000000,2024-08-08T20:00:00.000+02:00,4,8,10.5996,standard
2024-08-08,21,284.81,100.25,45,1723143600000,2024-08-08T21:00:00.000+02:00,4,8,4.51125,standard
2024-08-08,22,85.05,85.05,45,1723147200000,2024-08-08T22:00:00.000+02:00,4,8,3.82725,off
2024-08-08,23,75.08,75.08,86,1723150800000,2024-08-08T23:00:00.000+02:00,4,8,6.45688,off
2024-08-09,0,75.03,75.03,235,1723154400000,2024-08-09T00:00:00.000+02:00,5,8,17.63205,off
2024-08-09,1,75.03,75.03,260,1723158000000,2024-08-09T01:00:00.000+02:00,5,8,19.5078,off
2024-08-09,2,75.03,75.03,301,1723161600000,2024-08-09T02:00:00.000+02:00,5,8,22.58403,off
2024-08-09,3,75.04,75.04,295,1723165200000,2024-08-09T03:00:00.000+02:00,5,8,22.136800000000004,off
2024-08-09,4,75.02,75.02,255,1723168800000,2024-08-09T04:00:00.000+02:00,5,8,19.1301,off
2024-08-09,5,221.23,89.73,126,1723172400000,2024-08-09T05:00:00.000+02:00,5,8,11.305980000000002,off
2024-08-09,6,259.98,136,170,1723176000000,2024-08-09T06:00:00.000+02:00,5,8,23.12,morning
2024-08-09,7,241,127.5,220,1723179600000,2024-08-09T07:00:00.000+02:00,5,8,28.05,morning
2024-08-09,8,129.73,129.73,275,1723183200000,2024-08-09T08:00:00.000+02:00,5,8,35.67575,morning
2024-08-09,9,100.02,77.33,253,1723186800000,2024-08-09T09:00:00.000+02:00,5,8,19.56449,standard
2024-08-09,10,100.25,77.35,233,1723190400000,2024-08-09T10:00:00.000+02:00,5,8,18.02255,standard
2024-08-09,11,100.06,76.29,225,1723194000000,2024-08-09T11:00:00.000+02:00,5,8,17.16525,standard
2024-08-09,12,100.06,75.92,222,1723197600000,2024-08-09T12:00:00.000+02:00,5,8,16.85424,standard
2024-08-09,13,100.06,100.04,208,1723201200000,2024-08-09T13:00:00.000+02:00,5,8,20.80832,standard
2024-08-09,14,100.06,90,180,1723204800000,2024-08-09T14:00:00.000+02:00,5,8,16.2,standard
2024-08-09,15,100.5,100.07,177,1723208400000,2024-08-09T15:00:00.000+02:00,5,8,17.71239,standard
2024-08-09,16,259.92,119.91,155,1723212000000,2024-08-09T16:00:00.000+02:00,5,8,18.58605,standard
2024-08-09,17,311,147.5,130,1723215600000,2024-08-09T17:00:00.000+02:00,5,8,19.175,evening
2024-08-09,18,311.81,310.72,66.9,1723219200000,2024-08-09T18:00:00.000+02:00,5,8,20.787168000000005,evening
2024-08-09,19,311.81,311.78,67.2,1723222800000,2024-08-09T19:00:00.000+02:00,5,8,20.951615999999998,evening
2024-08-09,20,311.71,262.92,74.6,1723226400000,2024-08-09T20:00:00.000+02:00,5,8,19.613832,standard
2024-08-09,21,99.5,99.5,88,1723230000000,2024-08-09T21:00:00.000+02:00,5,8,8.756,standard
2024-08-09,22,75.06,75.06,80,1723233600000,2024-08-09T22:00:00.000+02:00,5,8,6.0048,off
2024-08-09,23,75.03,75.03,135,1723237200000,2024-08-09T23:00:00.000+02:00,5,8,10.12905,off
2024-08-10,0,100.5,74.98,215,1723240800000,2024-08-10T00:00:00.000+02:00,6,8,16.1207,off
2024-08-10,1,100.5,74.97,230,1723244400000,2024-08-10T01:00:00.000+02:00,6,8,17.2431,off
2024-08-10,2,105.02,74.98,245,1723248000000,2024-08-10T02:00:00.000+02:00,6,8,18.3701,off
2024-08-10,3,105.02,74.98,240,1723251600000,2024-08-10T03:00:00.000+02:00,6,8,17.9952,off
2024-08-10,4,74.96,74.96,200,1723255200000,2024-08-10T04:00:00.000+02:00,6,8,14.991999999999997,off
2024-08-10,5,77.68,77.68,124,1723258800000,2024-08-10T05:00:00.000+02:00,6,8,9.632320000000002,off
2024-08-10,6,75.77,75.77,125,1723262400000,2024-08-10T06:00:00.000+02:00,6,8,9.47125,off
2024-08-10,7,77.34,77.34,145,1723266000000,2024-08-10T07:00:00.000+02:00,6,8,11.214300000000001,standard
2024-08-10,8,119.78,119.78,180,1723269600000,2024-08-10T08:00:00.000+02:00,6,8,21.5604,standard
2024-08-10,9,59.87,59.87,145,1723273200000,2024-08-10T09:00:00.000+02:00,6,8,8.681149999999999,standard
2024-08-10,10,88,88,140,1723276800000,2024-08-10T10:00:00.000+02:00,6,8,12.32,standard
2024-08-10,11,59.67,59.67,140,1723280400000,2024-08-10T11:00:00.000+02:00,6,8,8.353800000000001,standard
2024-08-10,12,82.39,82.39,140,1723284000000,2024-08-10T12:00:00.000+02:00,6,8,11.534600000000001,off
2024-08-10,13,87.28,87.28,140,1723287600000,2024-08-10T13:00:00.000+02:00,6,8,12.2192,off
2024-08-10,14,86.41,86.41,120,1723291200000,2024-08-10T14:00:00.000+02:00,6,8,10.3692,off
2024-08-10,15,85.71,85.71,100,1723294800000,2024-08-10T15:00:00.000+02:00,6,8,8.571,off
2024-08-10,16,84.14,84.14,65,1723298400000,2024-08-10T16:00:00.000+02:00,6,8,5.4691,off
2024-08-10,17,290.8,290.8,45,1723302000000,2024-08-10T17:00:00.000+02:00,6,8,13.086,off
2024-08-10,18,310.61,310.61,40,1723305600000,2024-08-10T18:00:00.000+02:00,6,8,12.424400000000002,standard
2024-08-10,19,311.33,311.33,40,1723309200000,2024-08-10T19:00:00.000+02:00,6,8,12.453199999999999,standard
2024-08-10,20,312.26,312.26,40,1723312800000,2024-08-10T20:00:00.000+02:00,6,8,12.4904,off
2024-08-10,21,105.02,105.02,45,1723316400000,2024-08-10T21:00:00.000+02:00,6,8,4.725899999999999,off
2024-08-10,22,105,81.17,45,1723320000000,2024-08-10T22:00:00.000+02:00,6,8,3.65265,off
2024-08-10,23,105.04,76.11,125,1723323600000,2024-08-10T23:00:00.000+02:00,6,8,9.51375,off
2024-08-11,0,101.25,67.19,190,1723327200000,2024-08-11T00:00:00.000+02:00,7,8,12.7661,off
2024-08-11,1,101.25,67.09,205,1723330800000,2024-08-11T01:00:00.000+02:00,7,8,13.75345,off
2024-08-11,2,105.03,67.14,215,1723334400000,2024-08-11T02:00:00.000+02:00,7,8,14.4351,off
2024-08-11,3,105.03,67.14,215,1723338000000,2024-08-11T03:00:00.000+02:00,7,8,14.4351,off
2024-08-11,4,67.41,65.1,175,1723341600000,2024-08-11T04:00:00.000+02:00,7,8,11.392499999999998,off
2024-08-11,5,67.01,67.01,115,1723345200000,2024-08-11T05:00:00.000+02:00,7,8,7.706150000000001,off
2024-08-11,6,67.1,65.09,122,1723348800000,2024-08-11T06:00:00.000+02:00,7,8,7.940980000000001,off
2024-08-11,7,65.01,65.01,132,1723352400000,2024-08-11T07:00:00.000+02:00,7,8,8.581320000000002,off
