date,hour,price,volume,dt,datetime,dayOfWeek,month,value,category
2022-12-01,0,226.1,27,1669845600000,2022-12-01T00:00:00.000+02:00,4,12,6.1047,off
2022-12-01,1,167.34,56,1669849200000,2022-12-01T01:00:00.000+02:00,4,12,9.37104,off
2022-12-01,2,160.37,75,1669852800000,2022-12-01T02:00:00.000+02:00,4,12,12.02775,off
2022-12-01,3,159.91,75,1669856400000,2022-12-01T03:00:00.000+02:00,4,12,11.99325,off
2022-12-01,4,160.92,67,1669860000000,2022-12-01T04:00:00.000+02:00,4,12,10.78164,off
2022-12-01,5,220.29,54,1669863600000,2022-12-01T05:00:00.000+02:00,4,12,11.89566,off
2022-12-01,6,209.41,66,1669867200000,2022-12-01T06:00:00.000+02:00,4,12,13.82106,morning
2022-12-01,7,226.8,51,1669870800000,2022-12-01T07:00:00.000+02:00,4,12,11.5668,morning
2022-12-01,8,213.6,66,1669874400000,2022-12-01T08:00:00.000+02:00,4,12,14.0976,morning
2022-12-01,9,239,44,1669878000000,2022-12-01T09:00:00.000+02:00,4,12,10.516,standard
2022-12-01,10,154.21,34,1669881600000,2022-12-01T10:00:00.000+02:00,4,12,5.24314,standard
2022-12-01,11,162.19,45,1669885200000,2022-12-01T11:00:00.000+02:00,4,12,7.2985500000000005,standard
2022-12-01,12,160.11,51,1669888800000,2022-12-01T12:00:00.000+02:00,4,12,8.165610000000001,standard
2022-12-01,13,147.97,76,1669892400000,2022-12-01T13:00:00.000+02:00,4,12,11.245719999999999,standard
2022-12-01,14,146.93,79,1669896000000,2022-12-01T14:00:00.000+02:00,4,12,11.607470000000001,standard
2022-12-01,15,140.35,74,1669899600000,2022-12-01T15:00:00.000+02:00,4,12,10.3859,standard
2022-12-01,16,195.98,50,1669903200000,2022-12-01T16:00:00.000+02:00,4,12,9.799,standard
2022-12-01,17,285.94,61,1669906800000,2022-12-01T17:00:00.000+02:00,4,12,17.44234,standard
2022-12-01,18,316.41,18,1669910400000,2022-12-01T18:00:00.000+02:00,4,12,5.69538,evening
2022-12-01,19,325.22,0,1669914000000,2022-12-01T19:00:00.000+02:00,4,12,0,evening
