date,hour,price,volume
2017-11-01,0,27.7,245.0
2017-11-01,1,27.45,239.0
2017-11-01,2,27.36,235.0
2017-11-01,3,27.4,235.0
2017-11-01,4,28.03,245.0
2017-11-01,5,29.22,390.0
2017-11-01,6,61.38,220.0
2017-11-01,7,72.5,194.9
2017-11-01,8,72.93,178.9
2017-11-01,9,72.6,215.8
2017-11-01,10,61.95,233.0
2017-11-01,11,61.69,238.0
2017-11-01,12,62.0,245.0
2017-11-01,13,62.07,232.0
2017-11-01,14,61.81,240.0
2017-11-01,15,61.98,240.0
2017-11-01,16,61.81,234.0
2017-11-01,17,62.38,235.0
2017-11-01,18,85.41,147.8
2017-11-01,19,85.56,135.0
2017-11-01,20,62.67,186.1
2017-11-01,21,62.12,239.0
2017-11-01,22,28.38,293.0
2017-11-01,23,27.93,247.0
2017-11-02,0,27.9,255.0
2017-11-02,1,27.62,248.0
2017-11-02,2,27.47,243.0
2017-11-02,3,27.53,241.0
2017-11-02,4,28.1,249.0
2017-11-02,5,29.26,384.0
2017-11-02,6,61.96,241.4
2017-11-02,7,70.83,180.0
2017-11-02,8,72.83,172.4
2017-11-02,9,72.55,205.9
2017-11-02,10,62.35,225.0
2017-11-02,11,61.98,220.5
2017-11-02,12,61.99,219.9
2017-11-02,13,62.06,213.0
2017-11-02,14,61.98,218.4
2017-11-02,15,62.32,226.0
2017-11-02,16,62.51,238.3
2017-11-02,17,62.58,206.4
2017-11-02,18,85.49,124.2
2017-11-02,19,85.58,117.8
2017-11-02,20,62.68,170.3
2017-11-02,21,62.32,238.0
2017-11-02,22,28.57,285.0
2017-11-02,23,28.1,232.0
2017-11-03,0,27.37,237.0
2017-11-03,1,27.19,236.0
2017-11-03,2,27.16,234.0
2017-11-03,3,27.23,231.0
2017-11-03,4,27.64,237.0
2017-11-03,5,28.79,368.0
2017-11-03,6,61.94,244.9
2017-11-03,7,71.65,185.0
2017-11-03,8,72.8,178.8
2017-11-03,9,69.91,205.5
2017-11-03,10,61.98,240.0
2017-11-03,11,61.96,250.0
2017-11-03,12,61.96,250.7
2017-11-03,13,61.95,241.2
2017-11-03,14,61.93,252.1
2017-11-03,15,61.97,244.1
2017-11-03,16,61.99,230.6
2017-11-03,17,62.51,227.6
2017-11-03,18,85.64,157.6
