date,hour,price,volume
2016-03-01,0,51.83,350.0
2016-03-01,1,51.68,350.0
2016-03-01,2,51.6,350.0
2016-03-01,3,51.47,350.0
2016-03-01,4,51.67,350.0
2016-03-01,5,52.72,300.0
2016-03-01,6,113.14,90.0
2016-03-01,7,145.05,40.0
2016-03-01,8,145.05,40.0
2016-03-01,9,145.05,40.0
2016-03-01,10,110.05,64.1
2016-03-01,11,110.05,64.1
2016-03-01,12,110.05,64.1
2016-03-01,13,110.05,64.1
2016-03-01,14,110.05,64.1
2016-03-01,15,110.05,64.1
2016-03-01,16,110.05,64.1
2016-03-01,17,152.73,50.0
2016-03-01,18,152.73,50.0
2016-03-01,19,152.73,50.0
2016-03-01,20,152.73,50.0
2016-03-01,21,90.54,118.0
2016-03-01,22,52.05,314.4
2016-03-01,23,52.02,338.2
2016-03-02,0,51.38,350.0
2016-03-02,1,51.23,350.0
2016-03-02,2,51.12,350.0
2016-03-02,3,51.03,350.0
2016-03-02,4,51.15,350.0
2016-03-02,5,52.21,300.0
2016-03-02,6,111.27,75.0
2016-03-02,7,127.05,25.0
2016-03-02,8,127.05,25.0
2016-03-02,9,127.05,25.0
2016-03-02,10,108.69,80.0
2016-03-02,11,108.69,80.0
2016-03-02,12,108.69,80.0
2016-03-02,13,108.69,80.0
2016-03-02,14,108.69,80.0
2016-03-02,15,108.69,80.0
2016-03-02,16,108.69,80.0
2016-03-02,17,120.4,12.0
2016-03-02,18,121.93,20.0
2016-03-02,19,134.72,40.0
2016-03-02,20,124.49,20.0
2016-03-02,21,90.48,118.0
2016-03-02,22,51.7,340.0
2016-03-02,23,51.52,350.0
2016-03-03,0,52.02,346.7
2016-03-03,1,52.01,345.8
2016-03-03,2,52.01,345.8
2016-03-03,3,52.03,347.1
2016-03-03,4,52.03,347.1
2016-03-03,5,52.09,273.7
2016-03-03,6,111.88,75.6
2016-03-03,7,127.66,25.0
2016-03-03,8,117.37,5.0
2016-03-03,9,117.37,5.0
2016-03-03,10,107.21,55.0
2016-03-03,11,107.21,55.0
2016-03-03,12,107.21,55.0
2016-03-03,13,107.21,55.0
2016-03-03,14,107.21,55.0
2016-03-03,15,107.21,55.0
2016-03-03,16,108.09,66.0
2016-03-03,17,120.08,10.3
2016-03-03,18,120.09,10.3
2016-03-03,19,120.09,10.3
2016-03-03,20,120.09,10.3
2016-03-03,21,90.91,118.0
2016-03-03,22,52.02,346.7
2016-03-03,23,51.71,357.0
2016-03-04,0,51.44,328.0
2016-03-04,1,51.39,323.0
2016-03-04,2,51.39,323.0
2016-03-04,3,51.49,333.0
2016-03-04,4,51.83,371.0
2016-03-04,5,51.87,291.0
2016-03-04,6,111.02,80.9
2016-03-04,7,120.05,47.8
2016-03-04,8,110.03,40.0
2016-03-04,9,110.04,35.0
2016-03-04,10,105.86,56.0
2016-03-04,11,105.26,56.0
2016-03-04,12,104.66,56.0
2016-03-04,13,104.66,56.0
2016-03-04,14,104.36,56.0
2016-03-04,15,104.96,56.0
2016-03-04,16,108.07,82.8
2016-03-04,17,118.99,50.0
2016-03-04,18,120.07,52.8
2016-03-04,19,120.08,42.8
2016-03-04,20,120.09,22.9
2016-03-04,21,91.16,118.0
2016-03-04,22,51.26,328.0
2016-03-04,23,51.21,328.0
2016-03-05,0,49.43,128.0
2016-03-05,1,49.38,123.0
2016-03-05,2,49.38,123.0
2016-03-05,3,49.48,133.0
2016-03-05,4,49.84,171.0
2016-03-05,5,49.08,91.0
2016-03-05,6,59.73,131.0
2016-03-05,7,113.83,25.0
2016-03-05,8,112.69,6.0
2016-03-05,9,112.69,6.0
2016-03-05,10,107.44,6.0
2016-03-05,11,107.44,6.0
2016-03-05,12,70.01,100.0
2016-03-05,13,70.01,100.0
2016-03-05,14,70.01,100.0
2016-03-05,15,70.01,100.0
2016-03-05,16,70.01,100.0
2016-03-05,17,70.0,100.0
2016-03-05,18,113.01,14.0
2016-03-05,19,113.62,16.8
2016-03-05,20,55.96,126.0
2016-03-05,21,56.72,226.0
2016-03-05,22,49.43,128.0
2016-03-05,23,49.43,128.0
2016-03-06,0,49.43,128.0
2016-03-06,1,49.38,123.0
2016-03-06,2,49.38,123.0
2016-03-06,3,49.48,133.0
2016-03-06,4,49.84,171.0
2016-03-06,5,49.46,91.0
2016-03-06,6,60.23,31.0
2016-03-06,7,76.32,31.0
2016-03-06,8,70.96,6.0
2016-03-06,9,70.96,6.0
2016-03-06,10,58.76,6.0
2016-03-06,11,58.76,6.0
2016-03-06,12,58.76,6.0
2016-03-06,13,58.76,6.0
2016-03-06,14,58.76,6.0
2016-03-06,15,58.76,6.0
2016-03-06,16,58.76,6.0
2016-03-06,17,68.83,1.0
2016-03-06,18,75.24,16.0
2016-03-06,19,77.38,21.0
2016-03-06,20,79.51,26.0
2016-03-06,21,56.2,226.0
2016-03-06,22,49.43,128.0
2016-03-06,23,49.43,128.0
2016-03-07,0,49.48,128.0
2016-03-07,1,49.43,123.0
2016-03-07,2,49.43,123.0
2016-03-07,3,49.52,133.0
2016-03-07,4,49.88,171.0
2016-03-07,5,49.27,91.0
2016-03-07,6,59.73,131.0
2016-03-07,7,117.56,25.0
2016-03-07,8,112.69,6.0
2016-03-07,9,112.69,6.0
2016-03-07,10,111.38,3.7
2016-03-07,11,102.8,6.0
2016-03-07,12,80.01,100.0
2016-03-07,13,80.01,100.0
2016-03-07,14,80.01,100.0
2016-03-07,15,80.01,100.0
2016-03-07,16,80.01,100.0
2016-03-07,17,80.0,100.0
2016-03-07,18,114.15,11.7
2016-03-07,19,114.71,13.9
2016-03-07,20,70.04,300.0
2016-03-07,21,57.21,226.0
2016-03-07,22,49.62,128.0
2016-03-07,23,49.62,128.0
2016-03-08,0,52.02,342.3
2016-03-08,1,52.02,342.3
2016-03-08,2,52.02,338.2
2016-03-08,3,52.02,338.2
2016-03-08,4,52.02,338.2
2016-03-08,5,52.46,300.0
2016-03-08,6,114.93,70.0
2016-03-08,7,120.08,30.3
2016-03-08,8,110.05,30.0
2016-03-08,9,110.06,25.0
