date,hour,zamg,price,volume
2024-08-05,16,104.25,104.25,145
2024-08-05,17,312.75,312.75,106
2024-08-05,18,305.5,305.5,80
2024-08-05,19,305.5,305.5,80
2024-08-05,20,270.34,270.34,45
2024-08-05,21,102.75,102.75,65
2024-08-05,22,85.08,85.08,125
2024-08-05,23,94.95,94.95,225
2024-08-06,0,85.06,84.93,277
2024-08-06,1,85.06,84.93,307
2024-08-06,2,85.06,84.93,342
2024-08-06,3,85.06,84.93,304
2024-08-06,4,109.96,84.95,292
2024-08-06,5,223.05,92.39,261
2024-08-06,6,155.47,155.47,294
2024-08-06,7,155.47,155.47,319
2024-08-06,8,146.4,146.4,331
2024-08-06,9,127,127,330
2024-08-06,10,102.6,85.9,319
2024-08-06,11,100.06,85.4,382
2024-08-06,12,92.5,84.92,379
2024-08-06,13,162.5,84.92,231
2024-08-06,14,220.79,84.94,332
2024-08-06,15,251.25,84.94,330
2024-08-06,16,264,86.8,269
2024-08-06,17,299.95,299.95,214
2024-08-06,18,299.98,299.98,144
2024-08-06,19,299.99,299.99,55
2024-08-06,20,268.05,268.05,45
2024-08-06,21,95.03,95.03,45
2024-08-06,22,86.17,86.17,45
2024-08-06,23,84.92,84.92,178
2024-08-07,0,85.08,75.06,325
2024-08-07,1,85.08,75.05,325.5
2024-08-07,2,85.08,75.05,325.9
2024-08-07,3,85.08,75.06,323
2024-08-07,4,108.97,77.55,239
2024-08-07,5,101.5,87.47,139
2024-08-07,6,297.45,225,165
2024-08-07,7,300.24,237.63,215
2024-08-07,8,237.61,237.61,237
2024-08-07,9,302.73,133,240
2024-08-07,10,223.31,88.1,247
2024-08-07,11,225.53,87.9,233
2024-08-07,12,225.53,87.9,217
2024-08-07,13,230.79,86.3,203
2024-08-07,14,230.1,85.8,176
2024-08-07,15,258.52,87.6,158
2024-08-07,16,267.05,100.83,147
2024-08-07,17,310.22,310.22,126
2024-08-07,18,310.84,310.84,67.2
2024-08-07,19,311.78,311.78,65
2024-08-07,20,259.41,259.41,55
2024-08-07,21,105,105,70
2024-08-07,22,85.1,85.1,76
2024-08-07,23,75.08,75.08,151
2024-08-08,0,75.05,75.05,221
2024-08-08,1,75.05,75.05,225
2024-08-08,2,75.05,75.05,253
2024-08-08,3,75.06,75.06,248
2024-08-08,4,75.07,75.07,163
2024-08-08,5,89.61,89.61,73
2024-08-08,6,296.47,143.29,45
2024-08-08,7,280,138.4,90
2024-08-08,8,297.19,142.89,100
2024-08-08,9,237.78,237.78,100
2024-08-08,10,120,117.69,120
2024-08-08,11,120,117.35,125
2024-08-08,12,120,116.48,110
2024-08-08,13,120,115.62,90
2024-08-08,14,120,115.62,73
2024-08-08,15,101.5,100.25,70
2024-08-08,16,261,118.73,45
2024-08-08,17,311.71,255.78,90
2024-08-08,18,311.81,311.28,40
2024-08-08,19,311.81,311.77,40
2024-08-08,20,284.92,264.99,40
2024-08-08,21,284.81,100.25,45
2024-08-08,22,85.05,85.05,45
2024-08-08,23,75.08,75.08,86
2024-08-09,0,75.03,75.03,235
2024-08-09,1,75.03,75.03,260
2024-08-09,2,75.03,75.03,301
2024-08-09,3,75.04,75.04,295
2024-08-09,4,75.02,75.02,255
2024-08-09,5,221.23,89.73,126
2024-08-09,6,259.98,136,170
2024-08-09,7,241,127.5,220
2024-08-09,8,129.73,129.73,275
2024-08-09,9,100.02,77.33,253
2024-08-09,10,100.25,77.35,233
2024-08-09,11,100.06,76.29,225
2024-08-09,12,100.06,75.92,222
2024-08-09,13,100.06,100.04,208
2024-08-09,14,100.06,90,180
2024-08-09,15,100.5,100.07,177
2024-08-09,16,259.92,119.91,155
2024-08-09,17,311,147.5,130
2024-08-09,18,311.81,310.72,66.9
2024-08-09,19,311.81,311.78,67.2
2024-08-09,20,311.71,262.92,74.6
2024-08-09,21,99.5,99.5,88
2024-08-09,22,75.06,75.06,80
2024-08-09,23,75.03,75.03,135
2024-08-10,0,100.5,74.98,215
2024-08-10,1,100.5,74.97,230
2024-08-10,2,105.02,74.98,245
2024-08-10,3,105.02,74.98,240
2024-08-10,4,74.96,74.96,200
2024-08-10,5,77.68,77.68,124
2024-08-10,6,75.77,75.77,125
2024-08-10,7,77.34,77.34,145
2024-08-10,8,119.78,119.78,180
2024-08-10,9,59.87,59.87,145
2024-08-10,10,88,88,140
2024-08-10,11,59.67,59.67,140
2024-08-10,12,82.39,82.39,140
2024-08-10,13,87.28,87.28,140
2024-08-10,14,86.41,86.41,120
2024-08-10,15,85.71,85.71,100
2024-08-10,16,84.14,84.14,65
2024-08-10,17,290.8,290.8,45
2024-08-10,18,310.61,310.61,40
2024-08-10,19,311.33,311.33,40
2024-08-10,20,312.26,312.26,40
2024-08-10,21,105.02,105.02,45
2024-08-10,22,105,81.17,45
2024-08-10,23,105.04,76.11,125
2024-08-11,0,101.25,67.19,190
2024-08-11,1,101.25,67.09,205
2024-08-11,2,105.03,67.14,215
2024-08-11,3,105.03,67.14,215
2024-08-11,4,67.41,65.1,175
2024-08-11,5,67.01,67.01,115
2024-08-11,6,67.1,65.09,122
2024-08-11,7,65.01,65.01,132
2024-08-11,8,65.09,65.09,135
2024-08-11,9,65.07,65.07,140
2024-08-11,10,65.03,65.03,130
2024-08-11,11,65.01,65.01,130
2024-08-11,12,105.02,82.39,130
2024-08-11,13,105.01,81.7,130
2024-08-11,14,105.01,80.65,105
2024-08-11,15,105.01,81.17,85
2024-08-11,16,105.01,84.49,67
2024-08-11,17,312.2,312.2,45
2024-08-11,18,314.29,314.29,40
2024-08-11,19,313.66,313.66,40
2024-08-11,20,307,92.34,40
2024-08-11,21,105.09,81.52,45
2024-08-11,22,105.01,79.6,45
2024-08-11,23,105.07,67.42,95
2024-08-12,0,105.06,75.94,212
2024-08-12,1,105.06,74.99,237
2024-08-12,2,105.07,74.99,272
2024-08-12,3,105.07,77.16,292
2024-08-12,4,105.03,86.93,282
2024-08-12,5,105.06,101.96,227
2024-08-12,6,139.2,139.2,197
2024-08-12,7,75,75,207
2024-08-12,8,74.95,74.95,196
2024-08-12,9,79.75,79.75,197
2024-08-12,10,96,96,225
2024-08-12,11,78.71,78.71,232
2024-08-12,12,78.88,78.88,225
2024-08-12,13,76.91,76.91,225
2024-08-12,14,76.45,76.45,235
2024-08-12,15,75.2,75.2,212
2024-08-12,16,77.03,77.03,200
2024-08-12,17,199.98,199.98,173
2024-08-12,18,311.91,311.91,111
2024-08-12,19,313.04,313.04,62
2024-08-12,20,265.24,265.24,45
2024-08-12,21,120.99,120.99,60
2024-08-12,22,105.02,91.99,145
2024-08-12,23,105.05,81.7,215
2024-08-13,0,136.81,136.81,270
2024-08-13,1,136.81,136.81,295
2024-08-13,2,137.71,137.71,311
2024-08-13,3,137.71,137.71,309
2024-08-13,4,105.09,105.09,297
2024-08-13,5,124.98,124.98,281
2024-08-13,6,143.52,143.52,270
2024-08-13,7,150.27,150.27,293
2024-08-13,8,128.51,128.51,333
2024-08-13,9,77.29,77.29,360
2024-08-13,10,84.99,84.99,385
2024-08-13,11,77.6,77.6,405
2024-08-13,12,77.89,77.89,405
2024-08-13,13,77.36,77.36,400
2024-08-13,14,77.6,77.6,395
2024-08-13,15,75.63,75.63,390
2024-08-13,16,78,78,335
2024-08-13,17,312.15,312.15,300
2024-08-13,18,312.42,312.42,224.5
2024-08-13,19,313.36,313.36,74.5
2024-08-13,20,312.05,312.05,44.5
2024-08-13,21,281.96,281.96,69.5
2024-08-13,22,262.69,262.69,145
2024-08-13,23,105.09,105.09,270
2024-08-14,0,105.1,105.1,338
2024-08-14,1,105.1,105.1,349.4
2024-08-14,2,136.41,136.41,349.8
2024-08-14,3,136.41,136.41,349.8
2024-08-14,4,105.09,105.09,305
2024-08-14,5,222.2,222.2,225
2024-08-14,6,118,118,232
2024-08-14,7,119.14,119.14,265
2024-08-14,8,113.23,113.23,265
2024-08-14,9,76.33,76.33,275
2024-08-14,10,79.14,79.14,280
2024-08-14,11,77.89,77.89,275
2024-08-14,12,77.36,77.36,260
2024-08-14,13,77.36,77.36,240
2024-08-14,14,77.95,77.95,224.5
2024-08-14,15,75.71,75.71,204.5
2024-08-14,16,77.5,77.5,194.5
2024-08-14,17,311.52,311.52,189.5
2024-08-14,18,312.11,312.11,90
2024-08-14,19,313.36,313.36,34.5
2024-08-14,20,312.05,312.05,24.5
2024-08-14,21,281.96,281.96,84
2024-08-14,22,261.31,261.31,84
2024-08-14,23,105.1,105.1,260
2024-08-15,0,138.18,77.06,289
2024-08-15,1,134.95,77.05,304.8
2024-08-15,2,137.83,77.09,301
2024-08-15,3,137.83,79.33,304.8
2024-08-15,4,139.3,109.22,235
2024-08-15,5,80.08,80.08,215
2024-08-15,6,200.01,200.01,197
2024-08-15,7,245.23,245.23,237
2024-08-15,8,243.55,243.55,290
2024-08-15,9,246.12,246.12,275
2024-08-15,10,85.08,85.08,255
2024-08-15,11,85.08,85.08,260
2024-08-15,12,85.08,85.08,255
2024-08-15,13,85.09,85.09,250
2024-08-15,14,85.09,85.09,250
2024-08-15,15,85.09,85.09,250
2024-08-15,16,121.45,121.45,220
2024-08-15,17,299.9,299.9,195
2024-08-15,18,300,300,80
2024-08-15,19,312.98,312.98,50
2024-08-15,20,299.96,299.96,55
2024-08-15,21,86.33,86.33,105
2024-08-15,22,265.59,107.44,127
2024-08-15,23,162.07,80.08,259
2024-08-16,0,138,85.02,300
2024-08-16,1,138,85.02,303
2024-08-16,2,138,85.02,303
2024-08-16,3,138,85.02,303
2024-08-16,4,139.33,85.07,307
2024-08-16,5,85.09,85.09,255
2024-08-16,6,236.72,236.72,275
2024-08-16,7,247.51,247.51,315
2024-08-16,8,247.5,247.5,335
2024-08-16,9,250.84,250.84,295
2024-08-16,10,100.02,100.02,260
2024-08-16,11,109.98,109.98,255
2024-08-16,12,109.98,109.98,240
2024-08-16,13,119.96,109.98,240
2024-08-16,14,221.15,109.98,240
2024-08-16,15,255.34,119.98,255
2024-08-16,16,262.71,138.9,220
2024-08-16,17,299.94,299.94,210
2024-08-16,18,311.05,311.05,90.9
2024-08-16,19,313.36,313.36,45
2024-08-16,20,302.22,302.22,40
2024-08-16,21,86,86,125
2024-08-16,22,268.48,85.07,180
2024-08-16,23,161.77,85.02,265
2024-08-17,0,142.5,85.01,425
2024-08-17,1,142.5,85.01,440
2024-08-17,2,142.5,85.01,450
2024-08-17,3,142.5,85.01,450
2024-08-17,4,142.5,85.05,420
2024-08-17,5,220.57,85.07,280
2024-08-17,6,85.07,85.02,360
2024-08-17,7,85.08,85.02,400
2024-08-17,8,296.15,235.5,410
2024-08-17,9,233.51,233.51,375
2024-08-17,10,228.18,228.18,240
2024-08-17,11,229.4,229.4,240
2024-08-17,12,225.49,96,240
2024-08-17,13,229.15,96,240
2024-08-17,14,231.16,96,240
2024-08-17,15,257.84,95.42,240
2024-08-17,16,266.67,99.22,185
2024-08-17,17,294.06,87.09,160
2024-08-17,18,301.51,301.51,210
2024-08-17,19,301.51,301.51,80
2024-08-17,20,293.5,90.53,84
2024-08-17,21,85.04,76.59,90
2024-08-17,22,268.48,85.05,205
2024-08-17,23,163.61,85.02,340
2024-08-18,0,142.5,85.01,420
2024-08-18,1,142.5,85.01,435
2024-08-18,2,142.5,85.01,445
2024-08-18,3,142.5,85.01,445
2024-08-18,4,142.5,85.05,415
2024-08-18,5,85.08,85.04,324.4
2024-08-18,6,306.25,85.02,305.8
2024-08-18,7,85.08,85.01,303.1
2024-08-18,8,85.09,85.06,293.2
2024-08-18,9,100.08,95.6,287.1
2024-08-18,10,100.1,94.7,255
2024-08-18,11,221.83,96,250
2024-08-18,12,100.08,96,258
2024-08-18,13,100.09,96,260
2024-08-18,14,100.09,96,263
2024-08-18,15,258.59,95.78,267
2024-08-18,16,266.67,99.22,189
2024-08-18,17,85.64,85.64,143
2024-08-18,18,310.77,310.77,80
2024-08-18,19,310.77,310.77,80
2024-08-18,20,92.34,92.34,84
2024-08-18,21,76.59,76.59,200
2024-08-18,22,268.48,85.05,215
2024-08-18,23,163.61,85.02,332
2024-08-19,0,90.06,84.19,407
2024-08-19,1,90.06,83.29,431
2024-08-19,2,90.06,83.29,447
2024-08-19,3,90.06,83.29,456
2024-08-19,4,136.15,89.26,441
2024-08-19,5,223.4,157.95,407
2024-08-19,6,247.51,247.51,372
2024-08-19,7,247.51,247.51,373
2024-08-19,8,247.49,247.49,397.1
2024-08-19,9,119.43,119.43,385
2024-08-19,10,100.09,100.09,391
2024-08-19,11,100.1,100.1,381
2024-08-19,12,100.1,100.1,344
2024-08-19,13,100.1,100.1,344
2024-08-19,14,100.1,100.1,384
2024-08-19,15,100.09,100.09,365
2024-08-19,16,154.81,154.81,310
2024-08-19,17,311.15,311.15,247
2024-08-19,18,311.92,311.92,230
2024-08-19,19,313.46,313.46,107
2024-08-19,20,233.87,233.87,70
2024-08-19,21,78.83,78.83,182
2024-08-19,22,90.06,86,202
2024-08-19,23,90.07,84.74,298
2024-08-20,0,138.33,85.05,435
2024-08-20,1,138.33,85.05,445
2024-08-20,2,138.33,85.05,440
2024-08-20,3,138.33,85.05,450
2024-08-20,4,138.33,85.05,433
2024-08-20,5,85.06,85.06,435
2024-08-20,6,247.51,247.51,405
2024-08-20,7,247.49,247.49,429
2024-08-20,8,247.46,247.46,485
2024-08-20,9,144.96,100.09,430
2024-08-20,10,224.62,100.09,430
2024-08-20,11,230.34,100.1,435
2024-08-20,12,230.34,100.1,440
2024-08-20,13,230.34,100.09,440
2024-08-20,14,226.56,100.09,440
2024-08-20,15,257.96,114.73,440
2024-08-20,16,267.5,232.4,395
2024-08-20,17,314.52,314.52,333
2024-08-20,18,311.82,311.82,261
2024-08-20,19,313.36,313.36,135
2024-08-20,20,311.05,311.05,95
2024-08-20,21,76.5,76.5,180
2024-08-20,22,264,84.04,203
2024-08-20,23,160.87,84.04,323
2024-08-21,0,137.78,80.47,440
2024-08-21,1,137.78,80.47,455
2024-08-21,2,137.78,80.47,465
2024-08-21,3,137.78,80.47,465
2024-08-21,4,138.95,83.19,435
2024-08-21,5,90.08,85.01,305
2024-08-21,6,233.57,233.57,367
2024-08-21,7,232.93,232.93,373
2024-08-21,8,231.21,231.21,388
2024-08-21,9,142.99,142.99,365
2024-08-21,10,151.74,151.74,256
2024-08-21,11,199.94,154.16,254
2024-08-21,12,221.15,154.16,265
2024-08-21,13,199.94,154.16,266
2024-08-21,14,226.82,158.5,269
2024-08-21,15,255.63,159.47,275
2024-08-21,16,261.84,166.23,173
2024-08-21,17,311.3,311.3,178.9
2024-08-21,18,311.79,311.79,148.8
2024-08-21,19,313.67,313.67,80
2024-08-21,20,312.11,312.11,70
2024-08-21,21,161.88,161.88,96
2024-08-21,22,265.95,88.08,205
2024-08-21,23,159.89,79.11,271
2024-08-22,0,159.95,82.38,427.9
2024-08-22,1,159.95,80.25,424
2024-08-22,2,159.95,80.25,424.1
2024-08-22,3,159.95,80.25,424.1
2024-08-22,4,159.95,88.76,423.9
2024-08-22,5,136.25,136.25,226
2024-08-22,6,249.19,249.19,374
2024-08-22,7,249.18,249.18,371
2024-08-22,8,249.18,249.18,362
2024-08-22,9,113.33,113.33,355
2024-08-22,10,154.99,154.99,360
2024-08-22,11,154.99,107.71,357
2024-08-22,12,198.92,106.75,375
2024-08-22,13,154.99,106.75,365
2024-08-22,14,198.92,145,355
2024-08-22,15,198.94,144.99,330
2024-08-22,16,219.97,106.63,211
2024-08-22,17,299.71,299.71,220
2024-08-22,18,314.39,314.39,170
2024-08-22,19,314.99,314.99,80
2024-08-22,20,310.4,124.98,70
2024-08-22,21,100.06,100.03,150
2024-08-22,22,268.68,98.97,192
2024-08-22,23,163.61,91.53,271
2024-08-23,0,187.45,78.52,275
2024-08-23,1,187.45,78.76,280
2024-08-23,2,187.45,78.76,290
2024-08-23,3,187.45,78.76,290
2024-08-23,4,187.45,85.57,268
2024-08-23,5,133.15,133.15,190
2024-08-23,6,304.18,276.46,199
2024-08-23,7,303.51,301.16,220
2024-08-23,8,249.19,249.19,245
2024-08-23,9,106.5,106.5,245
2024-08-23,10,184.92,184.92,245
2024-08-23,11,122.45,122.45,235
2024-08-23,12,119.99,119.99,225
2024-08-23,13,152.45,108,225
2024-08-23,14,120,120,220
2024-08-23,15,184.92,184.92,205
2024-08-23,16,260.61,100.1,190
2024-08-23,17,299.67,299.67,165
2024-08-23,18,313.19,313.19,95
2024-08-23,19,314.63,314.63,146.8
2024-08-23,20,235.73,235.73,150
2024-08-23,21,234.37,234.37,134
2024-08-23,22,125,89.7,131
2024-08-23,23,111,79.97,190
2024-08-24,0,140,82.18,225
2024-08-24,1,140,82.18,240
2024-08-24,2,140,82.18,250
2024-08-24,3,140,83.02,250
2024-08-24,4,129.99,82.39,215
2024-08-24,5,235,130,131.5
2024-08-24,6,130.1,130.1,120
2024-08-24,7,128.56,128.56,180
2024-08-24,8,135.22,135.22,230.1
2024-08-24,9,129.07,129.07,215
2024-08-24,10,128.05,128.05,215
2024-08-24,11,100.05,87.25,221
2024-08-24,12,100.03,87.25,224
2024-08-24,13,100.04,87.04,225
2024-08-24,14,100.05,87.88,222
2024-08-24,15,100.05,87.88,200
2024-08-24,16,100.06,89.15,186
2024-08-24,17,231.98,231.98,145
2024-08-24,18,312.12,242.29,98
2024-08-24,19,242.74,242.74,80
2024-08-24,20,231.98,231.98,70
2024-08-24,21,100.09,96.32,132.6
2024-08-24,22,265.45,87.88,100
2024-08-24,23,166,84.29,160
2024-08-25,0,140,81.55,260
2024-08-25,1,140,81.55,275
2024-08-25,2,140,81.55,285
2024-08-25,3,140,82.39,285
2024-08-25,4,84.5,84.5,250
2024-08-25,5,145,83.45,190
2024-08-25,6,145,86.82,215
2024-08-25,7,129.99,86.82,255
2024-08-25,8,130,93.37,270
2024-08-25,9,100.06,89.15,215
2024-08-25,10,100.08,91.05,230
2024-08-25,11,100.09,90.62,237
2024-08-25,12,100.06,91.68,222
2024-08-25,13,100.07,89.57,222
2024-08-25,14,100.07,85.35,210
2024-08-25,15,100.05,83.45,200
2024-08-25,16,100.05,89.57,180
2024-08-25,17,297.46,297.46,140
2024-08-25,18,314.47,314.47,79.5
2024-08-25,19,319.93,319.93,89.5
2024-08-25,20,100.03,100.03,135.5
2024-08-25,21,100.03,98.01,179
2024-08-25,22,266.67,89.57,95
2024-08-25,23,166,85.35,157
2024-08-26,0,145,81.55,190
2024-08-26,1,145,81.55,205
2024-08-26,2,145,81.55,225
2024-08-26,3,145,82.39,225
2024-08-26,4,145,85.56,230
2024-08-26,5,80.08,80.08,205
2024-08-26,6,248.96,248.96,173
2024-08-26,7,247.33,247.33,185
2024-08-26,8,247.34,247.34,210
2024-08-26,9,188.17,188.17,214
2024-08-26,10,130.66,130.66,205
2024-08-26,11,129.64,129.64,210
2024-08-26,12,127.07,127.07,215
2024-08-26,13,127.07,127.07,215
2024-08-26,14,128.61,128.61,188
2024-08-26,15,131.17,131.17,170
2024-08-26,16,135.28,135.28,165
2024-08-26,17,296.72,296.72,145
2024-08-26,18,314.07,314.07,74.5
2024-08-26,19,314.44,314.44,64.5
2024-08-26,20,310.63,299.07,109.5
2024-08-26,21,236.4,236.4,154.5
2024-08-26,22,270,89.57,130
2024-08-26,23,166,80.07,175
2024-08-27,0,129.98,77.05,215
2024-08-27,1,129.95,77.04,230
2024-08-27,2,129.95,77.02,235
2024-08-27,3,129.94,77.01,235
2024-08-27,4,129.94,77.07,225
2024-08-27,5,235,90.05,200
2024-08-27,6,246.92,246.92,165
2024-08-27,7,300.63,246.93,190
2024-08-27,8,246.9,246.9,250
2024-08-27,9,105,105,240
2024-08-27,10,123.95,103,240
2024-08-27,11,123.96,103,245
2024-08-27,12,123.93,101,250
2024-08-27,13,123.93,100.75,250
2024-08-27,14,123.97,101.56,240
2024-08-27,15,263.33,103.75,235
2024-08-27,16,102.2,102.2,200
2024-08-27,17,276.92,276.92,145
2024-08-27,18,313.92,313.92,74.5
2024-08-27,19,314.44,314.44,64.5
2024-08-27,20,314.44,314.44,107.5
2024-08-27,21,248.59,248.59,127.5
2024-08-27,22,265,86.26,100
2024-08-27,23,129.95,81,165
2024-08-28,0,124.94,69.47,245
2024-08-28,1,129.95,70.28,260
2024-08-28,2,129.95,70.28,270
2024-08-28,3,134.98,71.38,275
2024-08-28,4,137.14,76.84,240
2024-08-28,5,77.01,76.84,190
2024-08-28,6,249,249,155
2024-08-28,7,248.98,248.98,200
2024-08-28,8,248.96,248.96,225
2024-08-28,9,109.33,109.33,265
2024-08-28,10,115.43,115.43,255
2024-08-28,11,100.05,100.05,245
2024-08-28,12,100.05,100.05,215
2024-08-28,13,100.05,100.05,215
2024-08-28,14,100.08,100.08,190
2024-08-28,15,100.09,100.09,160
2024-08-28,16,115.64,115.64,160
2024-08-28,17,304.75,304.75,140
2024-08-28,18,313.35,313.35,64
2024-08-28,19,314.15,314.15,64
2024-08-28,20,314.16,314.16,109
2024-08-28,21,233.35,233.35,150
2024-08-28,22,266.67,89.41,90
2024-08-28,23,145,83.95,155
2024-08-29,0,127.94,69.41,210
2024-08-29,1,127.94,69.41,245
2024-08-29,2,127.94,69.41,255
2024-08-29,3,127.94,69.41,265
2024-08-29,4,137.14,75.52,225
2024-08-29,5,134.85,134.85,165
2024-08-29,6,250.56,250.56,155
2024-08-29,7,250.55,250.55,200
2024-08-29,8,250.56,250.56,195
2024-08-29,9,100.1,100.1,215
2024-08-29,10,100.05,100.05,210
2024-08-29,11,100.03,100.03,190
2024-08-29,12,100.03,100.03,180
2024-08-29,13,100.05,100.05,165
2024-08-29,14,100.05,100.05,140
2024-08-29,15,100.08,100.08,129.5
2024-08-29,16,124.97,124.97,113
2024-08-29,17,302.33,302.33,105
2024-08-29,18,314.45,314.45,110.5
2024-08-29,19,314.45,314.45,68.5
2024-08-29,20,303.89,303.89,63.5
2024-08-29,21,232.41,232.41,128.5
2024-08-29,22,265.83,85.29,115
2024-08-29,23,156,77.04,145
2024-08-30,0,127.92,69.94,150
2024-08-30,1,127.92,69.94,185
2024-08-30,2,127.92,69.94,210
2024-08-30,3,127.92,69.94,220
2024-08-30,4,127.92,69.94,190
2024-08-30,5,128.25,128.25,118
2024-08-30,6,249.83,249.83,110
2024-08-30,7,249.83,249.83,180
2024-08-30,8,249.82,249.82,160
2024-08-30,9,100.07,100.07,170
2024-08-30,10,100.04,100.04,170
2024-08-30,11,100.05,100.05,145
2024-08-30,12,100.05,100.03,130
2024-08-30,13,100.05,100.04,125
2024-08-30,14,100.06,100.06,120
2024-08-30,15,100.07,100.07,95
2024-08-30,16,100.08,100.08,85
2024-08-30,17,259.41,259.41,80
2024-08-30,18,313.66,313.66,89
2024-08-30,19,313.66,313.66,69
2024-08-30,20,285.66,285.66,69
2024-08-30,21,101.17,101.17,83.8
2024-08-30,22,127.97,77.25,83
2024-08-30,23,127.94,77.08,105
2024-08-31,0,136.8,77.08,65
2024-08-31,1,136.8,77.08,100
2024-08-31,2,136.8,77.08,125
2024-08-31,3,136.8,77.08,135
2024-08-31,4,140,77.08,95
2024-08-31,5,100.08,100.06,95
2024-08-31,6,197.55,100.06,55
2024-08-31,7,310,100.05,72
2024-08-31,8,310,100.06,69
2024-08-31,9,129.94,100.05,64
2024-08-31,10,100.09,100.05,65
2024-08-31,11,100.07,100.06,60
2024-08-31,12,175,129.94,45
2024-08-31,13,223,129.99,35
2024-08-31,14,228.33,226.33,35
2024-08-31,15,260.91,198.99,15
2024-08-31,16,132.45,129.99,5
2024-08-31,17,314.54,314.54,70
2024-08-31,18,314.95,314.95,65
