date,hour,zamg,price,volume
2024-09-01,0,133,77.08,80
2024-09-01,1,133,77.08,110
2024-09-01,2,138.4,83.55,140
2024-09-01,3,138.4,83.55,155
2024-09-01,4,140,77.08,95
2024-09-01,5,235,100.07,45
2024-09-01,6,310,100.04,69.6
2024-09-01,7,310,100.06,90
2024-09-01,8,310,100.07,85
2024-09-01,9,129.95,100.05,90
2024-09-01,10,228.33,226.33,85
2024-09-01,11,225,222,90
2024-09-01,12,225.25,225.25,95
2024-09-01,13,225.25,225.25,100
2024-09-01,14,222,222,70
2024-09-01,15,144.99,144.99,45
2024-09-01,16,129.99,129.99,40
2024-09-01,17,314.5,314.5,25
2024-09-01,18,314.95,314.95,40
2024-09-01,19,314.95,314.95,10
2024-09-01,20,314.95,314.95,40
2024-09-01,21,314.33,314.33,45
2024-09-01,22,266,264.8,50
2024-09-01,23,163.8,163.14,70
2024-09-02,0,140,139.2,80
2024-09-02,1,140,138.8,110
2024-09-02,2,140,139.04,115
2024-09-02,3,140,139.04,140
2024-09-02,4,140,90.09,130
2024-09-02,5,100.07,100.07,110
2024-09-02,6,239.9,239.9,90
2024-09-02,7,239.91,239.91,100
2024-09-02,8,239.91,239.91,85
2024-09-02,9,100.07,100.07,90
2024-09-02,10,100.08,100.07,90
2024-09-02,11,100.08,100.07,90
2024-09-02,12,100.08,100.07,80
2024-09-02,13,100.08,100.07,85
2024-09-02,14,100.08,100.07,85
2024-09-02,15,112.5,112.5,80
2024-09-02,16,124.98,124.98,60
2024-09-02,17,314.45,314.45,40
2024-09-02,18,314.95,314.95,20
2024-09-02,19,314.95,314.95,20
2024-09-02,20,314.95,314.95,40
2024-09-02,21,314.33,314.33,40
2024-09-02,22,262.53,262.53,40
2024-09-02,23,166,165.47,25
2024-09-03,0,366.84,77.07,70
2024-09-03,1,366.84,77.06,90
2024-09-03,2,366.84,77.05,100
2024-09-03,3,366.84,77.05,130
2024-09-03,4,366.84,77.31,120
2024-09-03,5,100.09,100.07,111
2024-09-03,6,366.84,229.91,81
2024-09-03,7,366.84,229.91,75
2024-09-03,8,366.84,229.9,80
