date,year,month,meanDailyCapFactor,meanDailyEnergyMWh,p90DailyEnergyMWh,p10DailyEnergyMWh,monthlyEnergyMWh,wind_meanDailyCapFactor,wind_monthlyEnergyMWh,wind_meanDailyEnergyMWh,wind_p90DailyEnergyMWh,wind_p10DailyEnergyMWh,solar_meanDailyCapFactor,solar_monthlyEnergyMWh,solar_meanDailyEnergyMWh,solar_p90DailyEnergyMWh,solar_p10DailyEnergyMWh
1004565600000,2001,11,0.31493311484078584,1549.470925016667,2788.0213900000012,722.5613770000002,46484.12775050001,0.31754845679012345,41154.28,1371.8093333333334,2655.331000000001,516.2270000000001,0.2961026528055556,5329.8477505,177.66159168333334,231.6484004,130.517622
1007157600000,2001,12,0.18153159801993182,893.1354622580646,1687.9174800000003,383.93507,27687.199330000003,0.15728838112305862,21064.06,679.4858064516129,1492.48,112.45,0.35608275967741926,6623.13933,213.64965580645162,272.2095,118.72412
1009836000000,2002,1,0.19143662817991083,941.8682106451613,2036.97571,291.39169999999996,29197.914530000002,0.16849768518518518,22565.21,727.91,1806.34,110.67000000000002,0.35659701774193536,6632.704529999999,213.95821064516127,268.84169999999995,143.56040999999996
1012514400000,2002,2,0.23182837520325203,1140.595606,2301.249862,288.56313600000004,31936.676968,0.21420535714285713,25910.280000000006,925.3671428571431,2071.043,91.11000000000001,0.35871410523809527,6026.396968,215.22846314285715,259.36049,170.815421
1014933600000,2002,3,0.3703670802189877,1822.206034677419,3814.01427,501.05235000000005,56488.38707499999,0.37429174133811227,50125.15,1616.9403225806452,3581.4300000000003,337.77000000000004,0.34210952016129026,6363.237075000001,205.26571209677422,253.6206,163.28235000000004
1017612000000,2002,4,0.45560889930420057,2241.5957845766666,3244.90317,1126.833388,67247.8735373,0.47313495370370373,61318.28999999999,2043.9429999999998,3041.968,926.796,0.32942130762777777,5929.5835373,197.65278457666668,252.77973,105.00310240000002
1020204000000,2002,5,0.48682560059664304,2395.1819549354836,3679.90274,850.6330449999999,74250.64060299999,0.5040396505376344,67500.99,2177.451290322581,3447.9500000000003,623.91,0.36288444102150547,6749.650603,217.73066461290324,239.78842,185.64030000000002
1022882400000,2002,6,0.5549353834688346,2730.2820866666666,3910.95205,1258.2365,81908.4626,0.5881314043209878,76221.83000000002,2540.727666666667,3754.651,1052.882,0.31592403333333335,5686.632599999999,189.55441999999996,211.08202,147.45177
1025474400000,2002,7,0.36886443646734846,1814.8130274193552,3160.0641,780.9265,56259.20385000001,0.3738785842293908,50069.82,1615.1554838709678,2955.93,576.4,0.3327625725806452,6189.383849999998,199.65754354838705,221.5309,174.3742
1028152800000,2002,8,0.5421724877865198,2667.488639909677,3963.7884981000007,1747.5067870999999,82692.1478372,0.5702217741935484,76364.1,2463.358064516129,3749.1500000000005,1520.05,0.340217625655914,6328.047837200002,204.13057539354844,236.208544,161.3809
1030831200000,2002,9,0.5274720776829268,2595.1626221999995,4425.5027399,1454.0642300000002,77854.87866599999,0.5519208333333333,71528.94,2384.2980000000002,4166.788,1255.926,0.35144103700000007,6325.938665999999,210.86462219999996,257.835475,145.336937
1033423200000,2002,10,0.5183376864345659,2550.221417258065,3667.1827000000003,1398.2084899999998,79056.863935,0.541127090800478,72467.74,2337.669032258065,3412.4700000000003,1138.2799999999997,0.35425397500000005,6589.123935,212.552385,265.54194,162.326615
1036101600000,2002,11,0.4704771193631437,2314.7474272666673,4201.032607,745.8229570000001,69442.42281800002,0.4884354938271605,63301.24,2110.041333333333,4002.6380000000004,577.44,0.34117682322222215,6141.182817999999,204.7060939333333,272.30194,137.5555042
1038693600000,2002,12,0.23766776022816688,1169.325380322581,2281.1712,279.5723,36249.08679000001,0.22321363500597372,29892.770000000004,964.2829032258065,2082.64,57.11,0.34173746182795706,6356.316790000001,205.0424770967742,245.08180000000002,153.4313
1041372000000,2003,1,0.15880678743771307,781.3293941935484,1928.3263000000002,341.3921,24221.21122,0.13140389784946238,17597.61,567.6648387096774,1688.8000000000002,129.82000000000008,0.35610759247311824,6623.6012200000005,213.66455548387097,271.6845,153.66609
1044050400000,2003,2,0.1365413879936121,671.7836289285715,1724.7132820000004,232.990138,18809.94161,0.11243518518518517,13600.159999999998,485.7199999999999,1557.9270000000004,46.11899999999999,0.31010604821428567,5209.78161,186.06362892857143,256.00744000000003,95.768341
1046469600000,2003,3,0.21706129392866508,1067.9415661290325,2059.79462,351.8944,33106.188550000006,0.1967327508960573,26346.44999999999,849.8854838709674,1950.66,96.13,0.36342680376344083,6759.738549999999,218.0560822580645,262.7983,148.12328000000002
1049148000000,2003,4,0.5058319453373984,2488.6931710599997,3570.4237501000002,742.3785001000001,74660.7951318,0.5251800925925926,68063.34,2268.778,3351.9770000000003,490.1840000000001,0.36652528509999993,6597.455131799999,219.91517105999998,250.3132439,130.19147450000003
1051740000000,2003,5,0.5036107338054026,2477.76481032258,4130.1762,593.1105500000001,76810.70911999998,0.5220816158900837,69917.17000000001,2255.3925806451616,3901.1199999999994,357.0800000000001,0.3706203827956989,6893.53912,222.37222967741937,238.76588999999998,202.52259999999998
1054418400000,2003,6,0.5862485620596206,2884.3429253333334,3910.0361799999996,1471.0465759999997,86530.28776,0.6250883487654321,81011.44999999998,2700.381666666666,3728.4399999999996,1283.374,0.30660209777777775,5518.837760000002,183.96125866666674,212.38904,147.461206
1057010400000,2003,7,0.6641672232959612,3267.70273861613,4229.587399999999,2042.2259000000001,101298.78489710002,0.7053540173237752,94461.01000000002,3047.1293548387102,4008.6699999999996,1823.2300000000002,0.36762230629569903,6837.7748971,220.57338377741937,231.68712809999997,213.2165
1059688800000,2003,8,0.5261859680002623,2588.8349625612896,3836.3205663999993,931.6912,80253.88383939998,0.545886350059737,73105.10000000002,2358.229032258065,3609.3099999999995,758.4599999999999,0.38434321717204295,7148.783839400001,230.60593030322585,243.30274,215.9044468
1062367200000,2003,9,0.49994801773102976,2459.744247236667,4093.3902767499994,1361.7509304999999,73792.32741710001,0.5137631172839506,66583.7,2219.4566666666665,3845.182,1126.751,0.40047930094999984,7208.6274171000005,240.28758057000002,255.5008893,224.81860636
1064959200000,2003,10,0.45675393562811445,2247.2293632903225,3294.17362,1317.38573,69664.110262,0.468698252688172,62768.07,2024.7764516129032,3133.67,1074.29,0.37075485279569886,6896.040262,222.45291167741937,256.7949,176.88192000000004
1067637600000,2003,11,0.402373640596206,1979.678311733333,3298.457372200001,716.7915148,59390.34935199999,0.41166597222222223,53351.909999999996,1778.397,3222.8780000000006,553.674,0.33546885288888895,6038.439352,201.28131173333335,270.982578,110.40426200000002
1070229600000,2003,12,0.209189359166011,1029.2116470967742,2586.2719,270.0878,31905.56106,0.1902741935483871,25481.520000000004,821.9845161290324,2303.57,112.65,0.34537855161290326,6424.04106,207.2271309677419,266.6961,135.68402000000003
1072908000000,2004,1,0.14832161375557307,729.7423396774195,1482.2059,268.84109,22622.012530000004,0.12719563918757465,17034.039999999997,549.4851612903225,1222.15,94.80000000000003,0.30042863064516123,5587.97253,180.2571783870968,245.92300000000003,91.95355
1075586400000,2004,2,0.19471280596439586,957.9870053448277,2283.32634,314.379912,27781.623155000005,0.17599952107279696,22049.220000000005,760.317931034483,2008.51,144.034,0.32944845718390803,5732.403155,197.66907431034483,273.65966000000003,133.031689
1078092000000,2004,3,0.27028051230527145,1329.7801205419355,2699.81219,314.61377500000003,41223.1837368,0.26900791517323774,36025.54,1162.1141935483872,2495.48,86.49000000000001,0.279443211655914,5197.6437368,167.66592699354837,243.48713,91.24653
1080770400000,2004,4,0.5028848688428185,2474.1935547066664,4242.88820519,1227.6989379000001,74225.80664119999,0.5217739969135802,67621.91,2254.063666666667,4082.8379999999997,992.4370000000001,0.36688314673333333,6603.896641200001,220.12988804000003,244.5548699,173.87364671
1083362400000,2004,5,0.6534373590545501,3214.9118065483876,3950.2133000000003,2104.74112,99662.26600300001,0.69326284348865,92841.76,2994.8954838709674,3746.84,1932.8899999999999,0.3666938711290321,6820.506003,220.01632267741937,241.13358999999997,178.70310899999998
1086040800000,2004,6,0.5698485531165312,2803.654881333334,4286.284570000001,1042.1547000000003,84109.64644000001,0.6056293981481481,78489.57,2616.3190000000004,4069.888000000001,828.4120000000001,0.3122264688888889,5620.07644,187.33588133333333,216.76390999999998,121.02974
1088632800000,2004,7,0.5396108105428795,2654.885187870968,4067.264,1242.4321,82301.440824,0.5645992383512544,75611.13000000002,2439.06870967742,3869.09,1025.52,0.3596941303225806,6690.310824,215.8164781935484,233.79189999999997,198.17399999999995
1091311200000,2004,8,0.4926087852943877,2423.6352236483876,3516.0439550000006,1293.4449,75132.69193310001,0.5095014187574671,68232.43000000001,2201.0461290322582,3278.6600000000008,1066.01,0.3709818243602151,6900.261933100001,222.58909461612907,241.07919900000002,193.6196
1093989600000,2004,9,0.524101981711382,2578.5817500200005,3844.8215239000006,1300.7504392,77357.45250060002,0.5434674382716049,70433.37999999999,2347.779333333333,3602.2050000000004,1045.721,0.38467069447777774,6924.0725006,230.80241668666667,255.0520148,186.44692396999997
1096581600000,2004,10,0.538668010713349,2650.246612709678,3734.5406,1458.30739,82157.64499400002,0.5589096475507767,74849.18,2414.4896774193544,3491.1699999999996,1265.12,0.39292822548387096,7308.464994000001,235.75693529032262,267.52521,199.9176
1099260000000,2004,11,0.3197068406910569,1572.9576562,2702.3415339999997,567.2012999,47188.729686,0.31046666666666667,40236.48,1341.2160000000001,2480.0570000000007,363.74,0.3862360936666667,6952.249685999999,231.74165619999997,274.9813185,171.2514859
1101852000000,2004,12,0.12560577700629427,617.9804228709677,974.61393,303.22970000000004,19157.393108999997,0.09438440860215051,12639.96,407.7406451612903,774.79,73.34,0.3503996295161291,6517.433108999999,210.23977770967738,276.218128,142.69839999999996
1104530400000,2005,1,0.13556264863624443,666.9682312903225,1146.568,342.026,20676.015169999995,0.10432235663082437,13970.849999999999,450.67258064516125,1017.7000000000002,128.46999999999997,0.3604927510752689,6705.165170000002,216.29565064516134,277.43289999999996,137.07089000000002
1107208800000,2005,2,0.28100023392857143,1382.5211509285716,3262.37552,336.991817,38710.59222600001,0.2665830853174604,32245.890000000007,1151.6389285714288,3002.228,145.478,0.3848037039285715,6464.702226,230.88222235714287,269.2695,166.6535668
1109628000000,2005,3,0.33759352821925,1660.9601588387104,2913.67104,439.19900600000005,51489.764924000025,0.3441074522102749,46082.86999999999,1486.5441935483866,2726.6400000000003,311.59,0.290693275483871,5406.894924,174.4159652903226,247.39036999999996,113.03219800000001
1112306400000,2005,4,0.5051380791598917,2485.279349466667,3883.4346990000004,1094.7636736,74558.38048400001,0.5265716049382717,68243.68000000001,2274.7893333333336,3692.7500000000005,889.0820000000001,0.3508166935555555,6314.700484,210.49001613333334,248.814836,154.55247080000004
1114898400000,2005,5,0.5711810140309469,2810.210589032258,3956.8958000000002,1916.2696,87116.52826,0.6021988500597372,80646.47000000002,2601.499032258065,3734.05,1766.46,0.347852594623656,6470.0582600000025,208.71155677419364,225.84799999999998,188.14000000000001
1117576800000,2005,6,0.5444626361788618,2678.756170000001,3732.76775,1472.59763,80362.68510000003,0.5734380401234568,74317.56999999999,2477.252333333333,3540.59,1267.364,0.33583972777777776,6045.115100000002,201.50383666666673,213.54463,189.91713999999996
1120168800000,2005,7,0.672986235903488,3311.0922806451617,4259.6524,2254.5314000000003,102643.86070000002,0.7165175477897251,95956.03000000001,3095.3558064516133,4038.3199999999997,2029.6800000000003,0.3595607903225807,6687.8307,215.7364741935484,224.85139999999998,207.7547
1122847200000,2005,8,0.4215565103527407,2074.0580309354837,2834.637100000001,1265.1942579999998,64295.798959,0.430908527479092,57707.27000000001,1861.5248387096779,2613.3400000000006,1070.16,0.3542219870430106,6588.528959,212.53319222580646,230.7046,196.98360000000002
1125525600000,2005,9,0.5445311366531165,2679.093192333333,3882.5730539999995,1527.820275,80372.79576999998,0.564708024691358,73186.15999999999,2439.5386666666664,3643.7499999999995,1283.218,0.39925754277777764,7186.635769999999,239.55452566666662,254.38152,220.518563
1128117600000,2005,10,0.5108666273865723,2513.4638067419355,3795.1100600000004,1355.962833,77917.37800900001,0.523411439665472,70095.26,2261.1374193548386,3529.8700000000003,1096.5700000000002,0.4205439789784945,7822.118009,252.32638738709676,262.48379,236.38299999999998
1130796000000,2005,11,0.3728086686517615,1834.2186497666664,2983.632251,850.4041966000001,55026.55949299999,0.3806009259259258,49325.87999999998,1644.1959999999995,2835.069,691.469,0.3167044162777778,5700.679493,190.02264976666666,261.619502,123.87064699999999
1133388000000,2005,12,0.30843947976003144,1517.5222404193555,3121.2893,522.00706,47043.18945300002,0.3072430555555556,41145.990000000005,1327.2900000000002,2853.7599999999998,365.99000000000007,0.317053734032258,5897.199453000002,190.2322404193549,272.5314,106.26071999999999
1136066400000,2006,1,0.12868607086939418,633.1354686774191,1207.2047100000002,283.0989,19627.199528999994,0.10128248207885306,13563.750000000002,437.54032258064524,998.7600000000002,110.80999999999999,0.32599191016129025,6063.449529,195.59514609677422,253.6466,145.25273000000004
1138744800000,2006,2,0.1480252297328688,728.2841302857142,1209.577079,280.6203194,20391.955648,0.12462285052910052,15074.380000000003,538.3707142857144,1022.5999999999999,81.86800000000001,0.31652236000000006,5317.575647999999,189.91341599999996,240.611565,148.873534
1141164000000,2006,3,0.32654839173878836,1606.6180873548385,3058.5067799999997,364.018861,49805.160707999996,0.32778128733572276,43896.47,1416.0151612903226,2821.1099999999997,167.99,0.3176715434408603,5908.690707999999,190.6029260645161,256.61942999999997,83.77067000000001
1143842400000,2006,4,0.5203731420189702,2560.2358587333338,4080.1399982999997,1208.4579380000002,76807.07576200001,0.5394932870370369,69918.33,2330.611,3870.1649999999995,986.5370000000001,0.3827080978888889,6888.745762000002,229.6248587333334,249.85121209999997,209.97499829999998
1146434400000,2006,5,0.43996946581300816,2164.649771799999,3853.315600000001,783.1399999999999,67104.14292579997,0.4514921594982079,60463.829999999994,1950.4461290322579,3634.880000000001,557.9399999999999,0.3570060712795699,6640.312925799998,214.20364276774188,231.68330000000003,183.62290000000002
1149112800000,2006,6,0.5855251300813007,2880.7836399999997,4171.4302099999995,1574.173,86423.50919999999,0.6196302469135804,80304.08000000002,2676.8026666666674,3959.8430000000003,1359.98,0.33996828888888897,6119.4292000000005,203.98097333333334,219.89332000000002,175.03629
1151704800000,2006,7,0.5774932172829792,2841.266629032258,3972.2662000000005,1959.2981999999997,88079.26550000001,0.6082307347670252,81454.26,2627.5567741935483,3756.1600000000003,1766.9699999999998,0.3561830913978495,6625.005500000001,213.7098548387097,220.9143,194.0653
1154383200000,2006,8,0.5249001868345134,2582.5089192258065,3828.6193,1227.4895,80057.776496,0.5463225059737157,73163.51000000001,2360.1132258064517,3593.1499999999996,1014.04,0.37065948903225815,6894.266495999999,222.3956934193548,241.0717,191.34230000000002
1157061600000,2006,9,0.5977769128929538,2941.062411433333,4240.950394000001,1514.032838,88231.872343,0.6269534722222225,81253.17,2708.439,3995.4610000000007,1290.8100000000002,0.38770568572222225,6978.702343000001,232.62341143333336,251.41837,192.76157700000002
1159653600000,2006,10,0.49692540095069476,2444.8729726774195,3911.7098199999996,1330.94728,75791.062153,0.5176208930704899,69319.79000000001,2236.1222580645162,3660.4399999999996,1132.46,0.3479178576881721,6471.272153000002,208.7507146129033,253.83790000000002,145.87142
1162332000000,2006,11,0.40232007794037955,1979.414783466667,3616.072759000001,852.2313370000002,59382.44350400001,0.41449945987654313,53719.13,1790.6376666666665,3405.5620000000013,727.335,0.31462852799999996,5663.313504,188.7771168,278.49863,85.21716399999998
1164924000000,2006,12,0.16223567451350646,798.1995186064519,1477.339565,232.63996,24744.185076800008,0.14207377538829152,19026.520000000004,613.7587096774195,1353.03,85.32,0.30740134821505377,5717.665076799999,184.44080892903222,252.58360000000002,100.90470000000002
1167602400000,2007,1,0.1833919780094414,902.2885318064516,1895.56865,242.1256,27970.944486,0.1620440561529271,21700.940000000006,700.0303225806454,1753.84,70.06000000000002,0.3370970153763441,6270.004485999998,202.25820922580638,275.2229,112.13831600000002
1170280800000,2007,2,0.12339509965156793,607.1038902857143,1092.4792978000005,310.4322477,16998.908928,0.09188144841269842,11113.980000000001,396.9278571428572,974.8920000000004,72.498,0.35029338857142855,5884.928928,210.17603314285716,271.56198,164.3696979
1172700000000,2007,3,0.2609509281209022,1283.8785663548385,2475.98088,299.28134000000006,39800.23555699999,0.247078629032258,33088.77,1067.3796774193547,2234.66,77.89999999999999,0.36083148155913985,6711.465557,216.49888893548388,259.19921999999997,164.251413
1175378400000,2007,4,0.4620547148712738,2273.3091971666663,3092.4996296,1320.454698,68199.27591499999,0.47353688271604943,61370.38,2045.6793333333333,2869.149,1068.9660000000001,0.3793831063888888,6828.895915000001,227.62986383333336,247.73658,202.898887
1177970400000,2007,5,0.5796551067250195,2851.903125087096,3991.933391,1418.847,88408.99687769999,0.6098803016726402,81675.16999999998,2634.682903225806,3771.71,1192.77,0.3620337031021505,6733.8268777,217.22022186129033,239.58562,197.9294
1180648800000,2007,6,0.5439946456639568,2676.453656666666,3957.4406600000007,939.9928500000001,80293.60969999999,0.5723247685185184,74173.29000000001,2472.443,3752.744000000001,727.259,0.3400177611111112,6120.3197,204.01065666666668,213.71198,191.11538000000004
1183240800000,2007,7,0.5907843902439026,2906.659199999999,4430.6382,1246.3917999999999,90106.43519999998,0.62347722520908,83496.06999999996,2693.4216129032247,4213.860000000001,1018.6999999999999,0.3553959784946237,6610.365200000001,213.23758709677423,224.8638,190.0677
1185919200000,2007,8,0.565328245890375,2781.4149697806447,4290.6377,1584.018279,86223.86406319999,0.5903439366786142,79058.86,2550.285806451613,4065.13,1352.4999999999998,0.38521527221505386,7165.004063200001,231.12916332903228,240.88860000000003,224.42360000000002
1188597600000,2007,9,0.5303060812330623,2609.105919666666,3713.159972,1464.9050830000003,78273.17758999998,0.5526068672839507,71617.85,2387.2616666666668,3507.7749999999996,1239.2150000000001,0.3697404216666667,6655.327589999999,221.84425299999995,248.32191,199.353842
1191189600000,2007,10,0.49278448838185157,2424.4996828387093,3476.4294,1518.6955500000001,75159.49016799999,0.5149891726403824,68967.34999999999,2224.753225806451,3351.060000000001,1358.15,0.33291076172043016,6192.140168000002,199.74645703225812,253.26,130.6807
1193868000000,2007,11,0.4142460481266938,2038.090556783333,3721.3196890000004,814.26413505,61142.716703499995,0.42074783950617284,54528.92,1817.6306666666667,3469.607000000001,593.545,0.36743315019444445,6613.7967035,220.45989011666668,272.249564,150.70261399999998
1196460000000,2007,12,0.16104881890899558,792.360189032258,1485.67067,338.0679,24563.165859999997,0.14485976702508963,19399.62,625.794193548387,1349.8,127.40000000000003,0.27760999247311824,5163.54586,166.56599548387098,220.9723,78.42625000000002
1199138400000,2008,1,0.10872904508261211,534.9469018064516,992.3653800000001,232.55091000000004,16583.353956,0.08823708183990442,11816.710000000001,381.1841935483871,790.6600000000001,106.98000000000002,0.2562711804301075,4766.643956,153.76270825806452,217.3743,87.79701
1201816800000,2008,2,0.23731431223717409,1167.586416206897,2273.5813399999993,348.243194,33860.00607000001,0.22196072796934868,27807.239999999998,958.8703448275861,2009.1379999999995,120.25399999999999,0.3478601189655172,6052.766070000001,208.71607137931036,268.83336,158.905348
1204322400000,2008,3,0.4332624329923945,2131.6511703225806,3698.4577699999995,357.11001,66081.18628,0.44096378434886496,59053.87,1904.9635483870968,3453.8399999999997,192.25999999999996,0.37781270322580657,7027.316280000001,226.6876219354839,257.99114000000003,169.48846999999998
1207000800000,2008,4,0.5551669922025746,2731.4216016366668,3733.0252430000005,1330.4333360000003,81942.6480491,0.5795135802469135,75104.95999999999,2503.4986666666664,3503.3530000000005,1083.8730000000003,0.37987155828333335,6837.688049100001,227.92293497000003,248.56207600000002,203.29737500000002
1209592800000,2008,5,0.535480124101757,2634.562210580645,3392.1197999999995,1442.3299,81671.428528,0.5609992532855437,75129.02,2423.5167741935484,3182.0099999999993,1211.34,0.3517423939784946,6542.408527999999,211.04543638709674,232.647424,193.08759999999998
1212271200000,2008,6,0.5698546825880759,2803.6850383333344,3707.1960099999997,1749.8745199999998,84110.55115000003,0.6023224537037039,78060.99,2602.0330000000004,3513.7819999999992,1576.523,0.33608673055555555,6049.561149999999,201.65203833333328,217.89813000000004,182.78098
1214863200000,2008,7,0.5524487444269603,2718.0478225806446,3849.8916999999988,1126.3714,84259.48249999998,0.5816813769414576,77898.76999999997,2512.8635483870958,3625.029999999999,944.77,0.3419737903225805,6360.712499999999,205.18427419354833,224.8617,182.8098
1217541600000,2008,8,0.5424080373328088,2668.647543677419,4467.354800000001,1129.1692,82728.07385399999,0.5650913231780168,75677.03000000001,2441.1945161290328,4244.089999999999,895.12,0.37908837924731187,7051.043853999999,227.45302754838704,239.953486,214.157431
1220220000000,2008,9,0.5080696389701896,2499.7026237333343,3961.557997500001,1387.666568,74991.07871200003,0.5244854938271605,67973.32,2265.7773333333334,3770.3140000000008,1157.231,0.389875484,7017.758712,233.9252904,257.55498,215.880503
1222812000000,2008,10,0.5289002849134539,2602.1894017741934,4165.643059999999,1464.1959999999997,80667.871455,0.5483089157706094,73429.53,2368.6945161290323,3907.6499999999996,1206.8599999999997,0.38915814274193555,7238.341454999999,233.49488564516125,264.85269999999997,175.305275
1225490400000,2008,11,0.30068342979674795,1479.3624746,2654.853824000001,426.574026,44380.874238000004,0.3020143518518518,39141.06000000001,1304.7020000000005,2511.394000000001,243.411,0.291100791,5239.814237999999,174.66047459999996,241.15275200000002,116.3078278
1228082400000,2008,12,0.15080269989509573,741.949283483871,1532.5369000000003,307.9764,23000.427788,0.12664784946236557,16960.680000000004,547.1187096774195,1268.81,161.57000000000002,0.3247176230107527,6039.747788000001,194.83057380645164,266.056,95.03239
1230760800000,2009,1,0.0885958532618673,435.89159804838715,749.7900999999999,258.3435999999999,13512.639539500002,0.05272132616487455,7060.44,227.75612903225806,534.28,63.989999999999995,0.34689244836021504,6452.1995395,208.13546901612904,267.6666,147.6343
1233439200000,2009,2,0.25627084213850176,1260.8525433214284,2695.576588000001,319.74489559999995,35303.87121299999,0.240290591931217,29065.549999999996,1038.055357142857,2487.7900000000004,101.87000000000002,0.3713286436309523,6238.321213,222.79718617857142,271.94109,146.9972163
1235858400000,2009,3,0.3381807045961186,1663.849066612903,2808.3142699999994,444.31521,51579.321065,0.337940188172043,45256.95000000001,1459.9016129032261,2654.23,201.59,0.3399124228494623,6322.371064999998,203.94745370967738,260.05276,107.6779
1238536800000,2009,4,0.5658920220189702,2784.188748333333,4205.788212900001,896.314355,83525.66244999999,0.5910250771604939,76596.85,2553.2283333333335,3958.1040000000003,650.634,0.384934025,6928.812449999999,230.96041499999998,249.539644,207.2216238
1241128800000,2009,5,0.46431066962365597,2284.408494548387,3658.580100000001,927.8443,70816.66333099999,0.4787593339307049,64115.450000000004,2068.240322580645,3431.790000000001,708.3,0.3602802866129032,6701.213331,216.16817196774193,229.6863,203.05149999999998
1243807200000,2009,6,0.4971007791327914,2445.7358333333336,4006.3126300000004,1142.8560700000003,73372.07500000001,0.5195600308641976,67334.98000000001,2244.4993333333337,3819.986,932.0330000000002,0.3353941666666667,6037.094999999998,201.23649999999995,215.45051999999998,184.58678999999998
1246399200000,2009,7,0.6403240755310776,3150.3944516129027,4396.2814,1477.3486999999998,97662.22799999999,0.6811318697729989,91217.18000000001,2942.4896774193553,4194.24,1289.4699999999998,0.3465079569892473,6445.048000000001,207.9047741935484,225.22360000000003,185.39139999999998
1249077600000,2009,8,0.5722965243515604,2815.6988998096776,4047.09055,1554.4628,87286.6658941,0.5977302120669056,80048.03,2582.1945161290323,3804.95,1318.27,0.38917397280107524,7238.635894100002,233.50438368064522,243.0327,221.16049999999998
1251756000000,2009,9,0.5149048908536585,2533.3320630000003,3463.0020619999996,1916.0742900000002,75999.96189,0.5370119598765432,69596.75000000001,2319.8916666666673,3268.4479999999994,1674.7050000000004,0.35573399388888893,6403.21189,213.44039633333333,241.573396,190.439691
1254348000000,2009,10,0.5482976303134017,2697.6243411419355,3774.9176100000004,1601.7629,83626.3545754,0.5761017025089608,77151.54000000001,2488.75935483871,3628.9700000000003,1373.6399999999999,0.34810831050537633,6474.8145754,208.8649863032258,258.74019999999996,145.94760999999997
1257026400000,2009,11,0.3064635325189702,1507.8005799933335,3227.8483781000004,369.53607900000003,45234.0173998,0.30303287037037036,39273.060000000005,1309.102,3065.8360000000007,135.81400000000002,0.3311642999888889,5960.957399800001,198.69857999333337,253.14653088,133.974641
1259618400000,2009,12,0.22830297429845267,1123.2506335483868,2853.6445000000003,338.19849999999997,34820.76963999999,0.20872207287933095,27952.059999999994,901.6793548387095,2655.2000000000003,104.86,0.36928546451612904,6868.709640000001,221.57127870967744,269.37140000000005,180.65408
1262296800000,2010,1,0.09588862588512982,471.7720393548388,978.1625000000001,236.44980000000004,14624.933220000003,0.06259520609318994,8382.75,270.41129032258067,722.7700000000001,45.66,0.3356012483870969,6242.183219999999,201.36074903225804,254.05439999999996,137.85136
