date,year,month,day,hour,wind_capFactor,solar_capFactor
2019-06-09T01:00:00.000+02:00,2019,6,9,1,1.0002222222222221,0
2019-06-09T02:00:00.000+02:00,2019,6,9,2,1.0002777777777778,0
2019-06-09T03:00:00.000+02:00,2019,6,9,3,1.0003888888888888,0
2019-06-09T04:00:00.000+02:00,2019,6,9,4,1.0004444444444445,0
2019-06-09T05:00:00.000+02:00,2019,6,9,5,1.0004444444444445,0
2019-06-09T06:00:00.000+02:00,2019,6,9,6,1.0004444444444445,0
2019-06-09T07:00:00.000+02:00,2019,6,9,7,1.0003333333333333,0.259172
2019-06-09T08:00:00.000+02:00,2019,6,9,8,0.9992777777777778,0.762
2019-06-09T09:00:00.000+02:00,2019,6,9,9,0.9974444444444444,0.87488
2019-06-09T10:00:00.000+02:00,2019,6,9,10,0.981111111111111,0.90836
2019-06-09T11:00:00.000+02:00,2019,6,9,11,0.9810000000000001,0.90788
2019-06-09T12:00:00.000+02:00,2019,6,9,12,0.9878333333333333,0.8992
2019-06-09T13:00:00.000+02:00,2019,6,9,13,0.9878333333333333,0.90136
2019-06-09T14:00:00.000+02:00,2019,6,9,14,0.9808888888888889,0.88668
2019-06-09T15:00:00.000+02:00,2019,6,9,15,0.9833333333333333,0.8336
2019-06-09T16:00:00.000+02:00,2019,6,9,16,0.9977222222222223,0.68348
2019-06-09T17:00:00.000+02:00,2019,6,9,17,0.9987777777777778,0.132628
2019-06-09T18:00:00.000+02:00,2019,6,9,18,0.9990555555555556,0
2019-06-09T19:00:00.000+02:00,2019,6,9,19,0.9985555555555556,0
2019-06-09T20:00:00.000+02:00,2019,6,9,20,0.9980555555555556,0
2019-06-09T21:00:00.000+02:00,2019,6,9,21,0.9978333333333335,0
2019-06-09T22:00:00.000+02:00,2019,6,9,22,0.9941111111111111,0
2019-06-09T23:00:00.000+02:00,2019,6,9,23,0.9895555555555556,0
2019-06-10T00:00:00.000+02:00,2019,6,10,0,0.9942222222222222,0
2019-06-10T01:00:00.000+02:00,2019,6,10,1,0.9988888888888889,0
2019-06-10T02:00:00.000+02:00,2019,6,10,2,1.0001111111111112,0
2019-06-10T03:00:00.000+02:00,2019,6,10,3,1.0002777777777778,0
2019-06-10T04:00:00.000+02:00,2019,6,10,4,1.0002777777777778,0
2019-06-10T05:00:00.000+02:00,2019,6,10,5,1.0001111111111112,0
2019-06-10T06:00:00.000+02:00,2019,6,10,6,1.0000555555555555,0
2019-06-10T07:00:00.000+02:00,2019,6,10,7,0.9976111111111111,0.25652
2019-06-10T08:00:00.000+02:00,2019,6,10,8,0.9774444444444444,0.76488
2019-06-10T09:00:00.000+02:00,2019,6,10,9,0.8852222222222222,0.8798
2019-06-10T10:00:00.000+02:00,2019,6,10,10,0.6822222222222222,0.90756
2019-06-10T11:00:00.000+02:00,2019,6,10,11,0.5628888888888889,0.90816
2019-06-10T12:00:00.000+02:00,2019,6,10,12,0.5816666666666667,0.90328
2019-06-10T13:00:00.000+02:00,2019,6,10,13,0.6401111111111111,0.90512
2019-06-10T14:00:00.000+02:00,2019,6,10,14,0.7335555555555555,0.89256
2019-06-10T15:00:00.000+02:00,2019,6,10,15,0.804,0.84328
2019-06-10T16:00:00.000+02:00,2019,6,10,16,0.9346666666666668,0.69464
2019-06-10T17:00:00.000+02:00,2019,6,10,17,0.9839444444444445,0.13342
2019-06-10T18:00:00.000+02:00,2019,6,10,18,0.9933888888888889,0
2019-06-10T19:00:00.000+02:00,2019,6,10,19,0.9958888888888888,0
2019-06-10T20:00:00.000+02:00,2019,6,10,20,0.9937222222222223,0
2019-06-10T21:00:00.000+02:00,2019,6,10,21,0.9961111111111112,0
2019-06-10T22:00:00.000+02:00,2019,6,10,22,0.9978333333333335,0
2019-06-10T23:00:00.000+02:00,2019,6,10,23,0.9988888888888889,0
2019-06-11T00:00:00.000+02:00,2019,6,11,0,0.9991111111111112,0
2019-06-11T01:00:00.000+02:00,2019,6,11,1,0.9988888888888889,0
2019-06-11T02:00:00.000+02:00,2019,6,11,2,0.9983888888888889,0
2019-06-11T03:00:00.000+02:00,2019,6,11,3,0.9978888888888889,0
2019-06-11T04:00:00.000+02:00,2019,6,11,4,0.9978888888888889,0
2019-06-11T05:00:00.000+02:00,2019,6,11,5,0.9782222222222223,0
2019-06-11T06:00:00.000+02:00,2019,6,11,6,0.8981666666666666,0
2019-06-11T07:00:00.000+02:00,2019,6,11,7,0.7397777777777778,0.297692
2019-06-11T08:00:00.000+02:00,2019,6,11,8,0.5467222222222222,0.8274
2019-06-11T09:00:00.000+02:00,2019,6,11,9,0.32211111111111107,0.91108
