date,year,month,day,hour,wind_capFactor,solar_capFactor
2019-06-11T10:00:00.000+02:00,2019,6,11,10,0.23077777777777778,0.9258
2019-06-11T11:00:00.000+02:00,2019,6,11,11,0.27361111111111114,0.91352
2019-06-11T12:00:00.000+02:00,2019,6,11,12,0.30133333333333334,0.90904
2019-06-11T13:00:00.000+02:00,2019,6,11,13,0.268,0.91416
2019-06-11T14:00:00.000+02:00,2019,6,11,14,0.4677222222222222,0.90732
2019-06-11T15:00:00.000+02:00,2019,6,11,15,0.8368888888888888,0.873
2019-06-11T16:00:00.000+02:00,2019,6,11,16,0.9812222222222222,0.75772
2019-06-11T17:00:00.000+02:00,2019,6,11,17,0.9953333333333333,0.157612
2019-06-11T18:00:00.000+02:00,2019,6,11,18,0.9979999999999999,0
2019-06-11T19:00:00.000+02:00,2019,6,11,19,0.9980555555555556,0
2019-06-11T20:00:00.000+02:00,2019,6,11,20,0.9977777777777778,0
2019-06-11T21:00:00.000+02:00,2019,6,11,21,0.9960555555555555,0
2019-06-11T22:00:00.000+02:00,2019,6,11,22,0.9845,0
2019-06-11T23:00:00.000+02:00,2019,6,11,23,0.9751666666666666,0
2019-06-12T00:00:00.000+02:00,2019,6,12,0,0.9479444444444444,0
2019-06-12T01:00:00.000+02:00,2019,6,12,1,0.9377222222222221,0
2019-06-12T02:00:00.000+02:00,2019,6,12,2,0.9381666666666667,0
2019-06-12T03:00:00.000+02:00,2019,6,12,3,0.9282777777777778,0
2019-06-12T04:00:00.000+02:00,2019,6,12,4,0.918611111111111,0
2019-06-12T05:00:00.000+02:00,2019,6,12,5,0.8303888888888888,0
2019-06-12T06:00:00.000+02:00,2019,6,12,6,0.4758333333333334,0
2019-06-12T07:00:00.000+02:00,2019,6,12,7,0.2976111111111111,0.313932
2019-06-12T08:00:00.000+02:00,2019,6,12,8,0.24694444444444447,0.8486
2019-06-12T09:00:00.000+02:00,2019,6,12,9,0.11083333333333333,0.92584
2019-06-12T10:00:00.000+02:00,2019,6,12,10,0.04661111111111112,0.92864
2019-06-12T11:00:00.000+02:00,2019,6,12,11,0.011222222222222222,0.92272
2019-06-12T12:00:00.000+02:00,2019,6,12,12,0.022,0.91588
2019-06-12T13:00:00.000+02:00,2019,6,12,13,0.06999999999999999,0.916
2019-06-12T14:00:00.000+02:00,2019,6,12,14,0.20266666666666666,0.90972
2019-06-12T15:00:00.000+02:00,2019,6,12,15,0.4999444444444444,0.89036
2019-06-12T16:00:00.000+02:00,2019,6,12,16,0.8174444444444444,0.78336
2019-06-12T17:00:00.000+02:00,2019,6,12,17,0.9018333333333334,0.16888
2019-06-12T18:00:00.000+02:00,2019,6,12,18,0.9636111111111111,0
2019-06-12T19:00:00.000+02:00,2019,6,12,19,0.9835555555555555,0
2019-06-12T20:00:00.000+02:00,2019,6,12,20,0.9837777777777779,0
2019-06-12T21:00:00.000+02:00,2019,6,12,21,0.9657222222222223,0
2019-06-12T22:00:00.000+02:00,2019,6,12,22,0.9045,0
2019-06-12T23:00:00.000+02:00,2019,6,12,23,0.8405555555555556,0
2019-06-13T00:00:00.000+02:00,2019,6,13,0,0.7710555555555555,0
2019-06-13T01:00:00.000+02:00,2019,6,13,1,0.7363333333333333,0
2019-06-13T02:00:00.000+02:00,2019,6,13,2,0.7014444444444444,0
2019-06-13T03:00:00.000+02:00,2019,6,13,3,0.6240555555555556,0
2019-06-13T04:00:00.000+02:00,2019,6,13,4,0.5663333333333334,0
2019-06-13T05:00:00.000+02:00,2019,6,13,5,0.47338888888888886,0
2019-06-13T06:00:00.000+02:00,2019,6,13,6,0.21966666666666665,0
2019-06-13T07:00:00.000+02:00,2019,6,13,7,0.15722222222222224,0.29398799999999997
2019-06-13T08:00:00.000+02:00,2019,6,13,8,0.11061111111111112,0.82556
2019-06-13T09:00:00.000+02:00,2019,6,13,9,0.05338888888888889,0.909
2019-06-13T10:00:00.000+02:00,2019,6,13,10,0.016944444444444443,0.92464
2019-06-13T11:00:00.000+02:00,2019,6,13,11,0.012944444444444444,0.91436
2019-06-13T12:00:00.000+02:00,2019,6,13,12,0.014666666666666668,0.908
2019-06-13T13:00:00.000+02:00,2019,6,13,13,0.06972222222222223,0.90816
2019-06-13T14:00:00.000+02:00,2019,6,13,14,0.15494444444444444,0.90508
2019-06-13T15:00:00.000+02:00,2019,6,13,15,0.348,0.87268
2019-06-13T16:00:00.000+02:00,2019,6,13,16,0.6753888888888888,0.75716
2019-06-13T17:00:00.000+02:00,2019,6,13,17,0.8352222222222222,0.160352
2019-06-13T18:00:00.000+02:00,2019,6,13,18,0.9119444444444444,0
2019-06-13T19:00:00.000+02:00,2019,6,13,19,0.9328888888888888,0
2019-06-13T20:00:00.000+02:00,2019,6,13,20,0.9437777777777777,0
2019-06-13T21:00:00.000+02:00,2019,6,13,21,0.8935000000000001,0
2019-06-13T22:00:00.000+02:00,2019,6,13,22,0.8222222222222222,0
2019-06-13T23:00:00.000+02:00,2019,6,13,23,0.822111111111111,0
2019-06-14T00:00:00.000+02:00,2019,6,14,0,0.8838333333333334,0
2019-06-14T01:00:00.000+02:00,2019,6,14,1,0.9455,0
2019-06-14T02:00:00.000+02:00,2019,6,14,2,0.9818333333333332,0
2019-06-14T03:00:00.000+02:00,2019,6,14,3,0.9866666666666666,0
2019-06-14T04:00:00.000+02:00,2019,6,14,4,0.9962222222222222,0
2019-06-14T05:00:00.000+02:00,2019,6,14,5,0.9939999999999999,0
2019-06-14T06:00:00.000+02:00,2019,6,14,6,0.9913333333333333,0
2019-06-14T07:00:00.000+02:00,2019,6,14,7,0.9863333333333333,0.277016
2019-06-14T08:00:00.000+02:00,2019,6,14,8,0.9767777777777777,0.79304
2019-06-14T09:00:00.000+02:00,2019,6,14,9,0.9765,0.88916
2019-06-14T10:00:00.000+02:00,2019,6,14,10,0.9763333333333334,0.9112
2019-06-14T11:00:00.000+02:00,2019,6,14,11,0.9785555555555555,0.90972
2019-06-14T12:00:00.000+02:00,2019,6,14,12,0.9726666666666668,0.88212
2019-06-14T13:00:00.000+02:00,2019,6,14,13,0.9621666666666666,0.88212
2019-06-14T14:00:00.000+02:00,2019,6,14,14,0.978388888888889,0.89392
2019-06-14T15:00:00.000+02:00,2019,6,14,15,0.9981666666666666,0.85904
2019-06-14T16:00:00.000+02:00,2019,6,14,16,0.9997222222222222,0.7294
2019-06-14T17:00:00.000+02:00,2019,6,14,17,1.0002222222222221,0.148564
2019-06-14T18:00:00.000+02:00,2019,6,14,18,1.0003333333333333,0
2019-06-14T19:00:00.000+02:00,2019,6,14,19,1.0003888888888888,0
2019-06-14T20:00:00.000+02:00,2019,6,14,20,1.0003888888888888,0
2019-06-14T21:00:00.000+02:00,2019,6,14,21,1.0003888888888888,0
2019-06-14T22:00:00.000+02:00,2019,6,14,22,1.0003333333333333,0
2019-06-14T23:00:00.000+02:00,2019,6,14,23,1.0002777777777778,0
2019-06-15T00:00:00.000+02:00,2019,6,15,0,1.0001111111111112,0
2019-06-15T01:00:00.000+02:00,2019,6,15,1,1.0000555555555555,0
2019-06-15T02:00:00.000+02:00,2019,6,15,2,1.0000555555555555,0
2019-06-15T03:00:00.000+02:00,2019,6,15,3,1.0001111111111112,0
2019-06-15T04:00:00.000+02:00,2019,6,15,4,1.0002777777777778,0
2019-06-15T05:00:00.000+02:00,2019,6,15,5,1.0001111111111112,0
2019-06-15T06:00:00.000+02:00,2019,6,15,6,1.0000555555555555,0
2019-06-15T07:00:00.000+02:00,2019,6,15,7,0.9980555555555556,0.19246400000000002
2019-06-15T08:00:00.000+02:00,2019,6,15,8,0.9751111111111112,0.379468
2019-06-15T09:00:00.000+02:00,2019,6,15,9,0.8248333333333333,0.61092
2019-06-15T10:00:00.000+02:00,2019,6,15,10,0.719388888888889,0.74408
2019-06-15T11:00:00.000+02:00,2019,6,15,11,0.7892222222222223,0.79484
2019-06-15T12:00:00.000+02:00,2019,6,15,12,0.8851666666666668,0.8216
2019-06-15T13:00:00.000+02:00,2019,6,15,13,0.9750555555555555,0.88132
2019-06-15T14:00:00.000+02:00,2019,6,15,14,0.9975555555555555,0.88496
2019-06-15T15:00:00.000+02:00,2019,6,15,15,0.9991666666666666,0.84644
2019-06-15T16:00:00.000+02:00,2019,6,15,16,0.9996666666666667,0.7068
2019-06-15T17:00:00.000+02:00,2019,6,15,17,0.9999444444444445,0.14394
2019-06-15T18:00:00.000+02:00,2019,6,15,18,0.9999444444444445,0
2019-06-15T19:00:00.000+02:00,2019,6,15,19,1.0000555555555555,0
2019-06-15T20:00:00.000+02:00,2019,6,15,20,1.0000555555555555,0
2019-06-15T21:00:00.000+02:00,2019,6,15,21,1.0000555555555555,0
2019-06-15T22:00:00.000+02:00,2019,6,15,22,0.9996666666666667,0
2019-06-15T23:00:00.000+02:00,2019,6,15,23,1.0000555555555555,0
2019-06-16T00:00:00.000+02:00,2019,6,16,0,1.0000555555555555,0
2019-06-16T01:00:00.000+02:00,2019,6,16,1,0.9996666666666667,0
2019-06-16T02:00:00.000+02:00,2019,6,16,2,0.9997222222222222,0
2019-06-16T03:00:00.000+02:00,2019,6,16,3,0.9991666666666666,0
2019-06-16T04:00:00.000+02:00,2019,6,16,4,0.9984444444444445,0
2019-06-16T05:00:00.000+02:00,2019,6,16,5,0.9854999999999999,0
2019-06-16T06:00:00.000+02:00,2019,6,16,6,0.8995555555555554,0
2019-06-16T07:00:00.000+02:00,2019,6,16,7,0.8640000000000001,0.21682400000000002
2019-06-16T08:00:00.000+02:00,2019,6,16,8,0.7046111111111111,0.7718
2019-06-16T09:00:00.000+02:00,2019,6,16,9,0.48983333333333334,0.87536
2019-06-16T10:00:00.000+02:00,2019,6,16,10,0.3092222222222222,0.84572
2019-06-16T11:00:00.000+02:00,2019,6,16,11,0.21788888888888888,0.52408
2019-06-16T12:00:00.000+02:00,2019,6,16,12,0.194,0.59844
2019-06-16T13:00:00.000+02:00,2019,6,16,13,0.24294444444444444,0.41936
2019-06-16T14:00:00.000+02:00,2019,6,16,14,0.35138888888888886,0.332216
2019-06-16T15:00:00.000+02:00,2019,6,16,15,0.5040555555555556,0.190328
2019-06-16T16:00:00.000+02:00,2019,6,16,16,0.7002222222222223,0.192788
2019-06-16T17:00:00.000+02:00,2019,6,16,17,0.8407222222222223,0.0684
2019-06-16T18:00:00.000+02:00,2019,6,16,18,0.9256111111111112,0
2019-06-16T19:00:00.000+02:00,2019,6,16,19,0.9671666666666667,0
2019-06-16T20:00:00.000+02:00,2019,6,16,20,0.9575555555555556,0
2019-06-16T21:00:00.000+02:00,2019,6,16,21,0.9067222222222223,0
2019-06-16T22:00:00.000+02:00,2019,6,16,22,0.8762777777777777,0
2019-06-16T23:00:00.000+02:00,2019,6,16,23,0.8866111111111111,0
2019-06-17T00:00:00.000+02:00,2019,6,17,0,0.9278333333333333,0
2019-06-17T01:00:00.000+02:00,2019,6,17,1,0.9692777777777778,0
2019-06-17T02:00:00.000+02:00,2019,6,17,2,0.9848888888888889,0
2019-06-17T03:00:00.000+02:00,2019,6,17,3,0.992,0
2019-06-17T04:00:00.000+02:00,2019,6,17,4,0.9921666666666666,0
2019-06-17T05:00:00.000+02:00,2019,6,17,5,0.9760555555555556,0
2019-06-17T06:00:00.000+02:00,2019,6,17,6,0.8135555555555556,0
2019-06-17T07:00:00.000+02:00,2019,6,17,7,0.6485000000000001,0.278184
2019-06-17T08:00:00.000+02:00,2019,6,17,8,0.4063333333333333,0.81588
2019-06-17T09:00:00.000+02:00,2019,6,17,9,0.23233333333333334,0.89472
2019-06-17T10:00:00.000+02:00,2019,6,17,10,0.12927777777777777,0.9146
2019-06-17T11:00:00.000+02:00,2019,6,17,11,0.1288888888888889,0.91032
2019-06-17T12:00:00.000+02:00,2019,6,17,12,0.1658888888888889,0.90724
2019-06-17T13:00:00.000+02:00,2019,6,17,13,0.2945,0.91128
2019-06-17T14:00:00.000+02:00,2019,6,17,14,0.541888888888889,0.90368
2019-06-17T15:00:00.000+02:00,2019,6,17,15,0.8032222222222223,0.86856
2019-06-17T16:00:00.000+02:00,2019,6,17,16,0.9241111111111111,0.75208
2019-06-17T17:00:00.000+02:00,2019,6,17,17,0.9746666666666667,0.159724
2019-06-17T18:00:00.000+02:00,2019,6,17,18,0.986388888888889,0
2019-06-17T19:00:00.000+02:00,2019,6,17,19,0.9958888888888888,0
2019-06-17T20:00:00.000+02:00,2019,6,17,20,0.9960555555555555,0
2019-06-17T21:00:00.000+02:00,2019,6,17,21,0.9915,0
2019-06-17T22:00:00.000+02:00,2019,6,17,22,0.9868333333333333,0
2019-06-17T23:00:00.000+02:00,2019,6,17,23,0.9822222222222223,0
2019-06-18T00:00:00.000+02:00,2019,6,18,0,0.9799444444444444,0
2019-06-18T01:00:00.000+02:00,2019,6,18,1,0.9777222222222223,0
2019-06-18T02:00:00.000+02:00,2019,6,18,2,0.9824444444444445,0
2019-06-18T03:00:00.000+02:00,2019,6,18,3,0.9896111111111111,0
2019-06-18T04:00:00.000+02:00,2019,6,18,4,0.9921111111111112,0
2019-06-18T05:00:00.000+02:00,2019,6,18,5,0.9713888888888889,0
2019-06-18T06:00:00.000+02:00,2019,6,18,6,0.7771111111111111,0
2019-06-18T07:00:00.000+02:00,2019,6,18,7,0.5094444444444445,0.299692
2019-06-18T08:00:00.000+02:00,2019,6,18,8,0.2712222222222222,0.85516
2019-06-18T09:00:00.000+02:00,2019,6,18,9,0.2187777777777778,0.92236
2019-06-18T10:00:00.000+02:00,2019,6,18,10,0.111,0.93248
2019-06-18T11:00:00.000+02:00,2019,6,18,11,0.0515,0.92524
2019-06-18T12:00:00.000+02:00,2019,6,18,12,0.05772222222222222,0.91748
2019-06-18T13:00:00.000+02:00,2019,6,18,13,0.1095,0.91876
2019-06-18T14:00:00.000+02:00,2019,6,18,14,0.38383333333333336,0.9122
2019-06-18T15:00:00.000+02:00,2019,6,18,15,0.7504444444444445,0.88864
2019-06-18T16:00:00.000+02:00,2019,6,18,16,0.9339444444444445,0.79576
2019-06-18T17:00:00.000+02:00,2019,6,18,17,0.9860555555555556,0.179452
2019-06-18T18:00:00.000+02:00,2019,6,18,18,0.9979999999999999,0
2019-06-18T19:00:00.000+02:00,2019,6,18,19,0.9985555555555556,0
2019-06-18T20:00:00.000+02:00,2019,6,18,20,0.9980555555555556,0
2019-06-18T21:00:00.000+02:00,2019,6,18,21,0.9977777777777778,0
2019-06-18T22:00:00.000+02:00,2019,6,18,22,0.9977777777777778,0
2019-06-18T23:00:00.000+02:00,2019,6,18,23,0.9980555555555556,0
2019-06-19T00:00:00.000+02:00,2019,6,19,0,0.9975555555555555,0
2019-06-19T01:00:00.000+02:00,2019,6,19,1,0.9916666666666667,0
2019-06-19T02:00:00.000+02:00,2019,6,19,2,0.9848888888888889,0
2019-06-19T03:00:00.000+02:00,2019,6,19,3,0.9826666666666667,0
2019-06-19T04:00:00.000+02:00,2019,6,19,4,0.9873888888888889,0
2019-06-19T05:00:00.000+02:00,2019,6,19,5,0.9398888888888889,0
2019-06-19T06:00:00.000+02:00,2019,6,19,6,0.8632777777777777,0
2019-06-19T07:00:00.000+02:00,2019,6,19,7,0.7040555555555555,0.292924
2019-06-19T08:00:00.000+02:00,2019,6,19,8,0.5460555555555556,0.8486
2019-06-19T09:00:00.000+02:00,2019,6,19,9,0.4204444444444445,0.9268
2019-06-19T10:00:00.000+02:00,2019,6,19,10,0.3517777777777778,0.93044
2019-06-19T11:00:00.000+02:00,2019,6,19,11,0.3343333333333333,0.92792
2019-06-19T12:00:00.000+02:00,2019,6,19,12,0.4517777777777777,0.92096
2019-06-19T13:00:00.000+02:00,2019,6,19,13,0.6595555555555556,0.92244
2019-06-19T14:00:00.000+02:00,2019,6,19,14,0.8828888888888888,0.91504
2019-06-19T15:00:00.000+02:00,2019,6,19,15,0.9745555555555555,0.89604
2019-06-19T16:00:00.000+02:00,2019,6,19,16,0.9908888888888889,0.79044
2019-06-19T17:00:00.000+02:00,2019,6,19,17,0.9980555555555556,0.179116
2019-06-19T18:00:00.000+02:00,2019,6,19,18,0.9990555555555556,0
2019-06-19T19:00:00.000+02:00,2019,6,19,19,0.9993333333333333,0
2019-06-19T20:00:00.000+02:00,2019,6,19,20,0.9996111111111111,0
2019-06-19T21:00:00.000+02:00,2019,6,19,21,0.9996111111111111,0
2019-06-19T22:00:00.000+02:00,2019,6,19,22,0.9998888888888888,0
2019-06-19T23:00:00.000+02:00,2019,6,19,23,1.0001666666666666,0
