month,hour,meanHourlyCapFactor,p90HourlyCapFactor,p10HourlyCapFactor,meanHourlyEnergyMWh,p90HourlyEnergyMWh,p10HourlyEnergyMWh,solar_meanHourlyCapFactor,solar_p90HourlyCapFactor,solar_p10HourlyCapFactor,solar_meanHourlyEnergyMWh,solar_p90HourlyEnergyMWh,solar_p10HourlyEnergyMWh,wind_meanHourlyCapFactor,wind_p90HourlyCapFactor,wind_p10HourlyCapFactor,wind_meanHourlyEnergyMWh,wind_p90HourlyEnergyMWh,wind_p10HourlyEnergyMWh
1,18,0.16203286078078774,0.45172926829268295,0.014061463414634146,33.216736460061426,92.6045,2.8826,0.11163535701996938,0.21606799999999998,0.0245016,2.790883925499232,5.4017,0.61254,0.16903251408090117,0.494,0.0031111111111111114,30.42585253456222,88.92,0.56
1,19,0.14242029148402074,0.4079512195121951,0.0022439024390243905,29.196159754224283,83.63,0.46,0,0,0,0,0,0,0.16220088752346823,0.4646111111111111,0.0025555555555555557,29.196159754224283,83.63,0.46
1,20,0.13828931100370903,0.42863414634146346,0.002731707317073171,28.349308755760365,87.87,0.56,0,0,0,0,0,0,0.15749615975422415,0.4881666666666667,0.0031111111111111114,28.349308755760365,87.87,0.56
1,21,0.13276415271065156,0.40741463414634144,0.0019024390243902436,27.216651305683538,83.52,0.38999999999999996,0,0,0,0,0,0,0.15120361836490864,0.46399999999999997,0.0021666666666666666,27.216651305683538,83.52,0.38999999999999996
1,22,0.12703585478251092,0.39151219512195123,0.0016097560975609757,26.04235023041477,80.26,0.33,0,0,0,0,0,0,0.14467972350230415,0.4458888888888889,0.0018333333333333335,26.04235023041477,80.26,0.33
1,23,0.13504589562024655,0.43697560975609756,0.002292682926829268,27.684408602150558,89.58,0.47,0,0,0,0,0,0,0.1538022700119475,0.49766666666666665,0.002611111111111111,27.684408602150558,89.58,0.47
2,0,0.17616312260930353,0.5041268292682927,0.0038536585365853662,36.11344013490726,103.346,0.79,0,0,0,0,0,0,0.20063022297170685,0.5741444444444445,0.004388888888888889,36.11344013490726,103.346,0.79
2,1,0.17787817217126614,0.5164097560975619,0.003863414634146342,36.465025295109655,105.86400000000019,0.792,0,0,0,0,0,0,0.20258347386171985,0.5881333333333344,0.0044,36.465025295109655,105.86400000000019,0.792
2,2,0.1783270678237979,0.5350146341463425,0.0038536585365853662,36.55704890387859,109.67800000000022,0.79,0,0,0,0,0,0,0.2030947161326586,0.6093222222222234,0.004388888888888889,36.55704890387859,109.67800000000022,0.79
2,3,0.18599086908238402,0.5528682926829278,0.004097560975609755,38.12812816188873,113.33800000000019,0.8399999999999999,0,0,0,0,0,0,0.211822934232715,0.6296555555555565,0.004666666666666666,38.12812816188873,113.33800000000019,0.8399999999999999
2,4,0.16441919960514959,0.46559024390243975,0.0042439024390243905,33.70593591905559,95.44600000000014,0.87,0,0,0,0,0,0,0.18725519955030906,0.5302555555555564,0.004833333333333334,33.70593591905559,95.44600000000014,0.87
2,5,0.11779591165220246,0.36017560975609847,0.001960975609756098,24.148161888701516,73.83600000000018,0.402,0,0,0,0,0,0,0.13415645493723063,0.410200000000001,0.0022333333333333333,24.148161888701516,73.83600000000018,0.402
2,6,0.10646751887467602,0.2554180390243905,0.004360634146341464,21.825841369308616,52.36069800000005,0.8939300000000001,0.03771561092748738,0.08227680000000005,0.0014558,0.9428902731871832,2.056920000000001,0.036395,0.11601639497845231,0.2829888888888889,0.002033333333333334,20.882951096121456,50.93800000000001,0.36600000000000005
2,7,0.12908357043556937,0.26447414634146393,0.02271685853658537,26.46213193929175,54.21720000000011,4.656956000000001,0.39309640741989843,0.7351360000000001,0.0667344,9.827410185497467,18.378400000000003,1.66836,0.09241512085441257,0.22655555555555562,0.0012222222222222222,16.634721753794267,40.78000000000001,0.22
2,8,0.14324317780611193,0.25846634146341496,0.03868760975609757,29.36485145025293,52.98560000000007,7.930960000000001,0.6475411069139967,1,0.18012720000000002,16.1885276728499,25,4.50318,0.07320179876335012,0.18004444444444442,0,13.176323777403029,32.407999999999994,0
2,9,0.15124355949492047,0.2581131707317073,0.05844292682926829,31.00492969645868,52.913199999999996,11.9808,0.7772177612141645,1,0.29844960000000004,19.430444030354145,25,7.461240000000001,0.06430269814502529,0.16533333333333336,0,11.574485666104557,29.76,0
2,10,0.15571151565006391,0.2544858536585369,0.07936878048780488,31.920860708263078,52.16960000000005,16.270599999999998,0.8471602293423268,1,0.44544,21.179005733558178,25,11.136,0.05967697208169378,0.16646666666666665,0,10.741854974704905,29.964,0
2,11,0.1590327281701149,0.25523902439024393,0.08484585365853659,32.601709274873556,52.32400000000001,17.3934,0.8755422327150084,1,0.523752,21.888555817875197,25,13.0938,0.05951751920554611,0.16056666666666672,0,10.713153456998306,28.902000000000008,0
2,12,0.16337925718751312,0.25788292682926844,0.09485463414634146,33.49274772344015,52.866000000000035,19.4452,0.8758670758853291,1,0.550488,21.89667689713323,25,13.762200000000002,0.06442261570170504,0.17088888888888892,0,11.596070826306924,30.76000000000001,0
2,13,0.1726300012339079,0.27910243902439025,0.08232878048780488,35.38915025295105,57.216,16.877399999999998,0.84712081618887,1,0.44619200000000003,21.178020404721764,25,11.1548,0.07895072137905192,0.20598888888888955,0.0008333333333333333,14.211129848229344,37.078000000000124,0.15
2,14,0.20101919220170275,0.40642926829268305,0.07038995121951219,41.208934401349005,83.31800000000003,14.429939999999998,0.8061017268128166,1,0.319492,20.152543170320403,25,7.9873,0.11697995128349252,0.3247111111111111,0.003,21.056391231028698,58.44800000000001,0.54
2,15,0.2493637634187469,0.5143707317073173,0.07209873170731708,51.11957150084322,105.44600000000004,14.780240000000001,0.7104806677908935,1,0.1354304,17.76201669477233,25,3.38576,0.18531974892261557,0.4735888888888889,0.0077222222222222215,33.35755480607087,85.246,1.39
2,16,0.272649993748201,0.5975551219512195,0.05924263414634147,55.8932487183811,122.4988,12.14474,0.5958075204047208,1,0.0842656,14.895188010118044,25,2.10664,0.22776700393479501,0.5725222222222225,0.014988888888888894,40.998060708263075,103.05400000000004,2.698000000000001
2,17,0.2639206897544522,0.6182907317073176,0.0506150243902439,54.10374139966282,126.7496000000001,10.376079999999998,0.4564167723440131,0.859856,0.0629736,11.410419308600341,21.4964,1.57434,0.23718512272812428,0.6284222222222222,0.007255555555555557,42.69332209106235,113.116,1.306
2,18,0.21782824921893612,0.55133356097561,0.016674868292682925,44.65479108988198,113.02338000000005,3.418348,0.0984864159392918,0.19372480000000006,0.016719840000000003,2.462160398482294,4.843120000000002,0.41799600000000003,0.23440350384110956,0.6127,0.005622222222222222,42.19263069139965,110.286,1.012
2,19,0.20040579114054216,0.5224780487804881,0.006858536585365854,41.0831871838111,107.10800000000005,1.4060000000000001,0,0,0,0,0,0,0.2282399287989508,0.5950444444444447,0.0078111111111111116,41.0831871838111,107.10800000000005,1.4060000000000001
2,20,0.19372442726113598,0.5398634146341463,0.004390243902439025,39.71350758853295,110.672,0.9,0,0,0,0,0,0,0.22063059771407145,0.6148444444444444,0.005,39.71350758853295,110.672,0.9
2,21,0.1848841360588984,0.5067024390243903,0.003863414634146342,37.90124789207421,103.87400000000001,0.792,0,0,0,0,0,0,0.21056248828930127,0.5770777777777778,0.0044,37.90124789207421,103.87400000000001,0.792
2,22,0.17801488915395067,0.5391902439024391,0.0032780487804878054,36.49305227655985,110.534,0.672,0,0,0,0,0,0,0.20273917931422117,0.6140777777777778,0.0037333333333333337,36.49305227655985,110.534,0.672
2,23,0.1862123966602229,0.5692975609756105,0.004126829268292683,38.17354131534568,116.70600000000016,0.846,0,0,0,0,0,0,0.21207522952969857,0.6483666666666675,0.0047,38.17354131534568,116.70600000000016,0.846
3,0,0.35364609793563373,0.8173170731707318,0.016829268292682928,72.49745007680494,167.55,3.45,0,0,0,0,0,0,0.4027636115378047,0.9308333333333334,0.01916666666666667,72.49745007680494,167.55,3.45
3,1,0.3496391292945193,0.817560975609756,0.017463414634146343,71.67602150537635,167.6,3.58,0,0,0,0,0,0,0.398200119474313,0.9311111111111111,0.01988888888888889,71.67602150537635,167.6,3.58
3,2,0.34777303210820176,0.824829268292683,0.017317073170731705,71.29347158218125,169.09,3.55,0,0,0,0,0,0,0.3960748421232295,0.9393888888888889,0.01972222222222222,71.29347158218125,169.09,3.55
3,3,0.3527440710351801,0.8270243902439024,0.016634146341463416,72.31253456221198,169.54,3.41,0,0,0,0,0,0,0.4017363031233996,0.9418888888888889,0.018944444444444444,72.31253456221198,169.54,3.41
3,4,0.3424063542017912,0.8080487804878049,0.01921951219512195,70.19330261136703,165.65,3.94,0,0,0,0,0,0,0.38996279228537306,0.9202777777777779,0.02188888888888889,70.19330261136703,165.65,3.94
3,5,0.2599802180510284,0.7496585365853659,0.0035121951219512196,53.29594470046084,153.68,0.72,0,0,0,0,0,0,0.29608858166922686,0.8537777777777779,0.004,53.29594470046084,153.68,0.72
3,6,0.23241092592484364,0.6739780487804877,0.0066172682926829264,47.644239814592915,138.16549999999998,1.3565399999999999,0.019734569542242685,0.040931999999999996,0,0.49336423855606787,1.0232999999999999,0,0.26194930875576017,0.7641111111111111,0.004333333333333333,47.15087557603686,137.54,0.7799999999999999
3,7,0.22622501792364494,0.6088560975609757,0.04757951219512195,46.37612867434717,124.81550000000001,9.7538,0.41161718998463903,0.64896,0.082596,10.290429749615976,16.224,2.0649,0.20047610513739564,0.6142777777777777,0.0035555555555555557,36.085698924731226,110.57,0.64
3,8,0.21082434528492766,0.4665365853658537,0.0681268292682927,43.21899078341012,95.64,13.966000000000001,0.7278004915514596,1,0.21054799999999999,18.195012288786483,25,5.2637,0.13902210274790927,0.41411111111111115,0.0021666666666666666,25.023978494623677,74.54,0.38999999999999996
3,9,0.18600815405942106,0.3461951219512195,0.08672682926829269,38.131671582181276,70.97,17.779,0.8337025007680493,1,0.346624,20.842562519201223,25,8.6656,0.09605060590544455,0.26761111111111113,0.0012222222222222222,17.289109062980042,48.17,0.22
3,10,0.17514595406691413,0.29692682926829267,0.08956585365853659,35.90492058371736,60.87,18.361,0.874889296466974,1,0.47148,21.87223241167433,25,11.787,0.07795937873357221,0.20033333333333334,0.00011111111111111112,14.03268817204303,36.06,0.02
3,11,0.17711181446929683,0.28863414634146345,0.0958,36.30792196620582,59.17,19.639,0.8903820092165898,1,0.60272,22.259550230414746,25,15.068,0.07804650964328382,0.19655555555555557,0,14.048371735791093,35.38,0
3,12,0.19319347045820726,0.35058536585365857,0.0962,39.60466144393242,71.87,19.721,0.8796998218125963,1,0.55764,21.992495545314906,25,13.941,0.09784536610343071,0.27216666666666667,0,17.612165898617516,48.99,0
3,13,0.22731377018470653,0.43521951219512195,0.0973121951219512,46.59932288786483,89.22,19.948999999999998,0.8544761413210449,1,0.50328,21.361903533026098,25,12.582,0.1402078853046595,0.39127777777777784,0.0014444444444444446,25.237419354838707,70.43,0.26
3,14,0.29026197444831625,0.5800975609756097,0.09706341463414633,59.50370476190473,118.92,19.898,0.8175417388632875,1,0.385388,20.438543471582182,25,9.6347,0.2170286738351253,0.5485,0.003833333333333333,39.065161290322536,98.73,0.69
3,15,0.3775910592334496,0.7199658536585367,0.10575121951219513,77.40616714285721,147.59300000000002,21.679000000000002,0.7364371619047612,1,0.180196,18.410929047619025,25,4.504899999999999,0.3277513227513229,0.7087777777777777,0.017666666666666667,58.995238095238186,127.57999999999998,3.18
3,16,0.42404672398936005,0.7996829268292683,0.10521317073170733,86.92957841781873,163.935,21.568700000000003,0.6423143195084492,1,0.1023,16.05785798771121,25,2.5575,0.3937317801672642,0.8103333333333335,0.028111111111111108,70.87172043010754,145.86,5.06
3,17,0.42000281690457514,0.8182878048780488,0.07551219512195122,86.10057746543785,167.749,15.479999999999999,0.4291923766513057,0.71116,0.064232,10.729809416282658,17.779,1.6058,0.41872648916197286,0.8627222222222222,0.026277777777777782,75.37076804915515,155.29,4.73
3,18,0.3764596326020008,0.7786663414634146,0.026847317073170732,77.1742246834101,159.6266,5.5037,0.037959463526881725,0.087084,0.00158244,0.948986588172042,2.1771,0.039561,0.42347354497354517,0.8795555555555555,0.025222222222222222,76.22523809523814,158.32,4.54
3,19,0.3725395076992247,0.7813658536585366,0.021658536585365856,76.37059907834103,160.18,4.44,0,0,0,0,0,0,0.42428110599078395,0.889888888888889,0.02466666666666667,76.37059907834103,160.18,4.44
3,20,0.36743456595856266,0.7807804878048781,0.02478048780487805,75.32408602150531,160.06,5.08,0,0,0,0,0,0,0.41846714456391904,0.8892222222222222,0.02822222222222222,75.32408602150531,160.06,5.08
3,21,0.3608852422164777,0.7901463414634146,0.018780487804878048,73.98147465437793,161.98,3.8499999999999996,0,0,0,0,0,0,0.41100819252432136,0.8998888888888888,0.021388888888888888,73.98147465437793,161.98,3.8499999999999996
3,22,0.3560583717357909,0.7977560975609755,0.014439024390243905,72.9919662058372,163.54,2.9600000000000004,0,0,0,0,0,0,0.4055109233657617,0.9085555555555556,0.016444444444444446,72.9919662058372,163.54,2.9600000000000004
3,23,0.3706845003933913,0.8153658536585366,0.01897560975609756,75.99032258064514,167.15,3.89,0,0,0,0,0,0,0.4221684587813617,0.9286111111111112,0.021611111111111112,75.99032258064514,167.15,3.89
4,0,0.6045761517615171,0.8769902439024391,0.16862439024390244,123.93811111111113,179.78300000000002,34.568,0,0,0,0,0,0,0.6885450617283951,0.9987944444444444,0.19204444444444446,123.93811111111113,179.78300000000002,34.568
4,1,0.5910389469608981,0.8768780487804878,0.16335121951219517,121.16298412698407,179.76,33.48700000000001,0,0,0,0,0,0,0.6731276895943566,0.9986666666666666,0.18603888888888892,121.16298412698407,179.76,33.48700000000001
4,2,0.5811367402245451,0.8769463414634147,0.15762926829268292,119.13303174603169,179.774,32.314,0,0,0,0,0,0,0.661850176366843,0.9987444444444445,0.17952222222222222,119.13303174603169,179.774,32.314
4,3,0.5725136662795194,0.8771707317073171,0.14681463414634147,117.36530158730152,179.82,30.097,0,0,0,0,0,0,0.6520294532627864,0.999,0.16720555555555555,117.36530158730152,179.82,30.097
4,4,0.5645370499419272,0.8773219512195122,0.13979024390243902,115.73009523809534,179.851,28.656999999999996,0,0,0,0,0,0,0.6429449735449733,0.9991722222222222,0.15920555555555554,115.73009523809534,179.851,28.656999999999996
4,5,0.461406813782423,0.8758585365853658,0.0778780487804878,94.58839682539687,179.55100000000002,15.965,0,0,0,0,0,0,0.5254910934744262,0.9975055555555556,0.08869444444444445,94.58839682539687,179.55100000000002,15.965
4,6,0.4030789099899343,0.8659154634146341,0.04238701463414634,82.6311765479365,177.51266999999999,8.689338,0.01420198255238097,0.029973960000000008,0,0.35504956380952385,0.7493490000000002,0,0.45708959435626145,0.9839444444444445,0.0461,82.27612698412705,177.11,8.298
4,7,0.39635073356562156,0.8701013170731708,0.08568439024390245,81.25190038095238,178.37077000000002,17.565300000000004,0.4462912533333335,0.588508,0.15638839999999998,11.157281333333342,14.712700000000002,3.9097100000000005,0.3894145502645508,0.9290166666666667,0.03886111111111111,70.0946190476191,167.22299999999998,6.995
4,8,0.3590779297715831,0.7963494634146341,0.11783536585365854,73.61097560317462,163.25164,24.15625,0.8200269606349198,0.988764,0.38251000000000007,20.500674015873,24.7191,9.562750000000001,0.29505723104056425,0.8093000000000001,0.019544444444444444,53.110301587301606,145.67400000000004,3.5180000000000002
4,9,0.2996868484707707,0.6430975609756099,0.12195121951219512,61.435803936507995,131.835,25,0.911468347936508,1,0.619348,22.786708698412706,25,15.483699999999999,0.21471719576719567,0.6000111111111114,0.003944444444444444,38.64909523809522,108.00200000000005,0.71
4,10,0.2674846914440577,0.5302731707317074,0.12195121951219512,54.83436174603176,108.70600000000002,25,0.9366030412698413,1,0.769324,23.415076031746025,25,19.2331,0.17455158730158724,0.4791777777777779,0.002655555555555556,31.419285714285756,86.25200000000002,0.4780000000000001
4,11,0.26099501509872264,0.5286439024390245,0.12195121951219512,53.50397809523807,108.37200000000001,25,0.9381076952380948,1,0.792772,23.45269238095238,25,19.819300000000002,0.1669515873015872,0.47771111111111125,0.001216666666666667,30.051285714285694,85.98800000000001,0.21900000000000006
4,12,0.27777507704219895,0.5609819512195122,0.11966536585365853,56.94389079365081,115.0013,24.531399999999998,0.9184737269841269,1,0.7335,22.961843174603196,25,18.337500000000002,0.18878915343915323,0.5140722222222223,0.0018833333333333336,33.98204761904763,92.533,0.3390000000000001
4,13,0.3267569276035619,0.6738058536585367,0.12195121951219512,66.98517015873024,138.13020000000003,25,0.8905382349206342,1,0.6122920000000001,22.263455873015864,25,15.3073,0.24845396825396854,0.6333611111111112,0.004100000000000001,44.72171428571428,114.00500000000001,0.7380000000000002
4,14,0.4232028842431277,0.7816609756097562,0.1269219512195122,86.75659126984128,160.24050000000003,26.019,0.8624001587301589,1,0.5702400000000001,21.56000396825398,25,14.256000000000002,0.3622032627865961,0.7596388888888889,0.03548333333333335,65.1965873015873,136.73499999999999,6.387000000000004
4,15,0.5467832423538521,0.901739024390244,0.21240048780487805,112.09056468253954,184.8565,43.5421,0.8208403650793654,1,0.43400800000000006,20.52100912698412,25,10.850200000000001,0.5087197530864195,0.9118388888888889,0.13546666666666665,91.56955555555554,164.131,24.384
4,16,0.6381772378629499,0.9473473170731709,0.26439560975609755,130.82633376190475,194.20620000000002,54.201100000000004,0.7341276361904765,0.9383680000000001,0.29271320000000006,18.35319090476192,23.4592,7.3178300000000025,0.6248507936507932,0.980011111111111,0.20714444444444444,112.47314285714279,176.40200000000002,37.286
4,17,0.640634380023229,0.9094559024390244,0.2601195609756098,131.33004790476184,186.43846,53.324510000000004,0.3135301701587302,0.47074400000000005,0.13666599999999998,7.8382542539682545,11.768600000000001,3.4166500000000006,0.6860655202821867,0.9921777777777777,0.26108333333333333,123.49179365079375,178.592,46.995000000000005
4,18,0.6290649146604727,0.8760634146341464,0.2307487068292683,128.95830750539665,179.59300000000002,47.3034849,0.0009653160888888887,0.003482252,0,0.024132902222222224,0.0870563,0,0.7163009700176365,0.997738888888889,0.26258333333333334,128.9341746031744,179.59300000000002,47.265
4,19,0.6395435540069693,0.876390243902439,0.2348780487804878,131.10642857142858,179.66,48.15,0,0,0,0,0,0,0.7283690476190477,0.9981111111111111,0.2675,131.10642857142858,179.66,48.15
4,20,0.6393108788230739,0.8765902439024389,0.21093658536585366,131.0587301587301,179.701,43.242,0,0,0,0,0,0,0.7281040564373888,0.9983388888888889,0.24023333333333335,131.0587301587301,179.701,43.242
4,21,0.6305677893921801,0.8764390243902438,0.1928439024390244,129.26639682539684,179.67,39.533,0,0,0,0,0,0,0.7181466490299822,0.9981666666666666,0.21962777777777778,129.26639682539684,179.67,39.533
4,22,0.6212706929926437,0.8765853658536584,0.1749804878048781,127.36049206349199,179.7,35.87100000000001,0,0,0,0,0,0,0.7075582892416223,0.9983333333333333,0.19928333333333337,127.36049206349199,179.7,35.87100000000001
4,23,0.6215489740611687,0.8768439024390244,0.16996097560975612,127.4175396825396,179.75300000000001,34.842,0,0,0,0,0,0,0.7078752204585539,0.9986277777777778,0.1935666666666667,127.4175396825396,179.75300000000001,34.842
5,0,0.6803594470046077,0.8774634146341463,0.2685853658536585,139.47368663594486,179.88,55.059999999999995,0,0,0,0,0,0,0.7748538146441375,0.9993333333333333,0.3058888888888889,139.47368663594486,179.88,55.059999999999995
5,1,0.6569888726537032,0.8775609756097561,0.2255609756097561,134.68271889400927,179.9,46.24,0,0,0,0,0,0,0.7482373271889398,0.9994444444444445,0.2568888888888889,134.68271889400927,179.9,46.24
5,2,0.6367895545314893,0.8774146341463415,0.20214634146341462,130.54185867895558,179.87,41.44,0,0,0,0,0,0,0.725232548216419,0.9992777777777778,0.23022222222222222,130.54185867895558,179.87,41.44
5,3,0.6177322693042588,0.8774634146341463,0.17546341463414633,126.63511520737337,179.88,35.97,0,0,0,0,0,0,0.7035284178187401,0.9993333333333333,0.19983333333333334,126.63511520737337,179.88,35.97
5,4,0.5951693080064433,0.8773170731707317,0.1528780487804878,122.00970814132103,179.85,31.34,0,0,0,0,0,0,0.6778317118962279,0.9991666666666666,0.1741111111111111,122.00970814132103,179.85,31.34
5,5,0.5322373833876588,0.8759024390243902,0.14590243902439023,109.10866359447014,179.56,29.909999999999997,0,0,0,0,0,0,0.6061592421915,0.9975555555555555,0.16616666666666666,109.10866359447014,179.56,29.909999999999997
5,6,0.4108721925577909,0.8605853658536585,0.047121951219512195,84.22879947434723,176.42,9.66,0.0010327777450076813,0.00375184,0,0.025819443625192,0.093796,0,0.46779433350401106,0.980111111111111,0.053,84.20298003072206,176.42,9.54
5,7,0.4092554074407101,0.8599512195121951,0.07427024390243903,83.89735852534568,176.29,15.2254,0.3945327434715823,0.48732,0.287524,9.863318586789545,12.183,7.1881,0.41130022188086673,0.9253888888888888,0.03144444444444445,74.03403993855609,166.57,5.660000000000001
5,8,0.3841376778689444,0.8224243902439025,0.1132439024390244,78.74822396313365,168.597,23.215,0.8416303410138252,0.92756,0.75724,21.04075852534563,23.189,18.931,0.32059703020993324,0.8208888888888889,0.008777777777777778,57.70746543778804,147.76,1.58
5,9,0.3205944962721514,0.6959219512195122,0.11767804878048779,65.72187173579113,142.664,24.124,0.9287556682027652,0.9918,0.89048,23.218891705069122,24.795,22.262,0.23612766683734449,0.6741666666666666,0.0021666666666666666,42.50298003072198,121.34999999999998,0.38999999999999996
5,10,0.280055280806264,0.6097317073170732,0.1169170731707317,57.41133256528415,124.99499999999999,23.968,0.949664976958526,1,0.91904,23.741624423963145,25,22.976,0.18705393411845003,0.5581111111111111,0.0003333333333333333,33.66970814132105,100.46,0.06
5,11,0.2693889610730206,0.5754146341463414,0.11615609756097561,55.22473701996926,117.96,23.812,0.9441372534562206,1,0.9054,23.603431336405535,25,22.635,0.17567392046424302,0.5198333333333333,0.00022222222222222223,31.62130568356375,93.57,0.04
5,12,0.284537389382189,0.6071170731707318,0.11389756097560975,58.33016482334871,124.45900000000002,23.349,0.9224262549923196,0.99432,0.85056,23.060656374808,24.858,21.264,0.19594171360300403,0.5547222222222222,0,35.26950844854068,99.85,0
5,13,0.3361161267843094,0.6816634146341463,0.11555609756097561,68.90380599078335,139.74099999999999,23.689,0.906275741935484,0.99352,0.77776,22.656893548387114,24.838,19.444,0.25692729134664644,0.653,0.002,46.246912442396315,117.54,0.36
5,14,0.4324536510434233,0.8135219512195122,0.12050731707317074,88.65299846390175,166.772,24.704,0.8828990476190475,0.98712,0.68712,22.0724761904762,24.678,17.178,0.3698917904079196,0.7986666666666666,0.0047777777777777775,66.58052227342546,143.76,0.86
5,15,0.5677707099771458,0.9200048780487805,0.14931219512195124,116.39299554531476,188.601,30.609,0.8514408663594472,0.95972,0.65736,21.28602165898617,23.993,16.434,0.5283720771462707,0.9266666666666667,0.04455555555555556,95.10697388632862,166.8,8.02
5,16,0.7019788392341992,0.9623560975609757,0.24630243902439025,143.90566204301058,197.28300000000002,50.492000000000004,0.7478805523809522,0.86096,0.56688,18.69701380952379,21.524,14.172,0.6956036012971494,0.9882222222222222,0.17005555555555554,125.20864823348724,177.88,30.61
