duration_years,stDev,p50,p75,p90,p99
5,56.30928445609881,3711.136518518518,3673.156483312004,3638.9732668691086,3580.141534335312
10,39.81667688266972,3711.136518518518,3684.2805780742883,3660.1093939247494,3618.5090769011485
15,32.510180538603855,3711.136518518518,3689.2087349682056,3669.4730457531327,3635.5065291378532
18,29.67759871593131,3711.136518518518,3691.1192823741903,3673.103145422512,3642.096099839074
20,28.154642228049404,3711.136518518518,3692.146500915261,3675.054892693813,3645.639026426915
25,25.182277561641843,3711.136518518518,3694.151330416598,3678.8641312854174,3652.5537806494863
