date,year,month,meanDailyCapFactor,monthlySpecificYield
1398895200000,2014,5,0.6036887694145758,449.1444444444444
1401573600000,2014,6,0.5993851080246914,431.55727777777776
1404165600000,2014,7,0.583563918757467,434.1715555555556
1406844000000,2014,8,0.5704912634408602,424.44550000000004
1409522400000,2014,9,0.5530941358024692,398.2277777777778
1412114400000,2014,10,0.5180991636798089,385.4657777777778
1414792800000,2014,11,0.4163470679012345,299.76988888888894
1417384800000,2014,12,0.1906411290322581,141.837
1420063200000,2015,1,0.17414613201911588,129.5647222222222
1422741600000,2015,2,0.17252306547619048,115.93549999999999
1425160800000,2015,3,0.33944160692951003,252.54455555555555
1427839200000,2015,4,0.504496450617284,363.2374444444445
1430431200000,2015,5,0.6244701314217443,464.60577777777775
1433109600000,2015,6,0.5714999999999999,411.4800000000001
1435701600000,2015,7,0.536046594982079,398.8186666666668
1438380000000,2015,8,0.5735597371565115,426.72844444444445
1441058400000,2015,9,0.5442543209876544,391.8631111111112
1443650400000,2015,10,0.5204381720430108,387.206
1446328800000,2015,11,0.4054960648148148,291.9571666666667
1448920800000,2015,12,0.16520213560334526,122.91038888888889
1451599200000,2016,1,0.22969899940262847,170.89605555555553
1454277600000,2016,2,0.12345242656449552,85.92288888888888
1456783200000,2016,3,0.19583057048984465,145.69794444444443
1459461600000,2016,4,0.5782112654320988,416.31211111111105
1462053600000,2016,5,0.7030929659498208,523.1011666666667
1464732000000,2016,6,0.667700385802469,480.74427777777777
1467324000000,2016,7,0.5903696983273596,439.2350555555555
1470002400000,2016,8,0.6388099611708483,475.2746111111112
1472680800000,2016,9,0.39284645061728407,282.84944444444443
1475272800000,2016,10,0.3878918010752688,288.59149999999994
1477951200000,2016,11,0.36757947530864205,264.6572222222222
1480543200000,2016,12,0.1798070489844683,133.77644444444442
1483221600000,2017,1,0.08316382915173237,61.873888888888885
1485900000000,2017,2,0.08253811177248675,55.465611111111116
1488319200000,2017,3,0.45027516427718045,335.0047222222222
1490997600000,2017,4,0.5941327160493827,427.77555555555557
1493589600000,2017,5,0.6185843787335723,460.22677777777767
1496268000000,2017,6,0.6433087191358026,463.1822777777778
1498860000000,2017,7,0.6621650238948625,492.65077777777765
1501538400000,2017,8,0.662192652329749,492.6713333333334
1504216800000,2017,9,0.5628217592592594,405.2316666666668
1506808800000,2017,10,0.49097296893667847,365.28388888888884
1509487200000,2017,11,0.42008202160493824,302.4590555555556
1512079200000,2017,12,0.23997617980884112,178.54227777777774
1514757600000,2018,1,0.22460155316606933,167.10355555555554
1517436000000,2018,2,0.15984821428571427,107.41799999999999
1519855200000,2018,3,0.17729405615292712,131.9067777777778
1522533600000,2018,4,0.4489129629629629,323.2173333333333
1525125600000,2018,5,0.4991416517323777,371.3613888888888
1527804000000,2018,6,0.6028012345679012,434.01688888888896
1530396000000,2018,7,0.777175477897252,578.2185555555557
1533074400000,2018,8,0.4308828405017922,320.57683333333335
1535752800000,2018,9,0.43311404320987645,311.8421111111111
1538344800000,2018,10,0.6079209976105135,452.29322222222214
1541023200000,2018,11,0.4669834104938272,336.22805555555556
1543615200000,2018,12,0.1462688918757467,108.82405555555555
1546293600000,2019,1,0.14926314217443248,111.05177777777777
1548972000000,2019,2,0.1624015376984127,109.13383333333333
1551391200000,2019,3,0.257821609916368,191.81927777777778
1554069600000,2019,4,0.497154938271605,357.95155555555556
1556661600000,2019,5,0.674182571684588,501.59183333333334
1559340000000,2019,6,0.6668087191358024,480.10227777777783
1561932000000,2019,7,0.5726379181600956,426.0426111111111
1564610400000,2019,8,0.5672567204301077,422.039
1567288800000,2019,9,0.6035867283950618,434.5824444444445
1569880800000,2019,10,0.48508266129032257,360.90149999999994
1572559200000,2019,11,0.30981280864197525,223.06522222222225
1575151200000,2019,12,0.21945758661887696,163.27644444444442
1577829600000,2020,1,0.17526097670250892,130.39416666666665
1580508000000,2020,2,0.2116087164750958,147.27966666666669
1583013600000,2020,3,0.4068058542413381,302.66355555555543
1585692000000,2020,4,0.4611043209876543,331.9951111111111
1588284000000,2020,5,0.6189228643966547,460.47861111111104
1590962400000,2020,6,0.6643625000000001,478.341
1593554400000,2020,7,0.7068249701314215,525.8777777777777
1596232800000,2020,8,0.5063801523297491,376.74683333333337
1598911200000,2020,9,0.5595271604938271,402.85955555555546
1601503200000,2020,10,0.5202252090800479,387.04755555555556
1604181600000,2020,11,0.3169969135802468,228.23777777777775
1606773600000,2020,12,0.11632459677419354,86.54549999999999
1609452000000,2021,1,0.059364471326164875,44.16716666666666
1612130400000,2021,2,0.11514922288359788,77.38027777777778
1614549600000,2021,3,0.27210379330943846,202.4452222222222
1617228000000,2021,4,0.5369548611111111,386.6075000000001
1619820000000,2021,5,0.5154156959378734,383.4692777777779
1622498400000,2021,6,0.4893590277777778,352.3385
1625090400000,2021,7,0.6440741487455197,479.1911666666666
1627768800000,2021,8,0.5514100209080048,410.2490555555556
1630447200000,2021,9,0.5188452932098766,373.568611111111
1633039200000,2021,10,0.5095158303464754,379.0797777777778
1635717600000,2021,11,0.4002185185185186,288.1573333333333
1638309600000,2021,12,0.31150306152927115,231.75827777777778
