month,hour,meanHourlyCapFactor,p90HourlyCapFactor,p10HourlyCapFactor
5,23,0.8028578255675031,0.9994444444444445,0.3653888888888889
6,0,0.7889664902998237,0.9998888888888888,0.38105555555555554
6,1,0.7645247795414463,0.9996944444444444,0.3246
6,2,0.7448872134038806,0.9998888888888888,0.3012666666666667
6,3,0.7268611992945335,0.9998944444444444,0.25783333333333336
6,4,0.7007817460317456,0.9998888888888888,0.21645000000000006
6,5,0.6532917107583772,0.9984444444444445,0.19523333333333334
6,6,0.5030111992945326,0.9937333333333334,0.08061111111111113
6,7,0.4461298941798945,0.9790166666666668,0.0449277777777778
6,8,0.3672229276895943,0.9164777777777781,0.019122222222222228
6,9,0.27488844797178175,0.7918611111111115,0.0040833333333333355
6,10,0.2098996472663138,0.6299111111111119,0.00043333333333333396
6,11,0.1832777777777778,0.5399833333333334,0
6,12,0.1963548500881835,0.5825666666666667,0.00005000000000000032
6,13,0.25020978835978813,0.6756055555555556,0.0022555555555555567
6,14,0.3593867724867721,0.8656500000000001,0.014055555555555554
6,15,0.5237134920634923,0.9736555555555556,0.044138888888888894
6,16,0.7067338624338622,0.9975555555555555,0.14445000000000002
6,17,0.7989019400352729,0.9991111111111112,0.37940555555555555
6,18,0.8400929453262781,0.9998333333333334,0.4680833333333333
6,19,0.858759435626102,1.0000555555555555,0.5192666666666668
6,20,0.862810493827161,0.999788888888889,0.5334166666666668
6,21,0.8566502645502644,0.9995611111111111,0.5367333333333334
6,22,0.8398775132275125,0.9996666666666667,0.47485
6,23,0.8176580246913582,0.9996833333333334,0.4035222222222222
7,0,0.80408098651647,1.0002777777777778,0.34755555555555556
7,1,0.7856558286396991,1.0002777777777778,0.2995
7,2,0.769255077658303,1.0001666666666666,0.2813333333333333
7,3,0.7518731012118102,1.0002777777777778,0.2603333333333333
7,4,0.7291916709336065,1.0002777777777778,0.21705555555555556
7,5,0.6844467485919099,1,0.19216666666666668
7,6,0.5457680491551462,0.9991666666666666,0.0885
7,7,0.4956838197644651,0.9976111111111111,0.054000000000000006
7,8,0.41688880355009394,0.9774444444444444,0.028055555555555556
7,9,0.321862263184844,0.8797777777777779,0.005
7,10,0.2535291005291003,0.7307222222222223,0.001888888888888889
7,11,0.22687677077999663,0.6849999999999999,0.00044444444444444447
7,12,0.24172350230414755,0.699,0.0008888888888888889
7,13,0.30206485748421236,0.8051666666666667,0.0031111111111111114
7,14,0.41639631336405547,0.9145555555555556,0.012277777777777778
7,15,0.5682625874722651,0.9852777777777777,0.03733333333333333
7,16,0.7336670080218469,0.9986111111111111,0.10066666666666667
7,17,0.821071940604199,1.0000555555555555,0.34988888888888886
7,18,0.8578244580986516,1.0001666666666666,0.4827777777777778
7,19,0.8686005291005285,1.0001666666666666,0.509888888888889
7,20,0.8674397508107179,1.0002222222222221,0.4952777777777778
7,21,0.8623263355521423,1.0001666666666666,0.4726111111111111
7,22,0.8486625704045065,1.0002222222222221,0.42388888888888887
7,23,0.828287335722821,1.0002777777777778,0.3698333333333333
8,0,0.7431121351766512,1.0001666666666666,0.36188888888888887
8,1,0.7229557091653869,1.0001111111111112,0.33705555555555555
8,2,0.7073422939068096,1.0001111111111112,0.31366666666666665
8,3,0.6927650622973204,1.0001111111111112,0.2878888888888889
8,4,0.6618277863116575,1.0000555555555555,0.2515
8,5,0.5920909711554873,0.9980555555555556,0.21733333333333332
8,6,0.4451478921317627,0.9854999999999999,0.09127777777777778
8,7,0.3994814814814814,0.9513888888888888,0.071
8,8,0.3138417818740401,0.8748888888888888,0.03688888888888889
8,9,0.23165642601126463,0.6826666666666666,0.006388888888888888
8,10,0.18470267963816353,0.5237222222222222,0.0037222222222222223
8,11,0.1734889912954429,0.5066111111111111,0.0010555555555555557
8,12,0.19559643283836828,0.5923333333333334,0.0003888888888888889
8,13,0.2505725379757637,0.7148888888888889,0.0015555555555555557
8,14,0.3330778289810552,0.8557777777777777,0.01172222222222222
8,15,0.46786832223929,0.9754444444444446,0.035444444444444445
8,16,0.653583802696706,0.9983333333333333,0.1335
8,17,0.7705609318996415,1.0000555555555555,0.4058888888888889
8,18,0.8113901689708151,1.0002222222222221,0.46805555555555556
8,19,0.8205360129714973,1.0002777777777778,0.4326111111111111
8,20,0.8178629458952033,1.0001666666666666,0.4356666666666667
8,21,0.8041841611196455,1.0001111111111112,0.42
8,22,0.78631404676566,1.0000555555555555,0.40044444444444444
8,23,0.764777777777777,1.0001111111111112,0.37266666666666665
9,0,0.7110988536155199,1.0002777777777778,0.3482666666666666
9,1,0.6923718694885357,1.0002777777777778,0.33214444444444446
9,2,0.673742768959435,1.0002777777777778,0.29837777777777774
9,3,0.6490833333333337,1.0002222222222221,0.2678666666666667
9,4,0.6373147266313938,1.000061111111111,0.24991111111111114
9,5,0.5338492063492063,0.9984500000000001,0.1725722222222222
9,6,0.43666825396825404,0.9880055555555556,0.1037888888888889
9,7,0.3800977954144618,0.9410000000000002,0.08302777777777777
9,8,0.2947142857142851,0.7956111111111112,0.04605000000000001
9,9,0.22641340388007056,0.6594777777777778,0.01986666666666667
9,10,0.1900104056437391,0.5669500000000001,0.005161111111111111
9,11,0.18573765432098754,0.5899611111111112,0.0017666666666666673
9,12,0.20840934744268103,0.6358222222222226,0.001388888888888889
9,13,0.2564313051146384,0.7132388888888894,0.0018166666666666678
9,14,0.32109391534391524,0.8772000000000001,0.003544444444444445
9,15,0.4479705467372135,0.9808777777777777,0.03106666666666667
9,16,0.6114565255731923,0.9990055555555556,0.07958888888888889
9,17,0.7360945326278668,1.0000555555555555,0.3298166666666667
9,18,0.7688786596119931,1.0002222222222221,0.39387777777777777
9,19,0.7738151675485012,1.0002777777777778,0.40072222222222226
9,20,0.7628119929453254,1.0002222222222221,0.38431666666666664
9,21,0.7553001763668429,1.0001666666666666,0.391638888888889
9,22,0.7466670194003524,1.0002222222222221,0.3825888888888889
9,23,0.7326850970017637,1.0002222222222221,0.37272222222222223
10,0,0.6762694145758658,1.0001111111111112,0.2821666666666667
10,1,0.6603865847414235,1.0000555555555555,0.25016666666666665
10,2,0.6469121010411337,0.9997222222222222,0.23555555555555555
10,3,0.6307796552312684,0.9993888888888888,0.20833333333333334
10,4,0.615929851510497,0.9983333333333333,0.21944444444444444
10,5,0.48078562894691906,0.9867777777777778,0.1213888888888889
10,6,0.42395553848779627,0.9496111111111112,0.10372222222222223
10,7,0.3313399044205496,0.8156666666666667,0.06999999999999999
10,8,0.24132983444273765,0.6335555555555555,0.034444444444444444
10,9,0.18595477043864153,0.4907222222222222,0.008222222222222223
10,10,0.16425883256528415,0.4542777777777778,0.003
10,11,0.17170728793309442,0.48155555555555557,0.0009444444444444445
10,12,0.2087115548728453,0.5705555555555556,0.0009444444444444445
10,13,0.27988735279057864,0.7497777777777779,0.003
10,14,0.37703720771462684,0.8914444444444445,0.009444444444444445
10,15,0.4946544632189804,0.9789444444444445,0.03305555555555555
10,16,0.6418988735279062,0.9978333333333335,0.14333333333333334
10,17,0.7169552824714115,0.9995555555555555,0.35888888888888887
10,18,0.7382253797576377,1.0000555555555555,0.4083333333333333
10,19,0.7263338453661035,1.0001666666666666,0.37983333333333336
10,20,0.7103672128349541,1.0000555555555555,0.35438888888888886
10,21,0.7015291858678956,0.9999444444444445,0.33866666666666667
10,22,0.695937617340843,0.9999444444444445,0.3307777777777778
10,23,0.6903186550605912,1.0000555555555555,0.3086111111111111
11,0,0.5011743386243382,0.9967055555555555,0.09230000000000001
11,1,0.498922398589065,0.9955777777777778,0.09228888888888889
11,2,0.4965016754850089,0.9943500000000001,0.0882888888888889
11,3,0.4937339506172839,0.9916277777777778,0.08654444444444447
11,4,0.4546289241622572,0.9760611111111112,0.08610555555555559
11,5,0.3551094356261025,0.9331611111111111,0.0419
11,6,0.3062384479717817,0.8099944444444444,0.04408333333333334
11,7,0.22315282186948845,0.6445555555555555,0.030944444444444445
11,8,0.1554656084656084,0.4355333333333335,0.015216666666666672
11,9,0.12014153439153451,0.3339166666666667,0.004272222222222222
11,10,0.10710987654320983,0.31276111111111127,0.0015944444444444452
11,11,0.12149029982363323,0.33968888888888915,0
11,12,0.15453774250440924,0.42333333333333345,0
11,13,0.22668209876543208,0.6603333333333333,0.0019888888888888894
11,14,0.32484832451499096,0.8270611111111112,0.0034666666666666687
11,15,0.4266318342151672,0.9073111111111111,0.022305555555555575
11,16,0.5075023809523809,0.9605333333333335,0.06538888888888889
11,17,0.5322870370370365,0.9813944444444445,0.1307611111111112
11,18,0.534205731922399,0.9828166666666668,0.15277222222222225
11,19,0.5219514991181656,0.9848277777777779,0.12688333333333335
11,20,0.5068996472663139,0.9896111111111111,0.12736666666666668
11,21,0.5019310405643744,0.988538888888889,0.09844444444444443
11,22,0.5003855379188714,0.9905611111111112,0.07255
11,23,0.5070668430335095,0.9961666666666668,0.0817888888888889
12,0,0.2678582522614784,0.8138888888888889,0.0045000000000000005
12,1,0.26811546338965686,0.8136111111111111,0.005277777777777778
12,2,0.2677197473971667,0.796611111111111,0.004944444444444445
12,3,0.2735328554360816,0.7975000000000001,0.007666666666666666
12,4,0.21942157364738016,0.6721111111111111,0.005277777777777778
12,5,0.16396535244922344,0.5102222222222222,0.004333333333333333
12,6,0.13166598395630646,0.3775,0.004333333333333333
12,7,0.09609011776753716,0.22527777777777777,0.004111111111111111
12,8,0.06643488649940268,0.14633333333333334,0.0033888888888888888
12,9,0.052776071001877485,0.12088888888888889,0.0024444444444444444
12,10,0.04714976958525343,0.11216666666666668,0.0005555555555555556
12,11,0.05171462706946575,0.12533333333333332,0
12,12,0.0655332821300563,0.1645,0
12,13,0.10137677077999652,0.30977777777777776,0.00016666666666666666
12,14,0.15821804062126638,0.49744444444444447,0.0021666666666666666
12,15,0.2331934630483017,0.6287222222222222,0.005555555555555556
12,16,0.27834767025089624,0.7181666666666667,0.019666666666666666
12,17,0.28516222904932614,0.7402222222222222,0.01622222222222222
12,18,0.27591875746714417,0.7190555555555556,0.015611111111111112
12,19,0.2697012288786482,0.7350555555555556,0.011833333333333333
12,20,0.26158841099163677,0.7361666666666666,0.005611111111111111
12,21,0.255667690732207,0.7168888888888888,0.004722222222222222
12,22,0.25234306195596523,0.7253333333333334,0.003833333333333333
12,23,0.2631600102406556,0.7745555555555554,0.005222222222222222
