years,months,capacity,medianAnnualEnergyMWh,meanAnnualEnergyMWh,meanAnnualCapFactor,meanDailyWeatherImpact,p95AnnualEnergyMWh,p90AnnualEnergyMWh,p75AnnualEnergyMWh,p25AnnualEnergyMWh,p10AnnualEnergyMWh,p05AnnualEnergyMWh,medianAnnualSpecificYield,meanAnnualSpecificYield,coefVarAnnualEnergy
21,252,160,591274.5244444446,593781.842962963,0.4236457212920684,-0.5740679558429562,624821.2622222223,617354.7377777778,602713.9377777778,582881.0844444444,566744.4355555556,566271.8044444445,3695.465777777778,3711.136518518518,0.03392798599025208
