duration_years,stDev,p50,p75,p90,p99
5,10135.671202097832,668004.5733333334,661168.1669961608,655015.1880364396,644425.4761803561
10,7167.001838880583,668004.5733333334,663170.504053372,658819.6909064549,651331.6338422067
15,5851.832496948721,668004.5733333334,664057.5722942771,660505.148235564,654391.1752448136
18,5341.96776886766,668004.5733333334,664401.4708273544,661158.5661760522,655577.2979710334
20,5067.835601048916,668004.5733333334,664586.3701647471,661509.8806848865,656215.0247568447
25,4532.809961095552,668004.5733333334,664947.2394749877,662195.5436313752,657459.6805169076
